player_id,player_name,team_id,game_date,prob_10_plus,prob_8_plus,prob_6_plus,prob_4_plus,is_playing_today
1630208,Nick Richards,1610612756,2025-01-22,0.32863248233975656,0.48539270079710173,0.755716250589847,0.9944001,0
1629655,Daniel Gafford,1610612742,2025-01-22,0.25647816128916534,0.34985348445084796,0.6374596222381003,0.98459643,1
203486,Mason Plumlee,1610612756,2025-01-22,0.22140345173162454,0.3491378197618043,0.5541354192604947,0.97948265,0
201142,Kevin Durant,1610612756,2025-01-22,0.23505637524346848,0.378540403170946,0.5895549517005194,0.97419566,0
1642259,Alex Sarr,1610612764,2025-01-21,0.25808257427001746,0.4044940873051683,0.6732331576677533,0.9721049,0
204001,Kristaps Porziņģis,1610612738,2025-01-20,0.3230620071858745,0.5001198836392879,0.6694548236857751,0.97011524,0
1631218,Trayce Jackson-Davis,1610612744,2025-01-22,0.4469515963327236,0.5714522865273298,0.7301694318566682,0.96362156,1
1630549,Day'Ron Sharpe,1610612751,2025-01-22,0.23123990544313816,0.3828907433816309,0.5837509039185074,0.95930535,0
1628976,Wendell Carter Jr.,1610612753,2025-01-21,0.25994220556290193,0.47014462866736967,0.7079877039173205,0.9499146,1
1630191,Isaiah Stewart,1610612765,2025-01-22,0.1696788203811434,0.4239337566533643,0.6342459301736397,0.92646307,0
