player_id,player_name,team_id,game_date,prob_10_plus,prob_8_plus,prob_6_plus,prob_4_plus,is_playing_today
1627734,Domantas Sabonis,1610612758,2025-01-10,0.9237061040598736,0.9495463126205289,0.9666489579353557,0.9982497,1
203999,Nikola Jokić,1610612743,2025-01-10,0.8427436841593717,0.9160657861148895,0.9489958076979591,0.9967835,0
203076,Anthony Davis,1610612747,2025-01-07,0.8010564871371956,0.9217691035494706,0.951484843558124,0.9844359,0
1626157,Karl-Anthony Towns,1610612750,2025-01-10,0.732000804859455,0.8780040435897256,0.8838246742324041,0.9296304,1
1641705,Victor Wembanyama,1610612759,2025-01-08,0.7109689665781688,0.8143166122809411,0.8786008154170348,0.9978023,0
1627826,Ivica Zubac,1610612746,2025-01-08,0.7005343038298896,0.8404313470719774,0.8733511039691169,0.9911368,0
203507,Giannis Antetokounmpo,1610612749,2025-01-10,0.6839262324304232,0.8527433764973232,0.8942361565284425,0.99880517,1
1631117,Walker Kessler,1610612762,2025-01-11,0.6471892937688588,0.7948220277128736,0.8299881532053165,0.81587785,1
203497,Rudy Gobert,1610612750,2025-01-11,0.6337464920290498,0.8756796053271021,0.8658838127855027,0.9996344,0
1630578,Alperen Sengun,1610612745,2025-01-09,0.5340957339547786,0.8351687896615076,0.904972785385181,0.995827,0
