player_id,player_name,team_id,game_date,prob_10_plus,prob_8_plus,prob_6_plus,prob_4_plus,is_playing_today
1628386,Jarrett Allen,1610612739,2025-01-09,0.5175718159181235,0.8097078739318226,0.8469375230009958,0.9890708,1
1629028,Deandre Ayton,1610612757,2025-01-09,0.47527549199214,0.8010697052527821,0.8518343440929644,0.96994036,0
1631105,Jalen Duren,1610612765,2025-01-11,0.5021219724432525,0.785100334128156,0.7799538133492985,0.76363355,0
202696,Nikola Vučević,1610612741,2025-01-10,0.4982722703163228,0.778475836520128,0.8419412221568985,0.96941704,0
1641726,Dereck Lively II,1610612742,2025-01-09,0.3352081737161719,0.7666471402049873,0.8683277656090995,0.9739068,0
203954,Joel Embiid,1610612755,2025-01-04,0.4401780039756286,0.7501519842705089,0.7319282090006244,0.99555135,0
1629048,Goga Bitadze,1610612753,2025-01-10,0.3902875702374714,0.7268905847666668,0.7833424613297684,0.9028254,1
1628389,Bam Adebayo,1610612748,2025-01-11,0.403328979205483,0.7252223142312927,0.8755833082472574,0.99867463,0
1628392,Isaiah Hartenstein,1610612760,2025-01-10,0.5233017103464157,0.7166578456160256,0.8225142511020513,0.99382424,1
1628404,Josh Hart,1610612752,2025-01-10,0.48963605365421364,0.7050058658478396,0.8757709090792026,0.9981184,1
