player_id,player_name,team_id,game_date,prob_10_plus,prob_8_plus,prob_6_plus,prob_4_plus,is_playing_today
1628369,Jayson Tatum,1610612738,2025-01-10,0.45235527982901214,0.661263119016493,0.8450204942867718,0.99300474,1
1630552,Jalen Johnson,1610612737,2025-01-03,0.47148484411020547,0.7014172325770689,0.8279609616958459,0.96540904,0
1631109,Mark Williams,1610612766,2025-01-07,0.42257520793392406,0.6822675566354565,0.8048564961175102,0.9571096,1
1630596,Evan Mobley,1610612739,2025-01-09,0.3771798133500043,0.6915939866176165,0.7949222200210072,0.99147975,1
1630567,Scottie Barnes,1610612761,2025-01-11,0.3409408104668959,0.5256187000844686,0.7928887693620338,0.98078674,0
1627751,Jakob Poeltl,1610612761,2025-01-11,0.4479159592000092,0.6950007340072293,0.7925409602861061,0.9700953,0
203991,Clint Capela,1610612737,2025-01-09,0.4258900252855915,0.6003812253717163,0.7818254074981388,0.95546097,0
1630581,Josh Giddey,1610612741,2025-01-10,0.28930779513122323,0.6058964078640597,0.778708464951084,0.99428684,1
1641708,Amen Thompson,1610612745,2025-01-09,0.4089727236817905,0.6513738241096795,0.7464499506798131,0.9326734,0
1628970,Miles Bridges,1610612766,2025-01-07,0.22058171757663134,0.5635826846949076,0.7447003796192532,0.93664193,1
