player_id,player_name,team_id,game_date,prob_10_plus,prob_8_plus,prob_6_plus,prob_4_plus,is_playing_today
1631096,Chet Holmgren,1610612760,2024-11-10,0.286419123428203,0.5693853525557242,0.6991433809855491,0.9864748,0
1642274,Yves Missi,1610612740,2025-01-10,0.3742018158637277,0.6315741154842415,0.7253559081649265,0.98624647,1
202685,Jonas Valančiūnas,1610612740,2025-01-10,0.4038481472873495,0.6970223881460564,0.7442440240771186,0.98577917,0
1631218,Trayce Jackson-Davis,1610612744,2025-01-10,0.2923320159439582,0.3954980280258118,0.613185707011782,0.98052394,0
203944,Julius Randle,1610612750,2025-01-11,0.23652514570256838,0.46019315562012,0.6778957595855323,0.9795673,0
1626171,Bobby Portis,1610612749,2025-01-10,0.32798503467977197,0.5548348518279325,0.7299526358314024,0.9744204,0
204001,Kristaps Porziņģis,1610612738,2025-01-10,0.22896299910764165,0.49912628543208565,0.7231285903431078,0.9690415,0
1642259,Alexandre Sarr,1610612764,2025-01-10,0.22951249840485208,0.5024460703915944,0.673129276715978,0.96743816,1
1628381,John Collins,1610612762,2025-01-04,0.3843977739122829,0.5401213266873128,0.6683290174848309,0.96312326,0
1627783,Pascal Siakam,1610612754,2025-01-10,0.1885876528986383,0.6101068863799767,0.7179673898649995,0.9619157,1
