game_id,game_date,rebounds,minutes,fouls,player_id,player_name,team_id
22200532,2022-12-30,10,33,2,1630191,Isaiah Stewart,1610612765
22200544,2022-12-31,7,24,2,1630191,Isaiah Stewart,1610612765
22200559,2023-01-02,6,28,3,1630191,Isaiah Stewart,1610612765
22200573,2023-01-04,7,31,1,1630191,Isaiah Stewart,1610612765
22200585,2023-01-06,8,30,5,1630191,Isaiah Stewart,1610612765
22200596,2023-01-08,13,35,1,1630191,Isaiah Stewart,1610612765
22200648,2023-01-15,9,29,5,1630191,Isaiah Stewart,1610612765
22200678,2023-01-19,11,30,2,1630191,Isaiah Stewart,1610612765
22200731,2023-01-26,5,21,5,1630191,Isaiah Stewart,1610612765
22200743,2023-01-28,6,24,2,1630191,Isaiah Stewart,1610612765
22200761,2023-01-30,5,20,3,1630191,Isaiah Stewart,1610612765
22200785,2023-02-03,16,28,1,1630191,Isaiah Stewart,1610612765
22200794,2023-02-04,9,37,3,1630191,Isaiah Stewart,1610612765
22200808,2023-02-06,12,31,2,1630191,Isaiah Stewart,1610612765
22200822,2023-02-08,7,28,3,1630191,Isaiah Stewart,1610612765
22200835,2023-02-10,11,29,5,1630191,Isaiah Stewart,1610612765
22200856,2023-02-12,3,38,1,1630191,Isaiah Stewart,1610612765
22200877,2023-02-15,6,26,1,1630191,Isaiah Stewart,1610612765
22200888,2023-02-23,8,27,3,1630191,Isaiah Stewart,1610612765
22200903,2023-02-25,9,19,2,1630191,Isaiah Stewart,1610612765
22300068,2023-10-25,14,35,3,1630191,Isaiah Stewart,1610612765
22300077,2023-10-27,7,36,3,1630191,Isaiah Stewart,1610612765
22300088,2023-10-28,9,34,4,1630191,Isaiah Stewart,1610612765
22300109,2023-10-30,7,31,2,1630191,Isaiah Stewart,1610612765
22300115,2023-11-01,6,33,5,1630191,Isaiah Stewart,1610612765
22300129,2023-11-02,8,35,3,1630191,Isaiah Stewart,1610612765
22300140,2023-11-05,2,34,0,1630191,Isaiah Stewart,1610612765
22300145,2023-11-06,11,39,3,1630191,Isaiah Stewart,1610612765
22300165,2023-11-08,4,37,4,1630191,Isaiah Stewart,1610612765
22300008,2023-11-10,6,32,5,1630191,Isaiah Stewart,1610612765
22300181,2023-11-12,11,31,3,1630191,Isaiah Stewart,1610612765
22300018,2023-11-14,1,19,1,1630191,Isaiah Stewart,1610612765
22300030,2023-11-17,10,31,0,1630191,Isaiah Stewart,1610612765
22300211,2023-11-19,5,21,1,1630191,Isaiah Stewart,1610612765
22300218,2023-11-20,11,35,3,1630191,Isaiah Stewart,1610612765
