game_id,game_date,rebounds,minutes,fouls,player_id,player_name,team_id
0022400072,2024-10-23,7,25,3,1641764,Brandin Podziemski,1610612744
0022400084,2024-10-25,5,25,2,1641764,Brandin Podziemski,1610612744
0022400101,2024-10-27,5,25,2,1641764,Brandin Podziemski,1610612744
0022400116,2024-10-29,3,34,2,1641764,Brandin Podziemski,1610612744
0022400126,2024-10-30,8,38,2,1641764,Brandin Podziemski,1610612744
0022400144,2024-11-02,5,38,6,1641764,Brandin Podziemski,1610612744
0022400155,2024-11-04,4,13,2,1641764,Brandin Podziemski,1610612744
0022400188,2024-11-08,7,27,1,1641764,Brandin Podziemski,1610612744
0022400207,2024-11-10,1,15,4,1641764,Brandin Podziemski,1610612744
0022400007,2024-11-12,1,17,2,1641764,Brandin Podziemski,1610612744
0022400019,2024-11-15,7,28,2,1641764,Brandin Podziemski,1610612744
0022400251,2024-11-18,5,16,1,1641764,Brandin Podziemski,1610612744
0022400258,2024-11-20,2,15,1,1641764,Brandin Podziemski,1610612744
0022400032,2024-11-22,5,21,0,1641764,Brandin Podziemski,1610612744
0022400269,2024-11-23,3,16,0,1641764,Brandin Podziemski,1610612744
0022400284,2024-11-25,1,23,2,1641764,Brandin Podziemski,1610612744
0022400299,2024-11-27,8,30,0,1641764,Brandin Podziemski,1610612744
0022400303,2024-11-30,7,33,1,1641764,Brandin Podziemski,1610612744
0022400058,2024-12-03,4,25,5,1641764,Brandin Podziemski,1610612744
0022400332,2024-12-05,11,37,0,1641764,Brandin Podziemski,1610612744
0022400338,2024-12-06,6,25,0,1641764,Brandin Podziemski,1610612744
0022400355,2024-12-08,3,20,2,1641764,Brandin Podziemski,1610612744
0022401204,2024-12-11,2,31,0,1641764,Brandin Podziemski,1610612744
0022401228,2024-12-15,1,16,1,1641764,Brandin Podziemski,1610612744
0022400366,2024-12-19,4,25,0,1641764,Brandin Podziemski,1610612744
0022400383,2024-12-21,7,20,0,1641764,Brandin Podziemski,1610612744
0022400403,2024-12-23,6,26,1,1641764,Brandin Podziemski,1610612744
0022400408,2024-12-25,3,24,0,1641764,Brandin Podziemski,1610612744
0022400426,2024-12-27,2,31,2,1641764,Brandin Podziemski,1610612744
0022400431,2024-12-28,2,11,2,1641764,Brandin Podziemski,1610612744
