player_id,player_name,team_id,game_date,prob_20_plus,prob_15_plus,prob_10_plus,is_playing_today
202695,Kawhi Leonard,1610612746,2025-01-19,0.5996815841116838,0.9059426339463427,0.9171777979124321,0
1631094,Paolo Banchero,1610612753,2025-01-21,0.6305253663031243,0.8382387732940475,0.9252253431854203,1
203468,CJ McCollum,1610612740,2025-01-20,0.5923240846540835,0.832078389591881,0.9371503001746893,0
1629639,Tyler Herro,1610612748,2025-01-19,0.6569013086791688,0.8265573782747758,0.8988060899221308,0
1628374,Lauri Markkanen,1610612762,2025-01-22,0.6132863773643953,0.8134871827558234,0.9031330559311767,0
1628370,Malik Monk,1610612758,2025-01-22,0.5225623150553392,0.7964825782723682,0.8581360928280451,1
1626157,Karl-Anthony Towns,1610612752,2025-01-21,0.6490130138415037,0.7963208757372033,0.9092350057824345,0
1627749,Dejounte Murray,1610612737,2025-01-20,0.5447432483899214,0.7958133736912472,0.8935065871561165,0
1627734,Domantas Sabonis,1610612758,2025-01-22,0.519379158717181,0.7834574372106865,0.9134240245176635,1
1630217,Desmond Bane,1610612763,2025-01-22,0.6376894263307141,0.7801763535606524,0.8881135071017865,0
1627783,Pascal Siakam,1610612754,2025-01-18,0.5791864014128257,0.7768445323843891,0.9113165634481611,1
1629636,Darius Garland,1610612739,2025-01-22,0.5762162768253195,0.7744111900964913,0.9194997051931911,0
1629012,Collin Sexton,1610612762,2025-01-22,0.535551585956995,0.7679053854796566,0.9008958014406693,0
1628970,Miles Bridges,1610612766,2025-01-22,0.5994461841381905,0.7651056168107464,0.9079077937611069,0
201935,James Harden,1610612746,2025-01-20,0.4623299818710664,0.7578027016134712,0.8740834173629788,0
1629630,Ja Morant,1610612763,2025-01-22,0.564331944501894,0.7577817256338056,0.8277464553747799,0
1629673,Jordan Poole,1610612764,2025-01-21,0.4896206957075152,0.7526349057964561,0.8544838328901133,1
1627750,Jamal Murray,1610612743,2025-01-21,0.5223802016389152,0.7459385821912576,0.8876838666213442,1
1626181,Norman Powell,1610612746,2025-01-20,0.5645858905396823,0.744771634718929,0.8398371790508274,0
1630530,Trey Murphy III,1610612740,2025-01-20,0.5328407671167338,0.7403585257647636,0.9148290637129728,0
1629628,RJ Barrett,1610612761,2025-01-21,0.5546499180496433,0.7307400745223867,0.8772489152532963,1
1630224,Jalen Green,1610612745,2025-01-22,0.5956654390520353,0.7106718723839872,0.9038341700424142,0
1629014,Anfernee Simons,1610612757,2025-01-21,0.5456934390320615,0.7059666497138279,0.8870974839050093,0
203944,Julius Randle,1610612750,2025-01-22,0.5059829973566106,0.690304784948008,0.8565605438422691,0
1630578,Alperen Sengun,1610612745,2025-01-22,0.46398155663533774,0.6864872511606551,0.8391734218962322,0
