index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP
2459,22200001,1610612738,BOS,1610612755,PHI,2022-23,24,29,2022-10-18,53,24.0,24.0,22.0,22.0,21.0,24.0
2456,22200002,1610612744,GSW,1610612747,LAL,2022-23,25,22,2022-10-18,47,25.0,25.0,29.0,29.0,24.0,21.0
2457,22200002,1610612747,LAL,1610612744,GSW,2022-23,22,25,2022-10-18,47,22.0,22.0,24.0,24.0,24.0,20.0
2458,22200001,1610612755,PHI,1610612738,BOS,2022-23,29,24,2022-10-18,53,29.0,29.0,25.0,25.0,20.0,24.0
2435,22200009,1610612752,NYK,1610612763,MEM,2022-23,23,25,2022-10-19,48,23.0,23.0,37.0,37.0,25.0,24.0
2449,22200010,1610612750,MIN,1610612760,OKC,2022-23,35,22,2022-10-19,57,35.0,35.0,32.0,32.0,24.0,25.0
2445,22200003,1610612753,ORL,1610612765,DET,2022-23,28,17,2022-10-19,45,28.0,28.0,22.0,22.0,19.0,22.0
2444,22200003,1610612765,DET,1610612753,ORL,2022-23,17,28,2022-10-19,45,17.0,17.0,38.0,38.0,22.0,19.0
2453,22200014,1610612758,SAC,1610612757,POR,2022-23,23,32,2022-10-19,55,23.0,23.0,22.0,22.0,18.0,23.0
2447,22200004,1610612754,IND,1610612764,WAS,2022-23,25,36,2022-10-19,61,25.0,25.0,20.0,20.0,23.0,18.0
2446,22200004,1610612764,WAS,1610612754,IND,2022-23,36,25,2022-10-19,61,36.0,36.0,30.0,30.0,25.0,20.0
2452,22200014,1610612757,POR,1610612758,SAC,2022-23,32,23,2022-10-19,55,32.0,32.0,35.0,35.0,20.0,25.0
2450,22200005,1610612737,ATL,1610612745,HOU,2022-23,26,20,2022-10-19,46,26.0,26.0,28.0,28.0,25.0,21.0
2451,22200005,1610612745,HOU,1610612737,ATL,2022-23,20,26,2022-10-19,46,20.0,20.0,25.0,25.0,21.0,25.0
2439,22200011,1610612759,SAS,1610612766,CHA,2022-23,22,38,2022-10-19,60,22.0,22.0,28.0,28.0,23.0,20.0
2443,22200013,1610612742,DAL,1610612756,PHX,2022-23,32,24,2022-10-19,56,32.0,32.0,14.0,14.0,20.0,23.0
2448,22200010,1610612760,OKC,1610612750,MIN,2022-23,22,35,2022-10-19,57,22.0,22.0,23.0,23.0,28.0,24.0
2442,22200013,1610612756,PHX,1610612742,DAL,2022-23,24,32,2022-10-19,56,24.0,24.0,22.0,22.0,24.0,28.0
2454,22200007,1610612741,CHI,1610612748,MIA,2022-23,28,33,2022-10-19,61,28.0,28.0,25.0,25.0,22.0,22.0
2455,22200007,1610612748,MIA,1610612741,CHI,2022-23,33,28,2022-10-19,61,33.0,33.0,32.0,32.0,22.0,22.0
2436,22200012,1610612762,UTA,1610612743,DEN,2022-23,37,30,2022-10-19,67,37.0,37.0,23.0,23.0,26.0,22.0
2441,22200008,1610612739,CLE,1610612761,TOR,2022-23,22,28,2022-10-19,50,22.0,22.0,24.0,24.0,22.0,26.0
2440,22200008,1610612761,TOR,1610612739,CLE,2022-23,28,22,2022-10-19,50,28.0,28.0,26.0,26.0,19.0,22.0
2437,22200012,1610612743,DEN,1610612762,UTA,2022-23,30,37,2022-10-19,67,30.0,30.0,36.0,36.0,22.0,19.0
2434,22200009,1610612763,MEM,1610612752,NYK,2022-23,25,23,2022-10-19,48,25.0,25.0,28.0,28.0,28.0,20.0
2433,22200006,1610612751,BKN,1610612740,NOP,2022-23,14,32,2022-10-19,46,14.0,14.0,32.0,32.0,20.0,28.0
2432,22200006,1610612740,NOP,1610612751,BKN,2022-23,32,14,2022-10-19,46,32.0,32.0,33.0,33.0,28.0,29.0
2438,22200011,1610612766,CHA,1610612759,SAS,2022-23,38,22,2022-10-19,60,38.0,38.0,17.0,17.0,29.0,28.0
2429,22200015,1610612755,PHI,1610612749,MIL,2022-23,24,30,2022-10-20,54,29.0,29.0,30.0,30.0,20.0,21.0
2428,22200015,1610612749,MIL,1610612755,PHI,2022-23,30,24,2022-10-20,54,30.0,30.0,29.0,29.0,21.0,20.0
2431,22200016,1610612747,LAL,1610612746,LAC,2022-23,23,35,2022-10-20,58,22.0,22.0,35.0,35.0,24.0,24.0
2430,22200016,1610612746,LAC,1610612747,LAL,2022-23,35,23,2022-10-20,58,35.0,35.0,22.0,22.0,24.0,24.0
2417,22200019,1610612764,WAS,1610612741,CHI,2022-23,26,30,2022-10-21,56,36.0,36.0,28.0,28.0,25.0,23.0
2409,22200018,1610612754,IND,1610612759,SAS,2022-23,26,36,2022-10-21,62,25.0,25.0,25.0,25.0,23.0,25.0
2407,22200021,1610612751,BKN,1610612761,TOR,2022-23,28,24,2022-10-21,52,14.0,14.0,28.0,28.0,20.0,22.0
2419,22200022,1610612748,MIA,1610612738,BOS,2022-23,22,30,2022-10-21,52,33.0,33.0,32.0,32.0,22.0,20.0
2412,22200025,1610612750,MIN,1610612762,UTA,2022-23,41,26,2022-10-21,67,35.0,35.0,30.0,30.0,24.0,21.0
2418,22200022,1610612738,BOS,1610612748,MIA,2022-23,30,22,2022-10-21,52,24.0,24.0,25.0,25.0,21.0,24.0
2406,22200021,1610612761,TOR,1610612751,BKN,2022-23,24,28,2022-10-21,52,28.0,28.0,22.0,22.0,19.0,28.0
2410,22200024,1610612763,MEM,1610612745,HOU,2022-23,26,32,2022-10-21,58,25.0,25.0,25.0,25.0,28.0,19.0
2425,22200023,1610612752,NYK,1610612765,DET,2022-23,30,20,2022-10-21,50,23.0,23.0,20.0,20.0,25.0,24.0
2415,22200026,1610612744,GSW,1610612743,DEN,2022-23,34,40,2022-10-21,74,25.0,25.0,24.0,24.0,24.0,25.0
2423,22200017,1610612766,CHA,1610612740,NOP,2022-23,24,35,2022-10-21,59,38.0,38.0,24.0,24.0,29.0,19.0
2420,22200020,1610612753,ORL,1610612737,ATL,2022-23,27,19,2022-10-21,46,28.0,28.0,36.0,36.0,19.0,29.0
2421,22200020,1610612737,ATL,1610612753,ORL,2022-23,19,27,2022-10-21,46,26.0,26.0,32.0,32.0,25.0,22.0
2416,22200019,1610612741,CHI,1610612764,WAS,2022-23,30,26,2022-10-21,56,28.0,28.0,14.0,14.0,22.0,25.0
2411,22200024,1610612745,HOU,1610612763,MEM,2022-23,32,26,2022-10-21,58,20.0,20.0,23.0,23.0,21.0,28.0
2422,22200017,1610612740,NOP,1610612766,CHA,2022-23,35,24,2022-10-21,59,32.0,32.0,26.0,26.0,28.0,21.0
2426,22200027,1610612757,POR,1610612756,PHX,2022-23,25,28,2022-10-21,53,32.0,32.0,33.0,33.0,20.0,24.0
2427,22200027,1610612756,PHX,1610612757,POR,2022-23,28,25,2022-10-21,53,24.0,24.0,38.0,38.0,24.0,20.0
2408,22200018,1610612759,SAS,1610612754,IND,2022-23,36,26,2022-10-21,62,22.0,22.0,28.0,28.0,23.0,22.0
2424,22200023,1610612765,DET,1610612752,NYK,2022-23,20,30,2022-10-21,50,17.0,17.0,37.0,37.0,22.0,23.0
2414,22200026,1610612743,DEN,1610612744,GSW,2022-23,40,34,2022-10-21,74,30.0,30.0,35.0,35.0,22.0,26.0
2413,22200025,1610612762,UTA,1610612750,MIN,2022-23,26,41,2022-10-21,67,37.0,37.0,17.0,17.0,26.0,22.0
2389,22200031,1610612761,TOR,1610612748,MIA,2022-23,33,38,2022-10-22,71,26.0,26.0,32.0,32.0,20.0,22.5
2404,22200033,1610612745,HOU,1610612749,MIL,2022-23,23,41,2022-10-22,64,26.0,26.0,29.0,29.0,22.5,20.0
2398,22200030,1610612738,BOS,1610612753,ORL,2022-23,36,33,2022-10-22,69,27.0,27.0,18.5,18.5,21.0,20.0
2403,22200034,1610612742,DAL,1610612763,MEM,2022-23,39,17,2022-10-22,56,32.0,32.0,26.0,26.0,20.0,21.0
2395,22200035,1610612760,OKC,1610612743,DEN,2022-23,29,28,2022-10-22,57,22.0,22.0,25.5,25.5,28.0,22.0
2400,22200032,1610612739,CLE,1610612741,CHI,2022-23,34,25,2022-10-22,59,22.0,22.0,35.0,35.0,22.0,28.0
2390,22200029,1610612754,IND,1610612765,DET,2022-23,25,35,2022-10-22,60,25.5,25.5,22.0,22.0,22.5,26.0
2402,22200034,1610612763,MEM,1610612742,DAL,2022-23,17,39,2022-10-22,56,25.5,25.5,23.0,23.0,26.0,22.5
2388,22200031,1610612748,MIA,1610612761,TOR,2022-23,38,33,2022-10-22,71,27.5,27.5,29.0,29.0,23.5,18.0
2392,22200036,1610612758,SAC,1610612746,LAC,2022-23,26,29,2022-10-22,55,23.0,23.0,25.5,25.5,18.0,23.5
2391,22200029,1610612765,DET,1610612754,IND,2022-23,35,25,2022-10-22,60,18.5,18.5,27.0,27.0,23.0,21.0
2396,22200028,1610612755,PHI,1610612759,SAS,2022-23,25,19,2022-10-22,44,26.5,26.5,35.0,35.0,21.0,23.0
2393,22200036,1610612746,LAC,1610612758,SAC,2022-23,29,26,2022-10-22,55,35.0,35.0,22.0,22.0,24.0,21.0
2405,22200033,1610612749,MIL,1610612745,HOU,2022-23,41,23,2022-10-22,64,30.0,30.0,27.5,27.5,21.0,24.0
2399,22200030,1610612753,ORL,1610612738,BOS,2022-23,33,36,2022-10-22,69,27.5,27.5,30.0,30.0,20.0,24.0
2394,22200035,1610612743,DEN,1610612760,OKC,2022-23,28,29,2022-10-22,57,35.0,35.0,26.5,26.5,24.0,20.0
2397,22200028,1610612759,SAS,1610612755,PHI,2022-23,19,25,2022-10-22,44,29.0,29.0,27.5,27.5,25.0,22.5
2401,22200032,1610612741,CHI,1610612739,CLE,2022-23,25,34,2022-10-22,59,29.0,29.0,26.0,26.0,22.5,25.0
2377,22200042,1610612758,SAC,1610612744,GSW,2022-23,36,39,2022-10-23,75,24.5,24.5,22.5,22.5,20.5,21.5
2376,22200042,1610612744,GSW,1610612758,SAC,2022-23,39,36,2022-10-23,75,29.5,29.5,33.5,33.5,21.5,20.5
2374,22200037,1610612747,LAL,1610612757,POR,2022-23,24,32,2022-10-23,56,22.5,22.5,24.5,24.5,25.0,24.5
2378,22200040,1610612740,NOP,1610612762,UTA,2022-23,24,26,2022-10-23,50,33.5,33.5,29.5,29.5,24.5,25.0
2386,22200038,1610612766,CHA,1610612737,ATL,2022-23,22,30,2022-10-23,52,31.0,31.0,28.0,28.0,27.0,23.5
2385,22200043,1610612746,LAC,1610612756,PHX,2022-23,18,33,2022-10-23,51,32.0,32.0,28.5,28.5,23.5,27.0
2381,22200041,1610612760,OKC,1610612750,MIN,2022-23,18,31,2022-10-23,49,25.5,25.5,22.5,22.5,27.5,21.5
2383,22200039,1610612739,CLE,1610612764,WAS,2022-23,30,31,2022-10-23,61,28.0,28.0,31.0,31.0,21.5,27.5
2382,22200039,1610612764,WAS,1610612739,CLE,2022-23,31,30,2022-10-23,61,31.0,31.0,31.5,31.5,23.0,26.5
2379,22200040,1610612762,UTA,1610612740,NOP,2022-23,26,24,2022-10-23,50,31.5,31.5,31.0,31.0,26.5,23.0
2384,22200043,1610612756,PHX,1610612746,LAC,2022-23,33,18,2022-10-23,51,26.0,26.0,38.0,38.0,23.0,19.5
2375,22200037,1610612757,POR,1610612747,LAL,2022-23,32,24,2022-10-23,56,28.5,28.5,32.0,32.0,19.5,23.0
2387,22200038,1610612737,ATL,1610612766,CHA,2022-23,30,22,2022-10-23,52,22.5,22.5,25.5,25.5,23.5,25.0
2380,22200041,1610612750,MIN,1610612760,OKC,2022-23,31,18,2022-10-23,49,38.0,38.0,26.0,26.0,25.0,23.5
2368,22200049,1610612763,MEM,1610612751,BKN,2022-23,39,34,2022-10-24,73,22.666666666666668,21.0,27.666666666666668,26.5,25.0,24.333333333333332
2371,22200050,1610612750,MIN,1610612759,SAS,2022-23,28,39,2022-10-24,67,35.666666666666664,33.0,30.0,27.0,24.333333333333332,25.0
2365,22200045,1610612748,MIA,1610612761,TOR,2022-23,23,27,2022-10-24,50,31.0,27.5,25.0,21.5,22.0,21.666666666666668
2360,22200044,1610612755,PHI,1610612754,IND,2022-23,33,23,2022-10-24,56,26.0,24.5,26.5,26.5,21.666666666666668,22.0
2359,22200051,1610612743,DEN,1610612757,POR,2022-23,31,23,2022-10-24,54,32.666666666666664,29.0,29.666666666666668,26.0,24.0,23.0
2361,22200044,1610612754,IND,1610612755,PHI,2022-23,23,33,2022-10-24,56,25.33333333333333,25.0,29.33333333333333,27.5,23.0,24.0
2358,22200051,1610612757,POR,1610612743,DEN,2022-23,23,31,2022-10-24,54,29.666666666666668,28.5,28.33333333333333,26.0,19.666666666666668,23.666666666666668
2362,22200046,1610612753,ORL,1610612752,NYK,2022-23,28,34,2022-10-24,62,29.33333333333333,27.5,25.33333333333333,25.0,23.666666666666668,19.666666666666668
2367,22200047,1610612738,BOS,1610612741,CHI,2022-23,39,30,2022-10-24,69,30.0,27.0,35.666666666666664,33.0,22.0,21.0
2369,22200049,1610612751,BKN,1610612763,MEM,2022-23,34,39,2022-10-24,73,21.0,21.0,25.666666666666668,20.5,21.0,22.0
2370,22200050,1610612759,SAS,1610612750,MIN,2022-23,39,28,2022-10-24,67,25.666666666666668,20.5,21.0,21.0,24.0,20.666666666666668
2364,22200045,1610612761,TOR,1610612748,MIA,2022-23,27,23,2022-10-24,50,28.33333333333333,26.0,29.666666666666668,28.5,20.666666666666668,24.0
2373,22200048,1610612762,UTA,1610612745,HOU,2022-23,18,21,2022-10-24,39,29.666666666666668,26.0,32.666666666666664,29.0,26.0,22.666666666666668
2372,22200048,1610612745,HOU,1610612762,UTA,2022-23,21,18,2022-10-24,39,25.0,21.5,31.0,27.5,22.666666666666668,26.0
2366,22200047,1610612741,CHI,1610612738,BOS,2022-23,30,39,2022-10-24,69,27.666666666666668,26.5,22.666666666666668,21.0,22.666666666666668,24.0
2363,22200046,1610612752,NYK,1610612753,ORL,2022-23,34,28,2022-10-24,62,26.5,26.5,26.0,24.5,24.0,22.666666666666668
2357,22200052,1610612765,DET,1610612764,WAS,2022-23,25,28,2022-10-25,53,24.0,18.5,32.666666666666664,29.5,23.0,22.0
2350,22200053,1610612742,DAL,1610612740,NOP,2022-23,31,40,2022-10-25,71,35.5,35.5,28.33333333333333,26.0,22.0,23.0
2356,22200052,1610612764,WAS,1610612765,DET,2022-23,28,25,2022-10-25,53,31.0,28.5,23.0,20.0,24.0,24.666666666666668
2352,22200054,1610612760,OKC,1610612746,LAC,2022-23,23,18,2022-10-25,41,23.0,20.0,31.0,28.5,24.666666666666668,24.0
2351,22200053,1610612740,NOP,1610612742,DAL,2022-23,40,31,2022-10-25,71,30.33333333333333,28.0,27.33333333333333,23.5,23.666666666666668,23.0
2354,22200055,1610612756,PHX,1610612744,GSW,2022-23,37,29,2022-10-25,66,28.33333333333333,26.0,35.5,35.5,23.0,23.666666666666668
2353,22200054,1610612746,LAC,1610612760,OKC,2022-23,18,23,2022-10-25,41,27.33333333333333,23.5,30.33333333333333,28.0,22.333333333333332,21.666666666666668
2355,22200055,1610612744,GSW,1610612756,PHX,2022-23,29,37,2022-10-25,66,32.666666666666664,29.5,24.0,18.5,21.666666666666668,22.333333333333332
2335,22200059,1610612755,PHI,1610612761,TOR,2022-23,27,35,2022-10-26,62,27.75,24.5,29.0,22.5,22.25,22.0
2336,22200060,1610612749,MIL,1610612751,BKN,2022-23,25,20,2022-10-26,45,35.5,35.5,24.75,24.0,22.0,22.25
2347,22200058,1610612752,NYK,1610612766,CHA,2022-23,32,30,2022-10-26,62,29.0,26.5,24.0,20.5,24.333333333333332,23.0
2341,22200056,1610612753,ORL,1610612739,CLE,2022-23,24,30,2022-10-26,54,29.0,27.5,23.0,22.5,23.0,24.333333333333332
2339,22200065,1610612757,POR,1610612748,MIA,2022-23,31,28,2022-10-26,59,28.0,24.0,28.0,25.5,20.0,23.75
2348,22200064,1610612743,DEN,1610612747,LAL,2022-23,26,22,2022-10-26,48,32.25,29.0,24.25,18.5,23.75,20.0
2345,22200061,1610612741,CHI,1610612754,IND,2022-23,38,27,2022-10-26,65,28.25,26.5,25.33333333333333,21.0,22.5,22.0
2333,22200057,1610612765,DET,1610612737,ATL,2022-23,32,36,2022-10-26,68,24.25,18.5,32.25,29.0,22.0,22.5
2343,22200062,1610612750,MIN,1610612759,SAS,2022-23,39,28,2022-10-26,67,33.75,29.5,26.75,22.0,24.25,24.333333333333332
2346,22200058,1610612766,CHA,1610612752,NYK,2022-23,30,32,2022-10-26,62,28.0,23.0,28.666666666666668,26.0,24.333333333333332,24.25
2338,22200065,1610612748,MIA,1610612757,POR,2022-23,28,31,2022-10-26,59,29.0,22.5,27.75,24.5,21.25,24.666666666666668
2349,22200064,1610612747,LAL,1610612743,DEN,2022-23,22,26,2022-10-26,48,23.0,22.5,29.0,27.5,24.666666666666668,21.25
2340,22200056,1610612739,CLE,1610612753,ORL,2022-23,30,24,2022-10-26,54,28.666666666666668,26.0,28.0,23.0,21.333333333333332,22.75
2344,22200061,1610612754,IND,1610612741,CHI,2022-23,27,38,2022-10-26,65,24.75,24.0,35.5,35.5,22.75,21.333333333333332
2337,22200060,1610612751,BKN,1610612749,MIL,2022-23,20,25,2022-10-26,45,25.33333333333333,21.0,28.25,26.5,23.0,20.75
2334,22200059,1610612761,TOR,1610612755,PHI,2022-23,35,27,2022-10-26,62,28.0,25.5,28.0,24.0,20.75,23.0
2330,22200063,1610612762,UTA,1610612745,HOU,2022-23,22,21,2022-10-26,43,26.75,22.0,33.75,29.5,24.25,23.0
2331,22200063,1610612745,HOU,1610612762,UTA,2022-23,21,22,2022-10-26,43,24.0,20.5,29.0,26.5,23.0,24.25
2342,22200062,1610612759,SAS,1610612750,MIN,2022-23,28,39,2022-10-26,67,29.0,20.5,25.0,22.5,24.75,24.0
2332,22200057,1610612737,ATL,1610612765,DET,2022-23,36,32,2022-10-26,68,25.0,22.5,29.0,20.5,24.0,24.75
2323,22200066,1610612742,DAL,1610612751,BKN,2022-23,30,23,2022-10-27,53,34.0,31.5,25.0,18.0,22.666666666666668,22.75
2329,22200068,1610612744,GSW,1610612748,MIA,2022-23,31,30,2022-10-27,61,31.75,27.0,26.75,21.0,22.75,22.666666666666668
2325,22200067,1610612746,LAC,1610612760,OKC,2022-23,24,34,2022-10-27,58,25.0,18.0,34.0,31.5,22.5,23.333333333333332
2326,22200069,1610612758,SAC,1610612763,MEM,2022-23,28,32,2022-10-27,60,28.33333333333333,24.5,28.8,22.5,23.333333333333332,22.5
2328,22200068,1610612748,MIA,1610612744,GSW,2022-23,30,31,2022-10-27,61,28.8,22.5,28.33333333333333,24.5,20.8,23.0
2322,22200066,1610612751,BKN,1610612742,DAL,2022-23,23,30,2022-10-27,53,24.0,17.0,23.0,20.0,23.0,20.8
2324,22200067,1610612760,OKC,1610612746,LAC,2022-23,34,24,2022-10-27,58,23.0,20.0,24.0,17.0,26.0,24.25
2327,22200069,1610612763,MEM,1610612758,SAC,2022-23,32,28,2022-10-27,60,26.75,21.0,31.75,27.0,24.25,26.0
2320,22200070,1610612737,ATL,1610612765,DET,2022-23,35,29,2022-10-28,64,27.75,22.5,23.4,20.5,23.75,24.75
2313,22200076,1610612747,LAL,1610612750,MIN,2022-23,25,28,2022-10-28,53,22.75,22.0,34.8,29.5,24.75,23.75
2306,22200074,1610612754,IND,1610612764,WAS,2022-23,36,28,2022-10-28,64,25.2,24.0,32.75,28.0,22.6,23.25
2311,22200079,1610612756,PHX,1610612740,NOP,2022-23,21,27,2022-10-28,48,30.5,26.0,31.0,27.0,23.25,22.6
2305,22200073,1610612761,TOR,1610612755,PHI,2022-23,26,28,2022-10-28,54,29.4,25.5,32.25,27.0,21.4,21.6
2304,22200073,1610612755,PHI,1610612761,TOR,2022-23,28,26,2022-10-28,54,27.6,24.5,32.0,27.5,21.6,21.4
2315,22200080,1610612757,POR,1610612745,HOU,2022-23,32,23,2022-10-28,55,28.6,24.0,30.25,27.0,20.4,22.6
2302,22200071,1610612753,ORL,1610612766,CHA,2022-23,22,19,2022-10-28,41,28.0,25.5,30.2,26.5,22.6,20.4
2321,22200070,1610612765,DET,1610612737,ATL,2022-23,29,35,2022-10-28,64,25.8,18.5,25.8,20.0,22.8,22.8
2308,22200077,1610612741,CHI,1610612759,SAS,2022-23,29,36,2022-10-28,65,30.2,26.5,28.0,25.5,22.8,22.8
2316,22200075,1610612752,NYK,1610612749,MIL,2022-23,24,26,2022-10-28,50,29.75,26.5,28.8,20.5,24.0,23.2
2314,22200080,1610612745,HOU,1610612757,POR,2022-23,23,32,2022-10-28,55,23.4,20.5,27.75,22.5,23.2,24.0
2317,22200075,1610612749,MIL,1610612752,NYK,2022-23,26,24,2022-10-28,50,32.0,27.5,27.6,24.5,24.333333333333332,22.5
2319,22200072,1610612738,BOS,1610612739,CLE,2022-23,34,33,2022-10-28,67,32.25,27.0,29.4,25.5,22.5,24.333333333333332
2318,22200072,1610612739,CLE,1610612738,BOS,2022-23,33,34,2022-10-28,67,29.0,26.0,28.5,23.0,21.5,24.0
2303,22200071,1610612766,CHA,1610612753,ORL,2022-23,19,22,2022-10-28,41,28.5,23.0,29.0,26.0,24.0,21.5
2301,22200078,1610612743,DEN,1610612762,UTA,2022-23,35,25,2022-10-28,60,31.0,27.0,30.5,26.0,24.0,24.4
2309,22200077,1610612759,SAS,1610612741,CHI,2022-23,36,29,2022-10-28,65,28.8,20.5,29.75,26.5,24.4,24.0
2312,22200076,1610612750,MIN,1610612747,LAL,2022-23,28,25,2022-10-28,53,34.8,29.5,22.75,22.0,23.2,23.8
2300,22200078,1610612762,UTA,1610612743,DEN,2022-23,25,35,2022-10-28,60,25.8,20.0,25.8,18.5,23.8,23.2
2310,22200079,1610612740,NOP,1610612756,PHX,2022-23,27,21,2022-10-28,48,32.75,28.0,25.2,24.0,23.5,22.75
2307,22200074,1610612764,WAS,1610612754,IND,2022-23,28,36,2022-10-28,64,30.25,27.0,28.6,24.0,22.75,23.5
2289,22200084,1610612755,PHI,1610612741,CHI,2022-23,37,22,2022-10-29,59,27.666666666666668,24.5,25.666666666666668,20.0,21.333333333333332,23.833333333333332
2295,22200087,1610612762,UTA,1610612763,MEM,2022-23,24,30,2022-10-29,54,25.666666666666668,20.0,27.666666666666668,24.5,23.833333333333332,21.333333333333332
2297,22200083,1610612751,BKN,1610612754,IND,2022-23,26,26,2022-10-29,52,23.8,17.0,29.0,22.5,22.2,25.6
2293,22200086,1610612760,OKC,1610612742,DAL,2022-23,27,25,2022-10-29,52,25.2,20.0,27.0,24.0,25.6,22.2
2298,22200085,1610612737,ATL,1610612749,MIL,2022-23,30,32,2022-10-29,62,29.2,22.5,28.25,24.5,23.6,22.833333333333332
2296,22200083,1610612754,IND,1610612751,BKN,2022-23,26,26,2022-10-29,52,27.0,24.0,25.2,20.0,22.833333333333332,23.6
2288,22200084,1610612741,CHI,1610612755,PHI,2022-23,22,37,2022-10-29,59,30.0,26.5,26.6,20.5,22.833333333333332,24.0
2287,22200082,1610612766,CHA,1610612744,GSW,2022-23,34,23,2022-10-29,57,26.6,20.5,30.0,26.5,24.0,22.833333333333332
2286,22200082,1610612744,GSW,1610612766,CHA,2022-23,23,34,2022-10-29,57,31.6,27.0,33.0,30.5,22.6,21.333333333333332
2291,22200081,1610612748,MIA,1610612758,SAC,2022-23,23,32,2022-10-29,55,29.0,22.5,23.8,17.0,21.333333333333332,22.6
2294,22200087,1610612763,MEM,1610612762,UTA,2022-23,30,24,2022-10-29,54,27.8,21.0,30.5,25.5,24.6,25.0
2299,22200085,1610612749,MIL,1610612737,ATL,2022-23,32,30,2022-10-29,62,30.5,25.5,27.8,21.0,25.0,24.6
2292,22200086,1610612742,DAL,1610612760,OKC,2022-23,25,27,2022-10-29,52,33.0,30.5,31.6,27.0,22.25,23.0
2290,22200081,1610612758,SAC,1610612748,MIA,2022-23,32,23,2022-10-29,55,28.25,24.5,29.2,22.5,23.0,22.25
2275,22200093,1610612742,DAL,1610612753,ORL,2022-23,29,34,2022-10-30,63,31.4,27.5,30.0,20.5,21.8,23.333333333333332
2283,22200094,1610612745,HOU,1610612756,PHX,2022-23,24,29,2022-10-30,53,23.33333333333333,20.5,28.6,22.5,23.333333333333332,21.8
2282,22200094,1610612756,PHX,1610612745,HOU,2022-23,29,24,2022-10-30,53,28.6,22.5,23.33333333333333,20.5,23.6,21.6
2272,22200089,1610612738,BOS,1610612764,WAS,2022-23,34,15,2022-10-30,49,32.6,27.0,23.2,22.0,21.6,23.6
2284,22200092,1610612750,MIN,1610612759,SAS,2022-23,23,26,2022-10-30,49,33.666666666666664,28.0,30.166666666666668,24.0,22.833333333333332,21.0
2280,22200090,1610612739,CLE,1610612752,NYK,2022-23,35,30,2022-10-30,65,29.8,26.0,29.8,27.0,21.0,22.833333333333332
2274,22200093,1610612753,ORL,1610612742,DAL,2022-23,34,29,2022-10-30,63,27.0,23.0,31.666666666666668,27.0,22.666666666666668,21.0
2276,22200088,1610612746,LAC,1610612740,NOP,2022-23,25,18,2022-10-30,43,24.8,18.0,28.6,23.5,21.0,22.666666666666668
2271,22200091,1610612765,DET,1610612744,GSW,2022-23,29,37,2022-10-30,66,26.33333333333333,18.5,31.6,25.5,23.0,22.8
2273,22200089,1610612764,WAS,1610612738,BOS,2022-23,15,34,2022-10-30,49,29.8,27.0,29.8,26.0,22.8,23.0
2270,22200091,1610612744,GSW,1610612765,DET,2022-23,37,29,2022-10-30,66,30.166666666666668,24.0,33.666666666666664,28.0,23.166666666666668,23.333333333333332
2279,22200095,1610612743,DEN,1610612747,LAL,2022-23,31,26,2022-10-30,57,31.666666666666668,27.0,27.0,23.0,23.333333333333332,23.166666666666668
2285,22200092,1610612759,SAS,1610612750,MIN,2022-23,26,23,2022-10-30,49,30.0,20.5,31.4,27.5,24.5,24.8
2278,22200095,1610612747,LAL,1610612743,DEN,2022-23,26,31,2022-10-30,57,23.2,22.0,32.6,27.0,24.8,24.5
2277,22200088,1610612740,NOP,1610612746,LAC,2022-23,18,25,2022-10-30,43,31.6,25.5,26.33333333333333,18.5,23.0,23.8
2281,22200090,1610612752,NYK,1610612739,CLE,2022-23,30,35,2022-10-30,65,28.6,23.5,24.8,18.0,23.8,23.0
2257,22200097,1610612764,WAS,1610612755,PHI,2022-23,28,30,2022-10-31,58,27.33333333333333,20.5,28.83333333333333,25.0,22.833333333333332,25.8
2263,22200100,1610612749,MIL,1610612765,DET,2022-23,34,23,2022-10-31,57,30.8,25.5,29.0,24.5,25.8,22.833333333333332
2256,22200097,1610612755,PHI,1610612764,WAS,2022-23,30,28,2022-10-31,58,29.0,24.5,26.857142857142858,24.0,21.428571428571427,21.166666666666668
2268,22200099,1610612761,TOR,1610612737,ATL,2022-23,34,28,2022-10-31,62,28.83333333333333,25.0,27.33333333333333,20.5,21.166666666666668,21.428571428571427
2269,22200099,1610612737,ATL,1610612761,TOR,2022-23,28,34,2022-10-31,62,29.33333333333333,22.5,27.83333333333333,20.5,23.333333333333332,24.666666666666668
2259,22200101,1610612763,MEM,1610612762,UTA,2022-23,26,23,2022-10-31,49,28.166666666666668,21.0,24.83333333333333,18.0,24.666666666666668,23.333333333333332
2261,22200102,1610612745,HOU,1610612746,LAC,2022-23,23,30,2022-10-31,53,23.428571428571427,20.5,26.714285714285715,18.5,23.0,22.714285714285715
2266,22200098,1610612754,IND,1610612751,BKN,2022-23,18,33,2022-10-31,51,26.857142857142858,24.0,29.0,24.5,22.714285714285715,23.0
2258,22200101,1610612762,UTA,1610612763,MEM,2022-23,23,26,2022-10-31,49,25.428571428571427,20.0,24.166666666666668,17.0,23.428571428571427,22.333333333333332
