index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE
2459,0022200001,1610612738,BOS,1610612755,PHI,2022-23,24,29,2022-10-18
2458,0022200001,1610612755,PHI,1610612738,BOS,2022-23,29,24,2022-10-18
2457,0022200002,1610612747,LAL,1610612744,GSW,2022-23,22,25,2022-10-18
2456,0022200002,1610612744,GSW,1610612747,LAL,2022-23,25,22,2022-10-18
2446,0022200004,1610612764,WAS,1610612754,IND,2022-23,36,25,2022-10-19
2435,0022200009,1610612752,NYK,1610612763,MEM,2022-23,23,25,2022-10-19
2436,0022200012,1610612762,UTA,1610612743,DEN,2022-23,37,30,2022-10-19
2437,0022200012,1610612743,DEN,1610612762,UTA,2022-23,30,37,2022-10-19
2438,0022200011,1610612766,CHA,1610612759,SAS,2022-23,38,22,2022-10-19
2439,0022200011,1610612759,SAS,1610612766,CHA,2022-23,22,38,2022-10-19
2440,0022200008,1610612761,TOR,1610612739,CLE,2022-23,28,22,2022-10-19
2441,0022200008,1610612739,CLE,1610612761,TOR,2022-23,22,28,2022-10-19
2442,0022200013,1610612756,PHX,1610612742,DAL,2022-23,24,32,2022-10-19
2443,0022200013,1610612742,DAL,1610612756,PHX,2022-23,32,24,2022-10-19
2444,0022200003,1610612765,DET,1610612753,ORL,2022-23,17,28,2022-10-19
2447,0022200004,1610612754,IND,1610612764,WAS,2022-23,25,36,2022-10-19
2432,0022200006,1610612740,NOP,1610612751,BKN,2022-23,32,14,2022-10-19
2434,0022200009,1610612763,MEM,1610612752,NYK,2022-23,25,23,2022-10-19
2448,0022200010,1610612760,OKC,1610612750,MIN,2022-23,22,35,2022-10-19
2449,0022200010,1610612750,MIN,1610612760,OKC,2022-23,35,22,2022-10-19
2450,0022200005,1610612737,ATL,1610612745,HOU,2022-23,26,20,2022-10-19
2451,0022200005,1610612745,HOU,1610612737,ATL,2022-23,20,26,2022-10-19
2452,0022200014,1610612757,POR,1610612758,SAC,2022-23,32,23,2022-10-19
2453,0022200014,1610612758,SAC,1610612757,POR,2022-23,23,32,2022-10-19
2454,0022200007,1610612741,CHI,1610612748,MIA,2022-23,28,33,2022-10-19
2455,0022200007,1610612748,MIA,1610612741,CHI,2022-23,33,28,2022-10-19
2445,0022200003,1610612753,ORL,1610612765,DET,2022-23,28,17,2022-10-19
2433,0022200006,1610612751,BKN,1610612740,NOP,2022-23,14,32,2022-10-19
2429,0022200015,1610612755,PHI,1610612749,MIL,2022-23,24,30,2022-10-20
2430,0022200016,1610612746,LAC,1610612747,LAL,2022-23,35,23,2022-10-20
2428,0022200015,1610612749,MIL,1610612755,PHI,2022-23,30,24,2022-10-20
2431,0022200016,1610612747,LAL,1610612746,LAC,2022-23,23,35,2022-10-20
2427,0022200027,1610612756,PHX,1610612757,POR,2022-23,28,25,2022-10-21
2406,0022200021,1610612761,TOR,1610612751,BKN,2022-23,24,28,2022-10-21
2407,0022200021,1610612751,BKN,1610612761,TOR,2022-23,28,24,2022-10-21
2408,0022200018,1610612759,SAS,1610612754,IND,2022-23,36,26,2022-10-21
2409,0022200018,1610612754,IND,1610612759,SAS,2022-23,26,36,2022-10-21
2410,0022200024,1610612763,MEM,1610612745,HOU,2022-23,26,32,2022-10-21
2411,0022200024,1610612745,HOU,1610612763,MEM,2022-23,32,26,2022-10-21
2412,0022200025,1610612750,MIN,1610612762,UTA,2022-23,41,26,2022-10-21
2413,0022200025,1610612762,UTA,1610612750,MIN,2022-23,26,41,2022-10-21
2414,0022200026,1610612743,DEN,1610612744,GSW,2022-23,40,34,2022-10-21
2426,0022200027,1610612757,POR,1610612756,PHX,2022-23,25,28,2022-10-21
2416,0022200019,1610612741,CHI,1610612764,WAS,2022-23,30,26,2022-10-21
2415,0022200026,1610612744,GSW,1610612743,DEN,2022-23,34,40,2022-10-21
2425,0022200023,1610612752,NYK,1610612765,DET,2022-23,30,20,2022-10-21
2423,0022200017,1610612766,CHA,1610612740,NOP,2022-23,24,35,2022-10-21
2422,0022200017,1610612740,NOP,1610612766,CHA,2022-23,35,24,2022-10-21
2424,0022200023,1610612765,DET,1610612752,NYK,2022-23,20,30,2022-10-21
2420,0022200020,1610612753,ORL,1610612737,ATL,2022-23,27,19,2022-10-21
2419,0022200022,1610612748,MIA,1610612738,BOS,2022-23,22,30,2022-10-21
2418,0022200022,1610612738,BOS,1610612748,MIA,2022-23,30,22,2022-10-21
2417,0022200019,1610612764,WAS,1610612741,CHI,2022-23,26,30,2022-10-21
2421,0022200020,1610612737,ATL,1610612753,ORL,2022-23,19,27,2022-10-21
2394,0022200035,1610612743,DEN,1610612760,OKC,2022-23,28,29,2022-10-22
2388,0022200031,1610612748,MIA,1610612761,TOR,2022-23,38,33,2022-10-22
2389,0022200031,1610612761,TOR,1610612748,MIA,2022-23,33,38,2022-10-22
2391,0022200029,1610612765,DET,1610612754,IND,2022-23,35,25,2022-10-22
2392,0022200036,1610612758,SAC,1610612746,LAC,2022-23,26,29,2022-10-22
2393,0022200036,1610612746,LAC,1610612758,SAC,2022-23,29,26,2022-10-22
2395,0022200035,1610612760,OKC,1610612743,DEN,2022-23,29,28,2022-10-22
2390,0022200029,1610612754,IND,1610612765,DET,2022-23,25,35,2022-10-22
2397,0022200028,1610612759,SAS,1610612755,PHI,2022-23,19,25,2022-10-22
2398,0022200030,1610612738,BOS,1610612753,ORL,2022-23,36,33,2022-10-22
2399,0022200030,1610612753,ORL,1610612738,BOS,2022-23,33,36,2022-10-22
2400,0022200032,1610612739,CLE,1610612741,CHI,2022-23,34,25,2022-10-22
2401,0022200032,1610612741,CHI,1610612739,CLE,2022-23,25,34,2022-10-22
2405,0022200033,1610612749,MIL,1610612745,HOU,2022-23,41,23,2022-10-22
2402,0022200034,1610612763,MEM,1610612742,DAL,2022-23,17,39,2022-10-22
2403,0022200034,1610612742,DAL,1610612763,MEM,2022-23,39,17,2022-10-22
2396,0022200028,1610612755,PHI,1610612759,SAS,2022-23,25,19,2022-10-22
2404,0022200033,1610612745,HOU,1610612749,MIL,2022-23,23,41,2022-10-22
2374,0022200037,1610612747,LAL,1610612757,POR,2022-23,24,32,2022-10-23
2376,0022200042,1610612744,GSW,1610612758,SAC,2022-23,39,36,2022-10-23
2377,0022200042,1610612758,SAC,1610612744,GSW,2022-23,36,39,2022-10-23
2378,0022200040,1610612740,NOP,1610612762,UTA,2022-23,24,26,2022-10-23
2379,0022200040,1610612762,UTA,1610612740,NOP,2022-23,26,24,2022-10-23
2375,0022200037,1610612757,POR,1610612747,LAL,2022-23,32,24,2022-10-23
2381,0022200041,1610612760,OKC,1610612750,MIN,2022-23,18,31,2022-10-23
2380,0022200041,1610612750,MIN,1610612760,OKC,2022-23,31,18,2022-10-23
2387,0022200038,1610612737,ATL,1610612766,CHA,2022-23,30,22,2022-10-23
2386,0022200038,1610612766,CHA,1610612737,ATL,2022-23,22,30,2022-10-23
2384,0022200043,1610612756,PHX,1610612746,LAC,2022-23,33,18,2022-10-23
2383,0022200039,1610612739,CLE,1610612764,WAS,2022-23,30,31,2022-10-23
2382,0022200039,1610612764,WAS,1610612739,CLE,2022-23,31,30,2022-10-23
2385,0022200043,1610612746,LAC,1610612756,PHX,2022-23,18,33,2022-10-23
2358,0022200051,1610612757,POR,1610612743,DEN,2022-23,23,31,2022-10-24
2359,0022200051,1610612743,DEN,1610612757,POR,2022-23,31,23,2022-10-24
2360,0022200044,1610612755,PHI,1610612754,IND,2022-23,33,23,2022-10-24
2361,0022200044,1610612754,IND,1610612755,PHI,2022-23,23,33,2022-10-24
2362,0022200046,1610612753,ORL,1610612752,NYK,2022-23,28,34,2022-10-24
2363,0022200046,1610612752,NYK,1610612753,ORL,2022-23,34,28,2022-10-24
2364,0022200045,1610612761,TOR,1610612748,MIA,2022-23,27,23,2022-10-24
2366,0022200047,1610612741,CHI,1610612738,BOS,2022-23,30,39,2022-10-24
2368,0022200049,1610612763,MEM,1610612751,BKN,2022-23,39,34,2022-10-24
2369,0022200049,1610612751,BKN,1610612763,MEM,2022-23,34,39,2022-10-24
2370,0022200050,1610612759,SAS,1610612750,MIN,2022-23,39,28,2022-10-24
2371,0022200050,1610612750,MIN,1610612759,SAS,2022-23,28,39,2022-10-24
2372,0022200048,1610612745,HOU,1610612762,UTA,2022-23,21,18,2022-10-24
2373,0022200048,1610612762,UTA,1610612745,HOU,2022-23,18,21,2022-10-24
2365,0022200045,1610612748,MIA,1610612761,TOR,2022-23,23,27,2022-10-24
2367,0022200047,1610612738,BOS,1610612741,CHI,2022-23,39,30,2022-10-24
2351,0022200053,1610612740,NOP,1610612742,DAL,2022-23,40,31,2022-10-25
2350,0022200053,1610612742,DAL,1610612740,NOP,2022-23,31,40,2022-10-25
2352,0022200054,1610612760,OKC,1610612746,LAC,2022-23,23,18,2022-10-25
2354,0022200055,1610612756,PHX,1610612744,GSW,2022-23,37,29,2022-10-25
2355,0022200055,1610612744,GSW,1610612756,PHX,2022-23,29,37,2022-10-25
2356,0022200052,1610612764,WAS,1610612765,DET,2022-23,28,25,2022-10-25
2353,0022200054,1610612746,LAC,1610612760,OKC,2022-23,18,23,2022-10-25
2357,0022200052,1610612765,DET,1610612764,WAS,2022-23,25,28,2022-10-25
2330,0022200063,1610612762,UTA,1610612745,HOU,2022-23,22,21,2022-10-26
2331,0022200063,1610612745,HOU,1610612762,UTA,2022-23,21,22,2022-10-26
2332,0022200057,1610612737,ATL,1610612765,DET,2022-23,36,32,2022-10-26
2333,0022200057,1610612765,DET,1610612737,ATL,2022-23,32,36,2022-10-26
2334,0022200059,1610612761,TOR,1610612755,PHI,2022-23,35,27,2022-10-26
2335,0022200059,1610612755,PHI,1610612761,TOR,2022-23,27,35,2022-10-26
2336,0022200060,1610612749,MIL,1610612751,BKN,2022-23,25,20,2022-10-26
2338,0022200065,1610612748,MIA,1610612757,POR,2022-23,28,31,2022-10-26
2337,0022200060,1610612751,BKN,1610612749,MIL,2022-23,20,25,2022-10-26
2340,0022200056,1610612739,CLE,1610612753,ORL,2022-23,30,24,2022-10-26
2341,0022200056,1610612753,ORL,1610612739,CLE,2022-23,24,30,2022-10-26
2342,0022200062,1610612759,SAS,1610612750,MIN,2022-23,28,39,2022-10-26
2343,0022200062,1610612750,MIN,1610612759,SAS,2022-23,39,28,2022-10-26
2344,0022200061,1610612754,IND,1610612741,CHI,2022-23,27,38,2022-10-26
2345,0022200061,1610612741,CHI,1610612754,IND,2022-23,38,27,2022-10-26
2346,0022200058,1610612766,CHA,1610612752,NYK,2022-23,30,32,2022-10-26
2347,0022200058,1610612752,NYK,1610612766,CHA,2022-23,32,30,2022-10-26
2348,0022200064,1610612743,DEN,1610612747,LAL,2022-23,26,22,2022-10-26
2349,0022200064,1610612747,LAL,1610612743,DEN,2022-23,22,26,2022-10-26
2339,0022200065,1610612757,POR,1610612748,MIA,2022-23,31,28,2022-10-26
2322,0022200066,1610612751,BKN,1610612742,DAL,2022-23,23,30,2022-10-27
2323,0022200066,1610612742,DAL,1610612751,BKN,2022-23,30,23,2022-10-27
2324,0022200067,1610612760,OKC,1610612746,LAC,2022-23,34,24,2022-10-27
2325,0022200067,1610612746,LAC,1610612760,OKC,2022-23,24,34,2022-10-27
2326,0022200069,1610612758,SAC,1610612763,MEM,2022-23,28,32,2022-10-27
2327,0022200069,1610612763,MEM,1610612758,SAC,2022-23,32,28,2022-10-27
2328,0022200068,1610612748,MIA,1610612744,GSW,2022-23,30,31,2022-10-27
2329,0022200068,1610612744,GSW,1610612748,MIA,2022-23,31,30,2022-10-27
2301,0022200078,1610612743,DEN,1610612762,UTA,2022-23,35,25,2022-10-28
2302,0022200071,1610612753,ORL,1610612766,CHA,2022-23,22,19,2022-10-28
2303,0022200071,1610612766,CHA,1610612753,ORL,2022-23,19,22,2022-10-28
2304,0022200073,1610612755,PHI,1610612761,TOR,2022-23,28,26,2022-10-28
2305,0022200073,1610612761,TOR,1610612755,PHI,2022-23,26,28,2022-10-28
2306,0022200074,1610612754,IND,1610612764,WAS,2022-23,36,28,2022-10-28
2307,0022200074,1610612764,WAS,1610612754,IND,2022-23,28,36,2022-10-28
2308,0022200077,1610612741,CHI,1610612759,SAS,2022-23,29,36,2022-10-28
2309,0022200077,1610612759,SAS,1610612741,CHI,2022-23,36,29,2022-10-28
2300,0022200078,1610612762,UTA,1610612743,DEN,2022-23,25,35,2022-10-28
2311,0022200079,1610612756,PHX,1610612740,NOP,2022-23,21,27,2022-10-28
2310,0022200079,1610612740,NOP,1610612756,PHX,2022-23,27,21,2022-10-28
2320,0022200070,1610612737,ATL,1610612765,DET,2022-23,35,29,2022-10-28
2321,0022200070,1610612765,DET,1610612737,ATL,2022-23,29,35,2022-10-28
2318,0022200072,1610612739,CLE,1610612738,BOS,2022-23,33,34,2022-10-28
2317,0022200075,1610612749,MIL,1610612752,NYK,2022-23,26,24,2022-10-28
2319,0022200072,1610612738,BOS,1610612739,CLE,2022-23,34,33,2022-10-28
2315,0022200080,1610612757,POR,1610612745,HOU,2022-23,32,23,2022-10-28
2314,0022200080,1610612745,HOU,1610612757,POR,2022-23,23,32,2022-10-28
2313,0022200076,1610612747,LAL,1610612750,MIN,2022-23,25,28,2022-10-28
2312,0022200076,1610612750,MIN,1610612747,LAL,2022-23,28,25,2022-10-28
2316,0022200075,1610612752,NYK,1610612749,MIL,2022-23,24,26,2022-10-28
2286,0022200082,1610612744,GSW,1610612766,CHA,2022-23,23,34,2022-10-29
2287,0022200082,1610612766,CHA,1610612744,GSW,2022-23,34,23,2022-10-29
2288,0022200084,1610612741,CHI,1610612755,PHI,2022-23,22,37,2022-10-29
2289,0022200084,1610612755,PHI,1610612741,CHI,2022-23,37,22,2022-10-29
2290,0022200081,1610612758,SAC,1610612748,MIA,2022-23,32,23,2022-10-29
2291,0022200081,1610612748,MIA,1610612758,SAC,2022-23,23,32,2022-10-29
2293,0022200086,1610612760,OKC,1610612742,DAL,2022-23,27,25,2022-10-29
2294,0022200087,1610612763,MEM,1610612762,UTA,2022-23,30,24,2022-10-29
2295,0022200087,1610612762,UTA,1610612763,MEM,2022-23,24,30,2022-10-29
2296,0022200083,1610612754,IND,1610612751,BKN,2022-23,26,26,2022-10-29
2297,0022200083,1610612751,BKN,1610612754,IND,2022-23,26,26,2022-10-29
2298,0022200085,1610612737,ATL,1610612749,MIL,2022-23,30,32,2022-10-29
2292,0022200086,1610612742,DAL,1610612760,OKC,2022-23,25,27,2022-10-29
2299,0022200085,1610612749,MIL,1610612737,ATL,2022-23,32,30,2022-10-29
2270,0022200091,1610612744,GSW,1610612765,DET,2022-23,37,29,2022-10-30
2271,0022200091,1610612765,DET,1610612744,GSW,2022-23,29,37,2022-10-30
2272,0022200089,1610612738,BOS,1610612764,WAS,2022-23,34,15,2022-10-30
2273,0022200089,1610612764,WAS,1610612738,BOS,2022-23,15,34,2022-10-30
2274,0022200093,1610612753,ORL,1610612742,DAL,2022-23,34,29,2022-10-30
2275,0022200093,1610612742,DAL,1610612753,ORL,2022-23,29,34,2022-10-30
2276,0022200088,1610612746,LAC,1610612740,NOP,2022-23,25,18,2022-10-30
2278,0022200095,1610612747,LAL,1610612743,DEN,2022-23,26,31,2022-10-30
2279,0022200095,1610612743,DEN,1610612747,LAL,2022-23,31,26,2022-10-30
2280,0022200090,1610612739,CLE,1610612752,NYK,2022-23,35,30,2022-10-30
2281,0022200090,1610612752,NYK,1610612739,CLE,2022-23,30,35,2022-10-30
2282,0022200094,1610612756,PHX,1610612745,HOU,2022-23,29,24,2022-10-30
2283,0022200094,1610612745,HOU,1610612756,PHX,2022-23,24,29,2022-10-30
2284,0022200092,1610612750,MIN,1610612759,SAS,2022-23,23,26,2022-10-30
2285,0022200092,1610612759,SAS,1610612750,MIN,2022-23,26,23,2022-10-30
2277,0022200088,1610612740,NOP,1610612746,LAC,2022-23,18,25,2022-10-30
2256,0022200097,1610612755,PHI,1610612764,WAS,2022-23,30,28,2022-10-31
2257,0022200097,1610612764,WAS,1610612755,PHI,2022-23,28,30,2022-10-31
2258,0022200101,1610612762,UTA,1610612763,MEM,2022-23,23,26,2022-10-31
2259,0022200101,1610612763,MEM,1610612762,UTA,2022-23,26,23,2022-10-31
2260,0022200102,1610612746,LAC,1610612745,HOU,2022-23,30,23,2022-10-31
2261,0022200102,1610612745,HOU,1610612746,LAC,2022-23,23,30,2022-10-31
2263,0022200100,1610612749,MIL,1610612765,DET,2022-23,34,23,2022-10-31
2264,0022200096,1610612766,CHA,1610612758,SAC,2022-23,34,24,2022-10-31
2265,0022200096,1610612758,SAC,1610612766,CHA,2022-23,24,34,2022-10-31
2266,0022200098,1610612754,IND,1610612751,BKN,2022-23,18,33,2022-10-31
2267,0022200098,1610612751,BKN,1610612754,IND,2022-23,33,18,2022-10-31
2268,0022200099,1610612761,TOR,1610612737,ATL,2022-23,34,28,2022-10-31
2262,0022200100,1610612765,DET,1610612749,MIL,2022-23,23,34,2022-10-31
2269,0022200099,1610612737,ATL,1610612761,TOR,2022-23,28,34,2022-10-31
2255,0022200104,1610612744,GSW,1610612748,MIA,2022-23,24,33,2022-11-01
2254,0022200104,1610612748,MIA,1610612744,GSW,2022-23,33,24,2022-11-01
2253,0022200103,1610612741,CHI,1610612751,BKN,2022-23,25,27,2022-11-01
2252,0022200103,1610612751,BKN,1610612741,CHI,2022-23,27,25,2022-11-01
2251,0022200106,1610612756,PHX,1610612750,MIN,2022-23,24,20,2022-11-01
2250,0022200106,1610612750,MIN,1610612756,PHX,2022-23,20,24,2022-11-01
2249,0022200105,1610612753,ORL,1610612760,OKC,2022-23,32,33,2022-11-01
2248,0022200105,1610612760,OKC,1610612753,ORL,2022-23,33,32,2022-11-01
2230,0022200109,1610612758,SAC,1610612748,MIA,2022-23,32,33,2022-11-02
2227,0022200115,1610612762,UTA,1610612742,DAL,2022-23,35,23,2022-11-02
2228,0022200116,1610612757,POR,1610612763,MEM,2022-23,23,30,2022-11-02
2229,0022200116,1610612763,MEM,1610612757,POR,2022-23,30,23,2022-11-02
2231,0022200109,1610612748,MIA,1610612758,SAC,2022-23,33,32,2022-11-02
2232,0022200113,1610612765,DET,1610612749,MIL,2022-23,26,31,2022-11-02
2233,0022200113,1610612749,MIL,1610612765,DET,2022-23,31,26,2022-11-02
2234,0022200112,1610612746,LAC,1610612745,HOU,2022-23,34,24,2022-11-02
2235,0022200112,1610612745,HOU,1610612746,LAC,2022-23,24,34,2022-11-02
2236,0022200117,1610612747,LAL,1610612740,NOP,2022-23,23,27,2022-11-02
2226,0022200115,1610612742,DAL,1610612762,UTA,2022-23,23,35,2022-11-02
2237,0022200117,1610612740,NOP,1610612747,LAL,2022-23,27,23,2022-11-02
2239,0022200108,1610612764,WAS,1610612755,PHI,2022-23,31,25,2022-11-02
2240,0022200107,1610612738,BOS,1610612739,CLE,2022-23,27,35,2022-11-02
2241,0022200107,1610612739,CLE,1610612738,BOS,2022-23,35,27,2022-11-02
2242,0022200114,1610612759,SAS,1610612761,TOR,2022-23,31,32,2022-11-02
2243,0022200114,1610612761,TOR,1610612759,SAS,2022-23,32,31,2022-11-02
2244,0022200110,1610612737,ATL,1610612752,NYK,2022-23,21,32,2022-11-02
2245,0022200110,1610612752,NYK,1610612737,ATL,2022-23,32,21,2022-11-02
2246,0022200111,1610612766,CHA,1610612741,CHI,2022-23,26,27,2022-11-02
2247,0022200111,1610612741,CHI,1610612766,CHA,2022-23,27,26,2022-11-02
2238,0022200108,1610612755,PHI,1610612764,WAS,2022-23,25,31,2022-11-02
2223,0022200119,1610612743,DEN,1610612760,OKC,2022-23,42,29,2022-11-03
2224,0022200118,1610612753,ORL,1610612744,GSW,2022-23,30,30,2022-11-03
2222,0022200119,1610612760,OKC,1610612743,DEN,2022-23,29,42,2022-11-03
2225,0022200118,1610612744,GSW,1610612753,ORL,2022-23,30,30,2022-11-03
2208,0022200123,1610612764,WAS,1610612751,BKN,2022-23,28,38,2022-11-04
2198,0022200121,1610612748,MIA,1610612754,IND,2022-23,29,28,2022-11-04
2199,0022200121,1610612754,IND,1610612748,MIA,2022-23,28,29,2022-11-04
2200,0022200128,1610612740,NOP,1610612744,GSW,2022-23,26,27,2022-11-04
2201,0022200128,1610612744,GSW,1610612740,NOP,2022-23,27,26,2022-11-04
2202,0022200120,1610612739,CLE,1610612765,DET,2022-23,24,21,2022-11-04
2203,0022200120,1610612765,DET,1610612739,CLE,2022-23,21,24,2022-11-04
2204,0022200129,1610612749,MIL,1610612750,MIN,2022-23,34,26,2022-11-04
2205,0022200129,1610612750,MIN,1610612749,MIL,2022-23,26,34,2022-11-04
2206,0022200130,1610612757,POR,1610612756,PHX,2022-23,25,28,2022-11-04
2207,0022200130,1610612756,PHX,1610612757,POR,2022-23,28,25,2022-11-04
2209,0022200123,1610612751,BKN,1610612764,WAS,2022-23,38,28,2022-11-04
2219,0022200131,1610612747,LAL,1610612762,UTA,2022-23,34,40,2022-11-04
2211,0022200126,1610612759,SAS,1610612746,LAC,2022-23,18,28,2022-11-04
2212,0022200127,1610612761,TOR,1610612742,DAL,2022-23,29,31,2022-11-04
2213,0022200127,1610612742,DAL,1610612761,TOR,2022-23,31,29,2022-11-04
2214,0022200125,1610612763,MEM,1610612766,CHA,2022-23,41,24,2022-11-04
2215,0022200125,1610612766,CHA,1610612763,MEM,2022-23,24,41,2022-11-04
2216,0022200122,1610612752,NYK,1610612755,PHI,2022-23,21,22,2022-11-04
2217,0022200122,1610612755,PHI,1610612752,NYK,2022-23,22,21,2022-11-04
2218,0022200131,1610612762,UTA,1610612747,LAL,2022-23,40,34,2022-11-04
2220,0022200124,1610612741,CHI,1610612738,BOS,2022-23,31,26,2022-11-04
2221,0022200124,1610612738,BOS,1610612741,CHI,2022-23,26,31,2022-11-04
2210,0022200126,1610612746,LAC,1610612759,SAS,2022-23,28,18,2022-11-04
2187,0022200134,1610612737,ATL,1610612740,NOP,2022-23,29,28,2022-11-05
2186,0022200134,1610612740,NOP,1610612737,ATL,2022-23,28,29,2022-11-05
2185,0022200139,1610612757,POR,1610612756,PHX,2022-23,26,35,2022-11-05
2190,0022200132,1610612758,SAC,1610612753,ORL,2022-23,25,33,2022-11-05
2183,0022200136,1610612749,MIL,1610612760,OKC,2022-23,34,34,2022-11-05
2182,0022200136,1610612760,OKC,1610612749,MIL,2022-23,34,34,2022-11-05
2188,0022200133,1610612766,CHA,1610612751,BKN,2022-23,21,30,2022-11-05
2184,0022200139,1610612756,PHX,1610612757,POR,2022-23,35,26,2022-11-05
2189,0022200133,1610612751,BKN,1610612766,CHA,2022-23,30,21,2022-11-05
2194,0022200137,1610612750,MIN,1610612745,HOU,2022-23,40,34,2022-11-05
2191,0022200132,1610612753,ORL,1610612758,SAC,2022-23,33,25,2022-11-05
2192,0022200138,1610612743,DEN,1610612759,SAS,2022-23,40,27,2022-11-05
2193,0022200138,1610612759,SAS,1610612743,DEN,2022-23,27,40,2022-11-05
2195,0022200137,1610612745,HOU,1610612750,MIN,2022-23,34,40,2022-11-05
2196,0022200135,1610612738,BOS,1610612752,NYK,2022-23,32,29,2022-11-05
2197,0022200135,1610612752,NYK,1610612738,BOS,2022-23,29,32,2022-11-05
2175,0022200142,1610612763,MEM,1610612764,WAS,2022-23,24,25,2022-11-06
2176,0022200143,1610612746,LAC,1610612762,UTA,2022-23,29,29,2022-11-06
2177,0022200143,1610612762,UTA,1610612746,LAC,2022-23,29,29,2022-11-06
2178,0022200141,1610612741,CHI,1610612761,TOR,2022-23,30,21,2022-11-06
2174,0022200142,1610612764,WAS,1610612763,MEM,2022-23,25,24,2022-11-06
2180,0022200140,1610612747,LAL,1610612739,CLE,2022-23,36,30,2022-11-06
2181,0022200140,1610612739,CLE,1610612747,LAL,2022-23,30,36,2022-11-06
2179,0022200141,1610612761,TOR,1610612741,CHI,2022-23,21,30,2022-11-06
2156,0022200146,1610612760,OKC,1610612765,DET,2022-23,33,28,2022-11-07
2155,0022200153,1610612750,MIN,1610612752,NYK,2022-23,29,38,2022-11-07
2154,0022200153,1610612752,NYK,1610612750,MIN,2022-23,38,29,2022-11-07
2153,0022200149,1610612749,MIL,1610612737,ATL,2022-23,36,25,2022-11-07
2152,0022200149,1610612737,ATL,1610612749,MIL,2022-23,25,36,2022-11-07
2151,0022200152,1610612763,MEM,1610612738,BOS,2022-23,34,28,2022-11-07
2149,0022200157,1610612747,LAL,1610612762,UTA,2022-23,34,42,2022-11-07
2148,0022200157,1610612762,UTA,1610612747,LAL,2022-23,42,34,2022-11-07
2147,0022200154,1610612759,SAS,1610612743,DEN,2022-23,28,28,2022-11-07
2146,0022200154,1610612743,DEN,1610612759,SAS,2022-23,28,28,2022-11-07
2145,0022200155,1610612751,BKN,1610612742,DAL,2022-23,34,29,2022-11-07
2157,0022200146,1610612765,DET,1610612760,OKC,2022-23,28,33,2022-11-07
2144,0022200155,1610612742,DAL,1610612751,BKN,2022-23,29,34,2022-11-07
2150,0022200152,1610612738,BOS,1610612763,MEM,2022-23,28,34,2022-11-07
2158,0022200151,1610612761,TOR,1610612741,CHI,2022-23,27,30,2022-11-07
2164,0022200145,1610612753,ORL,1610612745,HOU,2022-23,30,33,2022-11-07
2160,0022200144,1610612764,WAS,1610612766,CHA,2022-23,26,18,2022-11-07
2173,0022200158,1610612746,LAC,1610612739,CLE,2022-23,31,37,2022-11-07
2172,0022200158,1610612739,CLE,1610612746,LAC,2022-23,37,31,2022-11-07
2171,0022200156,1610612758,SAC,1610612744,GSW,2022-23,31,29,2022-11-07
2170,0022200156,1610612744,GSW,1610612758,SAC,2022-23,29,31,2022-11-07
2159,0022200151,1610612741,CHI,1610612761,TOR,2022-23,30,27,2022-11-07
2168,0022200148,1610612756,PHX,1610612755,PHI,2022-23,20,33,2022-11-07
2169,0022200148,1610612755,PHI,1610612756,PHX,2022-23,33,20,2022-11-07
2166,0022200147,1610612740,NOP,1610612754,IND,2022-23,30,32,2022-11-07
2165,0022200145,1610612745,HOU,1610612753,ORL,2022-23,33,30,2022-11-07
2163,0022200150,1610612757,POR,1610612748,MIA,2022-23,28,28,2022-11-07
2162,0022200150,1610612748,MIA,1610612757,POR,2022-23,28,28,2022-11-07
2161,0022200144,1610612766,CHA,1610612764,WAS,2022-23,18,26,2022-11-07
2167,0022200147,1610612754,IND,1610612740,NOP,2022-23,32,30,2022-11-07
2128,0022200167,1610612756,PHX,1610612750,MIN,2022-23,39,25,2022-11-09
2124,0022200169,1610612763,MEM,1610612759,SAS,2022-23,38,32,2022-11-09
2127,0022200164,1610612752,NYK,1610612751,BKN,2022-23,22,38,2022-11-09
2125,0022200169,1610612759,SAS,1610612763,MEM,2022-23,32,38,2022-11-09
2123,0022200166,1610612740,NOP,1610612741,CHI,2022-23,22,22,2022-11-09
2126,0022200164,1610612751,BKN,1610612752,NYK,2022-23,38,22,2022-11-09
2121,0022200171,1610612739,CLE,1610612758,SAC,2022-23,29,34,2022-11-09
2120,0022200171,1610612758,SAC,1610612739,CLE,2022-23,34,29,2022-11-09
2119,0022200160,1610612754,IND,1610612743,DEN,2022-23,27,35,2022-11-09
2118,0022200160,1610612743,DEN,1610612754,IND,2022-23,35,27,2022-11-09
2129,0022200167,1610612750,MIN,1610612756,PHX,2022-23,25,39,2022-11-09
2122,0022200166,1610612741,CHI,1610612740,NOP,2022-23,22,22,2022-11-09
2130,0022200163,1610612738,BOS,1610612765,DET,2022-23,29,21,2022-11-09
2133,0022200165,1610612745,HOU,1610612761,TOR,2022-23,37,29,2022-11-09
2132,0022200165,1610612761,TOR,1610612745,HOU,2022-23,29,37,2022-11-09
2131,0022200163,1610612765,DET,1610612738,BOS,2022-23,21,29,2022-11-09
