index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP,TEAM_FT_PCT,FT_PCT_OPP,TEAM_FTA,FTA_OPP,TEAM_TOV,TOV_OPP,TEAM_OREB,OREB_OPP,TEAM_DREB,DREB_OPP,TEAM_OFF_RATING,OFF_RATING_OPP
1386,22200534,1610612755,PHI,1610612740,NOP,2022-23,27,31,2022-12-30,58,29.1,21.0,30.5,26.5,21.4,22.3,103.0,103.2,29.2,20.5,29.6,20.5,0.5547,0.6062000000000001,0.4858,0.5117,0.3609,0.4160999999999999,0.7697999999999999,0.7415999999999999,6.6,3.7,3.4,2.4,2.0,2.3,7.1,8.2,112.82000000000001,128.35
1398,22200536,1610612757,POR,1610612744,GSW,2022-23,25,41,2022-12-30,66,32.2,27.5,27.3,21.5,21.9,22.2,100.2,100.8,28.6,24.5,30.2,22.0,0.6244,0.5131,0.5399,0.4957000000000001,0.3906,0.3995,0.8414999999999999,0.73,5.9,4.9,3.7,2.6,2.4,2.9,7.4,9.3,128.35,112.82000000000001
1399,22200536,1610612744,GSW,1610612757,POR,2022-23,41,25,2022-12-30,66,29.9,21.0,27.5,20.5,22.8,22.8,103.2,103.0,32.0,25.5,27.8,22.0,0.5927,0.6214000000000002,0.4902,0.4614000000000001,0.3995,0.3906,0.6890000000000001,0.8401,3.7,6.6,3.5,2.7,2.3,2.9,9.6,8.3,117.46,108.83000000000001
1395,22200531,1610612761,TOR,1610612756,PHX,2022-23,33,24,2022-12-30,57,26.9,19.5,28.6,24.0,22.4,22.0,98.6,99.0,27.0,18.5,26.2,17.5,0.5179000000000001,0.5582,0.4623,0.4508,0.3439,0.4271,0.6658,0.8343999999999999,4.6,4.6,2.6,3.7,2.0,2.5,8.2,7.1,108.83000000000001,117.46
1389,22200532,1610612765,DET,1610612741,CHI,2022-23,25,33,2022-12-30,58,30.2,25.0,27.7,21.0,22.2,21.9,100.2,97.2,30.2,22.0,28.6,24.5,0.5599999999999999,0.5568000000000001,0.4761,0.4819,0.4047,0.3373,0.7838,0.6073000000000001,6.7,3.5,3.2,3.6,3.2,2.1,9.3,7.3,120.67,111.65
1396,22200533,1610612750,MIN,1610612749,MIL,2022-23,34,33,2022-12-30,67,27.7,21.0,30.2,25.0,22.0,22.4,99.0,98.6,28.4,20.5,28.3,20.5,0.5515,0.5681999999999999,0.4836999999999999,0.5322000000000001,0.4003,0.2825,0.5677999999999999,0.8347,5.1,5.8,3.0,4.2,2.3,2.1,7.9,9.1,111.65,120.67
1403,22200535,1610612743,DEN,1610612748,MIA,2022-23,23,19,2022-12-30,42,30.3,20.0,27.9,19.0,22.4,22.4,103.4,102.2,27.2,19.0,30.8,20.0,0.6062000000000001,0.5547,0.5516,0.4585,0.3147,0.4244,0.5389,0.6975,4.5,5.3,4.2,3.0,2.1,3.2,9.3,7.4,118.3,112.00999999999999
1387,22200534,1610612740,NOP,1610612755,PHI,2022-23,31,27,2022-12-30,58,28.9,24.0,29.9,20.5,22.8,22.8,104.0,105.0,26.2,17.5,27.0,18.5,0.5314,0.5267999999999999,0.4707,0.4288,0.3373,0.4047,0.8657,0.8422000000000001,5.6,2.7,4.0,3.4,2.9,2.3,8.9,8.2,112.00999999999999,118.3
1392,22200529,1610612753,ORL,1610612764,WAS,2022-23,20,27,2022-12-30,47,29.9,20.5,28.9,24.0,22.3,21.4,102.2,100.2,27.0,20.5,27.6,24.5,0.5582,0.5179000000000001,0.4901,0.4253999999999999,0.4244,0.3147,0.8343999999999999,0.6658,6.4,4.6,3.8,3.2,2.9,2.4,9.1,7.9,116.38,111.77000000000001
1397,22200533,1610612749,MIL,1610612750,MIN,2022-23,33,34,2022-12-30,67,27.9,19.0,30.3,20.0,23.7,22.5,99.6,106.4,29.6,20.5,29.2,20.5,0.5131,0.6244,0.4614000000000001,0.4902,0.2825,0.4003,0.8347,0.5677999999999999,4.6,4.6,3.3,3.1,3.7,1.3,9.4,7.8,111.77000000000001,116.38
1402,22200535,1610612748,MIA,1610612743,DEN,2022-23,19,23,2022-12-30,42,27.5,20.5,29.9,21.0,22.4,22.4,100.2,102.8,27.8,22.0,32.0,25.5,0.5267999999999999,0.5314,0.4585,0.5516,0.3051,0.382,0.8401,0.6890000000000001,5.3,4.5,3.1,3.3,2.6,3.1,7.3,9.3,109.60999999999999,102.84
1390,22200537,1610612758,SAC,1610612762,UTA,2022-23,30,27,2022-12-30,57,27.4,22.5,29.2,26.0,23.0,21.8,106.4,99.6,30.8,20.0,27.2,19.0,0.51,0.5346,0.4288,0.4707,0.3419,0.3412,0.667,0.6734,5.8,5.1,4.0,2.8,3.1,2.6,9.0,9.1,102.84,109.60999999999999
1401,22200530,1610612747,LAL,1610612737,ATL,2022-23,23,33,2022-12-30,56,28.6,24.0,26.9,19.5,22.7,23.2,102.8,100.2,29.5,23.0,32.4,25.5,0.5568000000000001,0.5599999999999999,0.4957000000000001,0.5399,0.3508,0.3936,0.6073000000000001,0.7838,4.6,6.4,3.6,3.2,2.1,2.3,8.2,8.9,111.06000000000002,114.75
1393,22200529,1610612764,WAS,1610612753,ORL,2022-23,27,20,2022-12-30,47,29.2,26.0,27.4,22.5,22.5,23.7,102.2,103.4,28.3,20.5,28.4,20.5,0.5681999999999999,0.5515,0.5117,0.4858,0.3412,0.3419,0.7415999999999999,0.7697999999999999,4.9,5.9,2.4,3.4,1.6,2.5,9.1,9.0,114.75,111.06000000000002
1400,22200530,1610612737,ATL,1610612747,LAL,2022-23,33,23,2022-12-30,56,28.9,22.0,26.8,20.0,23.7,22.5,105.0,104.0,32.4,25.5,29.5,23.0,0.5239,0.5504,0.4508,0.4623,0.382,0.3051,0.8422000000000001,0.8657,4.9,4.3,2.7,3.5,2.3,2.0,7.8,9.4,110.66,110.9
1394,22200531,1610612756,PHX,1610612761,TOR,2022-23,24,33,2022-12-30,57,26.8,20.0,28.9,22.0,22.5,23.7,97.2,100.2,28.4,20.0,27.8,21.5,0.5504,0.5239,0.4819,0.4761,0.3936,0.3508,0.73,0.8414999999999999,2.7,5.6,3.2,3.8,2.5,2.0,7.9,9.2,110.9,110.66
1371,22200541,1610612745,HOU,1610612752,NYK,2022-23,35,27,2022-12-31,62,27.2,20.0,28.4,20.0,23.5,22.0,101.2,104.0,28.1,21.0,27.3,19.5,0.5255,0.5166999999999999,0.4744,0.4432,0.2525,0.4617,0.5861000000000001,0.8167000000000002,4.2,4.8,3.6,3.4,3.4,3.1,9.5,9.3,106.93000000000002,112.38
1372,22200542,1610612742,DAL,1610612759,SAS,2022-23,32,30,2022-12-31,62,27.6,20.0,28.4,21.0,20.0,22.4,98.6,104.2,27.7,22.5,28.5,23.0,0.5317999999999999,0.5456,0.4427,0.5278,0.3599,0.3595,0.8134,0.7656000000000001,8.6,3.4,2.8,3.5,1.7,2.1,8.1,8.6,112.38,106.93000000000002
1385,22200538,1610612754,IND,1610612746,LAC,2022-23,32,22,2022-12-31,54,29.3,18.5,28.8,21.0,22.2,22.6,104.6,99.4,28.5,23.0,27.7,22.5,0.5991,0.5660999999999999,0.5012,0.4305,0.4521,0.3889999999999999,0.6717,0.7798,3.4,8.6,3.5,4.2,1.1,4.6,8.5,8.7,112.25999999999999,106.71000000000001
1378,22200545,1610612760,OKC,1610612755,PHI,2022-23,20,38,2022-12-31,58,27.5,22.0,27.4,20.0,21.5,24.8,104.0,101.2,29.5,22.0,29.6,20.5,0.5349999999999999,0.6383000000000001,0.4646,0.569,0.4359,0.3947,0.8059999999999998,0.8401,6.0,5.6,4.2,3.5,1.9,3.3,9.1,8.1,106.71000000000001,112.25999999999999
1377,22200540,1610612739,CLE,1610612741,CHI,2022-23,28,30,2022-12-31,58,28.8,24.0,29.8,26.5,22.0,23.5,99.0,100.2,27.3,19.5,28.1,21.0,0.5993999999999999,0.4832999999999999,0.5226,0.4622,0.3889999999999999,0.4521,0.7656000000000001,0.8134,3.4,5.5,3.2,3.3,1.9,3.1,8.6,8.1,115.87000000000003,127.42999999999999
1374,22200539,1610612751,BKN,1610612766,CHA,2022-23,32,22,2022-12-31,54,33.0,20.0,30.1,24.5,23.4,24.9,104.0,99.4,28.3,19.5,27.3,21.0,0.6383000000000001,0.5349999999999999,0.569,0.4646,0.4617,0.2525,0.7631,0.6805,3.9,4.4,2.8,3.7,2.1,1.7,9.0,7.4,127.42999999999999,115.87000000000003
1368,22200546,1610612748,MIA,1610612762,UTA,2022-23,31,30,2022-12-31,61,27.4,20.0,27.5,22.0,22.8,22.4,101.2,103.6,27.3,21.0,28.3,19.5,0.5166999999999999,0.5255,0.4432,0.4744,0.3324,0.3909999999999999,0.8401,0.8059999999999998,5.5,6.1,3.3,3.2,3.1,3.4,7.5,9.8,108.50999999999999,113.92999999999999
1380,22200544,1610612750,MIN,1610612765,DET,2022-23,39,28,2022-12-31,67,28.4,21.0,27.6,20.0,21.9,23.2,99.4,104.0,28.5,20.5,31.2,25.5,0.5660999999999999,0.5991,0.494,0.4295,0.4235,0.3974,0.5107,0.8124,5.6,4.2,2.9,3.1,2.4,3.1,8.1,9.1,113.92999999999999,108.50999999999999
1381,22200544,1610612765,DET,1610612750,MIN,2022-23,28,39,2022-12-31,67,30.0,24.5,29.2,21.0,22.4,20.0,99.8,100.8,30.1,22.0,26.7,20.0,0.5598,0.5244,0.472,0.479,0.4269,0.3117999999999999,0.8124,0.5107,6.1,5.9,3.3,3.9,3.5,3.4,9.3,9.5,119.87,112.69000000000001
1373,22200542,1610612759,SAS,1610612742,DAL,2022-23,30,32,2022-12-31,62,29.2,21.0,30.0,24.5,25.2,23.0,103.4,105.2,31.2,25.5,28.5,20.5,0.5244,0.5598,0.4622,0.5226,0.3729,0.2732,0.5408,0.8732000000000001,4.8,4.2,3.8,3.3,4.6,1.1,8.0,11.0,112.69000000000001,119.87
1370,22200541,1610612752,NYK,1610612745,HOU,2022-23,27,35,2022-12-31,62,30.1,24.5,33.0,20.0,23.2,21.9,100.6,108.2,28.3,23.5,27.3,21.5,0.5580999999999999,0.515,0.4735999999999999,0.4734,0.3909999999999999,0.3324,0.6805,0.7631,6.0,4.9,3.2,2.8,3.4,3.5,8.7,8.5,118.28000000000002,107.05
1384,22200538,1610612746,LAC,1610612754,IND,2022-23,22,32,2022-12-31,54,26.8,18.5,29.4,24.0,22.6,22.2,100.2,99.0,26.7,20.0,30.1,22.0,0.515,0.5580999999999999,0.4305,0.5012,0.4056,0.3191,0.8167000000000002,0.5861000000000001,4.9,6.0,3.5,2.8,3.1,1.9,9.8,7.5,107.05,118.28000000000002
1369,22200546,1610612762,UTA,1610612748,MIA,2022-23,30,31,2022-12-31,61,27.6,21.5,28.4,17.5,23.0,25.2,100.8,99.8,27.8,24.5,26.2,17.5,0.5297999999999999,0.5371,0.4295,0.494,0.3947,0.4359,0.6961,0.7142,4.4,3.9,3.4,3.6,2.5,1.5,8.2,9.2,109.78000000000002,105.14000000000001
1375,22200539,1610612766,CHA,1610612751,BKN,2022-23,22,32,2022-12-31,54,28.4,20.0,27.2,20.0,24.8,21.5,108.2,100.6,30.8,20.0,25.5,19.0,0.4832999999999999,0.5993999999999999,0.433,0.438,0.2732,0.3729,0.7630000000000001,0.627,5.6,6.0,3.1,2.9,3.1,2.4,8.5,8.6,105.14000000000001,109.78000000000002
1376,22200540,1610612741,CHI,1610612739,CLE,2022-23,30,28,2022-12-31,58,29.8,26.5,28.8,24.0,21.8,22.0,99.4,104.6,27.3,21.5,28.3,23.5,0.6062000000000001,0.4915,0.5278,0.4427,0.3974,0.4235,0.7142,0.6961,4.2,5.6,2.8,3.2,1.5,2.5,9.2,8.2,120.92,110.31999999999998
1379,22200545,1610612755,PHI,1610612760,OKC,2022-23,38,20,2022-12-31,58,28.8,21.0,29.3,18.5,22.0,21.8,104.2,98.6,29.6,20.5,29.5,22.0,0.5371,0.5297999999999999,0.4734,0.4735999999999999,0.3191,0.4056,0.7798,0.6717,6.1,5.5,3.7,2.8,2.2,2.6,7.4,9.0,110.31999999999998,120.92
1382,22200543,1610612740,NOP,1610612763,MEM,2022-23,25,31,2022-12-31,56,29.4,24.0,26.8,18.5,22.4,22.8,103.6,101.2,26.2,17.5,27.8,24.5,0.5456,0.5317999999999999,0.479,0.472,0.3595,0.3599,0.8732000000000001,0.5408,5.9,6.1,3.9,3.3,2.6,2.2,8.6,8.5,114.64000000000001,107.52000000000001
1383,22200543,1610612763,MEM,1610612740,NOP,2022-23,31,25,2022-12-31,56,28.4,17.5,27.6,21.5,24.9,23.4,105.2,103.4,25.5,19.0,30.8,20.0,0.4915,0.6062000000000001,0.438,0.433,0.3117999999999999,0.4269,0.627,0.7630000000000001,5.5,3.4,3.3,3.8,3.3,1.9,11.0,8.0,107.52000000000001,114.64000000000001
1363,22200548,1610612764,WAS,1610612749,MIL,2022-23,34,17,2023-01-01,51,29.0,26.0,28.0,19.0,22.4,23.4,103.8,102.8,27.5,20.0,25.5,16.5,0.5638,0.5082,0.5141,0.4522,0.3325,0.307,0.7666,0.6603,4.9,5.7,2.9,3.9,1.5,3.1,9.4,9.5,112.14000000000001,111.64000000000001
1362,22200548,1610612749,MIL,1610612764,WAS,2022-23,17,34,2023-01-01,51,28.0,19.0,29.0,26.0,23.7,22.0,100.2,104.6,29.7,20.5,29.0,22.5,0.5073000000000001,0.6054000000000002,0.4614000000000001,0.4277,0.2519,0.3194,0.818,0.5889,5.1,3.9,3.2,4.2,3.7,3.2,9.7,8.8,111.64000000000001,112.14000000000001
1365,22200547,1610612758,SAC,1610612763,MEM,2022-23,26,27,2023-01-01,53,27.3,22.5,28.8,17.5,23.4,22.4,105.8,103.2,31.5,23.0,25.5,19.0,0.4963999999999999,0.5084000000000001,0.4277,0.4614000000000001,0.307,0.3325,0.6603,0.7666,5.7,4.9,3.9,2.9,3.2,3.7,8.8,9.7,102.94000000000001,103.75
1367,22200549,1610612738,BOS,1610612743,DEN,2022-23,28,37,2023-01-01,65,26.7,22.0,29.6,20.0,24.0,24.6,103.2,105.8,29.0,22.5,29.7,20.5,0.5084000000000001,0.4963999999999999,0.4279,0.5471,0.3281,0.3175,0.5382999999999999,0.6603,2.8,5.2,3.3,3.3,3.1,1.5,9.5,9.4,103.75,102.94000000000001
1366,22200549,1610612743,DEN,1610612738,BOS,2022-23,37,28,2023-01-01,65,29.6,20.0,26.7,22.0,22.0,23.7,102.8,103.8,25.5,16.5,27.5,20.0,0.6054000000000002,0.5073000000000001,0.5471,0.4279,0.3194,0.2519,0.5889,0.818,3.9,5.1,4.2,3.2,1.8,3.3,9.6,10.6,116.04,109.68999999999998
1364,22200547,1610612763,MEM,1610612758,SAC,2022-23,27,26,2023-01-01,53,28.8,17.5,27.3,22.5,24.6,24.0,104.6,100.2,25.5,19.0,31.5,23.0,0.5082,0.5638,0.4522,0.5141,0.3175,0.3281,0.6603,0.5382999999999999,5.2,2.8,3.3,3.3,3.3,1.8,10.6,9.6,109.68999999999998,116.04
1340,22200557,1610612750,MIN,1610612743,DEN,2022-23,23,23,2023-01-02,46,29.6,21.0,26.2,18.5,21.7,23.3,100.0,103.2,28.0,20.5,32.0,25.0,0.5882,0.5410000000000001,0.5156,0.4556000000000001,0.4009999999999999,0.4043,0.6107,0.6799999999999999,5.8,8.4,3.1,3.9,2.2,2.5,8.1,8.2,117.67999999999999,116.22
1357,22200550,1610612752,NYK,1610612756,PHX,2022-23,23,11,2023-01-02,34,29.2,24.5,25.6,20.0,23.0,23.2,99.2,100.6,29.6,25.0,26.7,22.0,0.5468,0.6125,0.4595000000000001,0.5367000000000001,0.396,0.434,0.6532,0.85,6.1,4.6,2.8,3.3,3.2,1.3,8.1,8.2,116.22,117.67999999999999
1355,22200558,1610612737,ATL,1610612744,GSW,2022-23,26,38,2023-01-02,64,29.2,22.0,29.7,22.5,24.1,22.8,104.8,103.2,31.1,23.5,27.9,22.5,0.5273000000000001,0.5589999999999999,0.4511,0.4753999999999999,0.3887,0.3875,0.8315000000000001,0.6406000000000001,4.6,6.1,2.6,3.7,2.5,1.5,8.5,8.2,112.10999999999999,112.02000000000001
1359,22200553,1610612754,IND,1610612761,TOR,2022-23,29,33,2023-01-02,62,28.7,18.5,30.7,21.0,22.4,22.6,103.2,100.0,26.7,22.0,29.6,25.0,0.5887,0.5636,0.4963,0.4804,0.4323,0.4091999999999999,0.6717,0.8732,3.0,4.6,3.3,2.8,1.3,3.2,8.5,9.7,112.02000000000001,112.10999999999999
1347,22200556,1610612742,DAL,1610612745,HOU,2022-23,18,26,2023-01-02,44,28.5,20.0,29.0,24.0,19.9,21.5,98.6,99.4,27.9,22.5,31.1,23.5,0.5589999999999999,0.5273000000000001,0.4676,0.5519000000000001,0.3732,0.3945,0.7816,0.76,8.4,5.8,2.8,3.7,1.5,2.5,7.7,7.4,115.48999999999998,109.75999999999999
1349,22200560,1610612748,MIA,1610612746,LAC,2022-23,34,28,2023-01-02,62,27.6,20.0,28.8,22.5,23.3,21.7,100.8,99.8,27.8,21.0,30.8,22.0,0.5170000000000001,0.5573,0.4448,0.4293,0.3146,0.3611,0.8382999999999999,0.5574999999999999,4.9,5.9,3.3,2.8,3.4,1.9,7.3,8.8,109.75999999999999,115.48999999999998
1341,22200557,1610612743,DEN,1610612750,MIN,2022-23,23,23,2023-01-02,46,30.5,20.0,27.7,23.5,22.0,21.4,103.4,104.6,25.7,16.5,27.7,19.5,0.6125,0.5468,0.5519000000000001,0.4676,0.3611,0.3146,0.6746000000000001,0.6033,4.6,3.0,4.0,4.1,1.6,3.1,9.6,9.1,118.59999999999998,106.1
1356,22200550,1610612756,PHX,1610612752,NYK,2022-23,11,23,2023-01-02,34,25.6,20.0,29.2,24.5,21.4,22.0,97.2,105.2,28.8,20.0,31.5,25.5,0.5617,0.5956999999999999,0.4909,0.5749,0.4091999999999999,0.4323,0.6799999999999999,0.6107,2.7,3.8,3.8,4.1,2.2,2.1,8.2,8.1,106.1,118.59999999999998
1351,22200551,1610612766,CHA,1610612747,LAL,2022-23,21,22,2023-01-02,43,28.5,20.5,29.5,21.0,24.5,21.8,109.0,101.6,32.0,25.0,28.0,20.5,0.4798999999999999,0.6233000000000001,0.4293,0.4448,0.2679999999999999,0.3259999999999999,0.8629999999999999,0.7298,6.1,3.1,3.0,3.1,3.0,3.3,8.2,9.4,104.92,115.07000000000001
1353,22200555,1610612759,SAS,1610612751,BKN,2022-23,25,37,2023-01-02,62,29.7,22.5,29.2,22.0,24.9,22.3,103.2,104.8,31.5,25.5,28.8,20.0,0.5410000000000001,0.5882,0.4753999999999999,0.4511,0.4043,0.4009999999999999,0.5574999999999999,0.8382999999999999,5.1,4.7,3.7,2.8,4.4,2.3,8.2,8.5,115.07000000000001,104.92
1342,22200552,1610612741,CHI,1610612739,CLE,2022-23,34,27,2023-01-02,61,30.1,27.0,32.4,20.0,21.6,22.4,99.4,98.6,27.9,21.5,30.2,23.0,0.6152,0.639,0.5367000000000001,0.4595000000000001,0.4107,0.4298,0.7642,0.8157,4.4,3.0,2.8,3.3,1.6,2.1,9.3,7.9,122.12,119.81000000000002
1360,22200559,1610612765,DET,1610612757,POR,2022-23,27,22,2023-01-02,49,30.2,24.5,28.8,24.0,22.4,23.0,100.6,99.2,30.8,22.0,27.8,21.0,0.5573,0.5170000000000001,0.472,0.5307999999999999,0.4298,0.4107,0.8157,0.7642,6.5,5.4,3.1,3.0,3.4,3.0,9.0,9.7,119.81000000000002,122.12
1346,22200556,1610612745,HOU,1610612742,DAL,2022-23,26,18,2023-01-02,44,28.8,22.5,27.6,20.0,23.2,23.0,101.6,109.0,28.3,21.0,28.1,19.5,0.5636,0.5887,0.4926,0.4326,0.3067,0.3189,0.6861,0.7631,4.7,6.1,3.7,3.5,3.3,3.0,9.7,8.5,113.25,103.48999999999998
1348,22200560,1610612746,LAC,1610612748,MIA,2022-23,28,34,2023-01-02,62,26.2,18.5,29.6,21.0,21.8,24.5,100.8,104.6,27.0,20.0,29.6,20.5,0.5149999999999999,0.5356000000000001,0.4326,0.4926,0.3945,0.3732,0.85,0.6532,5.0,6.1,4.1,3.8,3.1,1.6,9.7,9.0,103.48999999999998,113.25
1358,22200553,1610612761,TOR,1610612754,IND,2022-23,33,29,2023-01-02,62,27.7,19.5,31.1,26.0,22.3,24.9,98.2,103.0,25.7,18.5,32.0,25.5,0.5204,0.5448999999999999,0.4556000000000001,0.5156,0.3656,0.4264,0.7658,0.7915,5.4,6.5,2.4,3.1,2.3,4.4,8.0,8.6,112.96,105.66000000000001
1350,22200551,1610612747,LAL,1610612766,CHA,2022-23,22,21,2023-01-02,43,27.7,23.5,30.5,20.0,22.6,22.4,104.6,100.8,30.2,23.0,27.9,21.5,0.5356000000000001,0.5149999999999999,0.4806,0.4573,0.3189,0.3067,0.6406000000000001,0.8315000000000001,4.7,5.1,3.9,3.6,1.9,3.4,8.6,8.0,105.66000000000001,112.96
1344,22200554,1610612755,PHI,1610612740,NOP,2022-23,33,25,2023-01-02,58,29.5,21.0,28.5,20.5,22.4,21.6,104.8,100.2,29.6,20.5,27.0,20.0,0.5448999999999999,0.5204,0.4804,0.4963,0.3259999999999999,0.2679999999999999,0.7298,0.8629999999999999,6.1,5.0,3.6,3.9,2.2,1.7,7.9,9.3,111.99000000000001,114.34
1343,22200552,1610612739,CLE,1610612741,CHI,2022-23,27,34,2023-01-02,61,28.8,24.0,30.2,24.5,22.3,22.6,100.2,104.8,28.1,19.5,28.3,21.0,0.5956999999999999,0.5617,0.52,0.5126999999999999,0.3836,0.3728,0.76,0.7816,3.1,6.1,3.5,3.7,2.1,1.6,8.2,8.1,114.34,111.99000000000001
1345,22200554,1610612740,NOP,1610612755,PHI,2022-23,25,33,2023-01-02,58,29.0,24.0,28.5,20.0,22.8,24.1,104.6,103.4,25.7,17.5,29.7,24.5,0.5277,0.6144000000000001,0.4573,0.4806,0.3728,0.3836,0.8732,0.6717,5.9,4.9,4.1,4.0,3.0,3.4,8.8,7.3,111.81999999999998,123.45
1352,22200555,1610612751,BKN,1610612759,SAS,2022-23,37,25,2023-01-02,62,32.4,20.0,30.1,27.0,23.0,22.4,105.2,97.2,27.7,19.5,25.7,16.5,0.639,0.6152,0.5749,0.4909,0.434,0.396,0.7631,0.6861,3.8,2.7,3.1,2.4,1.7,2.2,9.4,8.2,123.45,111.81999999999998
1361,22200559,1610612757,POR,1610612765,DET,2022-23,22,27,2023-01-02,49,31.1,26.0,27.7,19.5,21.5,19.9,99.8,100.8,29.7,24.5,25.7,17.5,0.6144000000000001,0.5277,0.5307999999999999,0.472,0.3875,0.3887,0.7915,0.7658,6.1,4.7,3.9,3.1,2.5,2.2,7.4,7.7,124.64000000000001,120.53999999999999
1354,22200558,1610612744,GSW,1610612737,ATL,2022-23,38,26,2023-01-02,64,30.7,21.0,28.7,18.5,22.6,22.3,103.0,98.2,32.0,25.5,25.7,18.5,0.6233000000000001,0.4798999999999999,0.5126999999999999,0.52,0.4264,0.3656,0.6033,0.6746000000000001,3.0,4.4,3.7,2.6,2.1,2.2,9.1,9.6,120.53999999999999,124.64000000000001
1335,22200561,1610612749,MIL,1610612764,WAS,2022-23,32,28,2023-01-03,60,27.2,17.5,28.0,21.5,23.5,22.8,100.6,101.2,31.2,24.5,28.1,24.5,0.4938999999999999,0.5295,0.4475,0.4682,0.2433,0.3095,0.818,0.7523000000000001,5.1,5.1,3.8,3.3,3.8,2.7,9.3,9.2,108.3,116.80999999999999
1334,22200561,1610612764,WAS,1610612749,MIL,2022-23,28,32,2023-01-03,60,29.9,27.0,27.7,23.5,22.8,23.5,102.6,105.8,26.3,18.5,29.4,22.5,0.5721,0.5083,0.5186,0.4364,0.3525,0.4335,0.7523000000000001,0.818,5.1,5.1,2.7,3.5,1.9,1.6,9.2,8.8,116.80999999999999,108.3
1337,22200562,1610612738,BOS,1610612760,OKC,2022-23,33,34,2023-01-03,67,27.0,22.0,27.3,21.0,23.9,21.3,102.8,105.8,29.4,22.5,26.3,18.5,0.5083,0.5721,0.4296,0.4157999999999999,0.3095,0.2433,0.5716,0.7032,3.2,6.0,3.3,3.8,3.3,3.7,9.2,9.3,105.69000000000001,104.4
1336,22200562,1610612760,OKC,1610612738,BOS,2022-23,34,33,2023-01-03,67,27.3,21.0,27.0,22.0,21.3,23.9,105.8,102.6,30.5,22.0,30.6,23.0,0.5389,0.4858,0.4682,0.4475,0.4335,0.3525,0.7775000000000001,0.6761,6.0,3.2,4.5,3.6,1.6,1.9,8.8,9.2,104.4,105.69000000000001
1339,22200563,1610612762,UTA,1610612758,SAC,2022-23,23,35,2023-01-03,58,28.0,21.5,27.2,17.5,23.1,24.6,101.2,100.6,28.1,24.5,31.2,24.5,0.5295,0.4938999999999999,0.4364,0.5186,0.3808999999999999,0.3137,0.6761,0.7775000000000001,4.8,5.4,3.5,2.7,2.7,3.8,8.5,9.0,110.95,104.37
1338,22200563,1610612758,SAC,1610612762,UTA,2022-23,35,23,2023-01-03,58,27.7,23.5,29.9,27.0,24.6,23.1,105.8,102.8,30.6,23.0,30.5,22.0,0.4858,0.5389,0.4157999999999999,0.4296,0.3137,0.3808999999999999,0.7032,0.5716,5.4,4.8,3.6,4.5,3.7,3.3,9.0,8.5,104.37,110.95
1311,22200564,1610612763,MEM,1610612766,CHA,2022-23,40,26,2023-01-04,66,28.1,17.5,28.0,23.5,23.9,24.6,105.6,102.4,25.4,19.0,31.3,24.5,0.4888,0.5451,0.4352,0.5509999999999999,0.3075,0.3893,0.7055999999999999,0.8902999999999999,6.0,6.3,3.7,3.9,3.2,3.2,11.2,8.5,106.25,117.52000000000001
1321,22200569,1610612761,TOR,1610612749,MIL,2022-23,12,13,2023-01-04,25,29.1,21.5,32.5,20.0,22.5,21.0,99.8,104.6,26.8,20.5,28.1,20.0,0.5475999999999999,0.5801000000000001,0.4711999999999999,0.5066999999999999,0.4088999999999999,0.4221,0.7491000000000001,0.7844,5.6,3.2,2.6,4.1,2.5,3.7,8.0,7.5,117.52000000000001,106.25
1330,22200573,1610612744,GSW,1610612765,DET,2022-23,26,34,2023-01-04,60,31.8,21.0,27.9,21.0,22.8,22.4,104.6,99.8,30.8,25.5,31.5,24.5,0.6378,0.6295,0.5243,0.4706,0.4347,0.4135,0.6533,0.8291000000000001,3.2,4.2,3.6,2.5,1.7,3.8,9.9,9.5,122.86000000000001,111.10999999999999
1314,22200572,1610612740,NOP,1610612745,HOU,2022-23,45,22,2023-01-04,67,28.5,24.0,30.1,23.5,22.4,22.8,103.2,95.6,26.1,17.5,28.6,21.0,0.5306,0.5947,0.4523,0.4779,0.4131999999999999,0.2433,0.8767999999999999,0.5907,5.6,6.3,4.3,2.8,2.9,3.0,8.5,9.1,111.10999999999999,122.86000000000001
1331,22200573,1610612765,DET,1610612744,GSW,2022-23,34,26,2023-01-04,60,29.4,24.5,24.7,15.5,22.0,23.2,100.6,101.0,29.7,21.5,27.7,21.5,0.5539000000000001,0.4669999999999999,0.4716999999999999,0.5191,0.4298,0.4373999999999999,0.8193000000000001,0.6611,6.2,4.4,3.2,3.4,3.1,2.0,9.1,8.0,116.85,114.83000000000001
