index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP,TEAM_FT_PCT,FT_PCT_OPP,TEAM_FTA,FTA_OPP,TEAM_TOV,TOV_OPP,TEAM_OREB,OREB_OPP,TEAM_DREB,DREB_OPP,TEAM_OFF_RATING,OFF_RATING_OPP
2455,22200007,1610612748,MIA,1610612741,CHI,2022-23,33,28,2022-10-19,61,33.0,33.0,32.0,32.0,22.0,22.0,106.0,100.0,28.0,28.0,25.0,25.0,0.636,0.318,0.5,0.542,0.75,0.3,0.833,1.0,6.0,6.0,2.0,4.0,0.0,6.0,10.0,8.0,122.2,107.1
2437,22200012,1610612743,DEN,1610612762,UTA,2022-23,30,37,2022-10-19,67,30.0,30.0,36.0,36.0,22.0,19.0,112.0,110.0,37.0,37.0,26.0,26.0,0.568,0.405,0.545,0.455,0.167,0.167,0.833,0.833,6.0,2.0,3.0,4.0,0.0,2.0,5.0,13.0,107.1,122.2
2441,22200008,1610612739,CLE,1610612761,TOR,2022-23,22,28,2022-10-19,50,22.0,22.0,24.0,24.0,22.0,26.0,108.0,98.0,28.0,28.0,38.0,38.0,0.432,0.526,0.364,0.421,0.375,0.0,0.75,0.667,4.0,12.0,6.0,5.0,3.0,2.0,6.0,11.0,81.5,103.7
2440,22200008,1610612761,TOR,1610612739,CLE,2022-23,28,22,2022-10-19,50,28.0,28.0,26.0,26.0,19.0,22.0,108.0,100.0,22.0,22.0,33.0,33.0,0.526,0.432,0.421,0.364,0.444,0.4,0.667,0.75,12.0,4.0,5.0,6.0,2.0,3.0,11.0,6.0,103.7,81.5
2436,22200012,1610612762,UTA,1610612743,DEN,2022-23,37,30,2022-10-19,67,37.0,37.0,23.0,23.0,26.0,22.0,112.0,112.0,30.0,30.0,25.0,25.0,0.692,0.435,0.577,0.36,0.462,0.4,0.5,0.833,2.0,6.0,6.0,2.0,3.0,2.0,10.0,10.0,132.1,92.0
2435,22200009,1610612752,NYK,1610612763,MEM,2022-23,23,25,2022-10-19,48,23.0,23.0,37.0,37.0,25.0,24.0,100.0,108.0,25.0,25.0,28.0,28.0,0.44,0.357,0.36,0.577,0.4,0.444,0.5,0.667,2.0,6.0,3.0,5.0,2.0,0.0,10.0,11.0,92.0,132.1
2439,22200011,1610612759,SAS,1610612766,CHA,2022-23,22,38,2022-10-19,60,22.0,22.0,28.0,28.0,23.0,20.0,110.0,100.0,38.0,38.0,28.0,28.0,0.435,0.692,0.391,0.6,0.182,0.0,0.5,0.667,4.0,2.0,7.0,9.0,4.0,7.0,9.0,11.0,81.5,128.0
2443,22200013,1610612742,DAL,1610612756,PHX,2022-23,32,24,2022-10-19,56,32.0,32.0,14.0,14.0,20.0,23.0,100.0,110.0,24.0,24.0,14.0,14.0,0.7,0.457,0.6,0.391,0.444,0.6,0.571,1.0,7.0,6.0,2.0,6.0,0.0,2.0,10.0,7.0,128.0,81.5
2432,22200006,1610612740,NOP,1610612751,BKN,2022-23,32,14,2022-10-19,46,32.0,32.0,33.0,33.0,28.0,29.0,110.0,106.0,14.0,14.0,24.0,24.0,0.554,0.525,0.5,0.458,0.6,0.444,0.5,0.667,2.0,3.0,6.0,2.0,7.0,4.0,11.0,9.0,118.5,135.7
2438,22200011,1610612766,CHA,1610612759,SAS,2022-23,38,22,2022-10-19,60,38.0,38.0,17.0,17.0,29.0,28.0,110.0,112.0,22.0,22.0,17.0,17.0,0.586,0.458,0.552,0.3,0.667,0.25,0.667,0.5,6.0,7.0,1.0,3.0,5.0,3.0,7.0,10.0,135.7,118.5
2428,22200015,1610612749,MIL,1610612755,PHI,2022-23,30,24,2022-10-20,54,30.0,30.0,29.0,29.0,21.0,20.0,92.0,120.0,24.0,24.0,24.0,24.0,0.69,0.354,0.571,0.35,0.455,0.1,1.0,0.714,1.0,14.0,3.0,6.0,1.0,2.0,10.0,12.0,130.4,125.0
2430,22200016,1610612746,LAC,1610612747,LAL,2022-23,35,23,2022-10-20,58,35.0,35.0,22.0,22.0,24.0,24.0,112.0,106.0,23.0,23.0,25.0,25.0,0.563,0.45,0.5,0.333,0.375,0.364,0.8,0.786,10.0,7.0,3.0,5.0,2.0,1.0,16.0,8.0,125.0,130.4
2429,22200015,1610612755,PHI,1610612749,MIL,2022-23,24,30,2022-10-20,54,29.0,29.0,30.0,30.0,20.0,21.0,106.0,112.0,24.0,24.0,24.0,24.0,0.45,0.563,0.35,0.571,0.364,0.375,0.786,0.8,14.0,1.0,5.0,3.0,3.0,2.0,8.0,16.0,107.4,73.3
2431,22200016,1610612747,LAL,1610612746,LAC,2022-23,23,35,2022-10-20,58,22.0,22.0,35.0,35.0,24.0,24.0,120.0,92.0,25.0,25.0,23.0,23.0,0.354,0.69,0.333,0.5,0.1,0.455,0.714,1.0,7.0,10.0,6.0,3.0,2.0,3.0,12.0,10.0,73.3,107.4
2417,22200019,1610612764,WAS,1610612741,CHI,2022-23,26,30,2022-10-21,56,36.0,36.0,28.0,28.0,25.0,23.0,112.0,120.0,25.0,25.0,20.0,20.0,0.6,0.526,0.52,0.5,0.4,0.444,0.667,1.0,9.0,6.0,2.0,7.0,3.0,2.0,9.0,7.0,128.6,128.0
2426,22200027,1610612757,POR,1610612756,PHX,2022-23,25,28,2022-10-21,53,32.0,32.0,33.0,33.0,20.0,24.0,100.0,106.0,23.0,23.0,32.0,32.0,0.525,0.586,0.45,0.381,0.6,0.273,0.786,1.0,14.0,3.0,1.0,2.0,3.0,3.0,10.0,10.0,128.0,128.6
2406,22200021,1610612761,TOR,1610612751,BKN,2022-23,24,28,2022-10-21,52,28.0,28.0,22.0,22.0,19.0,28.0,108.0,106.0,22.0,22.0,33.0,33.0,0.526,0.6,0.421,0.286,0.444,0.4,0.667,0.833,12.0,2.0,5.0,3.0,2.0,3.0,11.0,10.0,103.7,135.7
2423,22200017,1610612766,CHA,1610612740,NOP,2022-23,24,35,2022-10-21,59,38.0,38.0,24.0,24.0,29.0,19.0,110.0,110.0,22.0,22.0,37.0,37.0,0.586,0.525,0.552,0.3,0.667,0.0,0.667,1.0,6.0,2.0,1.0,7.0,5.0,4.0,7.0,10.0,135.7,103.7
2408,22200018,1610612759,SAS,1610612754,IND,2022-23,36,26,2022-10-21,62,22.0,22.0,28.0,28.0,23.0,22.0,110.0,100.0,38.0,38.0,36.0,36.0,0.435,0.44,0.391,0.292,0.182,0.222,0.5,0.5,4.0,3.0,7.0,1.0,4.0,5.0,9.0,6.0,81.5,92.3
2418,22200022,1610612738,BOS,1610612748,MIA,2022-23,30,22,2022-10-21,52,24.0,24.0,25.0,25.0,21.0,24.0,106.0,112.0,29.0,29.0,22.0,22.0,0.429,0.604,0.381,0.455,0.222,0.182,0.75,0.667,8.0,6.0,4.0,6.0,3.0,7.0,9.0,7.0,92.3,81.5
2412,22200025,1610612750,MIN,1610612762,UTA,2022-23,41,26,2022-10-21,67,35.0,35.0,30.0,30.0,24.0,21.0,108.0,100.0,22.0,22.0,26.0,26.0,0.604,0.429,0.542,0.5,0.333,0.357,1.0,0.667,6.0,6.0,4.0,3.0,3.0,2.0,11.0,12.0,129.6,132.1
2413,22200025,1610612762,UTA,1610612750,MIN,2022-23,26,41,2022-10-21,67,37.0,37.0,17.0,17.0,26.0,22.0,112.0,106.0,30.0,30.0,14.0,14.0,0.692,0.44,0.577,0.545,0.462,0.4,0.5,0.833,2.0,12.0,6.0,2.0,3.0,2.0,10.0,11.0,132.1,129.6
2422,22200017,1610612740,NOP,1610612766,CHA,2022-23,35,24,2022-10-21,59,32.0,32.0,26.0,26.0,28.0,21.0,110.0,110.0,14.0,14.0,30.0,30.0,0.554,0.457,0.5,0.542,0.6,0.167,0.5,0.667,2.0,6.0,6.0,9.0,7.0,3.0,11.0,10.0,118.5,74.1
2411,22200024,1610612745,HOU,1610612763,MEM,2022-23,32,26,2022-10-21,58,20.0,20.0,23.0,23.0,21.0,28.0,110.0,110.0,26.0,26.0,22.0,22.0,0.405,0.523,0.381,0.45,0.167,0.6,1.0,0.667,3.0,7.0,7.0,2.0,2.0,3.0,10.0,10.0,74.1,118.5
2420,22200020,1610612753,ORL,1610612737,ATL,2022-23,27,19,2022-10-21,46,28.0,28.0,36.0,36.0,19.0,29.0,98.0,110.0,17.0,17.0,32.0,32.0,0.632,0.458,0.579,0.318,0.25,0.308,0.571,1.0,7.0,3.0,5.0,6.0,2.0,2.0,10.0,11.0,112.0,100.0
2410,22200024,1610612763,MEM,1610612745,HOU,2022-23,26,32,2022-10-21,58,25.0,25.0,25.0,25.0,28.0,19.0,100.0,108.0,23.0,23.0,28.0,28.0,0.357,0.568,0.286,0.421,0.308,0.25,0.833,0.5,6.0,9.0,2.0,6.0,6.0,2.0,13.0,5.0,100.0,112.0
2415,22200026,1610612744,GSW,1610612743,DEN,2022-23,34,40,2022-10-21,74,25.0,25.0,24.0,24.0,24.0,25.0,120.0,112.0,22.0,22.0,29.0,29.0,0.354,0.636,0.292,0.391,0.273,0.6,0.667,0.75,12.0,4.0,6.0,4.0,3.0,3.0,12.0,11.0,83.3,107.7
2416,22200019,1610612741,CHI,1610612764,WAS,2022-23,30,26,2022-10-21,56,28.0,28.0,14.0,14.0,22.0,25.0,106.0,108.0,33.0,33.0,22.0,22.0,0.523,0.405,0.455,0.381,0.3,0.0,0.833,0.833,6.0,8.0,4.0,3.0,2.0,2.0,10.0,10.0,107.7,83.3
2419,22200022,1610612748,MIA,1610612738,BOS,2022-23,22,30,2022-10-21,52,33.0,33.0,32.0,32.0,22.0,20.0,106.0,100.0,28.0,28.0,23.0,23.0,0.636,0.354,0.5,0.52,0.75,0.0,0.833,0.833,6.0,6.0,2.0,4.0,0.0,2.0,10.0,10.0,122.2,92.0
