index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP,TEAM_FT_PCT,FT_PCT_OPP,TEAM_FTA,FTA_OPP,TEAM_TOV,TOV_OPP
1122,22200673,1610612748,MIA,1610612740,NOP,2022-23,36,23,2023-01-18,59,26.6,16.5,29.0,19.0,23.1,22.5,97.8,98.0,27.4,21.5,27.4,19.5,0.5138999999999999,0.5574999999999999,0.4571999999999999,0.4551999999999999,0.2883,0.3231,0.8458,0.7944,3.8,4.9,3.5,2.5
1110,22200677,1610612758,SAC,1610612747,LAL,2022-23,28,39,2023-01-18,67,32.4,25.0,29.3,20.0,25.3,22.5,104.4,97.6,30.6,25.0,31.3,24.5,0.5605,0.514,0.4714,0.4665,0.4251999999999999,0.3402,0.7748,0.6731,5.4,5.4,2.5,3.5
1108,22200672,1610612763,MEM,1610612739,CLE,2022-23,31,30,2023-01-18,61,30.5,22.5,27.3,18.0,24.4,24.2,109.2,104.8,26.7,20.0,25.4,16.0,0.5307000000000001,0.583,0.4728,0.4680000000000001,0.3909,0.2975,0.7245,0.6988000000000001,6.1,4.3,4.1,3.4
1115,22200674,1610612754,IND,1610612760,OKC,2022-23,20,36,2023-01-18,56,27.3,18.0,30.5,22.5,24.2,24.4,106.2,100.6,31.3,24.5,30.6,25.0,0.5048,0.5441,0.4551999999999999,0.4571999999999999,0.2784,0.4056,0.7363999999999999,0.6732,3.5,6.6,3.4,4.1
1111,22200677,1610612747,LAL,1610612758,SAC,2022-23,39,28,2023-01-18,67,29.0,22.0,26.7,19.5,23.1,23.0,104.8,109.2,30.9,22.0,28.0,18.5,0.5667,0.607,0.5045999999999999,0.4998999999999999,0.3231,0.2883,0.7171,0.6585000000000001,3.4,4.4,3.7,3.2
1120,22200676,1610612750,MIN,1610612743,DEN,2022-23,27,30,2023-01-18,57,30.9,23.5,27.3,18.5,22.5,25.3,100.0,100.4,28.2,23.5,30.8,25.0,0.6034999999999999,0.537,0.5386,0.4775999999999999,0.375,0.4453999999999999,0.6731,0.7748,5.4,5.4,3.2,3.7
1099,22200679,1610612738,BOS,1610612744,GSW,2022-23,25,26,2023-01-19,51,30.8,27.5,27.0,21.0,24.9,21.0,100.2,101.8,29.1,21.0,27.3,22.0,0.5768,0.61,0.4901,0.5648000000000001,0.3506,0.4404,0.5634,0.7603,2.6,2.0,2.1,3.3
1104,22200682,1610612755,PHI,1610612757,POR,2022-23,26,14,2023-01-19,40,33.3,27.0,29.5,19.5,22.5,21.6,102.8,100.8,26.3,20.0,29.6,19.0,0.6294000000000001,0.5459999999999999,0.5488,0.5354,0.4254,0.4730999999999999,0.7756000000000001,0.7302,5.8,5.5,3.3,2.1
1097,22200680,1610612750,MIN,1610612761,TOR,2022-23,31,37,2023-01-19,68,30.2,23.5,29.9,18.5,21.9,23.7,100.8,102.8,27.9,23.5,28.9,18.5,0.5972000000000001,0.5184,0.5303000000000001,0.4726999999999999,0.3708,0.4265,0.7302,0.7756000000000001,5.3,2.7,3.8,2.3
1096,22200680,1610612761,TOR,1610612750,MIN,2022-23,37,31,2023-01-19,68,29.9,18.5,30.2,23.5,23.0,22.2,100.0,95.2,28.9,18.5,27.9,23.5,0.5524,0.638,0.4726999999999999,0.5303000000000001,0.4038,0.418,0.8399999999999999,0.8224,5.5,5.8,2.3,3.8
1105,22200682,1610612757,POR,1610612755,PHI,2022-23,14,26,2023-01-19,40,27.4,21.0,23.9,12.5,21.0,24.9,102.6,98.6,31.2,26.5,31.8,24.0,0.5367999999999999,0.61,0.4674999999999999,0.4898,0.3322999999999999,0.4093,0.7603,0.5634,6.6,4.0,4.5,4.0
1103,22200681,1610612756,PHX,1610612751,BKN,2022-23,35,29,2023-01-19,64,23.9,12.5,27.4,21.0,20.6,21.7,95.2,100.0,29.6,19.0,26.3,20.0,0.5459999999999999,0.6294000000000001,0.4773,0.4499000000000001,0.4265,0.3708,0.4833,0.825,2.0,2.6,4.0,4.5
1102,22200681,1610612751,BKN,1610612756,PHX,2022-23,29,35,2023-01-19,64,29.5,19.5,33.3,27.0,22.2,23.0,101.8,100.2,28.1,22.0,30.3,25.5,0.61,0.5367999999999999,0.5354,0.5488,0.4093,0.3322999999999999,0.825,0.4833,2.7,6.2,3.4,2.7
1098,22200679,1610612744,GSW,1610612738,BOS,2022-23,26,25,2023-01-19,51,31.2,23.0,31.0,25.0,23.7,21.9,103.8,103.4,30.3,25.5,28.1,22.0,0.61,0.5768,0.4898,0.4674999999999999,0.4404,0.3506,0.55,0.6947,2.7,5.3,2.7,3.4
1100,22200678,1610612741,CHI,1610612765,DET,2022-23,31,24,2023-01-19,55,31.0,25.0,31.2,23.0,21.7,20.6,98.6,102.6,27.3,22.0,29.1,21.0,0.638,0.5524,0.5648000000000001,0.4901,0.4730999999999999,0.4254,0.6947,0.55,4.0,6.6,2.8,3.1
1101,22200678,1610612765,DET,1610612741,CHI,2022-23,24,31,2023-01-19,55,27.0,21.0,30.8,27.5,21.6,22.5,103.4,103.8,31.8,24.0,31.2,26.5,0.5184,0.5972000000000001,0.4499000000000001,0.4773,0.418,0.4038,0.8224,0.8399999999999999,6.2,2.7,3.1,2.8
1094,22200685,1610612744,GSW,1610612739,CLE,2022-23,33,28,2023-01-20,61,30.1,23.0,28.3,20.5,24.2,23.3,103.8,104.8,30.2,25.0,29.4,18.5,0.5881000000000001,0.5685,0.4700999999999999,0.4829,0.4259,0.3448999999999999,0.4667,0.7092,2.1,7.6,2.9,3.4
1092,22200689,1610612751,BKN,1610612762,UTA,2022-23,28,22,2023-01-20,50,29.0,19.5,26.3,19.5,21.8,22.8,102.2,99.6,29.4,23.5,31.7,21.5,0.6031000000000001,0.518,0.5315,0.4609000000000001,0.4137,0.3707,0.7795,0.7574,3.5,3.2,3.4,2.9
1088,22200683,1610612753,ORL,1610612740,NOP,2022-23,23,30,2023-01-20,53,26.5,20.0,28.6,23.5,23.8,24.1,104.2,101.6,29.4,21.0,29.0,18.5,0.48,0.5934999999999999,0.4276,0.4979000000000001,0.2931,0.4101,0.7092,0.4667,4.9,5.9,3.4,3.2
1084,22200690,1610612747,LAL,1610612763,MEM,2022-23,26,23,2023-01-20,49,30.4,22.0,27.3,18.5,23.8,22.5,104.8,104.6,30.4,22.0,27.4,21.5,0.5826,0.5003,0.5226,0.4269,0.3398,0.3596,0.7171,0.7477,3.2,3.5,3.2,3.4
1095,22200685,1610612739,CLE,1610612744,GSW,2022-23,28,33,2023-01-20,61,26.3,19.5,29.0,19.5,21.4,20.4,97.8,100.2,27.6,19.5,25.1,16.0,0.518,0.6031000000000001,0.4589,0.5151,0.3019,0.4174,0.6731999999999999,0.6918,6.4,6.3,3.0,3.2
1090,22200686,1610612742,DAL,1610612748,MIA,2022-23,31,19,2023-01-20,50,29.7,19.0,32.8,27.0,20.4,21.4,98.4,97.0,29.0,18.5,29.4,21.0,0.5934999999999999,0.48,0.4829,0.4700999999999999,0.4101,0.2931,0.6918,0.6731999999999999,7.6,2.1,3.2,3.0
1086,22200684,1610612737,ATL,1610612752,NYK,2022-23,35,38,2023-01-20,73,30.9,22.0,30.8,23.0,23.2,24.1,107.6,100.0,30.8,24.0,30.7,23.0,0.5685,0.5881000000000001,0.5151,0.4589,0.3448999999999999,0.4259,0.7471,0.687,5.9,4.9,2.8,2.4
1083,22200687,1610612746,LAC,1610612759,SAS,2022-23,41,36,2023-01-20,77,27.3,18.5,30.4,22.0,23.3,24.2,97.0,98.4,31.7,25.0,31.5,24.5,0.5003,0.5826,0.4481999999999999,0.4725,0.3596,0.3398,0.6944,0.7708,4.5,3.8,2.4,2.8
1081,22200691,1610612758,SAC,1610612760,OKC,2022-23,33,32,2023-01-20,65,32.8,27.0,29.7,19.0,25.4,23.9,104.6,104.8,30.5,25.0,26.2,19.0,0.5721,0.4977999999999999,0.485,0.4391999999999999,0.4174,0.3019,0.7915,0.7189,5.0,3.5,2.6,3.3
1091,22200686,1610612748,MIA,1610612742,DAL,2022-23,19,31,2023-01-20,50,28.3,18.5,30.8,24.5,22.8,21.8,97.8,105.2,27.4,21.5,30.4,22.0,0.5552999999999999,0.5334000000000001,0.498,0.5293000000000001,0.2985,0.3426999999999999,0.7708,0.6944,3.8,6.5,3.3,2.6
1089,22200683,1610612740,NOP,1610612753,ORL,2022-23,30,23,2023-01-20,53,28.5,19.0,29.4,25.0,22.5,23.8,101.6,104.2,30.7,23.0,30.8,24.0,0.5334000000000001,0.5552999999999999,0.4609000000000001,0.5315,0.441,0.4079,0.7477,0.7171,6.3,3.8,3.5,2.4
1080,22200691,1610612760,OKC,1610612758,SAC,2022-23,32,33,2023-01-20,65,30.8,23.0,30.9,22.0,23.1,22.8,104.8,103.8,29.4,18.5,30.2,25.0,0.5574999999999999,0.5359999999999999,0.484,0.4804,0.4079,0.441,0.8170999999999999,0.7412,6.3,6.4,2.4,3.5
1082,22200687,1610612759,SAS,1610612746,LAC,2022-23,36,41,2023-01-20,77,29.4,25.0,28.5,19.0,24.1,23.2,107.6,109.0,31.7,21.5,29.4,23.5,0.5359999999999999,0.5574999999999999,0.4979000000000001,0.4276,0.3374,0.3853,0.687,0.7471,5.3,6.4,3.1,2.1
1087,22200684,1610612752,NYK,1610612737,ATL,2022-23,38,35,2023-01-20,73,28.3,20.5,30.1,23.0,23.9,25.4,99.6,102.2,25.1,16.0,27.6,19.5,0.4977999999999999,0.5721,0.4269,0.5226,0.332,0.2309,0.7811999999999999,0.8216999999999999,6.4,5.3,2.1,3.1
1093,22200689,1610612762,UTA,1610612751,BKN,2022-23,22,28,2023-01-20,50,28.6,23.5,26.5,20.0,22.8,23.1,100.0,107.6,28.5,23.0,27.7,22.0,0.5595999999999999,0.5969,0.4725,0.4481999999999999,0.3707,0.4137,0.8216999999999999,0.7811999999999999,3.5,5.0,3.7,3.0
1078,22200688,1610612743,DEN,1610612754,IND,2022-23,37,28,2023-01-20,65,30.8,24.5,28.3,18.5,23.1,24.2,100.2,97.8,26.2,19.0,30.5,25.0,0.5969,0.5595999999999999,0.5293000000000001,0.498,0.3853,0.3374,0.7574,0.7795,3.8,4.5,3.0,3.7
1085,22200690,1610612763,MEM,1610612747,LAL,2022-23,23,26,2023-01-20,49,30.6,22.5,26.4,17.5,24.2,23.1,109.0,107.6,27.7,22.0,28.5,23.0,0.531,0.4846,0.4804,0.484,0.3426999999999999,0.2985,0.7412,0.8170999999999999,6.5,3.8,3.9,3.6
1079,22200688,1610612754,IND,1610612743,DEN,2022-23,28,37,2023-01-20,65,26.4,17.5,30.6,22.5,24.1,23.8,105.2,97.8,31.5,24.5,31.7,25.0,0.4846,0.531,0.4391999999999999,0.485,0.2309,0.332,0.7189,0.7915,3.8,6.3,3.6,3.9
1067,22200696,1610612745,HOU,1610612750,MIN,2022-23,26,26,2023-01-21,52,29.4,22.5,25.3,12.5,22.9,21.4,100.4,101.2,31.6,21.0,25.7,17.0,0.5534999999999999,0.5711,0.4993999999999999,0.5071000000000001,0.2889,0.4387,0.7154999999999999,0.8256,6.0,2.5,2.9,3.6
1071,22200693,1610612753,ORL,1610612764,WAS,2022-23,26,37,2023-01-21,63,26.1,20.0,31.1,22.0,23.5,25.2,104.0,106.2,29.1,21.0,33.0,27.0,0.4859,0.5629,0.433,0.4871999999999999,0.2978,0.4192,0.7456,0.8036,4.1,5.1,3.6,2.9
1064,22200698,1610612755,PHI,1610612758,SAC,2022-23,27,35,2023-01-21,62,32.1,26.5,29.3,19.0,22.4,23.9,102.2,106.6,25.7,17.0,31.6,21.0,0.6042000000000001,0.4586,0.5273,0.4883,0.4009999999999999,0.3044,0.8256,0.7154999999999999,5.8,5.8,3.0,3.8
1068,22200697,1610612754,IND,1610612756,PHX,2022-23,27,29,2023-01-21,56,26.0,17.5,27.0,15.0,23.9,22.4,106.2,104.0,33.0,27.0,29.1,21.0,0.4586,0.6042000000000001,0.4214,0.4221,0.2024,0.3705,0.7189,0.8315000000000001,4.8,5.8,3.8,3.0
1075,22200694,1610612737,ATL,1610612766,CHA,2022-23,31,25,2023-01-21,56,31.1,22.0,26.1,20.0,23.7,25.1,106.6,102.2,32.3,25.5,29.6,19.0,0.5629,0.4859,0.5139,0.4868,0.3298999999999999,0.412,0.7721,0.5333,5.8,4.8,2.5,2.3
1073,22200692,1610612738,BOS,1610612761,TOR,2022-23,26,27,2023-01-21,53,30.6,26.5,29.4,23.5,25.1,23.7,101.2,102.8,29.1,21.0,28.8,23.5,0.5694,0.5436,0.4868,0.5139,0.3399,0.4276,0.5967,0.8400000000000001,2.5,6.0,2.3,2.5
1072,22200692,1610612761,TOR,1610612738,BOS,2022-23,27,26,2023-01-21,53,30.3,18.5,26.3,19.5,23.1,23.7,101.2,100.4,29.6,19.0,32.3,25.5,0.5608000000000001,0.5203,0.4836999999999999,0.4865,0.4192,0.2978,0.8036,0.7456,5.8,5.8,2.5,4.0
1066,22200696,1610612750,MIN,1610612745,HOU,2022-23,26,26,2023-01-21,52,29.4,23.5,30.6,26.5,22.4,23.8,101.4,96.8,28.8,23.5,29.1,21.0,0.5711,0.5534999999999999,0.5071000000000001,0.4993999999999999,0.3619,0.3318,0.7051999999999999,0.575,5.3,2.0,4.0,2.5
1077,22200695,1610612749,MIL,1610612739,CLE,2022-23,26,23,2023-01-21,49,27.0,15.0,26.0,17.5,23.7,23.1,102.8,101.2,28.0,13.0,28.9,19.0,0.5291,0.5781999999999999,0.4221,0.4214,0.4276,0.3399,0.575,0.7051999999999999,2.5,4.1,4.2,4.1
1069,22200697,1610612756,PHX,1610612754,IND,2022-23,29,27,2023-01-21,56,25.3,12.5,29.4,22.5,21.1,23.9,96.2,100.0,28.9,19.0,28.0,13.0,0.562,0.5672,0.4883,0.5273,0.4387,0.2889,0.5333,0.7721,2.0,5.3,4.1,4.2
1065,22200698,1610612758,SAC,1610612755,PHI,2022-23,35,27,2023-01-21,62,33.1,27.0,30.2,21.5,25.2,23.5,105.2,104.4,31.0,25.0,26.5,18.0,0.5781999999999999,0.5291,0.4904999999999999,0.4633999999999999,0.412,0.3298999999999999,0.8315000000000001,0.7189,5.1,4.1,2.7,3.2
1070,22200693,1610612764,WAS,1610612753,ORL,2022-23,37,26,2023-01-21,63,29.3,19.0,32.1,26.5,23.9,21.1,100.0,96.2,26.5,18.0,31.0,25.0,0.5436,0.5694,0.4865,0.4836999999999999,0.3318,0.3619,0.8199,0.7232,4.1,6.0,3.2,2.7
1074,22200694,1610612766,CHA,1610612737,ATL,2022-23,25,31,2023-01-21,56,30.2,21.5,33.1,27.0,23.8,22.4,104.4,105.2,30.7,18.5,27.9,19.5,0.5672,0.562,0.4871999999999999,0.433,0.3705,0.2024,0.8400000000000001,0.5967,4.1,2.5,2.5,2.9
1076,22200695,1610612739,CLE,1610612749,MIL,2022-23,23,26,2023-01-21,49,26.3,19.5,30.3,18.5,21.4,22.9,96.8,101.4,27.9,19.5,30.7,18.5,0.5203,0.5608000000000001,0.4633999999999999,0.4904999999999999,0.3044,0.4009999999999999,0.7232,0.8199,6.0,4.1,2.9,2.5
1052,22200700,1610612761,TOR,1610612752,NYK,2022-23,37,22,2023-01-22,59,29.7,18.5,29.8,22.5,23.3,21.7,101.0,102.2,29.3,19.0,27.5,21.5,0.5506,0.5315,0.4835,0.4775999999999999,0.3878,0.299,0.7703,0.8085000000000001,5.4,7.3,2.4,1.8
1054,22200701,1610612746,LAC,1610612742,DAL,2022-23,22,20,2023-01-22,42,29.2,20.5,28.7,19.5,23.8,22.3,96.4,96.2,32.1,25.0,28.6,22.0,0.5307,0.5511999999999999,0.4734,0.4807,0.4087999999999999,0.4267999999999999,0.6610999999999999,0.7795,4.7,3.3,1.8,2.4
1056,22200703,1610612763,MEM,1610612756,PHX,2022-23,18,32,2023-01-22,50,29.8,22.5,29.7,18.5,24.8,23.1,108.0,100.2,27.8,22.0,29.4,22.0,0.508,0.5483,0.4584,0.4518999999999999,0.3513,0.4001,0.6662,0.4166999999999999,6.6,6.4,3.6,3.1
1055,22200701,1610612742,DAL,1610612746,LAC,2022-23,20,22,2023-01-22,42,29.6,19.0,25.8,12.5,20.3,23.5,97.0,104.4,27.9,17.0,25.1,16.0,0.5958,0.5955999999999999,0.4807,0.4688,0.4267999999999999,0.4087999999999999,0.7097,0.7716999999999999,7.3,5.4,3.1,3.6
1050,22200705,1610612757,POR,1610612747,LAL,2022-23,26,33,2023-01-22,59,26.3,17.0,29.0,19.0,21.1,23.8,102.2,101.0,29.7,26.0,29.3,25.0,0.5140999999999999,0.5993999999999999,0.4518999999999999,0.4584,0.299,0.3878,0.8103,0.6670999999999999,6.0,3.8,4.6,2.8
1062,22200704,1610612744,GSW,1610612751,BKN,2022-23,33,28,2023-01-22,61,30.7,23.0,29.4,20.5,24.1,23.8,101.8,103.2,29.3,25.0,29.7,26.0,0.6076000000000001,0.6017000000000001,0.4806,0.527,0.4787,0.4362999999999999,0.4166999999999999,0.6662,2.1,5.9,2.8,4.6
1059,22200702,1610612760,OKC,1610612743,DEN,2022-23,27,18,2023-01-22,45,32.0,27.0,30.7,22.0,23.5,20.3,104.4,97.0,28.9,18.5,26.2,19.0,0.5775,0.5401,0.4981999999999999,0.534,0.4507,0.357,0.8409000000000001,0.7958000000000001,5.9,2.1,2.1,3.3
1058,22200702,1610612743,DEN,1610612760,OKC,2022-23,18,27,2023-01-22,45,30.8,24.5,27.1,16.5,23.1,24.8,100.6,101.2,26.2,19.0,28.9,18.5,0.6017000000000001,0.6076000000000001,0.534,0.4981999999999999,0.3703,0.369,0.7716999999999999,0.7097,3.5,3.0,3.3,2.1
1063,22200704,1610612751,BKN,1610612744,GSW,2022-23,28,33,2023-01-22,61,28.7,19.5,29.2,20.5,21.7,23.3,101.8,96.6,28.6,22.0,32.1,25.0,0.5993999999999999,0.5140999999999999,0.5254000000000001,0.4787999999999999,0.4001,0.3513,0.7795,0.6610999999999999,3.3,4.7,3.6,2.6
1053,22200700,1610612752,NYK,1610612761,TOR,2022-23,22,37,2023-01-22,59,29.4,20.5,30.7,23.0,23.8,21.1,100.2,108.0,25.1,16.0,27.9,17.0,0.5401,0.5775,0.4688,0.4807,0.357,0.4507,0.8085000000000001,0.7703,5.6,1.9,2.6,3.6
1051,22200705,1610612747,LAL,1610612757,POR,2022-23,33,26,2023-01-22,59,30.7,22.0,32.0,27.0,23.8,24.1,103.2,101.8,29.4,22.0,27.8,22.0,0.5955999999999999,0.5958,0.527,0.4806,0.369,0.3703,0.6670999999999999,0.8103,3.0,3.5,2.9,3.8
1057,22200703,1610612756,PHX,1610612763,MEM,2022-23,32,18,2023-01-22,50,25.8,12.5,29.6,19.0,21.8,22.3,96.2,96.4,28.3,19.0,29.9,22.5,0.5511999999999999,0.5307,0.4807,0.4734,0.4287000000000001,0.2763,0.4833,0.737,1.9,5.6,3.8,2.9
1060,22200699,1610612740,NOP,1610612748,MIA,2022-23,32,23,2023-01-22,55,29.0,19.0,26.3,17.0,22.3,23.8,101.2,100.6,29.9,22.5,28.3,19.0,0.5483,0.508,0.4775999999999999,0.4835,0.4362999999999999,0.4787,0.737,0.4833,6.4,6.6,3.2,3.1
1061,22200699,1610612748,MIA,1610612740,NOP,2022-23,23,32,2023-01-22,55,27.1,16.5,30.8,24.5,22.3,21.8,96.6,101.8,27.5,21.5,29.3,19.0,0.5315,0.5506,0.4787999999999999,0.5254000000000001,0.2763,0.4287000000000001,0.7958000000000001,0.8409000000000001,3.8,6.0,3.1,3.2
1039,22200711,1610612759,SAS,1610612757,POR,2022-23,38,40,2023-01-23,78,30.0,25.0,26.9,21.0,24.4,22.9,106.4,103.6,32.6,21.5,29.1,24.5,0.5444,0.6113,0.5074000000000001,0.4394999999999999,0.3374,0.3947,0.687,0.8315000000000001,4.9,5.5,2.9,3.6
1036,22200709,1610612750,MIN,1610612745,HOU,2022-23,26,31,2023-01-23,57,29.7,25.0,28.5,22.5,22.8,23.2,101.6,99.8,29.1,24.5,32.6,21.5,0.5657,0.5508,0.4962000000000001,0.4958999999999999,0.3827,0.3484999999999999,0.7219,0.6947,5.5,4.9,3.6,2.9
1043,22200708,1610612737,ATL,1610612741,CHI,2022-23,21,17,2023-01-23,38,31.6,22.0,28.9,20.0,23.2,22.8,106.0,105.4,31.0,25.0,30.6,18.5,0.5812999999999999,0.5740000000000001,0.5313,0.4993999999999999,0.3517,0.2555,0.7435,0.8103,6.3,6.3,2.8,4.3
1038,22200711,1610612757,POR,1610612759,SAS,2022-23,40,38,2023-01-23,78,26.7,17.0,27.8,22.5,21.5,21.6,101.4,101.4,30.3,26.0,30.1,21.0,0.5211999999999999,0.5802,0.4577,0.5674,0.299,0.4694999999999999,0.8103,0.7435,5.7,2.4,4.3,2.8
1046,22200707,1610612738,BOS,1610612753,ORL,2022-23,23,30,2023-01-23,53,30.4,25.5,26.4,20.0,24.7,23.7,101.0,100.0,28.1,21.0,26.9,13.0,0.5740000000000001,0.5812999999999999,0.4901000000000001,0.4356,0.3484999999999999,0.3827,0.6134000000000001,0.6487999999999999,2.4,5.7,2.6,3.6
1047,22200707,1610612753,ORL,1610612738,BOS,2022-23,30,23,2023-01-23,53,26.4,20.0,30.4,25.5,23.6,25.7,105.4,106.0,30.1,21.0,30.3,26.0,0.4949,0.5368999999999999,0.4356,0.4901000000000001,0.3177999999999999,0.3918,0.7656,0.575,3.8,6.1,3.6,2.6
1037,22200709,1610612745,HOU,1610612750,MIN,2022-23,31,26,2023-01-23,57,28.5,22.5,29.7,25.0,22.9,24.4,101.4,101.4,31.5,21.0,31.6,24.0,0.5368999999999999,0.4949,0.4993999999999999,0.5313,0.2555,0.3517,0.6487999999999999,0.6134000000000001,6.1,3.8,3.1,2.7
1041,22200710,1610612766,CHA,1610612762,UTA,2022-23,24,21,2023-01-23,45,30.5,21.5,30.8,25.0,23.8,24.0,104.0,108.0,30.6,18.5,31.0,25.0,0.5802,0.5211999999999999,0.4958999999999999,0.4962000000000001,0.3947,0.3374,0.8400000000000001,0.8224,3.8,2.4,2.7,3.1
1044,22200712,1610612763,MEM,1610612758,SAC,2022-23,33,47,2023-01-23,80,28.9,20.0,31.6,22.0,25.7,23.6,108.0,104.0,28.4,22.0,31.0,25.0,0.4962999999999999,0.6384999999999998,0.4502,0.458,0.3256,0.3489,0.6876,0.7917,5.3,5.5,3.7,3.9
1048,22200706,1610612749,MIL,1610612765,DET,2022-23,49,24,2023-01-23,73,27.9,16.5,34.0,29.0,23.7,24.7,102.4,104.6,26.9,13.0,28.1,21.0,0.5508,0.5657,0.4394999999999999,0.5074000000000001,0.4479,0.4282,0.575,0.7656,2.4,3.8,3.9,3.7
1045,22200712,1610612758,SAC,1610612763,MEM,2022-23,47,33,2023-01-23,80,34.0,29.0,27.9,16.5,24.0,23.8,103.6,106.4,31.0,25.0,28.4,22.0,0.6113,0.5444,0.5223999999999999,0.4434,0.4282,0.4479,0.8315000000000001,0.687,5.5,5.3,2.5,3.0
1049,22200706,1610612765,DET,1610612749,MIL,2022-23,24,49,2023-01-23,73,26.9,21.0,30.0,25.0,22.0,22.6,104.6,102.4,31.6,24.0,31.5,21.0,0.5069,0.5412,0.4434,0.5223999999999999,0.3918,0.3177999999999999,0.8224,0.8400000000000001,6.3,6.3,3.0,2.5
1040,22200710,1610612762,UTA,1610612766,CHA,2022-23,21,24,2023-01-23,45,27.8,22.5,26.7,17.0,22.6,22.0,100.0,101.0,28.2,23.0,27.2,22.0,0.5412,0.5069,0.458,0.4502,0.3489,0.3256,0.7917,0.6876,4.2,3.9,3.7,3.2
1042,22200708,1610612741,CHI,1610612737,ATL,2022-23,17,21,2023-01-23,38,30.8,25.0,30.5,21.5,21.6,21.5,99.8,101.6,27.2,22.0,28.2,23.0,0.6384999999999998,0.4962999999999999,0.5674,0.4577,0.4694999999999999,0.299,0.6947,0.7219,3.9,4.2,3.2,3.7
1033,22200713,1610612741,CHI,1610612754,IND,2022-23,33,21,2023-01-24,54,29.5,21.0,29.4,19.0,21.8,24.4,101.0,105.8,26.5,20.5,27.0,18.0,0.6014999999999999,0.6287,0.5305000000000001,0.4785,0.4473,0.263,0.7113999999999999,0.5833,4.3,4.1,3.1,2.6
1031,22200714,1610612738,BOS,1610612748,MIA,2022-23,30,32,2023-01-24,62,29.4,24.0,27.9,18.5,24.3,23.9,100.4,102.6,27.7,21.0,27.5,17.0,0.5659000000000001,0.533,0.4765,0.5044000000000001,0.364,0.4631,0.6001,0.7333999999999999,2.2,6.7,2.6,3.1
1035,22200715,1610612752,NYK,1610612739,CLE,2022-23,34,27,2023-01-24,61,29.3,20.5,29.7,19.0,23.8,22.4,101.4,95.4,27.7,21.0,27.8,16.5,0.533,0.5659000000000001,0.4639999999999999,0.479,0.3459,0.3697,0.7942,0.7596999999999999,5.9,2.1,3.1,2.9
1025,22200719,1610612747,LAL,1610612746,LAC,2022-23,30,37,2023-01-24,67,31.8,22.5,30.3,22.0,23.3,21.4,102.2,101.6,29.9,23.0,27.1,19.5,0.6287,0.6014999999999999,0.5537,0.4671999999999999,0.394,0.3702999999999999,0.7421,0.6833,3.4,3.8,2.9,3.1
1034,22200715,1610612739,CLE,1610612752,NYK,2022-23,27,34,2023-01-24,61,25.9,19.0,29.8,20.0,22.1,23.7,96.8,99.8,27.1,19.5,29.9,23.0,0.5032,0.5798,0.4538,0.5269,0.2976999999999999,0.3887999999999999,0.7346,0.7958000000000001,5.3,4.5,2.8,1.7
1024,22200719,1610612746,LAC,1610612747,LAL,2022-23,37,30,2023-01-24,67,28.6,18.5,26.0,16.5,24.4,21.8,95.4,101.4,30.7,22.5,26.6,19.0,0.512,0.5941,0.4567,0.4957999999999999,0.3887999999999999,0.2976999999999999,0.6833,0.7421,4.1,4.3,1.7,2.8
1028,22200717,1610612764,WAS,1610612742,DAL,2022-23,32,28,2023-01-24,60,29.4,19.0,29.5,21.0,23.7,22.1,101.6,97.2,27.0,18.0,26.5,20.5,0.5405000000000001,0.4548,0.4785,0.5305000000000001,0.3429,0.424,0.8399000000000001,0.74,4.5,5.3,3.4,3.6
1030,22200714,1610612748,MIA,1610612738,BOS,2022-23,32,30,2023-01-24,62,26.0,16.5,28.6,18.5,21.4,23.3,97.2,101.6,27.9,21.5,32.6,27.0,0.5147999999999999,0.5913999999999999,0.4671999999999999,0.5537,0.263,0.4473,0.7958000000000001,0.7346,4.4,7.5,3.6,3.4
1023,22200716,1610612740,NOP,1610612743,DEN,2022-23,24,28,2023-01-24,52,29.7,19.0,29.3,20.5,22.2,20.4,101.6,102.2,28.9,22.5,30.5,18.0,0.5644,0.5972000000000001,0.4957999999999999,0.4567,0.4221,0.2328,0.7333999999999999,0.6001,6.7,2.2,3.0,3.5
1032,22200713,1610612754,IND,1610612741,CHI,2022-23,21,33,2023-01-24,54,25.8,17.5,30.8,23.0,23.9,24.3,105.8,101.0,32.6,27.0,27.9,21.5,0.4548,0.5405000000000001,0.4136999999999999,0.5185,0.2328,0.4221,0.7189,0.7467,4.8,3.1,3.5,3.0
1022,22200716,1610612743,DEN,1610612740,NOP,2022-23,28,24,2023-01-24,52,30.3,22.0,31.8,22.5,23.5,23.4,99.8,96.8,26.6,19.0,30.7,22.5,0.5941,0.512,0.5269,0.4538,0.3702999999999999,0.394,0.7467,0.7189,3.1,4.8,3.1,3.0
