GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,PTS_QTR1,OPP_PTS_QTR1,Total_First_Quarter_Points,GAME_DATE,MATCHUP,MONTH,Home_Away,Recent_Trend_Team,Recent_Trend_Opponent,Head_to_Head_Q1
0021701221,1610612761,TOR,1610612748,MIA,29,27,56,2018-04-11,TOR @ MIA,4,Away,"[32, 35, 26, 14, 24]","[27, 23, 23, 30, 32]",47.5
0021701221,1610612748,MIA,1610612761,TOR,27,29,56,2018-04-11,MIA vs. TOR,4,Home,"[27, 23, 23, 30, 32]","[32, 35, 26, 14, 24]",47.5
0021701227,1610612763,MEM,1610612760,OKC,28,38,66,2018-04-11,MEM @ OKC,4,Away,"[26, 30, 22, 23, 24]","[21, 36, 27, 20, 28]",57.666666666666664
0021701227,1610612760,OKC,1610612763,MEM,38,28,66,2018-04-11,OKC vs. MEM,4,Home,"[21, 36, 27, 20, 28]","[26, 30, 22, 23, 24]",57.666666666666664
0021701230,1610612758,SAC,1610612745,HOU,28,22,50,2018-04-11,SAC vs. HOU,4,Home,"[25, 25, 22, 19, 25]","[23, 30, 36, 35, 17]",48.0
0021701230,1610612745,HOU,1610612758,SAC,22,28,50,2018-04-11,HOU @ SAC,4,Away,"[23, 30, 36, 35, 17]","[25, 25, 22, 19, 25]",48.0
0021701228,1610612747,LAL,1610612746,LAC,39,32,71,2018-04-11,LAL @ LAC,4,Away,"[16, 21, 26, 29, 31]","[23, 26, 26, 17, 30]",56.333333333333336
0021701228,1610612746,LAC,1610612747,LAL,32,39,71,2018-04-11,LAC vs. LAL,4,Home,"[23, 26, 26, 17, 30]","[16, 21, 26, 29, 31]",56.333333333333336
0021701225,1610612750,MIN,1610612743,DEN,29,26,55,2018-04-11,MIN vs. DEN,4,Home,"[20, 30, 24, 26, 16]","[28, 33, 27, 27, 22]",50.0
0021701225,1610612743,DEN,1610612750,MIN,26,29,55,2018-04-11,DEN @ MIN,4,Away,"[28, 33, 27, 27, 22]","[20, 30, 24, 26, 16]",50.0
0021701223,1610612755,PHI,1610612749,MIL,46,18,64,2018-04-11,PHI vs. MIL,4,Home,"[27, 28, 41, 36, 28]","[31, 31, 24, 26, 34]",66.0
0021701223,1610612749,MIL,1610612755,PHI,18,46,64,2018-04-11,MIL @ PHI,4,Away,"[31, 31, 24, 26, 34]","[27, 28, 41, 36, 28]",66.0
0021701229,1610612762,UTA,1610612757,POR,21,28,49,2018-04-11,UTA @ POR,4,Away,"[33, 30, 36, 24, 28]","[23, 33, 17, 22, 32]",49.333333333333336
0021701229,1610612757,POR,1610612762,UTA,28,21,49,2018-04-11,POR vs. UTA,4,Home,"[23, 33, 17, 22, 32]","[33, 30, 36, 24, 28]",49.333333333333336
0021701220,1610612739,CLE,1610612752,NYK,20,20,40,2018-04-11,CLE vs. NYK,4,Home,"[26, 28, 39, 28, 18]","[25, 28, 34, 25, 27]",48.666666666666664
0021701220,1610612752,NYK,1610612739,CLE,20,20,40,2018-04-11,NYK @ CLE,4,Away,"[25, 28, 34, 25, 27]","[26, 28, 39, 28, 18]",48.666666666666664
0021701219,1610612738,BOS,1610612751,BKN,27,22,49,2018-04-11,BOS vs. BKN,4,Home,"[30, 31, 30, 20, 31]","[29, 28, 30, 22, 28]",51.666666666666664
0021701219,1610612751,BKN,1610612738,BOS,22,27,49,2018-04-11,BKN @ BOS,4,Away,"[29, 28, 30, 22, 28]","[30, 31, 30, 20, 31]",51.666666666666664
0021701222,1610612753,ORL,1610612764,WAS,26,23,49,2018-04-11,ORL vs. WAS,4,Home,"[21, 24, 25, 33, 27]","[22, 22, 26, 24, 27]",63.0
0021701222,1610612764,WAS,1610612753,ORL,23,26,49,2018-04-11,WAS @ ORL,4,Away,"[22, 22, 26, 24, 27]","[21, 24, 25, 33, 27]",63.0
0021701226,1610612740,NOP,1610612759,SAS,27,26,53,2018-04-11,NOP vs. SAS,4,Home,"[31, 40, 39, 32, 28]","[17, 32, 30, 31, 26]",54.666666666666664
0021701226,1610612759,SAS,1610612740,NOP,26,27,53,2018-04-11,SAS @ NOP,4,Away,"[17, 32, 30, 31, 26]","[31, 40, 39, 32, 28]",54.666666666666664
0021701224,1610612741,CHI,1610612765,DET,21,35,56,2018-04-11,CHI vs. DET,4,Home,"[26, 23, 30, 19, 36]","[32, 22, 22, 28, 33]",57.333333333333336
0021701224,1610612765,DET,1610612741,CHI,35,21,56,2018-04-11,DET @ CHI,4,Away,"[32, 22, 22, 28, 33]","[26, 23, 30, 19, 36]",57.333333333333336
0021701218,1610612745,HOU,1610612747,LAL,23,16,39,2018-04-10,HOU @ LAL,4,Away,"[30, 36, 35, 17, 22]","[21, 26, 29, 31, 22]",64.66666666666667
0021701218,1610612747,LAL,1610612745,HOU,16,23,39,2018-04-10,LAL vs. HOU,4,Home,"[21, 26, 29, 31, 22]","[30, 36, 35, 17, 22]",64.66666666666667
0021701213,1610612754,IND,1610612766,CHA,25,37,62,2018-04-10,IND vs. CHA,4,Home,"[31, 14, 27, 26, 22]","[25, 43, 22, 29, 27]",62.666666666666664
0021701213,1610612766,CHA,1610612754,IND,37,25,62,2018-04-10,CHA @ IND,4,Away,"[25, 43, 22, 29, 27]","[31, 14, 27, 26, 22]",62.666666666666664
0021701215,1610612738,BOS,1610612764,WAS,30,22,52,2018-04-10,BOS @ WAS,4,Away,"[31, 30, 20, 31, 31]","[22, 26, 24, 27, 30]",55.666666666666664
0021701215,1610612764,WAS,1610612738,BOS,22,30,52,2018-04-10,WAS vs. BOS,4,Home,"[22, 26, 24, 27, 30]","[31, 30, 20, 31, 31]",55.666666666666664
0021701216,1610612742,DAL,1610612756,PHX,26,29,55,2018-04-10,DAL vs. PHX,4,Home,"[20, 24, 22, 22, 25]","[29, 21, 22, 24, 25]",50.0
0021701216,1610612756,PHX,1610612742,DAL,29,26,55,2018-04-10,PHX @ DAL,4,Away,"[29, 21, 22, 24, 25]","[20, 24, 22, 22, 25]",50.0
0021701214,1610612737,ATL,1610612755,PHI,32,27,59,2018-04-10,ATL vs. PHI,4,Home,"[24, 21, 29, 25, 21]","[28, 41, 36, 28, 28]",58.0
0021701214,1610612755,PHI,1610612737,ATL,27,32,59,2018-04-10,PHI @ ATL,4,Away,"[28, 41, 36, 28, 28]","[24, 21, 29, 25, 21]",58.0
0021701217,1610612762,UTA,1610612744,GSW,33,16,49,2018-04-10,UTA vs. GSW,4,Home,"[30, 36, 24, 28, 29]","[33, 32, 26, 24, 22]",50.666666666666664
0021701217,1610612744,GSW,1610612762,UTA,16,33,49,2018-04-10,GSW @ UTA,4,Away,"[33, 32, 26, 24, 22]","[30, 36, 24, 28, 29]",50.666666666666664
0021701207,1610612752,NYK,1610612739,CLE,25,26,51,2018-04-09,NYK vs. CLE,4,Home,"[28, 34, 25, 27, 28]","[28, 39, 28, 18, 29]",47.5
0021701207,1610612739,CLE,1610612752,NYK,26,25,51,2018-04-09,CLE @ NYK,4,Away,"[28, 39, 28, 18, 29]","[28, 34, 25, 27, 28]",47.5
0021701210,1610612758,SAC,1610612759,SAS,25,17,42,2018-04-09,SAC @ SAS,4,Away,"[25, 22, 19, 25, 28]","[32, 30, 31, 26, 24]",54.333333333333336
0021701210,1610612759,SAS,1610612758,SAC,17,25,42,2018-04-09,SAS vs. SAC,4,Home,"[32, 30, 31, 26, 24]","[25, 22, 19, 25, 28]",54.333333333333336
0021701206,1610612748,MIA,1610612760,OKC,27,21,48,2018-04-09,MIA vs. OKC,4,Home,"[23, 23, 30, 32, 29]","[36, 27, 20, 28, 29]",42.0
0021701206,1610612760,OKC,1610612748,MIA,21,27,48,2018-04-09,OKC @ MIA,4,Away,"[36, 27, 20, 28, 29]","[23, 23, 30, 32, 29]",42.0
0021701205,1610612751,BKN,1610612741,CHI,29,26,55,2018-04-09,BKN vs. CHI,4,Home,"[28, 30, 22, 28, 22]","[23, 30, 19, 36, 30]",49.0
0021701205,1610612741,CHI,1610612751,BKN,26,29,55,2018-04-09,CHI @ BKN,4,Away,"[23, 30, 19, 36, 30]","[28, 30, 22, 28, 22]",49.0
0021701212,1610612746,LAC,1610612740,NOP,23,31,54,2018-04-09,LAC vs. NOP,4,Home,"[26, 26, 17, 30, 23]","[40, 39, 32, 28, 29]",59.666666666666664
0021701212,1610612740,NOP,1610612746,LAC,31,23,54,2018-04-09,NOP @ LAC,4,Away,"[40, 39, 32, 28, 29]","[26, 26, 17, 30, 23]",59.666666666666664
0021701211,1610612743,DEN,1610612757,POR,28,23,51,2018-04-09,DEN vs. POR,4,Home,"[33, 27, 27, 22, 27]","[33, 17, 22, 32, 26]",45.0
0021701211,1610612757,POR,1610612743,DEN,23,28,51,2018-04-09,POR @ DEN,4,Away,"[33, 17, 22, 32, 26]","[33, 27, 27, 22, 27]",45.0
0021701208,1610612753,ORL,1610612749,MIL,21,31,52,2018-04-09,ORL @ MIL,4,Away,"[24, 25, 33, 27, 18]","[31, 24, 26, 34, 39]",56.0
0021701208,1610612749,MIL,1610612753,ORL,31,21,52,2018-04-09,MIL vs. ORL,4,Home,"[31, 24, 26, 34, 39]","[24, 25, 33, 27, 18]",56.0
0021701209,1610612750,MIN,1610612763,MEM,20,26,46,2018-04-09,MIN vs. MEM,4,Home,"[30, 24, 26, 16, 34]","[30, 22, 23, 24, 14]",53.0
0021701209,1610612763,MEM,1610612750,MIN,26,20,46,2018-04-09,MEM @ MIN,4,Away,"[30, 22, 23, 24, 14]","[30, 24, 26, 16, 34]",53.0
0021701204,1610612761,TOR,1610612765,DET,32,32,64,2018-04-09,TOR @ DET,4,Away,"[35, 26, 14, 24, 33]","[22, 22, 28, 33, 30]",51.666666666666664
0021701204,1610612765,DET,1610612761,TOR,32,32,64,2018-04-09,DET vs. TOR,4,Home,"[22, 22, 28, 33, 30]","[35, 26, 14, 24, 33]",51.666666666666664
0021701198,1610612755,PHI,1610612742,DAL,28,20,48,2018-04-08,PHI vs. DAL,4,Home,"[41, 36, 28, 28, 30]","[24, 22, 22, 25, 20]",55.0
0021701198,1610612742,DAL,1610612755,PHI,20,28,48,2018-04-08,DAL @ PHI,4,Away,"[24, 22, 22, 25, 20]","[41, 36, 28, 28, 30]",55.0
0021701203,1610612756,PHX,1610612744,GSW,29,33,62,2018-04-08,PHX vs. GSW,4,Home,"[21, 22, 24, 25, 32]","[32, 26, 24, 22, 28]",53.0
0021701203,1610612744,GSW,1610612756,PHX,33,29,62,2018-04-08,GSW @ PHX,4,Away,"[32, 26, 24, 22, 28]","[21, 22, 24, 25, 32]",53.0
0021701200,1610612761,TOR,1610612753,ORL,35,24,59,2018-04-08,TOR vs. ORL,4,Home,"[26, 14, 24, 33, 25]","[25, 33, 27, 18, 24]",64.0
0021701200,1610612753,ORL,1610612761,TOR,24,35,59,2018-04-08,ORL @ TOR,4,Away,"[25, 33, 27, 18, 24]","[26, 14, 24, 33, 25]",64.0
0021701201,1610612762,UTA,1610612747,LAL,30,21,51,2018-04-08,UTA @ LAL,4,Away,"[36, 24, 28, 29, 24]","[26, 29, 31, 22, 34]",51.0
0021701201,1610612747,LAL,1610612762,UTA,21,30,51,2018-04-08,LAL vs. UTA,4,Home,"[26, 29, 31, 22, 34]","[36, 24, 28, 29, 24]",51.0
0021701202,1610612737,ATL,1610612738,BOS,24,31,55,2018-04-08,ATL @ BOS,4,Away,"[21, 29, 25, 21, 27]","[30, 20, 31, 31, 18]",54.666666666666664
0021701202,1610612738,BOS,1610612737,ATL,31,24,55,2018-04-08,BOS vs. ATL,4,Home,"[30, 20, 31, 31, 18]","[21, 29, 25, 21, 27]",54.666666666666664
0021701199,1610612763,MEM,1610612765,DET,30,22,52,2018-04-08,MEM vs. DET,4,Home,"[22, 23, 24, 14, 20]","[22, 28, 33, 30, 23]",52.0
0021701199,1610612765,DET,1610612763,MEM,22,30,52,2018-04-08,DET @ MEM,4,Away,"[22, 28, 33, 30, 23]","[22, 23, 24, 14, 20]",52.0
0021701197,1610612766,CHA,1610612754,IND,25,31,56,2018-04-08,CHA vs. IND,4,Home,"[43, 22, 29, 27, 26]","[14, 27, 26, 22, 28]",66.0
0021701197,1610612754,IND,1610612766,CHA,31,25,56,2018-04-08,IND @ CHA,4,Away,"[14, 27, 26, 22, 28]","[43, 22, 29, 27, 26]",66.0
0021701192,1610612752,NYK,1610612749,MIL,28,31,59,2018-04-07,NYK vs. MIL,4,Home,"[34, 25, 27, 28, 22]","[24, 26, 34, 39, 29]",52.0
0021701192,1610612749,MIL,1610612752,NYK,31,28,59,2018-04-07,MIL @ NYK,4,Away,"[24, 26, 34, 39, 29]","[34, 25, 27, 28, 22]",52.0
0021701191,1610612743,DEN,1610612746,LAC,33,26,59,2018-04-07,DEN @ LAC,4,Away,"[27, 27, 22, 27, 23]","[26, 17, 30, 23, 27]",56.5
0021701191,1610612746,LAC,1610612743,DEN,26,33,59,2018-04-07,LAC vs. DEN,4,Home,"[26, 17, 30, 23, 27]","[27, 27, 22, 27, 23]",56.5
0021701193,1610612751,BKN,1610612741,CHI,28,23,51,2018-04-07,BKN @ CHI,4,Away,"[30, 22, 28, 22, 36]","[30, 19, 36, 30, 21]",47.0
0021701193,1610612741,CHI,1610612751,BKN,23,28,51,2018-04-07,CHI vs. BKN,4,Home,"[30, 19, 36, 30, 21]","[30, 22, 28, 22, 36]",47.0
0021701195,1610612740,NOP,1610612744,GSW,40,32,72,2018-04-07,NOP @ GSW,4,Away,"[39, 32, 28, 29, 24]","[26, 24, 22, 28, 27]",57.333333333333336
0021701195,1610612744,GSW,1610612740,NOP,32,40,72,2018-04-07,GSW vs. NOP,4,Home,"[26, 24, 22, 28, 27]","[39, 32, 28, 29, 24]",57.333333333333336
0021701196,1610612757,POR,1610612759,SAS,33,32,65,2018-04-07,POR @ SAS,4,Away,"[17, 22, 32, 26, 28]","[30, 31, 26, 24, 24]",50.5
0021701196,1610612759,SAS,1610612757,POR,32,33,65,2018-04-07,SAS vs. POR,4,Home,"[30, 31, 26, 24, 24]","[17, 22, 32, 26, 28]",50.5
0021701194,1610612745,HOU,1610612760,OKC,30,36,66,2018-04-07,HOU vs. OKC,4,Home,"[36, 35, 17, 22, 31]","[27, 20, 28, 29, 17]",54.5
0021701194,1610612760,OKC,1610612745,HOU,36,30,66,2018-04-07,OKC @ HOU,4,Away,"[27, 20, 28, 29, 17]","[36, 35, 17, 22, 31]",54.5
0021701187,1610612761,TOR,1610612754,IND,26,14,40,2018-04-06,TOR vs. IND,4,Home,"[14, 24, 33, 25, 35]","[27, 26, 22, 28, 18]",55.0
0021701187,1610612754,IND,1610612761,TOR,14,26,40,2018-04-06,IND @ TOR,4,Away,"[27, 26, 22, 28, 18]","[14, 24, 33, 25, 35]",55.0
0021701183,1610612739,CLE,1610612755,PHI,28,41,69,2018-04-06,CLE @ PHI,4,Away,"[39, 28, 18, 29, 22]","[36, 28, 28, 30, 37]",53.0
0021701183,1610612755,PHI,1610612739,CLE,41,28,69,2018-04-06,PHI vs. CLE,4,Home,"[36, 28, 28, 30, 37]","[39, 28, 18, 29, 22]",53.0
0021701186,1610612752,NYK,1610612748,MIA,34,23,57,2018-04-06,NYK vs. MIA,4,Home,"[25, 27, 28, 22, 19]","[23, 30, 32, 29, 29]",53.0
0021701186,1610612748,MIA,1610612752,NYK,23,34,57,2018-04-06,MIA @ NYK,4,Away,"[23, 30, 32, 29, 29]","[25, 27, 28, 22, 19]",53.0
0021701185,1610612738,BOS,1610612741,CHI,30,30,60,2018-04-06,BOS vs. CHI,4,Home,"[20, 31, 31, 18, 31]","[19, 36, 30, 21, 23]",57.333333333333336
0021701185,1610612741,CHI,1610612738,BOS,30,30,60,2018-04-06,CHI @ BOS,4,Away,"[19, 36, 30, 21, 23]","[20, 31, 31, 18, 31]",57.333333333333336
0021701189,1610612740,NOP,1610612756,PHX,39,21,60,2018-04-06,NOP @ PHX,4,Away,"[32, 28, 29, 24, 16]","[22, 24, 25, 32, 15]",58.0
0021701189,1610612756,PHX,1610612740,NOP,21,39,60,2018-04-06,PHX vs. NOP,4,Home,"[22, 24, 25, 32, 15]","[32, 28, 29, 24, 16]",58.0
0021701184,1610612737,ATL,1610612764,WAS,21,22,43,2018-04-06,ATL @ WAS,4,Away,"[29, 25, 21, 27, 32]","[26, 24, 27, 30, 24]",47.333333333333336
0021701184,1610612764,WAS,1610612737,ATL,22,21,43,2018-04-06,WAS vs. ATL,4,Home,"[26, 24, 27, 30, 24]","[29, 25, 21, 27, 32]",47.333333333333336
0021701181,1610612765,DET,1610612742,DAL,22,24,46,2018-04-06,DET vs. DAL,4,Home,"[28, 33, 30, 23, 26]","[22, 22, 25, 20, 34]",47.0
0021701181,1610612742,DAL,1610612765,DET,24,22,46,2018-04-06,DAL @ DET,4,Away,"[22, 22, 25, 20, 34]","[28, 33, 30, 23, 26]",47.0
0021701190,1610612750,MIN,1610612747,LAL,30,26,56,2018-04-06,MIN @ LAL,4,Away,"[24, 26, 16, 34, 25]","[29, 31, 22, 34, 32]",57.0
0021701190,1610612747,LAL,1610612750,MIN,26,30,56,2018-04-06,LAL vs. MIN,4,Home,"[29, 31, 22, 34, 32]","[24, 26, 16, 34, 25]",57.0
0021701182,1610612753,ORL,1610612766,CHA,25,43,68,2018-04-06,ORL vs. CHA,4,Home,"[33, 27, 18, 24, 33]","[22, 29, 27, 26, 27]",48.666666666666664
0021701182,1610612766,CHA,1610612753,ORL,43,25,68,2018-04-06,CHA @ ORL,4,Away,"[22, 29, 27, 26, 27]","[33, 27, 18, 24, 33]",48.666666666666664
0021701188,1610612758,SAC,1610612763,MEM,25,22,47,2018-04-06,SAC @ MEM,4,Away,"[22, 19, 25, 28, 20]","[23, 24, 14, 20, 26]",52.5
0021701188,1610612763,MEM,1610612758,SAC,22,25,47,2018-04-06,MEM vs. SAC,4,Home,"[23, 24, 14, 20, 26]","[22, 19, 25, 28, 20]",52.5
0021701176,1610612764,WAS,1610612739,CLE,26,39,65,2018-04-05,WAS @ CLE,4,Away,"[24, 27, 30, 24, 21]","[28, 18, 29, 22, 18]",60.333333333333336
0021701176,1610612739,CLE,1610612764,WAS,39,26,65,2018-04-05,CLE vs. WAS,4,Home,"[28, 18, 29, 22, 18]","[24, 27, 30, 24, 21]",60.333333333333336
0021701178,1610612751,BKN,1610612749,MIL,30,24,54,2018-04-05,BKN @ MIL,4,Away,"[22, 28, 22, 36, 30]","[26, 34, 39, 29, 29]",53.0
0021701178,1610612749,MIL,1610612751,BKN,24,30,54,2018-04-05,MIL vs. BKN,4,Home,"[26, 34, 39, 29, 29]","[22, 28, 22, 36, 30]",53.0
0021701175,1610612754,IND,1610612744,GSW,27,26,53,2018-04-05,IND vs. GSW,4,Home,"[26, 22, 28, 18, 21]","[24, 22, 28, 27, 27]",45.0
0021701175,1610612744,GSW,1610612754,IND,26,27,53,2018-04-05,GSW @ IND,4,Away,"[24, 22, 28, 27, 27]","[26, 22, 28, 18, 21]",45.0
0021701179,1610612762,UTA,1610612746,LAC,36,26,62,2018-04-05,UTA vs. LAC,4,Home,"[24, 28, 29, 24, 18]","[17, 30, 23, 27, 35]",56.0
0021701179,1610612746,LAC,1610612762,UTA,26,36,62,2018-04-05,LAC @ UTA,4,Away,"[17, 30, 23, 27, 35]","[24, 28, 29, 24, 18]",56.0
0021701180,1610612750,MIN,1610612743,DEN,24,27,51,2018-04-05,MIN @ DEN,4,Away,"[26, 16, 34, 25, 24]","[27, 22, 27, 23, 27]",49.5
0021701180,1610612743,DEN,1610612750,MIN,27,24,51,2018-04-05,DEN vs. MIN,4,Home,"[27, 22, 27, 23, 27]","[26, 16, 34, 25, 24]",49.5
0021701177,1610612757,POR,1610612745,HOU,17,36,53,2018-04-05,POR @ HOU,4,Away,"[22, 32, 26, 28, 20]","[35, 17, 22, 31, 33]",56.666666666666664
0021701177,1610612745,HOU,1610612757,POR,36,17,53,2018-04-05,HOU vs. POR,4,Home,"[35, 17, 22, 31, 33]","[22, 32, 26, 28, 20]",56.666666666666664
0021701173,1610612763,MEM,1610612740,NOP,23,32,55,2018-04-04,MEM @ NOP,4,Away,"[24, 14, 20, 26, 28]","[28, 29, 24, 16, 40]",60.0
0021701173,1610612740,NOP,1610612763,MEM,32,23,55,2018-04-04,NOP vs. MEM,4,Home,"[28, 29, 24, 16, 40]","[24, 14, 20, 26, 28]",60.0
0021701169,1610612755,PHI,1610612765,DET,36,28,64,2018-04-04,PHI @ DET,4,Away,"[28, 28, 30, 37, 23]","[33, 30, 23, 26, 36]",52.333333333333336
0021701169,1610612765,DET,1610612755,PHI,28,36,64,2018-04-04,DET vs. PHI,4,Home,"[33, 30, 23, 26, 36]","[28, 28, 30, 37, 23]",52.333333333333336
0021701171,1610612761,TOR,1610612738,BOS,14,20,34,2018-04-04,TOR vs. BOS,4,Home,"[24, 33, 25, 35, 31]","[31, 31, 18, 31, 24]",50.666666666666664
0021701171,1610612738,BOS,1610612761,TOR,20,14,34,2018-04-04,BOS @ TOR,4,Away,"[31, 31, 18, 31, 24]","[24, 33, 25, 35, 31]",50.666666666666664
0021701174,1610612747,LAL,1610612759,SAS,29,30,59,2018-04-04,LAL vs. SAS,4,Home,"[31, 22, 34, 32, 29]","[31, 26, 24, 24, 15]",44.0
0021701174,1610612759,SAS,1610612747,LAL,30,29,59,2018-04-04,SAS @ LAL,4,Away,"[31, 26, 24, 24, 15]","[31, 22, 34, 32, 29]",44.0
0021701172,1610612737,ATL,1610612748,MIA,29,23,52,2018-04-04,ATL vs. MIA,4,Home,"[25, 21, 27, 32, 20]","[30, 32, 29, 29, 30]",54.333333333333336
0021701172,1610612748,MIA,1610612737,ATL,23,29,52,2018-04-04,MIA @ ATL,4,Away,"[30, 32, 29, 29, 30]","[25, 21, 27, 32, 20]",54.333333333333336
0021701170,1610612742,DAL,1610612753,ORL,22,33,55,2018-04-04,DAL @ ORL,4,Away,"[22, 25, 20, 34, 25]","[27, 18, 24, 33, 26]",44.0
0021701170,1610612753,ORL,1610612742,DAL,33,22,55,2018-04-04,ORL vs. DAL,4,Home,"[27, 18, 24, 33, 26]","[22, 25, 20, 34, 25]",44.0
0021701158,1610612737,ATL,1610612748,MIA,25,30,55,2018-04-03,ATL @ MIA,4,Away,"[21, 27, 32, 20, 18]","[32, 29, 29, 30, 18]",54.0
0021701158,1610612748,MIA,1610612737,ATL,30,25,55,2018-04-03,MIA vs. ATL,4,Home,"[32, 29, 29, 30, 18]","[21, 27, 32, 20, 18]",54.0
0021701160,1610612766,CHA,1610612741,CHI,22,19,41,2018-04-03,CHA @ CHI,4,Away,"[29, 27, 26, 27, 22]","[36, 30, 21, 23, 22]",54.666666666666664
0021701160,1610612741,CHI,1610612766,CHA,19,22,41,2018-04-03,CHI vs. CHA,4,Home,"[36, 30, 21, 23, 22]","[29, 27, 26, 27, 22]",54.666666666666664
0021701163,1610612760,OKC,1610612744,GSW,27,24,51,2018-04-03,OKC vs. GSW,4,Home,"[20, 28, 29, 17, 24]","[22, 28, 27, 27, 22]",58.0
0021701163,1610612744,GSW,1610612760,OKC,24,27,51,2018-04-03,GSW @ OKC,4,Away,"[22, 28, 27, 27, 22]","[20, 28, 29, 17, 24]",58.0
0021701157,1610612751,BKN,1610612755,PHI,22,28,50,2018-04-03,BKN @ PHI,4,Away,"[28, 22, 36, 30, 32]","[28, 30, 37, 23, 32]",63.0
0021701157,1610612755,PHI,1610612751,BKN,28,22,50,2018-04-03,PHI vs. BKN,4,Home,"[28, 30, 37, 23, 32]","[28, 22, 36, 30, 32]",63.0
0021701165,1610612754,IND,1610612743,DEN,26,27,53,2018-04-03,IND @ DEN,4,Away,"[22, 28, 18, 21, 27]","[22, 27, 23, 27, 23]",57.0
0021701165,1610612743,DEN,1610612754,IND,27,26,53,2018-04-03,DEN vs. IND,4,Home,"[22, 27, 23, 27, 23]","[22, 28, 18, 21, 27]",57.0
0021701159,1610612752,NYK,1610612753,ORL,25,27,52,2018-04-03,NYK vs. ORL,4,Home,"[27, 28, 22, 19, 22]","[18, 24, 33, 26, 23]",62.666666666666664
0021701159,1610612753,ORL,1610612752,NYK,27,25,52,2018-04-03,ORL @ NYK,4,Away,"[18, 24, 33, 26, 23]","[27, 28, 22, 19, 22]",62.666666666666664
0021701167,1610612758,SAC,1610612756,PHX,22,22,44,2018-04-03,SAC @ PHX,4,Away,"[19, 25, 28, 20, 27]","[24, 25, 32, 15, 23]",52.333333333333336
0021701167,1610612756,PHX,1610612758,SAC,22,22,44,2018-04-03,PHX vs. SAC,4,Home,"[24, 25, 32, 15, 23]","[19, 25, 28, 20, 27]",52.333333333333336
0021701156,1610612739,CLE,1610612761,TOR,28,24,52,2018-04-03,CLE vs. TOR,4,Home,"[18, 29, 22, 18, 28]","[33, 25, 35, 31, 38]",67.0
0021701156,1610612761,TOR,1610612739,CLE,24,28,52,2018-04-03,TOR @ CLE,4,Away,"[33, 25, 35, 31, 38]","[18, 29, 22, 18, 28]",67.0
0021701162,1610612749,MIL,1610612738,BOS,26,31,57,2018-04-03,MIL vs. BOS,4,Home,"[34, 39, 29, 29, 27]","[31, 18, 31, 24, 23]",53.666666666666664
0021701162,1610612738,BOS,1610612749,MIL,31,26,57,2018-04-03,BOS @ MIL,4,Away,"[31, 18, 31, 24, 23]","[34, 39, 29, 29, 27]",53.666666666666664
0021701168,1610612759,SAS,1610612746,LAC,31,17,48,2018-04-03,SAS @ LAC,4,Away,"[26, 24, 24, 15, 29]","[30, 23, 27, 35, 28]",53.0
0021701168,1610612746,LAC,1610612759,SAS,17,31,48,2018-04-03,LAC vs. SAS,4,Home,"[30, 23, 27, 35, 28]","[26, 24, 24, 15, 29]",53.0
0021701166,1610612762,UTA,1610612747,LAL,24,31,55,2018-04-03,UTA vs. LAL,4,Home,"[28, 29, 24, 18, 21]","[22, 34, 32, 29, 17]",47.0
0021701166,1610612747,LAL,1610612762,UTA,31,24,55,2018-04-03,LAL @ UTA,4,Away,"[22, 34, 32, 29, 17]","[28, 29, 24, 18, 21]",47.0
0021701161,1610612764,WAS,1610612745,HOU,24,35,59,2018-04-03,WAS @ HOU,4,Away,"[27, 30, 24, 21, 21]","[17, 22, 31, 33, 29]",50.0
0021701161,1610612745,HOU,1610612764,WAS,35,24,59,2018-04-03,HOU vs. WAS,4,Home,"[17, 22, 31, 33, 29]","[27, 30, 24, 21, 21]",50.0
0021701164,1610612742,DAL,1610612757,POR,22,22,44,2018-04-03,DAL vs. POR,4,Home,"[25, 20, 34, 25, 27]","[32, 26, 28, 20, 34]",47.5
0021701164,1610612757,POR,1610612742,DAL,22,22,44,2018-04-03,POR @ DAL,4,Away,"[32, 26, 28, 20, 34]","[25, 20, 34, 25, 27]",47.5
0021701153,1610612744,GSW,1610612756,PHX,22,24,46,2018-04-01,GSW vs. PHX,4,Home,"[28, 27, 27, 22, 16]","[25, 32, 15, 23, 27]",56.5
0021701153,1610612756,PHX,1610612744,GSW,24,22,46,2018-04-01,PHX @ GSW,4,Away,"[25, 32, 15, 23, 27]","[28, 27, 27, 22, 16]",56.5
0021701143,1610612755,PHI,1610612766,CHA,28,29,57,2018-04-01,PHI @ CHA,4,Away,"[30, 37, 23, 32, 32]","[27, 26, 27, 22, 37]",52.333333333333336
0021701143,1610612766,CHA,1610612755,PHI,29,28,57,2018-04-01,CHA vs. PHI,4,Home,"[27, 26, 27, 22, 37]","[30, 37, 23, 32, 32]",52.333333333333336
0021701145,1610612759,SAS,1610612745,HOU,26,17,43,2018-04-01,SAS vs. HOU,4,Home,"[24, 24, 15, 29, 18]","[22, 31, 33, 29, 21]",44.666666666666664
0021701145,1610612745,HOU,1610612759,SAS,17,26,43,2018-04-01,HOU @ SAS,4,Away,"[22, 31, 33, 29, 21]","[24, 24, 15, 29, 18]",44.666666666666664
