GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST
22200545,1610612755,PHI,1610612760,OKC,2022-23,38,20,58,28.8,21.0,27.5,22.0,22.0,21.5,104.2,104.0,29.6,20.5
22200546,1610612748,MIA,1610612762,UTA,2022-23,31,30,61,27.4,20.0,27.6,21.5,22.8,23.0,101.2,100.8,27.3,21.0
22200546,1610612762,UTA,1610612748,MIA,2022-23,30,31,61,27.6,21.5,27.4,20.0,23.0,22.8,100.8,101.2,27.8,24.5
22200547,1610612763,MEM,1610612758,SAC,2022-23,27,26,53,28.8,17.5,27.3,22.5,24.6,23.4,104.6,105.8,25.5,19.0
22200547,1610612758,SAC,1610612763,MEM,2022-23,26,27,53,27.3,22.5,28.8,17.5,23.4,24.6,105.8,104.6,31.5,23.0
22200548,1610612749,MIL,1610612764,WAS,2022-23,17,34,51,28.0,19.0,29.0,26.0,23.7,22.4,100.2,103.8,29.7,20.5
22200548,1610612764,WAS,1610612749,MIL,2022-23,34,17,51,29.0,26.0,28.0,19.0,22.4,23.7,103.8,100.2,27.5,20.0
22200549,1610612743,DEN,1610612738,BOS,2022-23,37,28,65,29.6,20.0,26.7,22.0,22.0,24.0,102.8,103.2,25.5,16.5
22200549,1610612738,BOS,1610612743,DEN,2022-23,28,37,65,26.7,22.0,29.6,20.0,24.0,22.0,103.2,102.8,29.0,22.5
22200550,1610612756,PHX,1610612752,NYK,2022-23,11,23,34,25.6,20.0,29.2,24.5,21.4,23.0,97.2,99.2,28.8,20.0
22200550,1610612752,NYK,1610612756,PHX,2022-23,23,11,34,29.2,24.5,25.6,20.0,23.0,21.4,99.2,97.2,29.6,25.0
22200551,1610612747,LAL,1610612766,CHA,2022-23,22,21,43,27.7,23.5,28.5,20.5,22.6,24.5,104.6,109.0,30.2,23.0
22200551,1610612766,CHA,1610612747,LAL,2022-23,21,22,43,28.5,20.5,27.7,23.5,24.5,22.6,109.0,104.6,32.0,25.0
22200552,1610612739,CLE,1610612741,CHI,2022-23,27,34,61,28.8,24.0,30.1,27.0,22.3,21.6,100.2,99.4,28.1,19.5
22200552,1610612741,CHI,1610612739,CLE,2022-23,34,27,61,30.1,27.0,28.8,24.0,21.6,22.3,99.4,100.2,27.9,21.5
22200553,1610612761,TOR,1610612754,IND,2022-23,33,29,62,27.7,19.5,28.7,18.5,22.3,22.4,98.2,103.2,25.7,18.5
22200553,1610612754,IND,1610612761,TOR,2022-23,29,33,62,28.7,18.5,27.7,19.5,22.4,22.3,103.2,98.2,26.7,22.0
22200554,1610612755,PHI,1610612740,NOP,2022-23,33,25,58,29.5,21.0,29.0,24.0,22.4,22.8,104.8,104.6,29.6,20.5
22200554,1610612740,NOP,1610612755,PHI,2022-23,25,33,58,29.0,24.0,29.5,21.0,22.8,22.4,104.6,104.8,25.7,17.5
22200555,1610612759,SAS,1610612751,BKN,2022-23,25,37,62,29.7,22.5,32.4,20.0,24.9,23.0,103.2,105.2,31.5,25.5
22200555,1610612751,BKN,1610612759,SAS,2022-23,37,25,62,32.4,20.0,29.7,22.5,23.0,24.9,105.2,103.2,27.7,19.5
22200556,1610612742,DAL,1610612745,HOU,2022-23,18,26,44,28.5,20.0,28.8,22.5,19.9,23.2,98.6,101.6,27.9,22.5
22200556,1610612745,HOU,1610612742,DAL,2022-23,26,18,44,28.8,22.5,28.5,20.0,23.2,19.9,101.6,98.6,28.3,21.0
22200557,1610612750,MIN,1610612743,DEN,2022-23,23,23,46,29.6,21.0,30.5,20.0,21.7,22.0,100.0,103.4,28.0,20.5
22200557,1610612743,DEN,1610612750,MIN,2022-23,23,23,46,30.5,20.0,29.6,21.0,22.0,21.7,103.4,100.0,25.7,16.5
22200558,1610612737,ATL,1610612744,GSW,2022-23,26,38,64,29.2,22.0,30.7,21.0,24.1,22.6,104.8,103.0,31.1,23.5
22200558,1610612744,GSW,1610612737,ATL,2022-23,38,26,64,30.7,21.0,29.2,22.0,22.6,24.1,103.0,104.8,32.0,25.5
22200559,1610612757,POR,1610612765,DET,2022-23,22,27,49,31.1,26.0,30.2,24.5,21.5,22.4,99.8,100.6,29.7,24.5
22200559,1610612765,DET,1610612757,POR,2022-23,27,22,49,30.2,24.5,31.1,26.0,22.4,21.5,100.6,99.8,30.8,22.0
22200560,1610612748,MIA,1610612746,LAC,2022-23,34,28,62,27.6,20.0,26.2,18.5,23.3,21.8,100.8,100.8,27.8,21.0
22200560,1610612746,LAC,1610612748,MIA,2022-23,28,34,62,26.2,18.5,27.6,20.0,21.8,23.3,100.8,100.8,27.0,20.0
22200561,1610612764,WAS,1610612749,MIL,2022-23,28,32,60,29.9,27.0,27.2,17.5,22.8,23.5,102.6,100.6,26.3,18.5
22200561,1610612749,MIL,1610612764,WAS,2022-23,32,28,60,27.2,17.5,29.9,27.0,23.5,22.8,100.6,102.6,31.2,24.5
22200562,1610612738,BOS,1610612760,OKC,2022-23,33,34,67,27.0,22.0,27.3,21.0,23.9,21.3,102.8,105.8,29.4,22.5
22200562,1610612760,OKC,1610612738,BOS,2022-23,34,33,67,27.3,21.0,27.0,22.0,21.3,23.9,105.8,102.8,30.5,22.0
22200563,1610612762,UTA,1610612758,SAC,2022-23,23,35,58,28.0,21.5,27.7,23.5,23.1,24.6,101.2,105.8,28.1,24.5
22200563,1610612758,SAC,1610612762,UTA,2022-23,35,23,58,27.7,23.5,28.0,21.5,24.6,23.1,105.8,101.2,30.6,23.0
22200564,1610612763,MEM,1610612766,CHA,2022-23,40,26,66,28.1,17.5,27.3,20.0,23.9,24.6,105.6,109.2,25.4,19.0
22200564,1610612766,CHA,1610612763,MEM,2022-23,26,40,66,27.3,20.0,28.1,17.5,24.6,23.9,109.2,105.6,30.7,21.0
22200565,1610612756,PHX,1610612739,CLE,2022-23,14,15,29,24.7,15.5,28.8,24.0,21.0,21.5,95.6,100.0,28.4,20.0
22200565,1610612739,CLE,1610612756,PHX,2022-23,15,14,29,28.8,24.0,24.7,15.5,21.5,21.0,100.0,95.6,28.6,19.5
22200566,1610612753,ORL,1610612760,OKC,2022-23,31,28,59,28.2,19.0,27.9,21.0,22.7,21.8,102.6,106.2,27.2,20.5
22200566,1610612760,OKC,1610612753,ORL,2022-23,28,31,59,27.9,21.0,28.2,19.0,21.8,22.7,106.2,102.6,31.5,24.5
22200567,1610612755,PHI,1610612754,IND,2022-23,27,28,55,30.8,23.0,29.7,22.5,21.9,23.0,104.4,103.6,30.0,21.5
22200567,1610612754,IND,1610612755,PHI,2022-23,28,27,55,29.7,22.5,30.8,23.0,23.0,21.9,103.6,104.4,27.4,22.0
22200568,1610612759,SAS,1610612752,NYK,2022-23,29,39,68,29.3,21.0,28.6,22.5,24.5,22.5,104.4,97.6,32.5,25.5
22200568,1610612752,NYK,1610612759,SAS,2022-23,39,29,68,28.6,22.5,29.3,21.0,22.5,24.5,97.6,104.4,27.9,18.0
22200569,1610612749,MIL,1610612761,TOR,2022-23,13,12,25,26.6,17.5,29.1,21.5,24.1,22.5,102.4,99.8,31.3,24.5
22200569,1610612761,TOR,1610612749,MIL,2022-23,12,13,25,29.1,21.5,26.6,17.5,22.5,24.1,99.8,102.4,26.8,20.5
22200570,1610612741,CHI,1610612751,BKN,2022-23,40,33,73,30.7,27.0,32.5,20.0,21.6,23.3,98.8,104.4,27.7,21.5
22200570,1610612751,BKN,1610612741,CHI,2022-23,33,40,73,32.5,20.0,30.7,27.0,23.3,21.6,104.4,98.8,27.2,19.5
22200571,1610612757,POR,1610612750,MIN,2022-23,24,29,53,30.1,23.5,29.8,22.0,21.3,22.2,100.8,101.0,29.7,24.5
22200571,1610612750,MIN,1610612757,POR,2022-23,29,24,53,29.8,22.0,30.1,23.5,22.2,21.3,101.0,100.8,28.4,22.5
22200572,1610612740,NOP,1610612745,HOU,2022-23,45,22,67,28.5,24.0,28.7,22.5,22.4,23.6,103.2,101.4,26.1,17.5
22200572,1610612745,HOU,1610612740,NOP,2022-23,22,45,67,28.7,22.5,28.5,24.0,23.6,22.4,101.4,103.2,28.1,20.0
22200573,1610612744,GSW,1610612765,DET,2022-23,26,34,60,31.8,21.0,29.4,24.5,22.8,22.0,104.6,100.6,30.8,25.5
22200573,1610612765,DET,1610612744,GSW,2022-23,34,26,60,29.4,24.5,31.8,21.0,22.0,22.8,100.6,104.6,29.7,21.5
22200574,1610612747,LAL,1610612748,MIA,2022-23,32,23,55,27.5,22.5,28.4,20.0,23.2,23.8,105.6,100.6,28.6,21.0
22200574,1610612748,MIA,1610612747,LAL,2022-23,23,32,55,28.4,20.0,27.5,22.5,23.8,23.2,100.6,105.6,28.7,24.0
22200575,1610612758,SAC,1610612737,ATL,2022-23,30,30,60,28.0,23.5,29.6,23.5,24.3,24.6,105.2,106.0,29.0,21.5
22200575,1610612737,ATL,1610612758,SAC,2022-23,30,30,60,29.6,23.5,28.0,23.5,24.6,24.3,106.0,105.2,32.2,23.5
22200576,1610612753,ORL,1610612763,MEM,2022-23,20,22,42,29.5,21.5,28.6,17.5,23.2,24.1,104.6,106.6,28.1,22.5
22200576,1610612763,MEM,1610612753,ORL,2022-23,22,20,42,28.6,17.5,29.5,21.5,24.1,23.2,106.6,104.6,25.1,19.0
22200577,1610612738,BOS,1610612742,DAL,2022-23,29,20,49,27.8,22.0,28.4,19.5,24.4,19.7,102.4,99.0,29.9,22.5
22200577,1610612742,DAL,1610612738,BOS,2022-23,20,29,49,28.4,19.5,27.8,22.0,19.7,24.4,99.0,102.4,27.9,22.5
22200578,1610612762,UTA,1610612745,HOU,2022-23,31,23,54,27.4,21.5,28.0,21.5,22.5,22.9,101.0,101.6,28.6,24.5
22200578,1610612745,HOU,1610612762,UTA,2022-23,23,31,54,28.0,21.5,27.4,21.5,22.9,22.5,101.6,101.0,29.7,20.0
22200579,1610612746,LAC,1610612743,DEN,2022-23,15,32,47,26.1,18.5,29.0,20.0,21.4,21.5,99.4,102.2,27.9,20.0
22200579,1610612743,DEN,1610612746,LAC,2022-23,32,15,47,29.0,20.0,26.1,18.5,21.5,21.4,102.2,99.4,24.9,16.5
22200580,1610612757,POR,1610612754,IND,2022-23,29,26,55,29.2,23.0,29.8,23.0,21.1,23.4,101.2,102.6,29.9,24.5
22200580,1610612754,IND,1610612757,POR,2022-23,26,29,55,29.8,23.0,29.2,23.0,23.4,21.1,102.6,101.2,27.5,22.0
22200581,1610612741,CHI,1610612755,PHI,2022-23,25,30,55,31.5,27.0,29.6,23.0,22.1,21.9,99.8,102.2,28.1,21.5
22200581,1610612755,PHI,1610612741,CHI,2022-23,30,25,55,29.6,23.0,31.5,27.0,21.9,22.1,102.2,99.8,29.6,21.5
22200582,1610612752,NYK,1610612761,TOR,2022-23,30,26,56,29.6,22.5,27.2,16.0,22.6,22.3,99.2,99.8,27.6,18.0
22200582,1610612761,TOR,1610612752,NYK,2022-23,26,30,56,27.2,16.0,29.6,22.5,22.3,22.6,99.8,99.2,25.8,16.0
22200583,1610612749,MIL,1610612766,CHA,2022-23,28,51,79,26.1,15.0,27.5,20.0,24.1,24.3,102.4,110.4,29.2,17.0
22200583,1610612766,CHA,1610612749,MIL,2022-23,51,28,79,27.5,20.0,26.1,15.0,24.3,24.1,110.4,102.4,30.9,21.0
22200584,1610612760,OKC,1610612764,WAS,2022-23,35,17,52,27.6,21.0,29.6,27.0,22.0,22.8,106.4,102.2,31.5,24.5
22200584,1610612764,WAS,1610612760,OKC,2022-23,17,35,52,29.6,27.0,27.6,21.0,22.8,22.0,102.2,106.4,25.7,18.5
22200585,1610612759,SAS,1610612765,DET,2022-23,31,28,59,29.4,21.0,29.9,24.5,24.1,21.6,105.4,99.8,32.5,25.5
22200585,1610612765,DET,1610612759,SAS,2022-23,28,31,59,29.9,24.5,29.4,21.0,21.6,24.1,99.8,105.4,29.5,21.5
22200586,1610612751,BKN,1610612740,NOP,2022-23,27,28,55,31.8,20.0,30.5,24.0,22.9,22.7,103.8,104.0,27.4,19.5
22200586,1610612740,NOP,1610612751,BKN,2022-23,28,27,55,30.5,24.0,31.8,20.0,22.7,22.9,104.0,103.8,25.6,17.5
22200587,1610612750,MIN,1610612746,LAC,2022-23,37,33,70,29.7,22.0,25.7,16.5,21.8,21.0,101.0,100.0,28.0,22.5
22200587,1610612746,LAC,1610612750,MIN,2022-23,33,37,70,25.7,16.5,29.7,22.0,21.0,21.8,100.0,101.0,29.0,21.5
22200588,1610612743,DEN,1610612739,CLE,2022-23,26,28,54,29.0,20.0,27.7,18.5,22.0,21.2,101.0,99.4,23.1,14.5
22200588,1610612739,CLE,1610612743,DEN,2022-23,28,26,54,27.7,18.5,29.0,20.0,21.2,22.0,99.4,101.0,28.1,17.0
22200589,1610612748,MIA,1610612756,PHX,2022-23,30,23,53,27.6,20.0,23.2,12.5,23.6,20.6,100.0,94.6,28.8,24.0
22200589,1610612756,PHX,1610612748,MIA,2022-23,23,30,53,23.2,12.5,27.6,20.0,20.6,23.6,94.6,100.0,28.1,18.5
22200590,1610612737,ATL,1610612747,LAL,2022-23,28,37,65,29.7,23.5,27.4,22.5,23.5,23.2,107.2,104.0,31.7,23.5
22200590,1610612747,LAL,1610612737,ATL,2022-23,37,28,65,27.4,22.5,29.7,23.5,23.2,23.5,104.0,107.2,27.7,21.0
22200591,1610612738,BOS,1610612759,SAS,2022-23,33,30,63,27.0,22.0,29.7,21.0,24.2,24.5,101.6,105.6,29.5,20.5
22200591,1610612759,SAS,1610612738,BOS,2022-23,30,33,63,29.7,21.0,27.0,22.0,24.5,24.2,105.6,101.6,32.8,27.0
22200592,1610612762,UTA,1610612741,CHI,2022-23,24,28,52,27.8,21.5,30.6,25.5,22.9,22.3,102.0,99.0,28.4,23.5
22200592,1610612741,CHI,1610612762,UTA,2022-23,28,24,52,30.6,25.5,27.8,21.5,22.3,22.9,99.0,102.0,27.9,21.5
22200593,1610612742,DAL,1610612740,NOP,2022-23,34,15,49,27.3,19.0,29.9,24.0,19.5,22.8,98.0,103.6,27.6,22.5
22200593,1610612740,NOP,1610612742,DAL,2022-23,15,34,49,29.9,24.0,27.3,19.0,22.8,19.5,103.6,98.0,25.6,17.5
22200594,1610612753,ORL,1610612744,GSW,2022-23,28,29,57,26.5,20.0,31.8,21.0,23.1,22.9,103.4,103.4,28.1,22.5
22200594,1610612744,GSW,1610612753,ORL,2022-23,29,28,57,31.8,21.0,26.5,20.0,22.9,23.1,103.4,103.4,31.5,25.5
22200595,1610612758,SAC,1610612747,LAL,2022-23,38,37,75,28.7,24.5,28.1,22.5,24.9,23.1,106.6,105.0,28.9,21.5
22200595,1610612747,LAL,1610612758,SAC,2022-23,37,38,75,28.1,22.5,28.7,24.5,23.1,24.9,105.0,106.6,27.6,21.0
22200596,1610612755,PHI,1610612765,DET,2022-23,35,27,62,29.3,23.0,29.2,24.5,22.0,21.7,101.8,99.8,28.3,21.5
22200596,1610612765,DET,1610612755,PHI,2022-23,27,35,62,29.2,24.5,29.3,23.0,21.7,22.0,99.8,101.8,30.5,22.5
22200597,1610612757,POR,1610612761,TOR,2022-23,27,34,61,28.2,23.0,26.9,16.0,21.0,22.3,102.2,100.6,29.7,24.0
22200597,1610612761,TOR,1610612757,POR,2022-23,34,27,61,26.9,16.0,28.2,23.0,22.3,21.0,100.6,102.2,26.9,17.5
22200598,1610612766,CHA,1610612754,IND,2022-23,27,15,42,30.1,20.0,29.3,22.0,24.4,23.6,109.6,103.8,31.7,25.0
22200598,1610612754,IND,1610612766,CHA,2022-23,15,27,42,29.3,22.0,30.1,20.0,23.6,24.4,103.8,109.6,27.5,22.0
22200599,1610612751,BKN,1610612748,MIA,2022-23,31,30,61,31.6,20.0,27.7,20.0,22.5,23.2,102.0,99.8,27.7,19.5
22200599,1610612748,MIA,1610612751,BKN,2022-23,30,31,61,27.7,20.0,31.6,20.0,23.2,22.5,99.8,102.0,28.2,23.0
22200600,1610612762,UTA,1610612763,MEM,2022-23,24,23,47,28.0,22.0,27.5,17.5,23.0,23.8,101.8,106.8,28.5,23.5
22200600,1610612763,MEM,1610612762,UTA,2022-23,23,24,47,27.5,17.5,28.0,22.0,23.8,23.0,106.8,101.8,25.3,20.0
22200601,1610612745,HOU,1610612750,MIN,2022-23,33,24,57,27.6,21.5,30.2,22.0,22.6,22.0,101.8,101.0,29.5,20.0
22200601,1610612750,MIN,1610612745,HOU,2022-23,24,33,57,30.2,22.0,27.6,21.5,22.0,22.6,101.0,101.8,27.9,22.5
22200602,1610612760,OKC,1610612742,DAL,2022-23,33,34,67,28.3,21.0,27.8,19.0,21.8,19.2,106.8,98.0,30.2,19.0
22200602,1610612742,DAL,1610612760,OKC,2022-23,34,33,67,27.8,19.0,28.3,21.0,19.2,21.8,98.0,106.8,26.4,18.0
22200603,1610612739,CLE,1610612756,PHX,2022-23,35,26,61,27.6,18.5,22.8,12.5,21.9,20.5,98.6,94.6,27.6,17.0
22200603,1610612756,PHX,1610612739,CLE,2022-23,26,35,61,22.8,12.5,27.6,18.5,20.5,21.9,94.6,98.6,27.7,18.5
22200604,1610612737,ATL,1610612746,LAC,2022-23,25,26,51,30.3,25.5,27.2,17.5,23.7,21.6,106.8,100.4,30.4,23.5
22200604,1610612746,LAC,1610612737,ATL,2022-23,26,25,51,27.2,17.5,30.3,25.5,21.6,23.7,100.4,106.8,29.8,21.5
22200605,1610612740,NOP,1610612764,WAS,2022-23,35,37,72,28.7,19.5,28.5,22.0,23.1,22.8,103.0,102.8,26.0,17.5
22200605,1610612764,WAS,1610612740,NOP,2022-23,37,35,72,28.5,22.0,28.7,19.5,22.8,23.1,102.8,103.0,27.2,18.5
22200606,1610612738,BOS,1610612741,CHI,2022-23,28,25,53,27.5,22.0,30.3,25.5,24.8,22.1,103.0,98.8,29.3,20.5
22200606,1610612741,CHI,1610612738,BOS,2022-23,25,28,53,30.3,25.5,27.5,22.0,22.1,24.8,98.8,103.0,28.2,23.0
22200607,1610612749,MIL,1610612752,NYK,2022-23,22,22,44,26.2,15.0,29.7,22.5,23.6,22.6,102.8,99.4,32.1,19.5
22200607,1610612752,NYK,1610612749,MIL,2022-23,22,22,44,29.7,22.5,26.2,15.0,22.6,23.6,99.4,102.8,27.4,18.0
22200608,1610612763,MEM,1610612759,SAS,2022-23,35,25,60,27.7,18.0,29.2,21.0,24.2,24.7,105.2,106.4,25.2,20.0
22200608,1610612759,SAS,1610612763,MEM,2022-23,25,35,60,29.2,21.0,27.7,18.0,24.7,24.2,106.4,105.2,33.3,27.0
22200609,1610612747,LAL,1610612743,DEN,2022-23,23,29,52,29.4,22.5,29.6,21.5,22.9,22.0,105.8,99.0,27.6,21.0
22200609,1610612743,DEN,1610612747,LAL,2022-23,29,23,52,29.6,21.5,29.4,22.5,22.0,22.9,99.0,105.8,23.4,14.5
22200610,1610612758,SAC,1610612753,ORL,2022-23,41,31,72,29.7,24.5,26.1,20.0,25.1,23.3,107.6,103.8,29.7,21.5
22200610,1610612753,ORL,1610612758,SAC,2022-23,31,41,72,26.1,20.0,29.7,24.5,23.3,25.1,103.8,107.6,28.2,22.5
22200611,1610612748,MIA,1610612760,OKC,2022-23,31,26,57,28.2,20.0,29.1,21.0,24.1,21.7,99.4,105.2,28.5,23.0
22200611,1610612760,OKC,1610612748,MIA,2022-23,26,31,57,29.1,21.0,28.2,20.0,21.7,24.1,105.2,99.4,31.5,22.5
22200612,1610612765,DET,1610612755,PHI,2022-23,20,27,47,29.5,26.0,30.6,24.5,22.0,22.7,101.6,103.0,30.9,22.5
22200612,1610612755,PHI,1610612765,DET,2022-23,27,20,47,30.6,24.5,29.5,26.0,22.7,22.0,103.0,101.6,28.7,22.5
22200613,1610612761,TOR,1610612766,CHA,2022-23,35,34,69,27.7,16.0,28.9,20.0,22.7,23.6,100.6,108.8,26.0,17.5
22200613,1610612766,CHA,1610612761,TOR,2022-23,34,35,69,28.9,20.0,27.7,16.0,23.6,22.7,108.8,100.6,30.2,18.5
22200614,1610612762,UTA,1610612739,CLE,2022-23,31,24,55,28.3,23.5,28.4,18.5,23.2,21.3,102.6,98.2,27.9,23.0
22200614,1610612739,CLE,1610612762,UTA,2022-23,24,31,55,28.4,18.5,28.3,23.5,21.3,23.2,98.2,102.6,27.3,17.0
22200615,1610612756,PHX,1610612744,GSW,2022-23,31,26,57,21.6,12.5,30.9,21.0,20.5,23.0,94.4,104.0,28.8,18.5
22200615,1610612744,GSW,1610612756,PHX,2022-23,26,31,57,30.9,21.0,21.6,12.5,23.0,20.5,104.0,94.4,31.0,25.5
22200616,1610612753,ORL,1610612757,POR,2022-23,33,20,53,26.6,20.0,27.7,23.0,23.3,20.5,103.2,101.6,30.0,24.5
22200616,1610612757,POR,1610612753,ORL,2022-23,20,33,53,27.7,23.0,26.6,20.0,20.5,23.3,101.6,103.2,30.0,24.0
22200617,1610612742,DAL,1610612746,LAC,2022-23,25,31,56,28.2,19.0,27.8,18.5,19.1,22.1,99.2,100.2,27.6,19.5
22200617,1610612746,LAC,1610612742,DAL,2022-23,31,25,56,27.8,18.5,28.2,19.0,22.1,19.1,100.2,99.2,29.5,21.5
22200618,1610612765,DET,1610612750,MIN,2022-23,31,34,65,28.6,22.5,30.5,23.5,22.7,21.7,102.0,101.8,29.9,22.5
22200618,1610612750,MIN,1610612765,DET,2022-23,34,31,65,30.5,23.5,28.6,22.5,21.7,22.7,101.8,102.0,28.2,22.5
22200619,1610612741,CHI,1610612764,WAS,2022-23,29,25,54,29.8,25.0,29.3,22.0,22.0,22.5,99.0,103.4,28.5,23.0
22200619,1610612764,WAS,1610612741,CHI,2022-23,25,29,54,29.3,22.0,29.8,25.0,22.5,22.0,103.4,99.0,27.7,18.5
22200620,1610612737,ATL,1610612749,MIL,2022-23,19,39,58,29.0,25.0,25.4,15.0,24.1,23.7,106.4,102.6,30.6,24.5
22200620,1610612749,MIL,1610612737,ATL,2022-23,39,19,58,25.4,15.0,29.0,25.0,23.7,24.1,102.6,106.4,31.6,17.0
22200621,1610612740,NOP,1610612738,BOS,2022-23,32,35,67,28.5,19.5,28.0,22.0,22.7,25.2,103.2,102.6,28.0,20.0
22200621,1610612738,BOS,1610612740,NOP,2022-23,35,32,67,28.0,22.0,28.5,19.5,25.2,22.7,102.6,103.2,29.2,20.5
22200622,1610612754,IND,1610612752,NYK,2022-23,21,37,58,28.0,16.5,28.6,22.0,23.5,23.0,104.6,100.0,27.3,22.0
22200622,1610612752,NYK,1610612754,IND,2022-23,37,21,58,28.6,22.0,28.0,16.5,23.0,23.5,100.0,104.6,27.1,16.5
22200623,1610612763,MEM,1610612759,SAS,2022-23,32,37,69,29.8,22.0,30.0,25.0,25.1,24.7,106.6,107.0,24.2,20.0
22200623,1610612759,SAS,1610612763,MEM,2022-23,37,32,69,30.0,25.0,29.8,22.0,24.7,25.1,107.0,106.6,33.1,27.0
22200624,1610612756,PHX,1610612743,DEN,2022-23,28,34,62,21.7,12.5,29.0,21.5,20.7,21.9,95.2,99.4,28.7,18.5
22200624,1610612743,DEN,1610612756,PHX,2022-23,34,28,62,29.0,21.5,21.7,12.5,21.9,20.7,99.4,95.2,24.3,17.0
22200625,1610612745,HOU,1610612758,SAC,2022-23,27,31,58,28.1,21.5,30.8,24.5,22.2,24.8,101.0,106.0,28.4,20.0
22200625,1610612758,SAC,1610612745,HOU,2022-23,31,27,58,30.8,24.5,28.1,21.5,24.8,22.2,106.0,101.0,28.9,21.5
22200626,1610612755,PHI,1610612760,OKC,2022-23,35,35,70,29.6,24.5,28.9,21.0,22.3,21.4,103.4,105.0,27.8,20.0
22200626,1610612760,OKC,1610612755,PHI,2022-23,35,35,70,28.9,21.0,29.6,24.5,21.4,22.3,105.0,103.4,31.8,24.0
22200627,1610612751,BKN,1610612738,BOS,2022-23,31,29,60,32.8,24.0,29.3,22.0,22.7,25.4,102.2,101.6,27.8,19.5
22200627,1610612738,BOS,1610612751,BKN,2022-23,29,31,60,29.3,22.0,32.8,24.0,25.4,22.7,101.6,102.2,28.2,20.5
22200628,1610612749,MIL,1610612748,MIA,2022-23,23,14,37,27.3,15.0,29.2,21.0,24.7,24.1,103.6,99.4,30.0,15.5
22200628,1610612748,MIA,1610612749,MIL,2022-23,14,23,37,29.2,21.0,27.3,15.0,24.1,24.7,99.4,103.6,28.0,23.0
22200629,1610612761,TOR,1610612766,CHA,2022-23,38,29,67,28.9,16.0,30.4,21.5,23.3,23.5,100.8,107.0,27.2,18.5
22200629,1610612766,CHA,1610612761,TOR,2022-23,29,38,67,30.4,21.5,28.9,16.0,23.5,23.3,107.0,100.8,30.0,18.5
22200630,1610612742,DAL,1610612747,LAL,2022-23,36,22,58,27.8,19.0,29.1,22.5,19.3,23.0,98.4,104.8,27.6,19.5
22200630,1610612747,LAL,1610612742,DAL,2022-23,22,36,58,29.1,22.5,27.8,19.0,23.0,19.3,104.8,98.4,28.0,21.0
22200631,1610612757,POR,1610612739,CLE,2022-23,32,27,59,26.4,21.0,27.9,18.5,20.4,21.8,102.6,98.4,30.6,24.0
22200631,1610612739,CLE,1610612757,POR,2022-23,27,32,59,27.9,18.5,26.4,21.0,21.8,20.4,98.4,102.6,28.3,17.0
22200632,1610612765,DET,1610612740,NOP,2022-23,28,32,60,28.3,22.5,28.4,19.5,22.2,22.3,101.6,101.2,30.1,22.5
22200632,1610612740,NOP,1610612765,DET,2022-23,32,28,60,28.4,19.5,28.3,22.5,22.3,22.2,101.2,101.6,29.2,20.0
22200633,1610612754,IND,1610612737,ATL,2022-23,27,36,63,25.9,16.5,27.5,22.0,23.2,24.0,104.6,107.0,28.8,23.0
22200633,1610612737,ATL,1610612754,IND,2022-23,36,27,63,27.5,22.0,25.9,16.5,24.0,23.2,107.0,104.6,31.8,24.5
22200634,1610612752,NYK,1610612764,WAS,2022-23,19,21,40,29.6,22.0,29.1,21.0,23.4,22.8,101.4,103.2,26.4,16.0
22200634,1610612764,WAS,1610612752,NYK,2022-23,21,19,40,29.1,21.0,29.6,22.0,22.8,23.4,103.2,101.4,27.6,18.5
22200635,1610612759,SAS,1610612744,GSW,2022-23,28,33,61,30.9,25.0,29.9,21.0,24.4,23.3,107.4,104.2,32.9,27.0
22200635,1610612744,GSW,1610612759,SAS,2022-23,33,28,61,29.9,21.0,30.9,25.0,23.3,24.4,104.2,107.4,31.5,25.5
22200636,1610612760,OKC,1610612741,CHI,2022-23,33,31,64,30.2,21.5,29.8,25.0,22.4,21.7,106.4,98.0,32.1,24.0
22200636,1610612741,CHI,1610612760,OKC,2022-23,31,33,64,29.8,25.0,30.2,21.5,21.7,22.4,98.0,106.4,28.8,24.5
22200637,1610612750,MIN,1610612756,PHX,2022-23,35,25,60,30.8,23.5,22.5,12.5,21.5,20.9,102.2,94.2,28.4,22.5
22200637,1610612756,PHX,1610612750,MIN,2022-23,25,35,60,22.5,12.5,30.8,23.5,20.9,21.5,94.2,102.2,28.2,18.5
22200638,1610612762,UTA,1610612753,ORL,2022-23,36,27,63,28.3,23.5,27.2,20.0,22.8,23.7,102.6,104.2,27.9,23.0
22200638,1610612753,ORL,1610612762,UTA,2022-23,27,36,63,27.2,20.0,28.3,23.5,23.7,22.8,104.2,102.6,28.6,21.0
22200639,1610612743,DEN,1610612746,LAC,2022-23,32,34,66,29.2,21.5,27.2,18.5,21.8,22.3,99.4,96.4,24.4,17.0
22200639,1610612746,LAC,1610612743,DEN,2022-23,34,32,66,27.2,18.5,29.2,21.5,22.3,21.8,96.4,99.4,30.1,24.5
