GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST
22200031,1610612748,MIA,1610612761,TOR,2022-23,38,33,71,27.5,27.5,26.0,26.0,23.5,20.0,100.0,101.0,29.0,29.0
22200032,1610612739,CLE,1610612741,CHI,2022-23,34,25,59,22.0,22.0,29.0,29.0,22.0,22.5,108.0,101.0,28.0,28.0
22200032,1610612741,CHI,1610612739,CLE,2022-23,25,34,59,29.0,29.0,22.0,22.0,22.5,22.0,101.0,108.0,29.5,29.5
22200033,1610612749,MIL,1610612745,HOU,2022-23,41,23,64,30.0,30.0,26.0,26.0,21.0,22.5,92.0,111.0,24.0,24.0
22200033,1610612745,HOU,1610612749,MIL,2022-23,23,41,64,26.0,26.0,30.0,30.0,22.5,21.0,111.0,92.0,26.0,26.0
22200034,1610612742,DAL,1610612763,MEM,2022-23,39,17,56,32.0,32.0,25.5,25.5,20.0,26.0,100.0,106.0,24.0,24.0
22200034,1610612763,MEM,1610612742,DAL,2022-23,17,39,56,25.5,25.5,32.0,32.0,26.0,20.0,106.0,100.0,27.5,27.5
22200035,1610612760,OKC,1610612743,DEN,2022-23,29,28,57,22.0,22.0,35.0,35.0,28.0,24.0,108.0,108.0,35.0,35.0
22200035,1610612743,DEN,1610612760,OKC,2022-23,28,29,57,35.0,35.0,22.0,22.0,24.0,28.0,108.0,108.0,35.5,35.5
22200036,1610612758,SAC,1610612746,LAC,2022-23,26,29,55,23.0,23.0,35.0,35.0,18.0,24.0,100.0,112.0,32.0,32.0
22200036,1610612746,LAC,1610612758,SAC,2022-23,29,26,55,35.0,35.0,23.0,23.0,24.0,18.0,112.0,100.0,23.0,23.0
22200037,1610612757,POR,1610612747,LAL,2022-23,32,24,56,28.5,28.5,22.5,22.5,19.5,25.0,97.0,116.0,25.5,25.5
22200037,1610612747,LAL,1610612757,POR,2022-23,24,32,56,22.5,22.5,28.5,28.5,25.0,19.5,116.0,97.0,30.0,30.0
22200038,1610612737,ATL,1610612766,CHA,2022-23,30,22,52,22.5,22.5,31.0,31.0,23.5,27.0,108.0,109.0,23.5,23.5
22200038,1610612766,CHA,1610612737,ATL,2022-23,22,30,52,31.0,31.0,22.5,22.5,27.0,23.5,109.0,108.0,28.5,28.5
22200039,1610612739,CLE,1610612764,WAS,2022-23,30,31,61,28.0,28.0,31.0,31.0,21.5,23.0,103.0,104.0,26.5,26.5
22200039,1610612764,WAS,1610612739,CLE,2022-23,31,30,61,31.0,31.0,28.0,28.0,23.0,21.5,104.0,103.0,27.5,27.5
22200040,1610612740,NOP,1610612762,UTA,2022-23,24,26,50,33.5,33.5,31.5,31.5,24.5,26.5,109.0,115.0,19.0,19.0
22200040,1610612762,UTA,1610612740,NOP,2022-23,26,24,50,31.5,31.5,33.5,33.5,26.5,24.5,115.0,109.0,35.5,35.5
22200041,1610612750,MIN,1610612760,OKC,2022-23,31,18,49,38.0,38.0,25.5,25.5,25.0,27.5,113.0,109.0,24.0,24.0
22200041,1610612760,OKC,1610612750,MIN,2022-23,18,31,49,25.5,25.5,38.0,38.0,27.5,25.0,109.0,113.0,31.5,31.5
22200042,1610612758,SAC,1610612744,GSW,2022-23,36,39,75,24.5,24.5,29.5,29.5,20.5,21.5,104.0,112.0,30.5,30.5
22200042,1610612744,GSW,1610612758,SAC,2022-23,39,36,75,29.5,29.5,24.5,24.5,21.5,20.5,112.0,104.0,31.0,31.0
22200043,1610612756,PHX,1610612746,LAC,2022-23,33,18,51,26.0,26.0,32.0,32.0,23.0,23.5,97.0,110.0,28.5,28.5
22200043,1610612746,LAC,1610612756,PHX,2022-23,18,33,51,32.0,32.0,26.0,26.0,23.5,23.0,110.0,97.0,24.5,24.5
22200044,1610612754,IND,1610612755,PHI,2022-23,23,33,56,25.33333333333333,25.0,26.0,24.5,23.0,21.666666666666668,107.33333333333331,98.66666666666669,35.666666666666664,35.5
22200044,1610612755,PHI,1610612754,IND,2022-23,33,23,56,26.0,24.5,25.33333333333333,25.0,21.666666666666668,23.0,98.66666666666669,107.33333333333331,24.333333333333332,21.5
22200045,1610612748,MIA,1610612761,TOR,2022-23,23,27,50,31.0,27.5,28.33333333333333,26.0,22.0,20.666666666666668,101.33333333333331,102.0,30.333333333333332,29.0
22200045,1610612761,TOR,1610612748,MIA,2022-23,27,23,50,28.33333333333333,26.0,31.0,27.5,20.666666666666668,22.0,102.0,101.33333333333331,29.333333333333332,25.0
22200046,1610612753,ORL,1610612752,NYK,2022-23,28,34,62,29.33333333333333,27.5,26.5,26.5,23.666666666666668,24.0,102.66666666666669,102.0,24.0,18.0
22200046,1610612752,NYK,1610612753,ORL,2022-23,34,28,62,26.5,26.5,29.33333333333333,27.5,24.0,23.666666666666668,102.0,102.66666666666669,22.5,22.5
22200047,1610612738,BOS,1610612741,CHI,2022-23,39,30,69,30.0,27.0,27.666666666666668,26.5,22.0,22.666666666666668,101.33333333333331,100.0,28.0,25.5
22200047,1610612741,CHI,1610612738,BOS,2022-23,30,39,69,27.666666666666668,26.5,30.0,27.0,22.666666666666668,22.0,100.0,101.33333333333331,31.0,29.5
22200048,1610612762,UTA,1610612745,HOU,2022-23,18,21,39,29.666666666666668,26.0,25.0,21.5,26.0,22.666666666666668,110.0,108.0,31.666666666666668,27.0
22200048,1610612745,HOU,1610612762,UTA,2022-23,21,18,39,25.0,21.5,29.666666666666668,26.0,22.666666666666668,26.0,108.0,110.0,31.0,26.0
22200049,1610612751,BKN,1610612763,MEM,2022-23,34,39,73,21.0,21.0,22.666666666666668,21.0,21.0,25.0,102.0,102.66666666666669,28.0,28.0
22200049,1610612763,MEM,1610612751,BKN,2022-23,39,34,73,22.666666666666668,21.0,21.0,21.0,25.0,21.0,102.66666666666669,102.0,31.333333333333332,27.5
22200050,1610612759,SAS,1610612750,MIN,2022-23,39,28,67,25.666666666666668,20.5,35.666666666666664,33.0,24.0,24.33333333333333,105.33333333333331,106.66666666666669,29.666666666666668,25.5
22200050,1610612750,MIN,1610612759,SAS,2022-23,28,39,67,35.666666666666664,33.0,25.666666666666668,20.5,24.33333333333333,24.0,106.66666666666669,105.33333333333331,22.0,20.0
22200051,1610612757,POR,1610612743,DEN,2022-23,23,31,54,29.666666666666668,28.5,32.666666666666664,29.0,19.666666666666668,24.0,102.66666666666669,108.66666666666669,25.0,23.5
22200051,1610612743,DEN,1610612757,POR,2022-23,31,23,54,32.666666666666664,29.0,29.666666666666668,28.5,24.0,19.666666666666668,108.66666666666669,102.66666666666669,33.333333333333336,31.5
22200052,1610612765,DET,1610612764,WAS,2022-23,25,28,53,24.0,18.5,31.0,28.5,23.0,24.0,101.33333333333331,100.0,27.666666666666668,26.5
22200052,1610612764,WAS,1610612765,DET,2022-23,28,25,53,31.0,28.5,24.0,18.5,24.0,23.0,100.0,101.33333333333331,28.333333333333332,27.5
22200053,1610612740,NOP,1610612742,DAL,2022-23,40,31,71,30.33333333333333,28.0,35.5,35.5,23.666666666666668,22.0,106.0,98.0,21.333333333333332,19.0
22200053,1610612742,DAL,1610612740,NOP,2022-23,31,40,71,35.5,35.5,30.33333333333333,28.0,22.0,23.666666666666668,98.0,106.0,20.5,20.5
22200054,1610612760,OKC,1610612746,LAC,2022-23,23,18,41,23.0,20.0,27.33333333333333,23.5,24.666666666666668,22.33333333333333,104.0,107.33333333333331,31.333333333333332,29.5
22200054,1610612746,LAC,1610612760,OKC,2022-23,18,23,41,27.33333333333333,23.5,23.0,20.0,22.33333333333333,24.666666666666668,107.33333333333331,104.0,27.333333333333332,24.5
22200055,1610612744,GSW,1610612756,PHX,2022-23,29,37,66,32.666666666666664,29.5,28.33333333333333,26.0,21.666666666666668,23.0,111.33333333333331,98.66666666666669,32.666666666666664,29.0
22200055,1610612756,PHX,1610612744,GSW,2022-23,37,29,66,28.33333333333333,26.0,32.666666666666664,29.5,23.0,21.666666666666668,98.66666666666669,111.33333333333331,25.0,21.5
22200056,1610612739,CLE,1610612753,ORL,2022-23,30,24,54,28.666666666666668,26.0,29.0,27.5,21.33333333333333,23.0,99.33333333333331,104.5,28.0,26.5
22200056,1610612753,ORL,1610612739,CLE,2022-23,24,30,54,29.0,27.5,28.666666666666668,26.0,23.0,21.33333333333333,104.5,99.33333333333331,26.5,18.0
22200057,1610612765,DET,1610612737,ATL,2022-23,32,36,68,24.25,18.5,25.0,22.5,22.0,24.0,99.0,104.66666666666669,27.75,26.5
22200057,1610612737,ATL,1610612765,DET,2022-23,36,32,68,25.0,22.5,24.25,18.5,24.0,22.0,104.66666666666669,99.0,23.0,21.0
22200058,1610612766,CHA,1610612752,NYK,2022-23,30,32,62,28.0,23.0,29.0,26.5,24.33333333333333,24.33333333333333,105.33333333333331,104.66666666666669,29.0,26.0
22200058,1610612752,NYK,1610612766,CHA,2022-23,32,30,62,29.0,26.5,28.0,23.0,24.33333333333333,24.33333333333333,104.66666666666669,105.33333333333331,24.333333333333332,22.5
22200059,1610612761,TOR,1610612755,PHI,2022-23,35,27,62,28.0,25.5,27.75,24.5,20.75,22.25,102.0,99.0,27.75,22.5
22200059,1610612755,PHI,1610612761,TOR,2022-23,27,35,62,27.75,24.5,28.0,25.5,22.25,20.75,99.0,102.0,24.0,21.0
22200060,1610612749,MIL,1610612751,BKN,2022-23,25,20,45,35.5,35.5,25.33333333333333,21.0,22.0,23.0,97.0,103.33333333333331,23.5,23.5
22200060,1610612751,BKN,1610612749,MIL,2022-23,20,25,45,25.33333333333333,21.0,35.5,35.5,23.0,22.0,103.33333333333331,97.0,31.666666666666668,28.0
22200061,1610612754,IND,1610612741,CHI,2022-23,27,38,65,24.75,24.0,28.25,26.5,22.75,22.5,105.5,100.5,35.0,34.0
22200061,1610612741,CHI,1610612754,IND,2022-23,38,27,65,28.25,26.5,24.75,24.0,22.5,22.75,100.5,105.5,33.0,29.5
22200062,1610612750,MIN,1610612759,SAS,2022-23,39,28,67,33.75,29.5,29.0,20.5,24.25,24.75,106.0,105.0,26.25,20.0
22200062,1610612759,SAS,1610612750,MIN,2022-23,28,39,67,29.0,20.5,33.75,29.5,24.75,24.25,105.0,106.0,29.25,25.5
22200063,1610612745,HOU,1610612762,UTA,2022-23,21,22,43,24.0,20.5,26.75,22.0,23.0,24.25,107.0,108.5,27.75,22.0
22200063,1610612762,UTA,1610612745,HOU,2022-23,22,21,43,26.75,22.0,24.0,20.5,24.25,23.0,108.5,107.0,29.0,22.5
22200064,1610612747,LAL,1610612743,DEN,2022-23,22,26,48,23.0,22.5,32.25,29.0,24.666666666666668,23.75,115.33333333333331,107.0,30.666666666666668,28.5
22200064,1610612743,DEN,1610612747,LAL,2022-23,26,22,48,32.25,29.0,23.0,22.5,23.75,24.666666666666668,107.0,115.33333333333331,30.75,26.0
22200065,1610612748,MIA,1610612757,POR,2022-23,28,31,59,29.0,22.5,28.0,24.0,21.25,20.0,101.5,102.5,29.5,27.5
22200065,1610612757,POR,1610612748,MIA,2022-23,31,28,59,28.0,24.0,29.0,22.5,20.0,21.25,102.5,101.5,26.5,23.5
22200066,1610612751,BKN,1610612742,DAL,2022-23,23,30,53,24.0,17.0,34.0,31.5,23.0,22.666666666666668,104.5,98.66666666666669,30.0,24.5
22200066,1610612742,DAL,1610612751,BKN,2022-23,30,23,53,34.0,31.5,24.0,17.0,22.666666666666668,23.0,98.66666666666669,104.5,27.0,20.5
22200067,1610612746,LAC,1610612760,OKC,2022-23,24,34,58,25.0,18.0,23.0,20.0,22.5,26.0,107.5,105.0,26.25,23.0
22200067,1610612760,OKC,1610612746,LAC,2022-23,34,24,58,23.0,20.0,25.0,18.0,26.0,22.5,105.0,107.5,28.0,23.0
22200068,1610612748,MIA,1610612744,GSW,2022-23,30,31,61,28.8,22.5,31.75,27.0,20.8,22.75,101.2,110.0,29.8,27.5
22200068,1610612744,GSW,1610612748,MIA,2022-23,31,30,61,31.75,27.0,28.8,22.5,22.75,20.8,110.0,101.2,33.75,29.0
22200069,1610612763,MEM,1610612758,SAC,2022-23,32,28,60,26.75,21.0,28.33333333333333,24.5,24.25,23.33333333333333,103.5,106.0,32.0,27.5
22200069,1610612758,SAC,1610612763,MEM,2022-23,28,32,60,28.33333333333333,24.5,26.75,21.0,23.33333333333333,24.25,106.0,103.5,33.333333333333336,30.5
22200070,1610612737,ATL,1610612765,DET,2022-23,35,29,64,27.75,22.5,25.8,18.5,23.75,22.8,101.5,97.6,25.25,21.0
22200070,1610612765,DET,1610612737,ATL,2022-23,29,35,64,25.8,18.5,27.75,22.5,22.8,23.75,97.6,101.5,29.4,26.5
22200071,1610612766,CHA,1610612753,ORL,2022-23,19,22,41,28.5,23.0,28.0,25.5,24.0,22.6,105.5,104.0,29.75,26.0
22200071,1610612753,ORL,1610612766,CHA,2022-23,22,19,41,28.0,25.5,28.5,23.0,22.6,24.0,104.0,105.5,27.2,18.0
22200072,1610612739,CLE,1610612738,BOS,2022-23,33,34,67,29.0,26.0,32.25,27.0,21.5,22.5,100.0,101.5,27.0,24.5
22200072,1610612738,BOS,1610612739,CLE,2022-23,34,33,67,32.25,27.0,29.0,26.0,22.5,21.5,101.5,100.0,28.5,25.5
22200073,1610612755,PHI,1610612761,TOR,2022-23,28,26,54,27.6,24.5,29.4,25.5,21.6,21.4,98.4,100.8,26.2,21.0
22200073,1610612761,TOR,1610612755,PHI,2022-23,26,28,54,29.4,25.5,27.6,24.5,21.4,21.6,100.8,98.4,27.6,22.5
22200074,1610612764,WAS,1610612754,IND,2022-23,28,36,64,30.25,27.0,25.2,24.0,22.75,22.6,98.0,103.2,27.5,25.0
22200074,1610612754,IND,1610612764,WAS,2022-23,36,28,64,25.2,24.0,30.25,27.0,22.6,22.75,103.2,98.0,35.6,34.0
22200075,1610612749,MIL,1610612752,NYK,2022-23,26,24,50,32.0,27.5,29.75,26.5,24.33333333333333,24.0,100.66666666666669,105.0,22.333333333333332,21.5
22200075,1610612752,NYK,1610612749,MIL,2022-23,24,26,50,29.75,26.5,32.0,27.5,24.0,24.33333333333333,105.0,100.66666666666669,25.75,22.5
22200076,1610612747,LAL,1610612750,MIN,2022-23,25,28,53,22.75,22.0,34.8,29.5,24.75,23.2,115.0,106.0,29.5,25.5
22200076,1610612750,MIN,1610612747,LAL,2022-23,28,25,53,34.8,29.5,22.75,22.0,23.2,24.75,106.0,115.0,26.6,20.0
22200077,1610612741,CHI,1610612759,SAS,2022-23,29,36,65,30.2,26.5,28.8,20.5,22.8,24.4,99.2,105.2,31.8,26.5
22200077,1610612759,SAS,1610612741,CHI,2022-23,36,29,65,28.8,20.5,30.2,26.5,24.4,22.8,105.2,99.2,31.2,25.5
22200078,1610612762,UTA,1610612743,DEN,2022-23,25,35,60,25.8,20.0,31.0,27.0,23.8,24.0,108.4,108.4,27.4,21.0
22200078,1610612743,DEN,1610612762,UTA,2022-23,35,25,60,31.0,27.0,25.8,20.0,24.0,23.8,108.4,108.4,29.0,22.5
22200079,1610612756,PHX,1610612740,NOP,2022-23,21,27,48,30.5,26.0,32.75,28.0,23.25,23.5,100.5,104.5,26.0,21.5
22200079,1610612740,NOP,1610612756,PHX,2022-23,27,21,48,32.75,28.0,30.5,26.0,23.5,23.25,104.5,100.5,23.75,19.0
22200080,1610612745,HOU,1610612757,POR,2022-23,23,32,55,23.4,20.5,28.6,24.0,23.2,20.4,107.2,102.0,26.6,20.0
22200080,1610612757,POR,1610612745,HOU,2022-23,32,23,55,28.6,24.0,23.4,20.5,20.4,23.2,102.0,107.2,26.8,23.5
22200081,1610612748,MIA,1610612758,SAC,2022-23,23,32,55,29.0,22.5,28.25,24.5,21.33333333333333,23.0,102.0,105.5,30.0,27.5
22200081,1610612758,SAC,1610612748,MIA,2022-23,32,23,55,28.25,24.5,29.0,22.5,23.0,21.33333333333333,105.5,102.0,33.0,30.5
22200082,1610612766,CHA,1610612744,GSW,2022-23,34,23,57,26.6,20.5,31.6,27.0,24.0,22.6,103.6,109.2,28.2,22.0
22200082,1610612744,GSW,1610612766,CHA,2022-23,23,34,57,31.6,27.0,26.6,20.5,22.6,24.0,109.2,103.6,33.0,26.0
22200083,1610612754,IND,1610612751,BKN,2022-23,26,26,52,27.0,24.0,23.8,17.0,22.83333333333333,22.2,103.66666666666669,102.8,34.333333333333336,30.5
22200083,1610612751,BKN,1610612754,IND,2022-23,26,26,52,23.8,17.0,27.0,24.0,22.2,22.83333333333333,102.8,103.66666666666669,30.0,24.5
22200084,1610612741,CHI,1610612755,PHI,2022-23,22,37,59,30.0,26.5,27.666666666666668,24.5,22.83333333333333,21.33333333333333,100.33333333333331,96.0,32.5,26.5
22200084,1610612755,PHI,1610612741,CHI,2022-23,37,22,59,27.666666666666668,24.5,30.0,26.5,21.33333333333333,22.83333333333333,96.0,100.33333333333331,26.166666666666668,21.0
22200085,1610612749,MIL,1610612737,ATL,2022-23,32,30,62,30.5,25.5,29.2,22.5,25.0,23.6,103.0,102.8,22.75,21.5
22200085,1610612737,ATL,1610612749,MIL,2022-23,30,32,62,29.2,22.5,30.5,25.5,23.6,25.0,102.8,103.0,26.0,21.0
22200086,1610612742,DAL,1610612760,OKC,2022-23,25,27,52,33.0,30.5,25.2,20.0,22.25,25.6,98.0,105.2,26.0,20.0
22200086,1610612760,OKC,1610612742,DAL,2022-23,27,25,52,25.2,20.0,33.0,30.5,25.6,22.25,105.2,98.0,27.2,21.0
22200087,1610612762,UTA,1610612763,MEM,2022-23,24,30,54,25.666666666666668,20.0,27.8,21.0,23.83333333333333,24.6,106.66666666666669,103.6,28.666666666666668,21.0
22200087,1610612763,MEM,1610612762,UTA,2022-23,30,24,54,27.8,21.0,25.666666666666668,20.0,24.6,23.83333333333333,103.6,106.66666666666669,31.2,25.5
22200088,1610612746,LAC,1610612740,NOP,2022-23,25,18,43,24.8,18.0,31.6,25.5,21.0,23.0,107.2,103.6,27.8,23.0
22200088,1610612740,NOP,1610612746,LAC,2022-23,18,25,43,31.6,25.5,24.8,18.0,23.0,21.0,103.6,107.2,23.2,17.5
22200089,1610612764,WAS,1610612738,BOS,2022-23,15,34,49,29.8,27.0,32.6,27.0,22.8,21.6,99.6,104.0,29.2,25.0
