index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST
4285,22301220,1610612748,MIA,1610612739,CLE,2023-24,25,17,2023-12-08,42,29.9,22.0,26.1,21.5,21.0,22.5,98.6,100.2,27.1,19.5,31.0,23.0
4301,22301219,1610612764,WAS,1610612751,BKN,2023-24,18,26,2023-12-08,44,28.9,24.5,28.4,22.0,22.1,23.4,106.2,96.6,31.0,23.0,27.1,19.5
4252,22300297,1610612752,NYK,1610612761,TOR,2023-24,35,35,2023-12-11,70,30.1,23.5,28.4,19.5,24.1,23.7,94.6,100.8,26.6,16.5,28.3,23.0
4254,22300292,1610612766,CHA,1610612748,MIA,2023-24,24,29,2023-12-11,53,26.4,17.5,28.1,21.0,22.4,22.0,99.2,105.4,28.3,23.0,26.6,16.5
4262,22300295,1610612764,WAS,1610612755,PHI,2023-24,27,43,2023-12-11,70,28.1,21.0,26.4,17.5,21.9,20.7,101.0,97.2,29.5,23.0,28.3,21.0
4261,22300304,1610612757,POR,1610612746,LAC,2023-24,32,43,2023-12-11,75,25.2,21.0,31.1,19.0,24.2,24.1,101.6,102.8,28.3,21.0,29.5,23.0
4255,22300292,1610612748,MIA,1610612766,CHA,2023-24,29,24,2023-12-11,53,29.4,22.0,31.5,26.5,21.3,23.8,98.4,101.6,26.1,15.5,28.1,21.0
4269,22300294,1610612739,CLE,1610612753,ORL,2023-24,29,22,2023-12-11,51,28.0,21.0,27.3,21.5,23.0,24.0,102.6,99.0,28.1,21.0,26.1,15.5
4264,22300296,1610612743,DEN,1610612737,ATL,2023-24,28,36,2023-12-11,64,30.8,20.5,30.4,20.5,22.9,24.0,97.0,102.4,27.2,22.0,28.2,22.0
4267,22300299,1610612742,DAL,1610612763,MEM,2023-24,29,24,2023-12-11,53,31.1,19.0,25.2,21.0,24.0,22.9,102.8,101.6,28.2,22.0,27.2,22.0
4266,22300299,1610612763,MEM,1610612742,DAL,2023-24,24,29,2023-12-11,53,27.5,25.0,26.5,21.5,22.0,22.4,98.4,96.8,27.6,20.5,30.0,22.0
4268,22300294,1610612753,ORL,1610612739,CLE,2023-24,22,29,2023-12-11,51,27.6,19.5,27.8,21.5,22.6,23.1,102.8,106.0,30.0,22.0,27.6,20.5
4272,22300300,1610612749,MIL,1610612741,CHI,2023-24,37,32,2023-12-11,69,30.4,20.5,30.8,20.5,23.8,21.3,105.4,99.2,30.3,24.0,26.2,16.5
4277,22300302,1610612760,OKC,1610612762,UTA,2023-24,34,20,2023-12-11,54,29.5,20.5,24.6,19.0,24.0,23.0,101.6,98.4,26.2,16.5,30.3,24.0
4263,22300295,1610612755,PHI,1610612764,WAS,2023-24,43,27,2023-12-11,70,27.8,21.5,27.6,19.5,22.8,22.1,102.8,98.0,29.5,20.5,28.1,19.5
4258,22300303,1610612751,BKN,1610612758,SAC,2023-24,18,26,2023-12-11,44,28.6,20.5,30.4,24.5,23.6,23.8,100.0,102.4,28.1,19.5,29.5,20.5
4274,22300301,1610612750,MIN,1610612740,NOP,2023-24,29,29,2023-12-11,58,28.4,19.5,30.1,23.5,21.5,23.0,99.0,102.6,27.5,21.0,33.2,29.5
4265,22300296,1610612737,ATL,1610612743,DEN,2023-24,36,28,2023-12-11,64,32.1,23.5,24.5,18.5,24.1,24.2,102.4,97.0,33.2,29.5,27.5,21.0
4260,22300304,1610612746,LAC,1610612757,POR,2023-24,43,32,2023-12-11,75,27.3,21.5,28.0,21.0,23.0,21.5,97.2,101.0,27.3,16.0,31.1,26.0
4256,22300293,1610612765,DET,1610612754,IND,2023-24,36,33,2023-12-11,69,24.5,18.5,32.1,23.5,23.8,23.6,103.4,101.6,31.1,26.0,27.3,16.0
4271,22300298,1610612745,HOU,1610612759,SAS,2023-24,19,21,2023-12-11,40,26.5,21.5,27.5,25.0,23.1,22.6,96.8,98.4,26.4,19.5,28.7,22.0
4276,22300302,1610612762,UTA,1610612760,OKC,2023-24,20,34,2023-12-11,54,24.6,19.0,29.5,20.5,22.3,22.9,100.2,102.6,28.7,22.0,26.4,19.5
4273,22300300,1610612741,CHI,1610612749,MIL,2023-24,32,37,2023-12-11,69,24.2,14.0,29.8,18.0,20.7,21.9,98.0,102.8,28.1,21.5,29.0,22.5
4275,22300301,1610612740,NOP,1610612750,MIN,2023-24,29,29,2023-12-11,58,31.5,26.5,29.4,22.0,22.1,22.8,101.6,103.4,29.0,22.5,28.1,21.5
4270,22300298,1610612759,SAS,1610612745,HOU,2023-24,21,19,2023-12-11,40,29.8,18.0,24.2,14.0,23.7,24.1,102.4,100.0,29.2,24.5,28.0,20.0
4253,22300297,1610612761,TOR,1610612752,NYK,2023-24,35,35,2023-12-11,70,27.4,21.5,30.5,21.5,23.8,23.4,100.8,94.6,28.0,20.0,29.2,24.5
4257,22300293,1610612754,IND,1610612765,DET,2023-24,33,36,2023-12-11,69,30.5,21.5,27.4,21.5,22.9,22.3,106.0,102.8,31.2,25.0,32.2,27.5
4259,22300303,1610612758,SAC,1610612751,BKN,2023-24,26,18,2023-12-11,44,30.4,24.5,28.6,20.5,23.4,23.8,102.6,100.2,32.2,27.5,31.2,25.0
4245,22300308,1610612744,GSW,1610612756,PHX,2023-24,25,25,2023-12-12,50,29.8,23.0,30.7,25.0,23.3,23.7,100.8,97.6,28.0,20.5,28.5,23.0
4249,22300307,1610612743,DEN,1610612741,CHI,2023-24,32,25,2023-12-12,57,30.9,20.5,28.0,21.0,23.2,24.4,96.6,96.4,28.5,23.0,28.0,20.5
4250,22300305,1610612738,BOS,1610612739,CLE,2023-24,21,31,2023-12-12,52,30.7,25.0,29.8,23.0,21.8,23.7,101.8,103.0,25.6,18.0,28.3,21.5
4244,22300308,1610612756,PHX,1610612744,GSW,2023-24,25,25,2023-12-12,50,27.9,21.5,29.3,19.5,22.0,23.2,96.4,96.6,28.3,21.5,25.6,18.0
4246,22300309,1610612746,LAC,1610612758,SAC,2023-24,32,24,2023-12-12,56,28.3,21.5,29.9,19.0,23.2,22.0,97.6,100.8,27.8,16.0,28.0,22.0
4242,22300306,1610612742,DAL,1610612747,LAL,2023-24,34,26,2023-12-12,60,29.9,19.0,28.3,21.5,24.4,23.2,103.0,101.8,28.0,22.0,27.8,16.0
4251,22300305,1610612739,CLE,1610612738,BOS,2023-24,31,21,2023-12-12,52,28.0,21.0,30.9,20.5,23.7,23.3,101.0,97.2,27.6,21.0,30.9,22.0
4247,22300309,1610612758,SAC,1610612746,LAC,2023-24,24,32,2023-12-12,56,30.1,24.5,26.0,17.0,23.3,20.9,102.2,105.0,30.9,22.0,27.6,21.0
4243,22300306,1610612747,LAL,1610612742,DAL,2023-24,26,34,2023-12-12,60,29.3,19.5,27.9,21.5,23.7,21.8,105.0,102.2,28.3,20.0,29.2,21.5
4248,22300307,1610612741,CHI,1610612743,DEN,2023-24,25,32,2023-12-12,57,26.0,17.0,30.1,24.5,20.9,23.3,97.2,101.0,29.2,21.5,28.3,20.0
4234,22300312,1610612748,MIA,1610612766,CHA,2023-24,22,23,2023-12-13,45,29.7,22.0,28.8,17.5,21.6,22.4,97.4,102.8,27.1,20.5,29.8,20.5
4224,22300310,1610612755,PHI,1610612765,DET,2023-24,39,26,2023-12-13,65,29.1,21.5,27.7,18.5,23.5,22.6,104.0,98.4,29.8,20.5,27.1,20.5
4225,22300310,1610612765,DET,1610612755,PHI,2023-24,26,39,2023-12-13,65,25.5,18.5,26.1,20.0,23.6,23.6,104.2,104.0,30.9,26.0,29.5,21.0
4240,22300313,1610612761,TOR,1610612737,ATL,2023-24,31,39,2023-12-13,70,27.7,21.5,33.3,24.5,23.1,23.8,100.6,95.4,29.5,21.0,30.9,26.0
4230,22300318,1610612762,UTA,1610612752,NYK,2023-24,22,31,2023-12-13,53,23.6,18.5,30.8,20.5,21.8,22.7,102.0,97.6,29.1,22.0,27.7,19.5
4229,22300317,1610612751,BKN,1610612756,PHX,2023-24,31,22,2023-12-13,53,27.7,18.5,29.1,21.5,23.0,22.1,99.0,106.8,27.7,19.5,29.1,22.0
4231,22300318,1610612752,NYK,1610612762,UTA,2023-24,31,22,2023-12-13,53,30.1,23.5,25.1,17.5,24.1,22.9,95.2,101.0,27.6,16.5,27.8,21.5
4228,22300317,1610612756,PHX,1610612751,BKN,2023-24,22,31,2023-12-13,53,27.4,21.5,28.3,21.0,21.8,24.3,95.4,100.6,27.8,21.5,27.6,16.5
4238,22300315,1610612749,MIL,1610612754,IND,2023-24,36,33,2023-12-13,69,30.8,20.5,23.6,18.5,24.3,21.8,104.0,104.2,30.1,24.0,30.3,23.0
4233,22300311,1610612764,WAS,1610612740,NOP,2023-24,30,28,2023-12-13,58,28.3,21.0,27.4,21.5,22.7,21.8,102.8,97.4,30.3,23.0,30.1,24.0
4239,22300315,1610612754,IND,1610612749,MIL,2023-24,33,36,2023-12-13,69,30.2,21.5,27.3,24.0,22.9,24.1,106.8,99.0,31.8,25.0,28.2,21.5
4227,22300316,1610612759,SAS,1610612747,LAL,2023-24,26,34,2023-12-13,60,28.8,17.5,29.7,22.0,23.8,23.1,103.2,97.6,28.2,21.5,31.8,25.0
4226,22300316,1610612747,LAL,1610612759,SAS,2023-24,34,26,2023-12-13,60,29.9,22.0,31.5,26.5,23.6,23.6,105.2,102.0,28.9,20.0,25.6,19.5
4236,22300314,1610612745,HOU,1610612763,MEM,2023-24,29,23,2023-12-13,52,26.1,20.0,25.5,18.5,22.6,23.5,97.6,103.2,25.6,19.5,28.9,20.0
4232,22300311,1610612740,NOP,1610612764,WAS,2023-24,28,30,2023-12-13,58,31.5,26.5,29.9,22.0,22.1,23.0,102.0,105.2,28.8,22.5,27.0,20.5
4237,22300314,1610612763,MEM,1610612745,HOU,2023-24,23,29,2023-12-13,52,27.3,24.0,30.2,21.5,22.4,21.6,97.6,102.0,27.0,20.5,28.8,22.5
4241,22300313,1610612737,ATL,1610612761,TOR,2023-24,39,31,2023-12-13,70,33.3,24.5,27.7,21.5,24.1,22.4,101.0,95.2,33.0,28.5,28.4,23.0
4235,22300312,1610612766,CHA,1610612748,MIA,2023-24,23,22,2023-12-13,45,25.1,17.5,30.1,23.5,22.4,24.1,98.4,104.0,28.4,23.0,33.0,28.5
4219,22300323,1610612762,UTA,1610612757,POR,2023-24,38,30,2023-12-14,68,24.1,20.5,26.1,21.0,21.9,23.5,102.2,102.4,29.0,22.0,29.6,21.0
4218,22300323,1610612757,POR,1610612762,UTA,2023-24,30,38,2023-12-14,68,26.1,21.0,24.1,20.5,24.5,21.6,100.6,99.2,29.6,21.0,29.0,22.0
4213,22300319,1610612738,BOS,1610612739,CLE,2023-24,33,24,2023-12-14,57,30.2,22.5,28.4,21.0,22.3,22.6,102.2,97.4,25.5,18.0,29.1,21.5
4221,22300320,1610612741,CHI,1610612748,MIA,2023-24,36,22,2023-12-14,58,25.8,17.0,28.6,19.5,22.1,24.2,97.0,102.2,29.1,21.5,25.5,18.0
4212,22300319,1610612739,CLE,1610612738,BOS,2023-24,24,33,2023-12-14,57,28.4,21.0,30.2,22.5,24.2,22.1,102.2,97.0,27.3,20.5,28.2,23.0
4217,22300322,1610612743,DEN,1610612751,BKN,2023-24,29,22,2023-12-14,51,31.3,20.5,28.6,18.5,22.8,22.9,97.2,102.0,28.2,23.0,27.3,20.5
4214,22300325,1610612746,LAC,1610612744,GSW,2023-24,29,28,2023-12-14,57,28.9,21.5,29.9,19.0,23.5,21.9,97.0,98.4,28.8,21.0,27.6,19.5
4216,22300322,1610612751,BKN,1610612743,DEN,2023-24,22,29,2023-12-14,51,28.6,18.5,31.3,20.5,22.9,22.8,97.4,102.2,27.6,19.5,28.8,21.0
4223,22300321,1610612742,DAL,1610612750,MIN,2023-24,30,26,2023-12-14,56,29.9,19.0,28.9,21.5,24.6,22.9,102.0,97.2,27.3,22.0,26.7,20.0
4220,22300320,1610612748,MIA,1610612741,CHI,2023-24,22,36,2023-12-14,58,28.6,22.0,29.9,23.5,21.6,24.5,99.2,100.6,26.7,20.0,27.3,22.0
4211,22300324,1610612758,SAC,1610612760,OKC,2023-24,29,30,2023-12-14,59,29.0,24.0,29.0,20.5,22.9,24.6,103.2,100.0,30.5,22.0,26.9,21.0
4222,22300321,1610612750,MIN,1610612742,DAL,2023-24,26,30,2023-12-14,56,28.6,19.5,25.8,17.0,21.7,23.9,98.4,97.0,26.9,21.0,30.5,22.0
4210,22300324,1610612760,OKC,1610612758,SAC,2023-24,30,29,2023-12-14,59,29.0,20.5,29.0,24.0,23.9,21.7,102.4,102.2,25.8,16.5,26.6,20.5
4215,22300325,1610612744,GSW,1610612746,LAC,2023-24,28,29,2023-12-14,57,29.9,23.5,28.6,22.0,22.6,22.3,100.0,103.2,26.6,20.5,25.8,16.5
4207,22300328,1610612754,IND,1610612764,WAS,2023-24,37,30,2023-12-15,67,31.4,23.5,26.1,20.0,23.2,22.9,106.2,98.2,31.2,25.0,28.8,22.5
4208,22300326,1610612740,NOP,1610612766,CHA,2023-24,21,20,2023-12-15,41,31.1,26.0,30.2,23.5,22.9,23.2,103.0,96.0,28.8,22.5,31.2,25.0
4195,22300329,1610612753,ORL,1610612738,BOS,2023-24,24,30,2023-12-15,54,25.6,19.5,25.5,18.5,22.1,22.3,102.2,98.8,30.8,23.0,25.9,20.0
4202,22300332,1610612745,HOU,1610612763,MEM,2023-24,14,29,2023-12-15,43,26.2,20.0,26.9,23.5,22.1,23.4,98.8,102.2,25.9,20.0,30.8,23.0
4205,22300333,1610612756,PHX,1610612752,NYK,2023-24,30,31,2023-12-15,61,26.2,21.0,28.6,21.0,21.6,23.6,94.4,102.2,28.8,23.0,30.2,21.0
4201,22300327,1610612755,PHI,1610612765,DET,2023-24,26,22,2023-12-15,48,30.7,22.0,33.2,24.5,23.6,21.6,104.4,105.0,30.2,21.0,28.8,23.0
4200,22300327,1610612765,DET,1610612755,PHI,2023-24,22,26,2023-12-15,48,26.1,20.0,31.4,23.5,23.2,23.0,105.0,104.4,31.6,26.0,30.0,23.0
4206,22300328,1610612764,WAS,1610612754,IND,2023-24,30,37,2023-12-15,67,28.6,21.0,26.2,21.0,23.0,23.2,104.4,101.4,30.0,23.0,31.6,26.0
4194,22300329,1610612738,BOS,1610612753,ORL,2023-24,30,24,2023-12-15,54,30.9,22.5,30.1,22.0,22.3,22.1,102.2,94.4,25.2,18.0,27.3,20.5
4203,22300332,1610612763,MEM,1610612745,HOU,2023-24,29,14,2023-12-15,43,26.9,23.5,26.2,20.0,21.9,23.4,98.2,106.2,27.3,20.5,25.2,18.0
4197,22300331,1610612759,SAS,1610612747,LAL,2023-24,42,22,2023-12-15,64,27.9,17.5,28.5,21.5,23.4,22.1,103.0,100.2,29.0,21.5,27.9,16.5
4204,22300333,1610612752,NYK,1610612756,PHX,2023-24,31,30,2023-12-15,61,30.2,23.5,31.1,26.0,23.6,23.0,96.0,103.0,27.9,16.5,29.0,21.5
4209,22300326,1610612766,CHA,1610612740,NOP,2023-24,20,21,2023-12-15,41,25.5,18.5,25.6,19.5,22.7,24.4,99.8,106.4,27.6,22.0,32.7,28.5
4198,22300330,1610612737,ATL,1610612761,TOR,2023-24,30,24,2023-12-15,54,33.2,24.5,30.7,22.0,24.4,22.7,101.4,104.4,32.7,28.5,27.6,22.0
4196,22300331,1610612747,LAL,1610612759,SAS,2023-24,22,42,2023-12-15,64,30.1,22.0,30.9,22.5,23.4,21.9,106.4,99.8,29.8,23.5,30.4,21.0
4199,22300330,1610612761,TOR,1610612737,ATL,2023-24,24,30,2023-12-15,54,28.5,21.5,27.9,17.5,23.0,23.6,100.2,103.0,30.4,21.0,29.8,23.5
4183,22300339,1610612744,GSW,1610612751,BKN,2023-24,32,25,2023-12-16,57,29.6,23.5,28.2,20.5,22.2,22.6,101.0,100.0,26.2,20.5,30.2,25.0
4189,22300338,1610612754,IND,1610612750,MIN,2023-24,20,23,2023-12-16,43,31.7,23.5,29.3,19.0,22.8,22.6,106.6,97.4,30.2,25.0,26.2,20.5
4180,22300336,1610612739,CLE,1610612737,ATL,2023-24,41,28,2023-12-16,69,28.2,20.5,29.6,23.5,24.3,23.3,102.8,104.6,26.9,20.5,27.8,16.5
4186,22300343,1610612752,NYK,1610612746,LAC,2023-24,33,35,2023-12-16,68,30.5,23.5,25.8,20.5,23.3,23.1,97.4,104.8,27.8,16.5,26.9,20.5
4181,22300336,1610612737,ATL,1610612739,CLE,2023-24,28,41,2023-12-16,69,31.7,24.5,28.7,20.5,24.4,24.6,100.0,101.0,31.8,26.0,29.7,20.5
4184,22300335,1610612755,PHI,1610612766,CHA,2023-24,33,17,2023-12-16,50,30.9,22.0,27.0,21.5,24.3,24.4,104.6,102.8,29.7,20.5,31.8,26.0
4192,22300342,1610612758,SAC,1610612762,UTA,2023-24,35,23,2023-12-16,58,28.8,24.0,31.3,20.5,22.6,22.2,104.0,100.2,30.6,22.0,30.7,24.0
4174,22300334,1610612749,MIL,1610612765,DET,2023-24,43,20,2023-12-16,63,31.3,20.5,28.8,24.0,24.4,23.3,104.8,97.4,30.7,24.0,30.6,22.0
4191,22300337,1610612748,MIA,1610612741,CHI,2023-24,36,24,2023-12-16,60,27.1,22.0,32.3,23.5,21.7,23.7,99.4,99.8,27.7,20.0,26.6,21.5
4185,22300335,1610612766,CHA,1610612755,PHI,2023-24,17,33,2023-12-16,50,25.0,18.0,29.5,21.5,22.4,23.8,99.6,98.0,26.6,21.5,27.7,20.0
4182,22300339,1610612751,BKN,1610612744,GSW,2023-24,25,32,2023-12-16,57,27.5,18.5,28.1,19.5,23.3,24.4,97.2,98.6,26.0,19.5,27.1,21.0
4188,22300338,1610612750,MIN,1610612754,IND,2023-24,23,20,2023-12-16,43,28.1,19.5,27.5,18.5,22.0,21.9,98.6,97.2,27.1,21.0,26.0,19.5
4177,22300340,1610612760,OKC,1610612743,DEN,2023-24,27,31,2023-12-16,58,28.7,20.5,31.7,24.5,23.8,22.4,102.4,105.2,25.6,16.5,26.4,22.0
4179,22300341,1610612742,DAL,1610612757,POR,2023-24,36,39,2023-12-16,75,29.3,19.0,31.7,23.5,24.4,24.3,101.8,97.2,26.4,22.0,25.6,16.5
4187,22300343,1610612746,LAC,1610612752,NYK,2023-24,35,33,2023-12-16,68,29.5,21.5,25.0,18.0,23.7,21.7,98.0,99.6,28.0,21.0,27.5,21.5
4176,22300340,1610612743,DEN,1610612760,OKC,2023-24,31,27,2023-12-16,58,32.3,23.5,27.1,22.0,23.3,24.3,97.2,101.8,27.5,21.5,28.0,21.0
4190,22300337,1610612741,CHI,1610612748,MIA,2023-24,24,36,2023-12-16,60,28.0,21.0,26.0,19.5,22.6,22.8,97.4,106.6,28.7,20.5,31.5,25.5
4175,22300334,1610612765,DET,1610612749,MIL,2023-24,20,43,2023-12-16,63,26.0,19.5,28.0,21.0,23.1,23.3,105.2,102.4,31.5,25.5,28.7,20.5
4193,22300342,1610612762,UTA,1610612758,SAC,2023-24,23,35,2023-12-16,58,25.8,20.5,30.5,23.5,21.9,22.0,100.2,104.0,28.8,22.0,30.1,21.0
4178,22300341,1610612757,POR,1610612742,DAL,2023-24,39,36,2023-12-16,75,27.0,21.5,30.9,22.0,24.6,24.4,99.8,99.4,30.1,21.0,28.8,22.0
4164,22300346,1610612749,MIL,1610612745,HOU,2023-24,33,28,2023-12-17,61,33.9,25.0,25.0,19.5,24.2,22.7,106.0,95.4,29.8,21.0,27.9,20.5
4169,22300345,1610612759,SAS,1610612740,NOP,2023-24,20,33,2023-12-17,53,29.4,17.5,29.9,23.5,22.7,24.2,104.2,100.6,27.9,20.5,29.8,21.0
4171,22300344,1610612738,BOS,1610612753,ORL,2023-24,27,31,2023-12-17,58,30.8,22.5,29.6,22.5,21.9,21.4,102.8,101.4,25.1,18.0,28.8,23.0
4166,22300347,1610612756,PHX,1610612764,WAS,2023-24,21,29,2023-12-17,50,26.6,21.0,24.9,16.5,21.4,21.9,95.4,106.0,28.8,23.0,25.1,18.0
4170,22300344,1610612753,ORL,1610612738,BOS,2023-24,31,27,2023-12-17,58,25.0,19.5,33.9,25.0,22.1,22.9,101.4,102.8,31.5,24.5,25.9,20.0
4165,22300346,1610612745,HOU,1610612749,MIL,2023-24,28,33,2023-12-17,61,24.9,16.5,26.6,21.0,22.4,22.7,99.0,106.4,25.9,20.0,31.5,24.5
4168,22300345,1610612740,NOP,1610612759,SAS,2023-24,33,20,2023-12-17,53,29.6,22.5,30.8,22.5,22.9,24.2,103.0,100.8,28.5,21.0,26.0,20.5
4172,22300348,1610612744,GSW,1610612757,POR,2023-24,27,23,2023-12-17,50,29.9,23.5,29.4,17.5,22.7,22.4,100.8,103.0,26.0,20.5,28.5,21.0
4167,22300347,1610612764,WAS,1610612756,PHX,2023-24,29,21,2023-12-17,50,29.2,22.0,28.8,22.0,22.9,22.1,106.4,99.0,31.6,25.5,30.3,21.0
4173,22300348,1610612757,POR,1610612744,GSW,2023-24,23,27,2023-12-17,50,28.8,22.0,29.2,22.0,24.2,22.9,100.6,104.2,30.3,21.0,31.6,25.5
4146,22300349,1610612745,HOU,1610612739,CLE,2023-24,34,33,2023-12-18,67,25.6,16.5,28.6,22.0,22.3,21.5,100.0,102.6,26.4,20.0,26.6,17.0
4157,22300355,1610612763,MEM,1610612760,OKC,2023-24,26,34,2023-12-18,60,27.0,23.5,30.0,19.0,22.1,23.7,97.8,98.6,26.6,17.0,26.4,20.0
4161,22300351,1610612741,CHI,1610612755,PHI,2023-24,25,24,2023-12-18,49,28.2,22.0,28.3,20.5,23.3,23.0,95.2,106.2,28.7,20.5,29.4,22.0
4155,22300357,1610612762,UTA,1610612751,BKN,2023-24,28,28,2023-12-18,56,25.9,20.5,31.1,24.5,21.5,22.0,100.8,104.8,29.4,22.0,28.7,20.5
4152,22300358,1610612758,SAC,1610612764,WAS,2023-24,27,31,2023-12-18,58,29.3,24.0,26.7,19.5,22.7,23.5,105.0,100.2,29.7,20.5,29.5,24.5
4150,22300350,1610612746,LAC,1610612754,IND,2023-24,37,38,2023-12-18,75,30.1,21.5,27.4,18.5,23.7,23.3,99.0,103.2,29.5,24.5,29.7,20.5
4153,22300358,1610612764,WAS,1610612758,SAC,2023-24,31,27,2023-12-18,58,28.6,22.0,25.6,16.5,21.9,24.3,106.6,100.6,30.3,23.0,32.9,26.0
4144,22300352,1610612737,ATL,1610612765,DET,2023-24,38,25,2023-12-18,63,31.1,24.5,25.9,20.5,24.4,22.1,100.6,106.6,32.9,26.0,30.3,23.0
4160,22300351,1610612755,PHI,1610612741,CHI,2023-24,24,25,2023-12-18,49,32.2,24.5,27.9,22.0,24.3,23.9,104.8,100.8,27.7,18.0,28.5,16.5
4162,22300359,1610612752,NYK,1610612747,LAL,2023-24,35,27,2023-12-18,62,31.3,25.5,24.6,16.5,23.7,22.1,98.6,97.8,28.5,16.5,27.7,18.0
4143,22300353,1610612750,MIN,1610612748,MIA,2023-24,22,33,2023-12-18,55,26.7,19.5,29.3,24.0,22.0,21.5,98.8,97.4,27.1,21.0,31.1,23.5
4163,22300359,1610612747,LAL,1610612752,NYK,2023-24,27,35,2023-12-18,62,29.8,20.5,30.2,21.0,23.0,23.3,105.4,98.0,31.1,23.5,27.1,21.0
4156,22300355,1610612760,OKC,1610612763,MEM,2023-24,34,26,2023-12-18,60,28.1,20.5,28.2,21.5,23.2,22.9,102.6,100.8,26.6,16.5,27.8,22.0
4148,22300356,1610612742,DAL,1610612743,DEN,2023-24,20,28,2023-12-18,48,30.0,19.0,27.0,23.5,23.2,23.6,102.6,100.0,27.8,22.0,26.6,16.5
4158,22300354,1610612761,TOR,1610612766,CHA,2023-24,19,27,2023-12-18,46,28.2,21.5,28.1,20.5,22.9,23.2,100.2,105.0,29.9,21.0,32.5,25.5
4145,22300352,1610612765,DET,1610612737,ATL,2023-24,25,38,2023-12-18,63,25.4,18.5,31.5,23.5,23.3,23.7,106.2,95.2,32.5,25.5,29.9,21.0
4159,22300354,1610612766,CHA,1610612761,TOR,2023-24,27,19,2023-12-18,46,24.6,16.5,31.3,25.5,22.1,24.4,100.8,102.6,27.5,21.5,29.8,23.5
4151,22300350,1610612754,IND,1610612746,LAC,2023-24,38,37,2023-12-18,75,30.2,21.0,29.8,20.5,23.6,23.2,106.4,98.8,29.8,23.5,27.5,21.5
4147,22300349,1610612739,CLE,1610612745,HOU,2023-24,33,34,2023-12-18,67,28.3,20.5,28.2,22.0,24.3,21.9,103.2,99.0,26.2,20.5,26.7,21.5
4149,22300356,1610612743,DEN,1610612742,DAL,2023-24,28,20,2023-12-18,48,31.5,23.5,25.4,18.5,23.9,24.3,97.4,98.8,26.7,21.5,26.2,20.5
4142,22300353,1610612748,MIA,1610612750,MIN,2023-24,33,22,2023-12-18,55,27.9,22.0,32.2,24.5,21.5,22.3,98.8,106.4,27.6,20.0,27.0,19.5
4154,22300357,1610612751,BKN,1610612762,UTA,2023-24,28,28,2023-12-18,56,27.4,18.5,30.1,21.5,23.5,22.7,98.0,105.4,27.0,19.5,27.6,20.0
4138,22300361,1610612759,SAS,1610612749,MIL,2023-24,26,44,2023-12-19,70,30.0,20.5,25.8,20.5,23.0,21.8,104.2,100.0,28.6,20.5,26.5,19.5
4141,22300362,1610612738,BOS,1610612744,GSW,2023-24,40,30,2023-12-19,70,30.6,22.5,29.5,23.5,21.7,24.3,103.8,98.0,26.5,19.5,28.6,20.5
4136,22300363,1610612757,POR,1610612756,PHX,2023-24,20,36,2023-12-19,56,27.9,22.0,30.0,22.5,24.8,23.1,100.0,104.2,30.9,21.5,25.7,20.5
4140,22300362,1610612744,GSW,1610612738,BOS,2023-24,30,40,2023-12-19,70,29.5,23.5,30.6,22.5,23.0,22.0,99.8,103.2,25.7,20.5,30.9,21.5
4137,22300363,1610612756,PHX,1610612757,POR,2023-24,36,20,2023-12-19,56,25.8,20.5,30.0,20.5,22.0,23.0,96.4,106.2,29.0,23.0,27.1,17.0
4134,22300360,1610612763,MEM,1610612740,NOP,2023-24,25,21,2023-12-19,46,26.9,23.5,33.8,25.0,21.8,23.0,98.0,103.8,27.1,17.0,29.0,23.0
4139,22300361,1610612749,MIL,1610612759,SAS,2023-24,44,26,2023-12-19,70,33.8,25.0,26.9,23.5,24.3,21.7,106.2,96.4,29.1,21.0,28.3,20.0
4135,22300360,1610612740,NOP,1610612763,MEM,2023-24,21,25,2023-12-19,46,30.0,22.5,27.9,22.0,23.1,24.8,103.2,99.8,28.3,20.0,29.1,21.0
4116,22300366,1610612753,ORL,1610612748,MIA,2023-24,24,25,2023-12-20,49,25.3,19.5,31.6,22.5,21.8,23.9,101.2,106.6,31.4,24.5,26.6,21.0
4133,22300367,1610612750,MIN,1610612755,PHI,2023-24,24,28,2023-12-20,52,25.8,19.5,29.0,20.5,22.1,24.4,99.6,103.2,26.6,21.0,31.4,24.5
4124,22300372,1610612742,DAL,1610612746,LAC,2023-24,22,35,2023-12-20,57,30.2,20.0,26.1,16.5,23.6,22.1,101.6,104.0,27.7,22.0,30.6,23.5
4115,22300370,1610612747,LAL,1610612741,CHI,2023-24,22,33,2023-12-20,55,29.0,20.5,25.8,19.5,22.8,22.1,106.8,104.8,30.6,23.5,27.7,22.0
4125,22300372,1610612746,LAC,1610612742,DAL,2023-24,35,22,2023-12-20,57,31.0,21.5,31.7,24.0,23.3,24.5,99.6,98.6,30.8,25.0,32.1,24.5
