GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,OPP_PTS_QTR1
22200455,1610612759,SAS,1610612745,HOU,2022-23,28,35
22200456,1610612750,MIN,1610612742,DAL,2022-23,30,21
22200457,1610612749,MIL,1610612740,NOP,2022-23,27,30
22200459,1610612747,LAL,1610612756,PHX,2022-23,24,38
22200460,1610612758,SAC,1610612766,CHA,2022-23,30,39
22200461,1610612762,UTA,1610612765,DET,2022-23,24,31
22200462,1610612741,CHI,1610612748,MIA,2022-23,21,31
22200463,1610612744,GSW,1610612752,NYK,2022-23,33,25
22200464,1610612764,WAS,1610612756,PHX,2022-23,30,27
22200465,1610612743,DEN,1610612763,MEM,2022-23,14,35
22200466,1610612749,MIL,1610612739,CLE,2022-23,35,20
22200467,1610612765,DET,1610612755,PHI,2022-23,29,37
22200468,1610612737,ATL,1610612741,CHI,2022-23,25,30
22200469,1610612738,BOS,1610612754,IND,2022-23,42,22
22200470,1610612751,BKN,1610612744,GSW,2022-23,17,46
22200471,1610612761,TOR,1610612752,NYK,2022-23,28,27
22200472,1610612745,HOU,1610612753,ORL,2022-23,25,31
22200473,1610612750,MIN,1610612742,DAL,2022-23,29,31
22200474,1610612760,OKC,1610612757,POR,2022-23,22,32
22200475,1610612747,LAL,1610612758,SAC,2022-23,26,25
22200476,1610612746,LAC,1610612766,CHA,2022-23,19,37
22200477,1610612759,SAS,1610612740,NOP,2022-23,37,17
22200478,1610612764,WAS,1610612762,UTA,2022-23,27,30
22200479,1610612753,ORL,1610612759,SAS,2022-23,28,34
22200480,1610612755,PHI,1610612746,LAC,2022-23,24,33
22200481,1610612765,DET,1610612737,ATL,2022-23,32,34
22200482,1610612750,MIN,1610612738,BOS,2022-23,22,29
22200483,1610612749,MIL,1610612751,BKN,2022-23,29,36
22200484,1610612761,TOR,1610612739,CLE,2022-23,39,31
22200485,1610612741,CHI,1610612752,NYK,2022-23,22,29
22200486,1610612748,MIA,1610612754,IND,2022-23,31,28
22200487,1610612745,HOU,1610612742,DAL,2022-23,24,30
22200488,1610612760,OKC,1610612740,NOP,2022-23,23,33
22200489,1610612757,POR,1610612743,DEN,2022-23,32,27
22200490,1610612763,MEM,1610612756,PHX,2022-23,20,39
22200491,1610612764,WAS,1610612758,SAC,2022-23,28,27
22200492,1610612766,CHA,1610612747,LAL,2022-23,31,27
22200493,1610612755,PHI,1610612752,NYK,2022-23,37,25
22200494,1610612747,LAL,1610612742,DAL,2022-23,21,28
22200495,1610612738,BOS,1610612749,MIL,2022-23,28,36
22200496,1610612763,MEM,1610612744,GSW,2022-23,33,29
22200497,1610612743,DEN,1610612756,PHX,2022-23,24,28
22200498,1610612751,BKN,1610612739,CLE,2022-23,22,34
22200499,1610612746,LAC,1610612765,DET,2022-23,31,36
22200500,1610612748,MIA,1610612750,MIN,2022-23,33,31
22200501,1610612745,HOU,1610612741,CHI,2022-23,26,36
22200502,1610612740,NOP,1610612754,IND,2022-23,18,24
22200503,1610612762,UTA,1610612759,SAS,2022-23,31,26
22200504,1610612757,POR,1610612766,CHA,2022-23,34,30
22200505,1610612753,ORL,1610612747,LAL,2022-23,33,27
22200506,1610612755,PHI,1610612764,WAS,2022-23,32,30
22200507,1610612738,BOS,1610612745,HOU,2022-23,22,21
22200508,1610612737,ATL,1610612754,IND,2022-23,30,27
22200509,1610612761,TOR,1610612746,LAC,2022-23,27,29
22200510,1610612756,PHX,1610612763,MEM,2022-23,23,22
22200511,1610612760,OKC,1610612759,SAS,2022-23,38,33
22200512,1610612742,DAL,1610612752,NYK,2022-23,28,30
22200513,1610612744,GSW,1610612766,CHA,2022-23,26,37
22200514,1610612743,DEN,1610612758,SAC,2022-23,32,20
22200515,1610612753,ORL,1610612765,DET,2022-23,27,23
22200516,1610612764,WAS,1610612756,PHX,2022-23,36,21
22200517,1610612751,BKN,1610612737,ATL,2022-23,30,31
22200518,1610612747,LAL,1610612748,MIA,2022-23,33,25
22200519,1610612741,CHI,1610612749,MIL,2022-23,28,32
22200520,1610612750,MIN,1610612740,NOP,2022-23,24,28
22200521,1610612744,GSW,1610612762,UTA,2022-23,27,37
22200522,1610612743,DEN,1610612758,SAC,2022-23,24,40
22200523,1610612766,CHA,1610612760,OKC,2022-23,36,30
22200524,1610612754,IND,1610612739,CLE,2022-23,34,29
22200525,1610612738,BOS,1610612746,LAC,2022-23,26,27
22200526,1610612761,TOR,1610612763,MEM,2022-23,30,20
22200527,1610612752,NYK,1610612759,SAS,2022-23,38,29
22200528,1610612742,DAL,1610612745,HOU,2022-23,30,36
22200529,1610612764,WAS,1610612753,ORL,2022-23,20,27
22200530,1610612747,LAL,1610612737,ATL,2022-23,33,23
22200531,1610612761,TOR,1610612756,PHX,2022-23,33,24
22200532,1610612765,DET,1610612741,CHI,2022-23,25,33
22200533,1610612750,MIN,1610612749,MIL,2022-23,34,33
22200534,1610612755,PHI,1610612740,NOP,2022-23,31,27
22200535,1610612743,DEN,1610612748,MIA,2022-23,23,19
22200536,1610612757,POR,1610612744,GSW,2022-23,41,25
22200537,1610612762,UTA,1610612758,SAC,2022-23,27,30
22200538,1610612754,IND,1610612746,LAC,2022-23,22,32
22200539,1610612751,BKN,1610612766,CHA,2022-23,32,22
22200540,1610612741,CHI,1610612739,CLE,2022-23,28,30
22200541,1610612752,NYK,1610612745,HOU,2022-23,27,35
22200542,1610612742,DAL,1610612759,SAS,2022-23,32,30
22200543,1610612740,NOP,1610612763,MEM,2022-23,25,31
22200544,1610612750,MIN,1610612765,DET,2022-23,28,39
22200545,1610612760,OKC,1610612755,PHI,2022-23,38,20
22200546,1610612762,UTA,1610612748,MIA,2022-23,30,31
22200547,1610612758,SAC,1610612763,MEM,2022-23,26,27
22200548,1610612764,WAS,1610612749,MIL,2022-23,34,17
22200549,1610612738,BOS,1610612743,DEN,2022-23,28,37
22200550,1610612756,PHX,1610612752,NYK,2022-23,11,23
22200551,1610612766,CHA,1610612747,LAL,2022-23,22,21
22200552,1610612741,CHI,1610612739,CLE,2022-23,34,27
22200553,1610612754,IND,1610612761,TOR,2022-23,29,33
22200554,1610612755,PHI,1610612740,NOP,2022-23,33,25
22200555,1610612751,BKN,1610612759,SAS,2022-23,37,25
22200556,1610612742,DAL,1610612745,HOU,2022-23,18,26
22200557,1610612743,DEN,1610612750,MIN,2022-23,23,23
22200558,1610612744,GSW,1610612737,ATL,2022-23,38,26
22200559,1610612765,DET,1610612757,POR,2022-23,27,22
22200560,1610612748,MIA,1610612746,LAC,2022-23,28,34
22200561,1610612764,WAS,1610612749,MIL,2022-23,28,32
22200562,1610612760,OKC,1610612738,BOS,2022-23,33,34
22200563,1610612758,SAC,1610612762,UTA,2022-23,35,23
22200564,1610612763,MEM,1610612766,CHA,2022-23,40,26
22200565,1610612756,PHX,1610612739,CLE,2022-23,14,15
22200566,1610612760,OKC,1610612753,ORL,2022-23,31,28
22200567,1610612754,IND,1610612755,PHI,2022-23,27,28
22200568,1610612752,NYK,1610612759,SAS,2022-23,39,29
22200569,1610612761,TOR,1610612749,MIL,2022-23,13,12
22200570,1610612751,BKN,1610612741,CHI,2022-23,33,40
22200571,1610612757,POR,1610612750,MIN,2022-23,24,29
22200572,1610612740,NOP,1610612745,HOU,2022-23,22,45
22200573,1610612765,DET,1610612744,GSW,2022-23,26,34
22200574,1610612747,LAL,1610612748,MIA,2022-23,32,23
22200576,1610612763,MEM,1610612753,ORL,2022-23,22,20
22200577,1610612742,DAL,1610612738,BOS,2022-23,20,29
22200578,1610612762,UTA,1610612745,HOU,2022-23,23,31
22200579,1610612743,DEN,1610612746,LAC,2022-23,15,32
22200580,1610612757,POR,1610612754,IND,2022-23,26,29
22200581,1610612741,CHI,1610612755,PHI,2022-23,30,25
22200582,1610612752,NYK,1610612761,TOR,2022-23,30,26
22200583,1610612749,MIL,1610612766,CHA,2022-23,51,28
22200584,1610612760,OKC,1610612764,WAS,2022-23,35,17
22200585,1610612759,SAS,1610612765,DET,2022-23,31,28
22200586,1610612740,NOP,1610612751,BKN,2022-23,28,27
22200587,1610612746,LAC,1610612750,MIN,2022-23,33,37
22200588,1610612739,CLE,1610612743,DEN,2022-23,28,26
22200589,1610612756,PHX,1610612748,MIA,2022-23,30,23
22200590,1610612737,ATL,1610612747,LAL,2022-23,28,37
22200591,1610612759,SAS,1610612738,BOS,2022-23,33,30
22200592,1610612762,UTA,1610612741,CHI,2022-23,28,24
22200593,1610612742,DAL,1610612740,NOP,2022-23,34,15
22200594,1610612753,ORL,1610612744,GSW,2022-23,28,29
22200595,1610612747,LAL,1610612758,SAC,2022-23,37,38
22200596,1610612755,PHI,1610612765,DET,2022-23,35,27
22200597,1610612757,POR,1610612761,TOR,2022-23,27,34
22200598,1610612766,CHA,1610612754,IND,2022-23,27,15
22200599,1610612751,BKN,1610612748,MIA,2022-23,30,31
22200600,1610612762,UTA,1610612763,MEM,2022-23,24,23
22200601,1610612745,HOU,1610612750,MIN,2022-23,24,33
22200602,1610612760,OKC,1610612742,DAL,2022-23,34,33
22200603,1610612756,PHX,1610612739,CLE,2022-23,26,35
22200604,1610612737,ATL,1610612746,LAC,2022-23,26,25
22200605,1610612740,NOP,1610612764,WAS,2022-23,35,37
22200606,1610612738,BOS,1610612741,CHI,2022-23,28,25
22200607,1610612752,NYK,1610612749,MIL,2022-23,22,22
22200608,1610612759,SAS,1610612763,MEM,2022-23,25,35
22200609,1610612743,DEN,1610612747,LAL,2022-23,29,23
22200610,1610612758,SAC,1610612753,ORL,2022-23,31,41
22200611,1610612748,MIA,1610612760,OKC,2022-23,31,26
22200612,1610612765,DET,1610612755,PHI,2022-23,27,20
22200613,1610612766,CHA,1610612761,TOR,2022-23,34,35
22200614,1610612762,UTA,1610612739,CLE,2022-23,31,24
22200615,1610612744,GSW,1610612756,PHX,2022-23,26,31
22200616,1610612753,ORL,1610612757,POR,2022-23,20,33
22200617,1610612742,DAL,1610612746,LAC,2022-23,31,25
22200618,1610612765,DET,1610612750,MIN,2022-23,31,34
22200619,1610612764,WAS,1610612741,CHI,2022-23,25,29
22200620,1610612749,MIL,1610612737,ATL,2022-23,19,39
22200621,1610612740,NOP,1610612738,BOS,2022-23,32,35
22200622,1610612754,IND,1610612752,NYK,2022-23,21,37
22200623,1610612763,MEM,1610612759,SAS,2022-23,37,32
22200624,1610612756,PHX,1610612743,DEN,2022-23,34,28
22200625,1610612745,HOU,1610612758,SAC,2022-23,27,31
22200627,1610612751,BKN,1610612738,BOS,2022-23,31,29
22200628,1610612749,MIL,1610612748,MIA,2022-23,14,23
22200629,1610612766,CHA,1610612761,TOR,2022-23,38,29
22200630,1610612742,DAL,1610612747,LAL,2022-23,36,22
22200631,1610612739,CLE,1610612757,POR,2022-23,27,32
22200632,1610612765,DET,1610612740,NOP,2022-23,32,28
22200633,1610612737,ATL,1610612754,IND,2022-23,27,36
22200634,1610612764,WAS,1610612752,NYK,2022-23,21,19
22200635,1610612759,SAS,1610612744,GSW,2022-23,33,28
22200636,1610612741,CHI,1610612760,OKC,2022-23,33,31
22200637,1610612750,MIN,1610612756,PHX,2022-23,25,35
22200638,1610612753,ORL,1610612762,UTA,2022-23,36,27
22200639,1610612746,LAC,1610612743,DEN,2022-23,34,32
22200640,1610612745,HOU,1610612758,SAC,2022-23,32,36
22200641,1610612748,MIA,1610612749,MIL,2022-23,20,28
22200642,1610612766,CHA,1610612738,BOS,2022-23,34,31
22200643,1610612754,IND,1610612763,MEM,2022-23,36,28
22200644,1610612737,ATL,1610612761,TOR,2022-23,34,25
22200645,1610612750,MIN,1610612739,CLE,2022-23,25,27
22200646,1610612762,UTA,1610612755,PHI,2022-23,24,41
22200647,1610612742,DAL,1610612757,POR,2022-23,31,30
22200648,1610612765,DET,1610612752,NYK,2022-23,39,22
22200649,1610612746,LAC,1610612745,HOU,2022-23,30,31
22200650,1610612741,CHI,1610612744,GSW,2022-23,20,35
22200651,1610612760,OKC,1610612751,BKN,2022-23,24,28
22200652,1610612758,SAC,1610612759,SAS,2022-23,33,32
22200653,1610612753,ORL,1610612743,DEN,2022-23,25,31
22200654,1610612742,DAL,1610612757,POR,2022-23,31,33
22200655,1610612755,PHI,1610612747,LAL,2022-23,32,33
22200656,1610612738,BOS,1610612766,CHA,2022-23,22,35
22200657,1610612754,IND,1610612749,MIL,2022-23,32,38
22200658,1610612740,NOP,1610612739,CLE,2022-23,24,25
22200659,1610612752,NYK,1610612761,TOR,2022-23,25,29
22200660,1610612764,WAS,1610612744,GSW,2022-23,33,35
22200661,1610612737,ATL,1610612748,MIA,2022-23,38,26
22200662,1610612762,UTA,1610612750,MIN,2022-23,27,27
22200663,1610612756,PHX,1610612763,MEM,2022-23,36,29
22200664,1610612747,LAL,1610612745,HOU,2022-23,35,37
22200665,1610612761,TOR,1610612749,MIL,2022-23,34,44
22200666,1610612751,BKN,1610612759,SAS,2022-23,27,15
22200667,1610612743,DEN,1610612757,POR,2022-23,31,34
22200668,1610612746,LAC,1610612755,PHI,2022-23,34,27
22200669,1610612764,WAS,1610612752,NYK,2022-23,22,35
22200670,1610612737,ATL,1610612742,DAL,2022-23,40,37
22200671,1610612745,HOU,1610612766,CHA,2022-23,31,36
22200672,1610612763,MEM,1610612739,CLE,2022-23,30,31
22200673,1610612748,MIA,1610612740,NOP,2022-23,23,36
22200674,1610612754,IND,1610612760,OKC,2022-23,36,20
22200675,1610612746,LAC,1610612762,UTA,2022-23,26,36
22200676,1610612743,DEN,1610612750,MIN,2022-23,30,27
22200677,1610612758,SAC,1610612747,LAL,2022-23,39,28
22200678,1610612765,DET,1610612741,CHI,2022-23,31,24
22200679,1610612744,GSW,1610612738,BOS,2022-23,25,26
22200680,1610612761,TOR,1610612750,MIN,2022-23,37,31
22200681,1610612751,BKN,1610612756,PHX,2022-23,35,29
22200682,1610612755,PHI,1610612757,POR,2022-23,14,26
22200683,1610612753,ORL,1610612740,NOP,2022-23,23,30
22200684,1610612752,NYK,1610612737,ATL,2022-23,38,35
22200685,1610612744,GSW,1610612739,CLE,2022-23,28,33
22200686,1610612742,DAL,1610612748,MIA,2022-23,19,31
22200687,1610612759,SAS,1610612746,LAC,2022-23,41,36
22200688,1610612743,DEN,1610612754,IND,2022-23,28,37
22200689,1610612751,BKN,1610612762,UTA,2022-23,22,28
22200690,1610612747,LAL,1610612763,MEM,2022-23,23,26
22200691,1610612760,OKC,1610612758,SAC,2022-23,33,32
22200692,1610612738,BOS,1610612761,TOR,2022-23,26,27
22200693,1610612764,WAS,1610612753,ORL,2022-23,37,26
22200694,1610612766,CHA,1610612737,ATL,2022-23,31,25
22200695,1610612739,CLE,1610612749,MIL,2022-23,23,26
22200697,1610612754,IND,1610612756,PHX,2022-23,29,27
22200698,1610612758,SAC,1610612755,PHI,2022-23,35,27
22200699,1610612748,MIA,1610612740,NOP,2022-23,32,23
22200700,1610612752,NYK,1610612761,TOR,2022-23,37,22
22200701,1610612742,DAL,1610612746,LAC,2022-23,20,22
22200702,1610612743,DEN,1610612760,OKC,2022-23,18,27
22200703,1610612763,MEM,1610612756,PHX,2022-23,18,32
22200704,1610612751,BKN,1610612744,GSW,2022-23,28,33
22200705,1610612757,POR,1610612747,LAL,2022-23,33,26
22200706,1610612749,MIL,1610612765,DET,2022-23,24,49
22200707,1610612738,BOS,1610612753,ORL,2022-23,30,23
22200708,1610612741,CHI,1610612737,ATL,2022-23,21,17
22200709,1610612745,HOU,1610612750,MIN,2022-23,26,31
22200710,1610612766,CHA,1610612762,UTA,2022-23,21,24
22200711,1610612757,POR,1610612759,SAS,2022-23,40,38
22200712,1610612758,SAC,1610612763,MEM,2022-23,47,33
22200713,1610612741,CHI,1610612754,IND,2022-23,21,33
22200714,1610612748,MIA,1610612738,BOS,2022-23,30,32
22200715,1610612739,CLE,1610612752,NYK,2022-23,34,27
22200716,1610612740,NOP,1610612743,DEN,2022-23,24,28
22200717,1610612742,DAL,1610612764,WAS,2022-23,32,28
22200718,1610612756,PHX,1610612766,CHA,2022-23,15,36
22200719,1610612746,LAC,1610612747,LAL,2022-23,30,37
22200720,1610612753,ORL,1610612754,IND,2022-23,29,46
22200721,1610612755,PHI,1610612751,BKN,2022-23,41,41
22200722,1610612745,HOU,1610612764,WAS,2022-23,25,30
22200723,1610612743,DEN,1610612749,MIL,2022-23,26,27
22200724,1610612740,NOP,1610612750,MIN,2022-23,26,34
22200725,1610612760,OKC,1610612737,ATL,2022-23,43,39
22200726,1610612744,GSW,1610612763,MEM,2022-23,24,22
22200727,1610612757,POR,1610612762,UTA,2022-23,31,19
22200728,1610612758,SAC,1610612761,TOR,2022-23,23,24
22200729,1610612759,SAS,1610612747,LAL,2022-23,30,25
22200730,1610612738,BOS,1610612752,NYK,2022-23,26,34
22200731,1610612751,BKN,1610612765,DET,2022-23,30,27
22200732,1610612741,CHI,1610612766,CHA,2022-23,32,36
22200733,1610612739,CLE,1610612745,HOU,2022-23,25,37
22200735,1610612746,LAC,1610612759,SAS,2022-23,41,25
22200736,1610612754,IND,1610612749,MIL,2022-23,45,30
22200737,1610612750,MIN,1610612763,MEM,2022-23,31,38
22200738,1610612753,ORL,1610612748,MIA,2022-23,31,26
22200739,1610612760,OKC,1610612739,CLE,2022-23,25,27
22200740,1610612761,TOR,1610612744,GSW,2022-23,34,36
22200741,1610612755,PHI,1610612743,DEN,2022-23,38,29
22200742,1610612751,BKN,1610612752,NYK,2022-23,22,28
22200743,1610612765,DET,1610612745,HOU,2022-23,27,37
22200744,1610612753,ORL,1610612741,CHI,2022-23,19,25
22200745,1610612746,LAC,1610612737,ATL,2022-23,28,22
22200746,1610612750,MIN,1610612758,SAC,2022-23,21,29
22200747,1610612740,NOP,1610612764,WAS,2022-23,32,30
22200748,1610612759,SAS,1610612756,PHX,2022-23,26,33
22200749,1610612738,BOS,1610612747,LAL,2022-23,27,28
22200750,1610612762,UTA,1610612742,DAL,2022-23,34,23
22200751,1610612761,TOR,1610612757,POR,2022-23,37,14
22200752,1610612748,MIA,1610612766,CHA,2022-23,28,26
22200753,1610612763,MEM,1610612754,IND,2022-23,32,23
22200754,1610612746,LAC,1610612739,CLE,2022-23,31,15
22200755,1610612749,MIL,1610612740,NOP,2022-23,19,37
22200756,1610612753,ORL,1610612755,PHI,2022-23,30,17
22200757,1610612751,BKN,1610612747,LAL,2022-23,16,29
22200758,1610612750,MIN,1610612758,SAC,2022-23,24,17
22200759,1610612744,GSW,1610612760,OKC,2022-23,38,20
22200760,1610612759,SAS,1610612764,WAS,2022-23,36,30
22200761,1610612742,DAL,1610612765,DET,2022-23,30,27
22200762,1610612756,PHX,1610612761,TOR,2022-23,28,31
22200763,1610612737,ATL,1610612757,POR,2022-23,31,23
22200764,1610612739,CLE,1610612748,MIA,2022-23,24,26
22200765,1610612752,NYK,1610612747,LAL,2022-23,24,29
22200766,1610612746,LAC,1610612741,CHI,2022-23,32,20
22200767,1610612766,CHA,1610612749,MIL,2022-23,27,34
22200768,1610612740,NOP,1610612743,DEN,2022-23,35,31
22200769,1610612764,WAS,1610612765,DET,2022-23,29,26
22200770,1610612755,PHI,1610612753,ORL,2022-23,37,23
22200771,1610612757,POR,1610612763,MEM,2022-23,32,26
22200772,1610612738,BOS,1610612751,BKN,2022-23,46,16
22200773,1610612760,OKC,1610612745,HOU,2022-23,34,25
22200774,1610612750,MIN,1610612744,GSW,2022-23,32,34
22200775,1610612759,SAS,1610612758,SAC,2022-23,30,31
22200776,1610612761,TOR,1610612762,UTA,2022-23,31,25
22200777,1610612756,PHX,1610612737,ATL,2022-23,26,23
22200778,1610612754,IND,1610612747,LAL,2022-23,35,30
22200779,1610612763,MEM,1610612739,CLE,2022-23,30,26
22200780,1610612748,MIA,1610612752,NYK,2022-23,28,22
22200781,1610612766,CHA,1610612741,CHI,2022-23,31,29
22200782,1610612740,NOP,1610612742,DAL,2022-23,22,40
22200783,1610612743,DEN,1610612744,GSW,2022-23,34,35
22200784,1610612749,MIL,1610612746,LAC,2022-23,15,24
22200785,1610612765,DET,1610612766,CHA,2022-23,29,30
22200786,1610612754,IND,1610612758,SAC,2022-23,28,27
22200787,1610612757,POR,1610612764,WAS,2022-23,19,36
22200788,1610612756,PHX,1610612738,BOS,2022-23,20,24
22200789,1610612745,HOU,1610612761,TOR,2022-23,20,21
22200790,1610612753,ORL,1610612750,MIN,2022-23,27,34
22200791,1610612759,SAS,1610612755,PHI,2022-23,26,26
22200792,1610612762,UTA,1610612737,ATL,2022-23,22,32
22200793,1610612764,WAS,1610612751,BKN,2022-23,25,44
22200794,1610612765,DET,1610612756,PHX,2022-23,27,30
22200795,1610612752,NYK,1610612746,LAC,2022-23,36,28
22200796,1610612741,CHI,1610612757,POR,2022-23,27,34
22200797,1610612748,MIA,1610612749,MIL,2022-23,34,26
22200798,1610612740,NOP,1610612747,LAL,2022-23,32,30
22200799,1610612760,OKC,1610612745,HOU,2022-23,38,19
22200800,1610612742,DAL,1610612744,GSW,2022-23,40,23
22200801,1610612743,DEN,1610612737,ATL,2022-23,30,35
22200802,1610612753,ORL,1610612766,CHA,2022-23,37,28
22200803,1610612739,CLE,1610612754,IND,2022-23,27,25
22200804,1610612755,PHI,1610612752,NYK,2022-23,24,35
22200805,1610612761,TOR,1610612763,MEM,2022-23,28,31
22200806,1610612743,DEN,1610612750,MIN,2022-23,32,21
22200807,1610612740,NOP,1610612758,SAC,2022-23,26,34
22200808,1610612738,BOS,1610612765,DET,2022-23,25,26
22200809,1610612739,CLE,1610612764,WAS,2022-23,25,37
22200810,1610612746,LAC,1610612751,BKN,2022-23,27,29
22200811,1610612741,CHI,1610612759,SAS,2022-23,28,39
22200812,1610612758,SAC,1610612745,HOU,2022-23,31,24
22200813,1610612742,DAL,1610612762,UTA,2022-23,37,25
22200814,1610612760,OKC,1610612744,GSW,2022-23,31,37
22200815,1610612757,POR,1610612749,MIL,2022-23,22,30
22200816,1610612752,NYK,1610612753,ORL,2022-23,22,26
22200817,1610612756,PHX,1610612751,BKN,2022-23,24,25
22200818,1610612740,NOP,1610612737,ATL,2022-23,33,35
22200819,1610612763,MEM,1610612741,CHI,2022-23,14,26
22200820,1610612750,MIN,1610612743,DEN,2022-23,49,19
22200821,1610612747,LAL,1610612760,OKC,2022-23,36,34
22200822,1610612765,DET,1610612739,CLE,2022-23,14,32
22200823,1610612764,WAS,1610612766,CHA,2022-23,31,32
22200824,1610612755,PHI,1610612738,BOS,2022-23,27,30
22200825,1610612748,MIA,1610612754,IND,2022-23,30,39
22200826,1610612761,TOR,1610612759,SAS,2022-23,34,24
22200827,1610612758,SAC,1610612745,HOU,2022-23,30,37
22200828,1610612750,MIN,1610612762,UTA,2022-23,33,31
22200829,1610612746,LAC,1610612742,DAL,2022-23,41,25
22200830,1610612757,POR,1610612744,GSW,2022-23,27,34
22200831,1610612743,DEN,1610612753,ORL,2022-23,29,26
22200832,1610612737,ATL,1610612756,PHX,2022-23,22,36
22200833,1610612751,BKN,1610612741,CHI,2022-23,26,19
22200834,1610612749,MIL,1610612747,LAL,2022-23,31,26
22200835,1610612759,SAS,1610612765,DET,2022-23,19,28
22200836,1610612756,PHX,1610612754,IND,2022-23,30,24
22200837,1610612752,NYK,1610612755,PHI,2022-23,28,36
22200838,1610612766,CHA,1610612738,BOS,2022-23,24,32
22200839,1610612762,UTA,1610612761,TOR,2022-23,34,28
22200840,1610612748,MIA,1610612745,HOU,2022-23,28,29
22200841,1610612750,MIN,1610612763,MEM,2022-23,31,32
22200842,1610612739,CLE,1610612740,NOP,2022-23,28,38
22200843,1610612757,POR,1610612760,OKC,2022-23,35,33
22200844,1610612758,SAC,1610612742,DAL,2022-23,45,25
22200845,1610612746,LAC,1610612749,MIL,2022-23,27,22
22200846,1610612751,BKN,1610612755,PHI,2022-23,26,28
22200847,1610612743,DEN,1610612766,CHA,2022-23,34,27
22200848,1610612753,ORL,1610612748,MIA,2022-23,19,29
22200849,1610612764,WAS,1610612754,IND,2022-23,37,29
22200850,1610612737,ATL,1610612759,SAS,2022-23,32,31
22200851,1610612752,NYK,1610612762,UTA,2022-23,33,28
22200852,1610612739,CLE,1610612741,CHI,2022-23,29,26
22200853,1610612744,GSW,1610612747,LAL,2022-23,22,21
22200854,1610612758,SAC,1610612742,DAL,2022-23,32,34
22200855,1610612738,BOS,1610612763,MEM,2022-23,26,28
22200856,1610612765,DET,1610612761,TOR,2022-23,29,31
22200857,1610612766,CHA,1610612737,ATL,2022-23,27,36
22200858,1610612739,CLE,1610612759,SAS,2022-23,34,19
22200859,1610612762,UTA,1610612754,IND,2022-23,27,33
22200860,1610612745,HOU,1610612755,PHI,2022-23,32,29
22200861,1610612743,DEN,1610612748,MIA,2022-23,27,36
22200862,1610612752,NYK,1610612751,BKN,2022-23,32,26
22200863,1610612753,ORL,1610612741,CHI,2022-23,21,25
22200864,1610612740,NOP,1610612760,OKC,2022-23,33,25
22200865,1610612750,MIN,1610612742,DAL,2022-23,23,33
22200866,1610612764,WAS,1610612744,GSW,2022-23,39,29
22200867,1610612747,LAL,1610612757,POR,2022-23,34,19
22200868,1610612753,ORL,1610612761,TOR,2022-23,27,35
22200869,1610612738,BOS,1610612749,MIL,2022-23,35,27
22200870,1610612756,PHX,1610612758,SAC,2022-23,29,27
22200871,1610612746,LAC,1610612744,GSW,2022-23,31,23
22200872,1610612757,POR,1610612764,WAS,2022-23,31,27
22200874,1610612754,IND,1610612741,CHI,2022-23,15,39
22200875,1610612755,PHI,1610612739,CLE,2022-23,38,24
22200876,1610612737,ATL,1610612752,NYK,2022-23,21,37
22200877,1610612765,DET,1610612738,BOS,2022-23,31,26
22200878,1610612751,BKN,1610612748,MIA,2022-23,25,26
22200879,1610612763,MEM,1610612762,UTA,2022-23,38,24
22200880,1610612745,HOU,1610612760,OKC,2022-23,38,21
22200881,1610612743,DEN,1610612742,DAL,2022-23,26,25
22200882,1610612747,LAL,1610612740,NOP,2022-23,38,25
22200883,1610612741,CHI,1610612749,MIL,2022-23,34,24
22200884,1610612750,MIN,1610612764,WAS,2022-23,36,21
22200885,1610612746,LAC,1610612756,PHX,2022-23,23,28
22200886,1610612743,DEN,1610612739,CLE,2022-23,31,26
22200887,1610612754,IND,1610612738,BOS,2022-23,31,34
22200888,1610612753,ORL,1610612765,DET,2022-23,26,28
22200889,1610612755,PHI,1610612763,MEM,2022-23,22,37
22200890,1610612761,TOR,1610612740,NOP,2022-23,23,19
22200891,1610612759,SAS,1610612742,DAL,2022-23,34,26
22200892,1610612762,UTA,1610612760,OKC,2022-23,28,26
22200893,1610612747,LAL,1610612744,GSW,2022-23,23,31
22200894,1610612758,SAC,1610612757,POR,2022-23,37,29
22200895,1610612752,NYK,1610612764,WAS,2022-23,38,27
22200896,1610612737,ATL,1610612739,CLE,2022-23,32,23
22200897,1610612748,MIA,1610612749,MIL,2022-23,42,32
22200898,1610612766,CHA,1610612750,MIN,2022-23,32,37
22200899,1610612756,PHX,1610612760,OKC,2022-23,29,30
22200900,1610612741,CHI,1610612751,BKN,2022-23,33,18
22200901,1610612744,GSW,1610612745,HOU,2022-23,26,26
22200903,1610612765,DET,1610612761,TOR,2022-23,22,22
22200904,1610612748,MIA,1610612766,CHA,2022-23,16,29
22200905,1610612753,ORL,1610612754,IND,2022-23,25,27
22200906,1610612752,NYK,1610612740,NOP,2022-23,26,42
22200907,1610612743,DEN,1610612763,MEM,2022-23,28,20
22200908,1610612738,BOS,1610612755,PHI,2022-23,28,30
22200909,1610612759,SAS,1610612762,UTA,2022-23,24,33
22200910,1610612756,PHX,1610612749,MIL,2022-23,33,26
22200911,1610612737,ATL,1610612751,BKN,2022-23,29,37
22200912,1610612764,WAS,1610612741,CHI,2022-23,25,27
