index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP
1047,22200707,1610612753,ORL,1610612738,BOS,2022-23,30,23,2023-01-23,53,26.4,20.0,30.4,25.5,23.6,25.7,105.4,106.0,30.1,21.0,30.3,26.0,0.4949,0.5368999999999999,0.4356,0.4901000000000001
1046,22200707,1610612738,BOS,1610612753,ORL,2022-23,23,30,2023-01-23,53,30.4,25.5,26.4,20.0,24.7,23.7,101.0,100.0,28.1,21.0,26.9,13.0,0.5740000000000001,0.5812999999999999,0.4901000000000001,0.4356
1038,22200711,1610612757,POR,1610612759,SAS,2022-23,40,38,2023-01-23,78,26.7,17.0,27.8,22.5,21.5,21.6,101.4,101.4,30.3,26.0,30.1,21.0,0.5211999999999999,0.5802,0.4577,0.5674
1042,22200708,1610612741,CHI,1610612737,ATL,2022-23,17,21,2023-01-23,38,30.8,25.0,30.5,21.5,21.6,21.5,99.8,101.6,27.2,22.0,28.2,23.0,0.6384999999999998,0.4962999999999999,0.5674,0.4577
1024,22200719,1610612746,LAC,1610612747,LAL,2022-23,37,30,2023-01-24,67,28.6,18.5,26.0,16.5,24.4,21.8,95.4,101.4,30.7,22.5,26.6,19.0,0.512,0.5941,0.4567,0.4957999999999999
1023,22200716,1610612740,NOP,1610612743,DEN,2022-23,24,28,2023-01-24,52,29.7,19.0,29.3,20.5,22.2,20.4,101.6,102.2,28.9,22.5,30.5,18.0,0.5644,0.5972000000000001,0.4957999999999999,0.4567
1028,22200717,1610612764,WAS,1610612742,DAL,2022-23,32,28,2023-01-24,60,29.4,19.0,29.5,21.0,23.7,22.1,101.6,97.2,27.0,18.0,26.5,20.5,0.5405000000000001,0.4548,0.47850000000000004,0.5305000000000001
1033,22200713,1610612741,CHI,1610612754,IND,2022-23,33,21,2023-01-24,54,29.5,21.0,29.4,19.0,21.8,24.4,101.0,105.8,26.5,20.5,27.0,18.0,0.6014999999999999,0.6287,0.5305000000000001,0.47850000000000004
1025,22200719,1610612747,LAL,1610612746,LAC,2022-23,30,37,2023-01-24,67,31.8,22.5,30.3,22.0,23.3,21.4,102.2,101.6,29.9,23.0,27.1,19.5,0.6287,0.6014999999999999,0.5537,0.46719999999999995
1030,22200714,1610612748,MIA,1610612738,BOS,2022-23,32,30,2023-01-24,62,26.0,16.5,28.6,18.5,21.4,23.3,97.2,101.6,27.9,21.5,32.6,27.0,0.5147999999999999,0.5913999999999999,0.46719999999999995,0.5537
1032,22200713,1610612754,IND,1610612741,CHI,2022-23,21,33,2023-01-24,54,25.8,17.5,30.8,23.0,23.9,24.3,105.8,101.0,32.6,27.0,27.9,21.5,0.4548,0.5405000000000001,0.41369999999999996,0.5185
1026,22200718,1610612766,CHA,1610612756,PHX,2022-23,15,36,2023-01-24,51,30.8,23.0,25.8,17.5,23.4,23.5,102.6,100.4,30.5,18.0,28.9,22.5,0.5972000000000001,0.5644,0.5185,0.41369999999999996
1029,22200717,1610612742,DAL,1610612764,WAS,2022-23,28,32,2023-01-24,60,29.8,20.0,25.9,19.0,20.4,22.2,95.8,99.0,27.5,17.0,27.7,21.0,0.5913999999999999,0.5147999999999999,0.479,0.46399999999999997
1035,22200715,1610612752,NYK,1610612739,CLE,2022-23,34,27,2023-01-24,61,29.3,20.5,29.7,19.0,23.8,22.4,101.4,95.4,27.7,21.0,27.8,16.5,0.533,0.5659000000000001,0.46399999999999997,0.479
1031,22200714,1610612738,BOS,1610612748,MIA,2022-23,30,32,2023-01-24,62,29.4,24.0,27.9,18.5,24.3,23.9,100.4,102.6,27.7,21.0,27.5,17.0,0.5659000000000001,0.533,0.4765,0.5044000000000001
1027,22200718,1610612756,PHX,1610612766,CHA,2022-23,36,15,2023-01-24,51,27.9,18.5,29.4,24.0,22.4,23.8,99.0,95.8,27.8,16.5,27.7,21.0,0.5798,0.5032,0.5044000000000001,0.4765
1022,22200716,1610612743,DEN,1610612740,NOP,2022-23,28,24,2023-01-24,52,30.3,22.0,31.8,22.5,23.5,23.4,99.8,96.8,26.6,19.0,30.7,22.5,0.5941,0.512,0.5269,0.45380000000000004
1034,22200715,1610612739,CLE,1610612752,NYK,2022-23,27,34,2023-01-24,61,25.9,19.0,29.8,20.0,22.1,23.7,96.8,99.8,27.1,19.5,29.9,23.0,0.5032,0.5798,0.45380000000000004,0.5269
1014,22200720,1610612754,IND,1610612753,ORL,2022-23,29,46,2023-01-25,75,25.1,17.5,31.6,22.5,23.8,23.3,106.8,102.6,33.2,28.0,32.9,21.5,0.44,0.5404,0.4041,0.5463
1011,22200728,1610612758,SAC,1610612761,TOR,2022-23,23,24,2023-01-25,47,35.2,29.0,28.3,17.0,23.9,22.1,103.2,104.8,32.0,27.0,27.8,18.0,0.6508999999999999,0.6179999999999999,0.5463,0.4041
1020,22200726,1610612763,MEM,1610612744,GSW,2022-23,22,24,2023-01-25,46,28.2,20.0,28.3,19.5,25.7,22.0,107.2,106.0,30.5,22.0,27.4,17.5,0.4942,0.5464,0.44610000000000005,0.5221
1019,22200729,1610612759,SAS,1610612747,LAL,2022-23,30,25,2023-01-25,55,31.3,26.0,29.9,19.0,24.5,22.8,106.0,107.2,32.9,21.5,33.2,28.0,0.563,0.5462,0.5221,0.44610000000000005
1006,22200723,1610612743,DEN,1610612749,MIL,2022-23,27,26,2023-01-25,53,29.9,22.0,32.2,25.5,23.0,22.5,99.2,100.4,27.5,23.5,30.2,23.5,0.5986,0.6226,0.5338999999999999,0.4758
1009,22200727,1610612757,POR,1610612762,UTA,2022-23,19,31,2023-01-25,50,28.3,17.0,35.2,29.0,22.1,23.9,101.6,98.6,31.2,26.0,29.7,21.0,0.5462,0.563,0.4758,0.5338999999999999
1016,22200725,1610612760,OKC,1610612737,ATL,2022-23,43,39,2023-01-25,82,31.3,26.5,29.0,22.5,23.2,23.4,103.6,100.6,27.4,17.5,30.5,22.0,0.576,0.592,0.5004000000000001,0.4664
1007,22200723,1610612749,MIL,1610612743,DEN,2022-23,26,27,2023-01-25,53,29.6,16.5,30.7,20.0,23.4,23.2,102.8,102.0,26.5,13.0,29.6,25.5,0.5848,0.587,0.4664,0.5004000000000001
1021,22200726,1610612744,GSW,1610612763,MEM,2022-23,24,22,2023-01-25,46,29.9,23.0,27.4,21.5,23.8,23.2,101.2,101.4,29.6,25.5,26.5,13.0,0.5984,0.5596,0.4761,0.4896999999999999
1003,22200724,1610612750,MIN,1610612740,NOP,2022-23,26,34,2023-01-25,60,29.4,25.0,31.5,26.5,23.3,22.6,101.4,101.2,29.8,25.0,29.5,23.0,0.5596,0.5984,0.4896999999999999,0.4761
1012,22200722,1610612745,HOU,1610612764,WAS,2022-23,30,25,2023-01-25,55,29.0,22.5,31.3,26.5,22.5,23.0,101.6,101.2,32.3,25.0,27.1,23.0,0.5551999999999999,0.5019,0.5173,0.5473
1018,22200729,1610612747,LAL,1610612759,SAS,2022-23,25,30,2023-01-25,55,31.6,22.5,25.1,17.5,23.2,23.8,102.6,106.8,31.3,24.5,26.7,17.0,0.6226,0.5986,0.5473,0.5173
1015,22200720,1610612753,ORL,1610612754,IND,2022-23,46,29,2023-01-25,75,27.4,21.5,29.9,23.0,24.1,21.4,104.8,103.2,29.7,21.0,31.2,26.0,0.5019,0.5551999999999999,0.4429,0.45940000000000003
1008,22200727,1610612762,UTA,1610612757,POR,2022-23,31,19,2023-01-25,50,27.6,21.5,27.6,19.0,22.8,24.5,98.6,101.6,27.1,23.0,32.3,25.0,0.5464,0.4942,0.45940000000000003,0.4429
1013,22200722,1610612764,WAS,1610612745,HOU,2022-23,25,30,2023-01-25,55,29.9,19.0,31.3,26.0,23.8,23.3,100.6,105.6,27.8,18.0,32.0,27.0,0.5473000000000001,0.5715000000000001,0.4856,0.5102
1005,22200721,1610612751,BKN,1610612755,PHI,2022-23,41,41,2023-01-25,82,28.3,19.5,28.2,20.0,21.4,24.1,100.6,103.6,29.7,23.5,29.7,21.0,0.592,0.576,0.5102,0.4856
1010,22200728,1610612761,TOR,1610612758,SAC,2022-23,24,23,2023-01-25,47,32.2,25.5,29.9,22.0,23.3,23.8,100.4,99.2,30.2,23.5,27.5,23.5,0.6179999999999999,0.6508999999999999,0.5357000000000001,0.5192
1017,22200725,1610612737,ATL,1610612760,OKC,2022-23,39,43,2023-01-25,82,30.7,20.0,29.6,16.5,23.3,23.8,105.6,100.6,29.7,21.0,29.7,23.5,0.5715000000000001,0.5473000000000001,0.5192,0.5357000000000001
1002,22200724,1610612740,NOP,1610612750,MIN,2022-23,34,26,2023-01-25,60,27.6,19.0,27.6,21.5,22.0,25.7,101.2,101.6,29.5,23.0,29.8,25.0,0.5404,0.44,0.47529999999999994,0.5162000000000001
1004,22200721,1610612755,PHI,1610612751,BKN,2022-23,41,41,2023-01-25,82,31.5,26.5,29.4,25.0,22.6,23.3,102.0,102.8,26.7,17.0,31.3,24.5,0.587,0.5848,0.5162000000000001,0.47529999999999994
993,22200730,1610612752,NYK,1610612738,BOS,2022-23,26,34,2023-01-26,60,28.8,20.5,29.7,18.5,23.2,24.9,100.2,100.2,27.5,21.0,30.5,22.5,0.5499,0.5322,0.4692,0.5113000000000001
998,22200732,1610612766,CHA,1610612741,CHI,2022-23,32,36,2023-01-26,68,29.7,18.5,28.8,20.5,23.6,23.0,101.2,106.4,30.1,18.0,32.6,24.0,0.5803,0.5593999999999999,0.5113000000000001,0.4692
1001,22200733,1610612745,HOU,1610612739,CLE,2022-23,25,37,2023-01-26,62,29.8,24.5,29.5,24.0,22.7,21.3,101.2,102.0,30.3,24.5,27.8,16.5,0.5720999999999999,0.6089,0.5370999999999999,0.523
990,22200735,1610612759,SAS,1610612746,LAC,2022-23,25,41,2023-01-26,66,31.4,26.0,26.5,21.0,24.9,23.2,106.4,101.2,31.5,20.0,27.8,17.0,0.5633,0.5019,0.523,0.5370999999999999
991,22200735,1610612746,LAC,1610612759,SAS,2022-23,41,25,2023-01-26,66,30.8,24.0,27.1,23.5,24.7,23.8,95.4,99.8,30.5,22.5,27.5,21.0,0.5593999999999999,0.5803,0.49189999999999995,0.5184
994,22200731,1610612751,BKN,1610612765,DET,2022-23,27,30,2023-01-26,57,28.7,19.5,30.6,22.5,20.7,21.0,99.8,95.4,31.3,24.5,25.9,20.5,0.6089,0.5720999999999999,0.5184,0.49189999999999995
1000,22200733,1610612739,CLE,1610612745,HOU,2022-23,37,25,2023-01-26,62,27.1,23.5,30.8,24.0,23.0,23.6,97.8,96.2,29.1,25.5,28.9,23.5,0.5322,0.5499,0.47280000000000005,0.5006999999999999
997,22200734,1610612742,DAL,1610612756,PHX,2022-23,32,32,2023-01-26,64,30.6,22.5,28.7,19.5,21.0,20.7,96.2,97.8,27.8,17.0,31.5,20.0,0.6125,0.6020000000000001,0.5006999999999999,0.47280000000000005
992,22200730,1610612738,BOS,1610612752,NYK,2022-23,34,26,2023-01-26,60,29.5,24.0,29.8,24.5,23.8,24.7,100.6,106.0,28.9,23.5,29.1,25.5,0.5608000000000001,0.6105999999999999,0.4739,0.4434
995,22200731,1610612765,DET,1610612751,BKN,2022-23,30,27,2023-01-26,57,26.5,21.0,31.4,26.0,22.0,23.2,106.0,100.6,32.6,24.0,30.1,18.0,0.5019,0.5633,0.4434,0.4739
996,22200734,1610612756,PHX,1610612742,DAL,2022-23,32,32,2023-01-26,64,30.1,24.0,29.4,21.0,23.2,22.0,100.2,100.2,27.8,16.5,30.3,24.5,0.6105999999999999,0.5608000000000001,0.5291,0.5311
999,22200732,1610612741,CHI,1610612766,CHA,2022-23,36,32,2023-01-26,68,29.4,21.0,30.1,24.0,21.3,22.7,102.0,101.2,25.9,20.5,31.3,24.5,0.6020000000000001,0.6125,0.5311,0.5291
985,22200739,1610612760,OKC,1610612739,CLE,2022-23,27,25,2023-01-27,52,32.8,26.5,28.9,21.5,23.6,21.8,104.4,99.0,28.2,17.5,29.2,23.5,0.6091,0.5824,0.5287000000000001,0.4596
982,22200738,1610612748,MIA,1610612753,ORL,2022-23,26,31,2023-01-27,57,26.9,16.5,28.2,20.0,21.8,23.6,96.8,100.4,27.7,21.5,29.9,25.0,0.5124000000000001,0.5465,0.4596,0.5287000000000001
983,22200738,1610612753,ORL,1610612748,MIA,2022-23,31,26,2023-01-27,57,28.9,21.5,32.8,26.5,24.2,23.1,104.6,99.2,29.8,21.0,34.9,28.0,0.5216000000000001,0.5447,0.4569,0.39960000000000007
981,22200736,1610612754,IND,1610612749,MIL,2022-23,30,45,2023-01-27,75,25.4,17.5,28.5,22.0,23.6,25.3,106.2,100.6,34.9,28.0,29.8,21.0,0.4382,0.6179,0.39960000000000007,0.4569
987,22200737,1610612750,MIN,1610612763,MEM,2022-23,38,31,2023-01-27,69,28.3,25.0,28.0,23.5,23.0,23.4,100.6,106.2,29.9,25.0,27.7,21.5,0.5465,0.5124000000000001,0.47300000000000003,0.44329999999999997
986,22200737,1610612763,MEM,1610612750,MIN,2022-23,31,38,2023-01-27,69,28.2,20.0,26.9,16.5,25.3,23.6,107.2,103.4,30.9,24.0,29.0,25.0,0.486,0.6101,0.44329999999999997,0.47300000000000003
989,22200740,1610612761,TOR,1610612744,GSW,2022-23,36,34,2023-01-27,70,32.0,24.5,30.9,21.0,23.4,23.0,99.2,104.6,29.5,22.5,28.0,16.5,0.6179,0.4382,0.5337,0.4867
984,22200739,1610612739,CLE,1610612760,OKC,2022-23,25,27,2023-01-27,52,28.0,23.5,28.3,25.0,22.7,23.1,99.0,104.4,29.0,25.0,30.9,24.0,0.5447,0.5216000000000001,0.4867,0.5337
988,22200740,1610612744,GSW,1610612761,TOR,2022-23,34,36,2023-01-27,70,28.5,22.0,25.4,17.5,23.1,22.7,100.4,96.8,29.2,23.5,28.2,17.5,0.5824,0.6091,0.4655,0.49319999999999997
980,22200736,1610612749,MIL,1610612754,IND,2022-23,45,30,2023-01-27,75,30.9,21.0,32.0,24.5,23.1,24.2,103.4,107.2,28.0,16.5,29.5,22.5,0.6101,0.486,0.49319999999999997,0.4655
973,22200741,1610612743,DEN,1610612755,PHI,2022-23,38,29,2023-01-28,67,30.0,22.5,28.4,20.5,23.4,23.6,101.0,104.2,27.3,23.5,28.0,16.5,0.5989,0.6588,0.5347999999999999,0.4833
968,22200746,1610612750,MIN,1610612758,SAC,2022-23,29,21,2023-01-28,50,29.7,26.0,28.1,19.5,23.7,23.0,101.8,100.8,29.7,25.0,31.4,25.5,0.5559000000000001,0.5871000000000001,0.4833,0.5347999999999999
972,22200741,1610612755,PHI,1610612743,DEN,2022-23,29,38,2023-01-28,67,32.9,26.5,28.2,19.0,22.4,22.4,102.6,98.2,28.0,17.0,28.5,23.5,0.6093,0.6122,0.5257,0.5584
965,22200743,1610612745,HOU,1610612765,DET,2022-23,27,37,2023-01-28,64,30.0,25.5,26.8,21.0,22.0,22.5,101.2,95.8,30.9,24.5,26.7,21.0,0.5871000000000001,0.5559000000000001,0.5584,0.5257
977,22200745,1610612737,ATL,1610612746,LAC,2022-23,28,22,2023-01-28,50,31.8,20.0,31.6,24.0,23.9,20.4,105.8,102.8,30.3,21.0,25.8,20.5,0.5885,0.5911,0.5354,0.4619999999999999
960,22200742,1610612752,NYK,1610612751,BKN,2022-23,22,28,2023-01-28,50,28.4,20.5,30.0,22.5,23.5,21.3,100.8,101.8,28.3,21.0,33.1,26.5,0.5363999999999999,0.591,0.4619999999999999,0.5354
967,22200748,1610612756,PHX,1610612759,SAS,2022-23,33,26,2023-01-28,59,31.0,25.5,30.8,25.0,23.1,24.3,100.6,100.4,28.0,16.5,27.3,23.5,0.6285000000000001,0.5327,0.5445,0.5067
961,22200742,1610612751,BKN,1610612752,NYK,2022-23,28,22,2023-01-28,50,28.1,19.5,29.7,26.0,20.4,23.9,99.0,100.4,30.3,24.5,29.3,22.5,0.5963,0.5591,0.5067,0.5445
962,22200749,1610612747,LAL,1610612738,BOS,2022-23,27,28,2023-01-28,55,30.4,22.5,27.6,21.5,22.4,22.4,102.8,105.8,31.5,24.5,29.5,20.5,0.5980000000000001,0.5487000000000001,0.5229,0.4553
978,22200750,1610612762,UTA,1610612742,DAL,2022-23,34,23,2023-01-28,57,27.6,21.5,30.4,22.5,22.6,23.8,98.2,102.6,26.7,21.0,30.9,24.5,0.5457,0.5122,0.4553,0.5229
966,22200748,1610612759,SAS,1610612756,PHX,2022-23,26,33,2023-01-28,59,30.8,25.0,31.0,25.5,24.3,23.1,106.4,104.8,32.8,20.0,30.2,22.5,0.5599,0.5414,0.5144,0.5254
974,22200751,1610612761,TOR,1610612757,POR,2022-23,37,14,2023-01-28,51,32.2,24.5,29.0,21.0,23.8,21.8,101.2,95.2,30.2,22.5,32.8,20.0,0.6122,0.6093,0.5254,0.5144
970,22200747,1610612740,NOP,1610612764,WAS,2022-23,30,32,2023-01-28,62,28.2,19.0,32.9,26.5,22.1,21.7,101.4,99.8,29.4,23.0,29.1,20.5,0.5487000000000001,0.5980000000000001,0.48629999999999995,0.4859000000000001
979,22200750,1610612742,DAL,1610612762,UTA,2022-23,23,34,2023-01-28,57,30.4,22.5,30.0,24.0,21.8,23.8,95.8,101.2,29.5,20.5,31.5,24.5,0.591,0.5363999999999999,0.4859000000000001,0.48629999999999995
963,22200749,1610612738,BOS,1610612747,LAL,2022-23,28,27,2023-01-28,55,29.6,24.0,27.3,16.5,23.8,22.6,99.8,101.4,28.5,23.5,28.0,17.0,0.5589999999999999,0.5709,0.47040000000000004,0.5224
959,22200744,1610612741,CHI,1610612753,ORL,2022-23,25,19,2023-01-28,44,29.0,21.0,32.2,24.5,21.3,23.5,102.2,100.4,25.8,20.5,30.3,21.0,0.5911,0.5885,0.5224,0.47040000000000004
964,22200743,1610612765,DET,1610612745,HOU,2022-23,37,27,2023-01-28,64,26.8,21.0,30.0,25.5,21.7,22.1,104.8,106.4,33.1,26.5,28.3,21.0,0.5122,0.5457,0.4506,0.5473
969,22200746,1610612758,SAC,1610612750,MIN,2022-23,21,29,2023-01-28,50,34.5,25.5,29.0,19.0,23.0,23.7,100.4,102.2,31.4,25.5,29.7,25.0,0.6588,0.5989,0.5473,0.4506
975,22200751,1610612757,POR,1610612761,TOR,2022-23,14,37,2023-01-28,51,27.3,16.5,29.6,24.0,22.5,22.0,100.4,100.6,31.7,26.5,30.2,21.5,0.5327,0.6285000000000001,0.4649,0.49029999999999996
958,22200744,1610612753,ORL,1610612741,CHI,2022-23,19,25,2023-01-28,44,30.0,24.0,30.4,22.5,23.6,24.5,104.2,101.0,30.2,21.5,31.7,26.5,0.5591,0.5963,0.49029999999999996,0.4649
971,22200747,1610612764,WAS,1610612740,NOP,2022-23,32,30,2023-01-28,62,29.0,19.0,34.5,25.5,23.6,23.4,100.4,99.0,29.1,20.5,29.4,23.0,0.5414,0.5599,0.47729999999999995,0.5008999999999999
976,22200745,1610612746,LAC,1610612737,ATL,2022-23,22,28,2023-01-28,50,31.6,24.0,31.8,20.0,24.5,23.6,95.2,101.2,29.3,22.5,30.3,24.5,0.5709,0.5589999999999999,0.5008999999999999,0.47729999999999995
950,22200752,1610612766,CHA,1610612748,MIA,2022-23,26,28,2023-01-29,54,27.8,18.5,27.0,23.5,22.8,24.6,101.6,101.2,30.9,18.0,36.7,30.5,0.5636,0.5187999999999999,0.49470000000000003,0.5048999999999999
952,22200755,1610612749,MIL,1610612740,NOP,2022-23,37,19,2023-01-29,56,32.6,21.0,26.9,20.5,23.7,22.1,103.6,97.2,25.9,16.5,29.1,25.0,0.6217,0.5089,0.5048999999999999,0.49470000000000003
954,22200754,1610612739,CLE,1610612746,LAC,2022-23,31,15,2023-01-29,46,27.0,23.5,27.8,18.5,23.2,24.1,98.2,108.0,29.1,25.0,25.9,16.5,0.5089,0.6217,0.4588,0.44889999999999997
951,22200752,1610612748,MIA,1610612766,CHA,2022-23,28,26,2023-01-29,54,26.5,16.5,31.2,22.0,22.1,23.7,97.2,103.6,28.5,21.5,32.3,24.5,0.4918999999999999,0.5798,0.44889999999999997,0.4588
957,22200753,1610612763,MEM,1610612754,IND,2022-23,23,32,2023-01-29,55,29.0,20.0,29.7,23.5,24.6,22.8,108.0,98.2,32.3,24.5,28.5,21.5,0.5187999999999999,0.5636,0.4683,0.41500000000000004
956,22200753,1610612754,IND,1610612763,MEM,2022-23,32,23,2023-01-29,55,26.9,20.5,32.6,21.0,23.7,21.7,106.0,95.2,36.7,30.5,30.9,18.0,0.4641,0.587,0.41500000000000004,0.4683
955,22200754,1610612746,LAC,1610612739,CLE,2022-23,15,31,2023-01-29,46,31.2,22.0,26.5,16.5,24.1,23.2,95.2,106.0,29.6,22.5,29.2,23.0,0.5798,0.4918999999999999,0.503,0.5176999999999999
953,22200755,1610612740,NOP,1610612749,MIL,2022-23,19,37,2023-01-29,56,29.7,23.5,29.0,20.0,21.7,23.7,101.2,101.6,29.2,23.0,29.6,22.5,0.587,0.4641,0.5176999999999999,0.503
938,22200757,1610612751,BKN,1610612747,LAL,2022-23,29,16,2023-01-30,45,28.2,19.5,32.8,26.5,20.9,22.2,98.4,106.0,29.7,22.0,29.9,19.5,0.5941,0.616,0.5093,0.5538000000000001
948,22200762,1610612756,PHX,1610612761,TOR,2022-23,31,28,2023-01-30,59,31.7,26.5,30.4,25.0,23.3,23.6,100.0,103.0,27.1,16.5,29.8,21.5,0.6372,0.5371,0.5538000000000001,0.5093
940,22200760,1610612764,WAS,1610612759,SAS,2022-23,30,36,2023-01-30,66,29.4,19.0,32.0,26.5,24.2,22.7,99.2,102.8,28.9,20.5,30.6,25.5,0.5474,0.5588,0.4786,0.5362
942,22200756,1610612755,PHI,1610612753,ORL,2022-23,30,17,2023-01-30,47,32.8,26.5,28.2,19.5,22.3,23.9,104.0,104.4,29.3,17.0,29.6,20.5,0.616,0.5941,0.5362,0.4786
936,22200763,1610612757,POR,1610612737,ATL,2022-23,31,23,2023-01-30,54,26.0,14.0,29.4,22.5,22.8,23.6,99.6,104.0,32.0,26.5,29.0,19.0,0.5020999999999999,0.5867,0.4448,0.4756
945,22200759,1610612744,GSW,1610612760,OKC,2022-23,38,20,2023-01-30,58,29.3,22.0,27.1,21.0,23.6,23.8,102.8,99.2,29.4,23.5,33.2,27.0,0.5867,0.5020999999999999,0.4756,0.4448
946,22200758,1610612758,SAC,1610612750,MIN,2022-23,24,17,2023-01-30,41,32.8,22.0,29.2,26.0,22.8,23.1,99.0,95.2,30.6,25.5,28.9,20.5,0.6237,0.5680000000000001,0.5246,0.5385
949,22200762,1610612761,TOR,1610612756,PHX,2022-23,28,31,2023-01-30,59,32.4,24.5,32.1,20.0,23.8,21.6,99.6,101.8,28.2,18.0,28.7,23.0,0.6209,0.5945,0.5385,0.5246
937,22200763,1610612737,ATL,1610612757,POR,2022-23,23,31,2023-01-30,54,32.1,20.0,32.4,24.5,23.8,23.6,105.8,101.8,29.9,19.5,29.7,22.0,0.5967,0.5687,0.5414,0.47680000000000006
947,22200758,1610612750,MIN,1610612758,SAC,2022-23,17,24,2023-01-30,41,29.2,26.0,32.8,22.0,23.6,23.3,101.8,99.6,28.7,23.0,28.2,18.0,0.5588,0.5474,0.47680000000000006,0.5414
943,22200756,1610612753,ORL,1610612755,PHI,2022-23,17,30,2023-01-30,47,29.1,21.0,29.3,21.5,23.6,22.8,104.0,99.6,29.8,21.5,27.1,16.5,0.5371,0.6372,0.47430000000000005,0.5219
944,22200759,1610612760,OKC,1610612744,GSW,2022-23,20,38,2023-01-30,58,32.0,26.5,29.4,19.0,23.1,22.8,103.0,100.0,29.0,19.0,32.0,26.5,0.5945,0.6209,0.5219,0.47430000000000005
935,22200761,1610612742,DAL,1610612765,DET,2022-23,30,27,2023-01-30,57,29.3,21.5,29.1,21.0,22.2,20.9,95.2,99.0,29.6,20.5,29.3,17.0,0.5680000000000001,0.6237,0.47590000000000005,0.5168
941,22200760,1610612759,SAS,1610612764,WAS,2022-23,36,30,2023-01-30,66,30.4,25.0,31.7,26.5,23.9,22.3,104.4,104.0,32.8,20.0,30.5,24.5,0.5610999999999999,0.5108999999999999,0.5168,0.47590000000000005
934,22200761,1610612765,DET,1610612742,DAL,2022-23,27,30,2023-01-30,57,27.1,21.0,29.3,22.0,21.6,23.8,106.0,98.4,33.2,27.0,29.4,23.5,0.5108999999999999,0.5610999999999999,0.44860000000000005,0.5033000000000001
939,22200757,1610612747,LAL,1610612751,BKN,2022-23,16,29,2023-01-30,45,29.4,22.5,26.0,14.0,22.7,24.2,101.8,105.8,30.5,24.5,32.8,20.0,0.5687,0.5967,0.5033000000000001,0.44860000000000005
926,22200764,1610612739,CLE,1610612748,MIA,2022-23,26,24,2023-01-31,50,27.7,23.5,27.7,18.5,22.9,23.8,98.2,96.4,27.5,20.0,29.2,23.0,0.5326000000000001,0.652,0.479,0.5356
933,22200767,1610612749,MIL,1610612766,CHA,2022-23,34,27,2023-01-31,61,34.1,21.5,28.1,21.0,23.8,22.9,103.0,103.0,25.6,16.5,28.9,21.0,0.652,0.5326000000000001,0.5356,0.479
924,22200765,1610612752,NYK,1610612747,LAL,2022-23,24,29,2023-01-31,53,28.4,20.5,30.9,22.5,22.2,24.0,98.6,101.6,28.9,21.0,25.6,16.5,0.5712999999999999,0.5610999999999999,0.48790000000000006,0.48769999999999997
925,22200765,1610612747,LAL,1610612752,NYK,2022-23,29,24,2023-01-31,53,28.7,19.0,26.3,16.5,22.8,22.9,101.4,97.4,30.5,24.5,24.7,19.5,0.5505000000000001,0.5842999999999999,0.48769999999999997,0.48790000000000006
932,22200767,1610612766,CHA,1610612749,MIL,2022-23,27,34,2023-01-31,61,27.7,18.5,27.7,23.5,22.9,22.8,100.6,100.6,32.2,24.5,30.2,22.5,0.5610999999999999,0.5712999999999999,0.4878,0.4904
931,22200768,1610612740,NOP,1610612743,DEN,2022-23,35,31,2023-01-31,66,28.1,21.0,34.1,21.5,21.7,21.8,100.6,100.6,29.2,23.0,27.5,20.0,0.5574999999999999,0.4923999999999999,0.4904,0.4878
929,22200766,1610612741,CHI,1610612746,LAC,2022-23,32,20,2023-01-31,52,29.0,21.0,29.6,18.5,21.1,23.7,103.0,103.0,24.7,19.5,30.5,24.5,0.5842999999999999,0.5505000000000001,0.5174000000000001,0.4747
928,22200766,1610612746,LAC,1610612741,CHI,2022-23,20,32,2023-01-31,52,29.6,18.5,29.0,21.0,24.0,22.2,96.4,98.2,30.2,22.5,32.2,24.5,0.5472999999999999,0.6058,0.4747,0.5174000000000001
927,22200764,1610612748,MIA,1610612739,CLE,2022-23,24,26,2023-01-31,50,26.3,16.5,28.7,19.0,21.8,21.7,97.4,101.4,28.0,21.5,27.9,24.5,0.4923999999999999,0.5574999999999999,0.4549,0.5407000000000001
930,22200768,1610612743,DEN,1610612740,NOP,2022-23,31,35,2023-01-31,66,30.9,22.5,28.4,20.5,23.7,21.1,101.6,98.6,27.9,24.5,28.0,21.5,0.6058,0.5472999999999999,0.5407000000000001,0.4549
922,22200772,1610612738,BOS,1610612751,BKN,2022-23,46,16,2023-02-01,62,29.6,24.0,27.4,21.5,23.3,23.1,99.8,100.6,28.7,24.0,29.1,19.5,0.5645,0.6064,0.47240000000000004,0.5317
