index,GAME_ID,TEAM_ID,OPPONENT_TEAM_ID,EFG_PCT,EFG_PCT_OPP,PACE,PACE_OPP,AST_TOV,AST_TOV_OPP,DEF_RATING,DEF_RATING_OPP,OFF_RATING,OFF_RATING_OPP
2459,0022200001,1610612738,1610612755,0.429,0.45,106.0,106.0,1.2,0.4,107.4,92.3,92.3,107.4
2458,0022200001,1610612755,1610612738,0.45,0.429,106.0,106.0,0.4,1.2,92.3,107.4,107.4,92.3
2457,0022200002,1610612744,1610612747,0.354,0.354,120.0,120.0,0.67,0.57,73.3,83.3,83.3,73.3
2456,0022200002,1610612747,1610612744,0.354,0.354,120.0,120.0,0.57,0.67,83.3,73.3,73.3,83.3
2436,0022200003,1610612753,1610612765,0.632,0.318,98.0,98.0,0.8,1.5,70.8,112.0,112.0,70.8
2437,0022200003,1610612765,1610612753,0.318,0.632,98.0,98.0,1.5,0.8,112.0,70.8,70.8,112.0
2438,0022200004,1610612764,1610612754,0.6,0.457,112.0,112.0,3.0,0.5,89.3,128.6,128.6,89.3
2439,0022200004,1610612754,1610612764,0.457,0.6,112.0,112.0,0.5,3.0,128.6,89.3,89.3,128.6
2451,0022200005,1610612737,1610612745,0.44,0.405,110.0,110.0,2.5,0.57,74.1,92.9,92.9,74.1
2450,0022200005,1610612745,1610612737,0.405,0.44,110.0,110.0,0.57,2.5,92.9,74.1,74.1,92.9
2449,0022200006,1610612751,1610612740,0.3,0.554,110.0,110.0,0.33,1.17,118.5,50.0,50.0,118.5
2448,0022200006,1610612740,1610612751,0.554,0.3,110.0,110.0,1.17,0.33,50.0,118.5,118.5,50.0
2435,0022200007,1610612741,1610612748,0.523,0.636,106.0,106.0,1.5,4.0,122.2,107.7,107.7,122.2
2434,0022200007,1610612748,1610612741,0.636,0.523,106.0,106.0,4.0,1.5,107.7,122.2,122.2,107.7
2455,0022200008,1610612739,1610612761,0.432,0.526,108.0,108.0,0.67,0.6,103.7,81.5,81.5,103.7
2454,0022200008,1610612761,1610612739,0.526,0.432,108.0,108.0,0.6,0.67,81.5,103.7,103.7,81.5
2433,0022200009,1610612763,1610612752,0.357,0.44,100.0,100.0,3.0,2.0,92.0,100.0,100.0,92.0
2432,0022200009,1610612752,1610612763,0.44,0.357,100.0,100.0,2.0,3.0,100.0,92.0,92.0,100.0
2442,0022200010,1610612760,1610612750,0.357,0.604,108.0,108.0,1.0,2.5,129.6,81.5,81.5,129.6
2443,0022200010,1610612750,1610612760,0.604,0.357,108.0,108.0,2.5,1.0,81.5,129.6,129.6,81.5
2446,0022200011,1610612759,1610612766,0.435,0.586,110.0,110.0,0.43,8.0,135.7,81.5,81.5,135.7
2447,0022200011,1610612766,1610612759,0.586,0.435,110.0,110.0,8.0,0.43,81.5,135.7,135.7,81.5
2453,0022200012,1610612743,1610612762,0.568,0.692,112.0,112.0,2.0,1.5,132.1,107.1,107.1,132.1
2452,0022200012,1610612762,1610612743,0.692,0.568,112.0,112.0,1.5,2.0,107.1,132.1,132.1,107.1
2444,0022200013,1610612756,1610612742,0.458,0.7,100.0,100.0,1.33,2.0,128.0,96.0,96.0,128.0
2445,0022200013,1610612742,1610612756,0.7,0.458,100.0,100.0,2.0,1.33,96.0,128.0,128.0,96.0
2441,0022200014,1610612757,1610612758,0.525,0.472,100.0,100.0,7.0,1.5,92.0,128.0,128.0,92.0
2440,0022200014,1610612758,1610612757,0.472,0.525,100.0,100.0,1.5,7.0,128.0,92.0,92.0,128.0
2429,0022200015,1610612749,1610612755,0.69,0.477,92.0,92.0,2.67,2.5,104.3,130.4,130.4,104.3
2428,0022200015,1610612755,1610612749,0.477,0.69,92.0,92.0,2.5,2.67,130.4,104.3,104.3,130.4
2431,0022200016,1610612746,1610612747,0.563,0.365,112.0,112.0,2.0,3.5,82.1,125.0,125.0,82.1
2430,0022200016,1610612747,1610612746,0.365,0.563,112.0,112.0,3.5,2.0,125.0,82.1,82.1,125.0
2414,0022200017,1610612740,1610612766,0.667,0.48,108.0,108.0,3.0,0.83,88.9,129.6,129.6,88.9
2415,0022200017,1610612766,1610612740,0.48,0.667,108.0,108.0,0.83,3.0,129.6,88.9,88.9,129.6
2421,0022200018,1610612754,1610612759,0.477,0.63,108.0,108.0,1.17,5.5,133.3,96.3,96.3,133.3
2420,0022200018,1610612759,1610612754,0.63,0.477,108.0,108.0,5.5,1.17,96.3,133.3,133.3,96.3
2425,0022200019,1610612741,1610612764,0.522,0.595,96.0,96.0,6.0,1.75,108.3,125.0,125.0,108.3
2424,0022200019,1610612764,1610612741,0.595,0.522,96.0,96.0,1.75,6.0,125.0,108.3,108.3,125.0
2407,0022200020,1610612737,1610612753,0.341,0.5,106.0,106.0,0.83,1.33,100.0,73.1,73.1,100.0
2406,0022200020,1610612753,1610612737,0.5,0.341,106.0,106.0,1.33,0.83,73.1,100.0,100.0,73.1
2409,0022200021,1610612751,1610612761,0.5,0.5,94.0,94.0,6.0,1.67,100.0,121.7,121.7,100.0
2408,0022200021,1610612761,1610612751,0.5,0.5,94.0,94.0,1.67,6.0,121.7,100.0,100.0,121.7
2422,0022200022,1610612748,1610612738,0.44,0.571,94.0,94.0,2.67,1.33,130.4,91.7,91.7,130.4
2423,0022200022,1610612738,1610612748,0.571,0.44,94.0,94.0,1.33,2.67,91.7,130.4,130.4,91.7
2427,0022200023,1610612765,1610612752,0.417,0.63,104.0,104.0,2.0,1.75,115.4,76.9,76.9,115.4
2426,0022200023,1610612752,1610612765,0.63,0.417,104.0,104.0,1.75,2.0,76.9,115.4,115.4,76.9
2411,0022200024,1610612745,1610612763,0.625,0.5,112.0,112.0,0.8,1.5,92.9,114.3,114.3,92.9
2410,0022200024,1610612763,1610612745,0.5,0.625,112.0,112.0,1.5,0.8,114.3,92.9,92.9,114.3
2419,0022200025,1610612750,1610612762,0.635,0.463,118.0,118.0,1.5,3.5,89.7,136.7,136.7,89.7
2418,0022200025,1610612762,1610612750,0.463,0.635,118.0,118.0,3.5,1.5,136.7,89.7,89.7,136.7
2413,0022200026,1610612743,1610612744,0.75,0.763,104.0,104.0,3.67,3.25,130.8,153.8,153.8,130.8
2412,0022200026,1610612744,1610612743,0.763,0.75,104.0,104.0,3.25,3.67,153.8,130.8,130.8,153.8
2417,0022200027,1610612756,1610612757,0.545,0.5,94.0,94.0,2.0,1.25,104.2,121.7,121.7,104.2
2416,0022200027,1610612757,1610612756,0.5,0.545,94.0,94.0,1.25,2.0,121.7,104.2,104.2,121.7
2405,0022200028,1610612755,1610612759,0.5,0.386,98.0,98.0,3.5,0.8,76.0,104.2,104.2,76.0
2404,0022200028,1610612759,1610612755,0.386,0.5,98.0,98.0,0.8,3.5,104.2,76.0,76.0,104.2
2401,0022200029,1610612765,1610612754,0.609,0.333,102.0,102.0,2.67,0.75,100.0,134.6,134.6,100.0
2400,0022200029,1610612754,1610612765,0.333,0.609,102.0,102.0,0.75,2.67,134.6,100.0,100.0,134.6
2397,0022200030,1610612738,1610612753,0.708,0.532,104.0,104.0,5.5,3.0,126.9,138.5,138.5,126.9
2396,0022200030,1610612753,1610612738,0.532,0.708,104.0,104.0,3.0,5.5,138.5,126.9,126.9,138.5
2393,0022200031,1610612748,1610612761,0.789,0.545,104.0,104.0,2.5,3.5,126.9,146.2,146.2,126.9
2392,0022200031,1610612761,1610612748,0.545,0.789,104.0,104.0,3.5,2.5,146.2,126.9,126.9,146.2
2390,0022200032,1610612739,1610612741,0.738,0.5,98.0,98.0,1.67,3.0,104.2,136.0,136.0,104.2
2391,0022200032,1610612741,1610612739,0.5,0.738,98.0,98.0,3.0,1.67,136.0,104.2,104.2,136.0
2402,0022200033,1610612749,1610612745,0.804,0.413,102.0,102.0,3.33,1.0,92.0,157.7,157.7,92.0
2403,0022200033,1610612745,1610612749,0.413,0.804,102.0,102.0,1.0,3.33,157.7,92.0,92.0,157.7
2398,0022200034,1610612763,1610612742,0.348,0.667,96.0,96.0,1.33,2.5,169.6,68.0,68.0,169.6
2399,0022200034,1610612742,1610612763,0.667,0.348,96.0,96.0,2.5,1.33,68.0,169.6,169.6,68.0
2395,0022200035,1610612743,1610612760,0.563,0.5,110.0,110.0,2.0,4.0,103.6,103.7,103.7,103.6
2394,0022200035,1610612760,1610612743,0.5,0.563,110.0,110.0,4.0,2.0,103.7,103.6,103.6,103.7
2389,0022200036,1610612746,1610612758,0.609,0.5,108.0,108.0,1.25,2.0,96.3,107.4,107.4,96.3
2388,0022200036,1610612758,1610612746,0.5,0.609,108.0,108.0,2.0,1.25,107.4,96.3,96.3,107.4
2374,0022200037,1610612757,1610612747,0.55,0.396,114.0,114.0,0.5,1.0,85.7,110.3,110.3,85.7
2375,0022200037,1610612747,1610612757,0.396,0.55,114.0,114.0,1.0,0.5,110.3,85.7,85.7,110.3
2379,0022200038,1610612737,1610612766,0.5,0.447,98.0,98.0,1.2,1.5,91.7,120.0,120.0,91.7
2378,0022200038,1610612766,1610612737,0.447,0.5,98.0,98.0,1.5,1.2,120.0,91.7,91.7,120.0
2385,0022200039,1610612739,1610612764,0.619,0.577,92.0,92.0,3.0,1.75,134.8,130.4,130.4,134.8
2384,0022200039,1610612764,1610612739,0.577,0.619,92.0,92.0,1.75,3.0,130.4,134.8,134.8,130.4
2383,0022200040,1610612740,1610612762,0.523,0.46,100.0,100.0,0.8,1.25,104.0,96.0,96.0,104.0
2382,0022200040,1610612762,1610612740,0.46,0.523,100.0,100.0,1.25,0.8,96.0,104.0,104.0,96.0
2386,0022200041,1610612760,1610612750,0.447,0.674,94.0,94.0,1.67,2.67,129.2,78.3,78.3,129.2
2387,0022200041,1610612750,1610612760,0.674,0.447,94.0,94.0,2.67,1.67,78.3,129.2,129.2,78.3
2376,0022200042,1610612758,1610612744,0.569,0.659,110.0,110.0,3.5,2.33,139.3,133.3,133.3,139.3
2377,0022200042,1610612744,1610612758,0.659,0.569,110.0,110.0,2.33,3.5,133.3,139.3,139.3,133.3
2380,0022200043,1610612756,1610612746,0.696,0.375,102.0,102.0,1.2,1.0,72.0,126.9,126.9,72.0
2381,0022200043,1610612746,1610612756,0.375,0.696,102.0,102.0,1.0,1.2,126.9,72.0,72.0,126.9
2362,0022200044,1610612755,1610612754,0.5,0.364,100.0,100.0,3.5,1.25,92.0,132.0,132.0,92.0
2363,0022200044,1610612754,1610612755,0.364,0.5,100.0,100.0,1.25,3.5,132.0,92.0,92.0,132.0
2365,0022200045,1610612748,1610612761,0.526,0.548,102.0,102.0,1.25,1.0,108.0,88.5,88.5,108.0
2364,0022200045,1610612761,1610612748,0.548,0.526,102.0,102.0,1.0,1.25,88.5,108.0,108.0,88.5
2371,0022200046,1610612752,1610612753,0.44,0.452,110.0,110.0,2.0,0.6,103.7,121.4,121.4,103.7
2370,0022200046,1610612753,1610612752,0.452,0.44,110.0,110.0,0.6,2.0,121.4,103.7,103.7,121.4
2367,0022200047,1610612738,1610612741,0.75,0.568,102.0,102.0,5.5,2.25,120.0,150.0,150.0,120.0
2366,0022200047,1610612741,1610612738,0.568,0.75,102.0,102.0,2.25,5.5,150.0,120.0,120.0,150.0
2359,0022200048,1610612745,1610612762,0.375,0.421,104.0,104.0,0.8,0.67,69.2,80.8,80.8,69.2
2358,0022200048,1610612762,1610612745,0.421,0.375,104.0,104.0,0.67,0.8,80.8,69.2,69.2,80.8
2372,0022200049,1610612763,1610612751,0.773,0.5,106.0,106.0,2.33,3.0,125.9,150.0,150.0,125.9
2373,0022200049,1610612751,1610612763,0.5,0.773,106.0,106.0,3.0,2.33,150.0,125.9,125.9,150.0
2369,0022200050,1610612750,1610612759,0.521,0.685,104.0,104.0,1.75,6.5,150.0,107.7,107.7,150.0
2368,0022200050,1610612759,1610612750,0.685,0.521,104.0,104.0,6.5,1.75,107.7,150.0,150.0,107.7
2361,0022200051,1610612743,1610612757,0.652,0.476,102.0,102.0,3.33,2.0,88.5,124.0,124.0,88.5
2360,0022200051,1610612757,1610612743,0.476,0.652,102.0,102.0,2.0,3.33,124.0,88.5,88.5,124.0
2353,0022200052,1610612765,1610612764,0.579,0.579,92.0,92.0,0.8,2.5,121.7,108.7,108.7,121.7
2352,0022200052,1610612764,1610612765,0.579,0.579,92.0,92.0,2.5,0.8,108.7,121.7,121.7,108.7
2357,0022200053,1610612742,1610612740,0.625,0.804,100.0,100.0,4.0,10.0,160.0,124.0,124.0,160.0
2356,0022200053,1610612740,1610612742,0.804,0.625,100.0,100.0,10.0,4.0,124.0,160.0,160.0,124.0
2355,0022200054,1610612746,1610612760,0.391,0.367,108.0,108.0,1.0,2.0,85.2,66.7,66.7,85.2
2354,0022200054,1610612760,1610612746,0.367,0.391,108.0,108.0,2.0,1.0,66.7,85.2,85.2,66.7
2350,0022200055,1610612756,1610612744,0.563,0.519,106.0,106.0,2.33,2.33,111.5,137.0,137.0,111.5
2351,0022200055,1610612744,1610612756,0.519,0.563,106.0,106.0,2.33,2.33,137.0,111.5,111.5,137.0
2334,0022200056,1610612753,1610612739,0.5,0.568,102.0,102.0,1.2,2.67,120.0,92.3,92.3,120.0
2335,0022200056,1610612739,1610612753,0.568,0.5,102.0,102.0,2.67,1.2,92.3,120.0,120.0,92.3
2343,0022200057,1610612737,1610612765,0.609,0.596,92.0,92.0,0.0,5.0,139.1,156.5,156.5,139.1
2342,0022200057,1610612765,1610612737,0.596,0.609,92.0,92.0,5.0,0.0,156.5,139.1,139.1,156.5
2336,0022200058,1610612752,1610612766,0.609,0.609,106.0,106.0,1.0,2.0,115.4,118.5,118.5,115.4
2337,0022200058,1610612766,1610612752,0.609,0.609,106.0,106.0,2.0,1.0,118.5,115.4,115.4,118.5
2341,0022200059,1610612755,1610612761,0.632,0.688,96.0,96.0,1.5,0.0,145.8,112.5,112.5,145.8
2340,0022200059,1610612761,1610612755,0.688,0.632,96.0,96.0,0.0,1.5,112.5,145.8,145.8,112.5
2333,0022200060,1610612751,1610612749,0.37,0.362,108.0,108.0,0.83,1.67,92.6,74.1,74.1,92.6
2332,0022200060,1610612749,1610612751,0.362,0.37,108.0,108.0,1.67,0.83,74.1,92.6,92.6,74.1
2344,0022200061,1610612754,1610612741,0.477,0.688,94.0,94.0,2.67,9.0,165.2,112.5,112.5,165.2
2345,0022200061,1610612741,1610612754,0.688,0.477,94.0,94.0,9.0,2.67,112.5,165.2,165.2,112.5
2346,0022200062,1610612759,1610612750,0.522,0.947,106.0,106.0,1.75,2.5,144.4,107.7,107.7,144.4
2347,0022200062,1610612750,1610612759,0.947,0.522,106.0,106.0,2.5,1.75,107.7,144.4,144.4,107.7
2339,0022200063,1610612745,1610612762,0.396,0.477,108.0,108.0,0.4,0.67,81.5,77.8,77.8,81.5
2338,0022200063,1610612762,1610612745,0.477,0.396,108.0,108.0,0.67,0.4,77.8,81.5,81.5,77.8
2349,0022200064,1610612743,1610612747,0.52,0.44,114.0,114.0,1.8,2.0,78.6,89.7,89.7,78.6
2348,0022200064,1610612747,1610612743,0.44,0.52,114.0,114.0,2.0,1.8,89.7,78.6,78.6,89.7
2331,0022200065,1610612748,1610612757,0.526,0.545,100.0,100.0,1.0,1.75,124.0,112.0,112.0,124.0
2330,0022200065,1610612757,1610612748,0.545,0.526,100.0,100.0,1.75,1.0,112.0,124.0,124.0,112.0
2327,0022200066,1610612751,1610612742,0.474,0.5,96.0,96.0,0.8,3.0,125.0,95.8,95.8,125.0
2326,0022200066,1610612742,1610612751,0.5,0.474,96.0,96.0,3.0,0.8,95.8,125.0,125.0,95.8
2325,0022200067,1610612746,1610612760,0.633,0.708,106.0,106.0,0.33,2.25,125.9,92.3,92.3,125.9
2324,0022200067,1610612760,1610612746,0.708,0.633,106.0,106.0,2.25,0.33,92.3,125.9,125.9,92.3
2323,0022200068,1610612744,1610612748,0.614,0.542,106.0,106.0,1.14,2.67,111.1,119.2,119.2,111.1
2322,0022200068,1610612748,1610612744,0.542,0.614,106.0,106.0,2.67,1.14,119.2,111.1,111.1,119.2
2328,0022200069,1610612758,1610612763,0.568,0.538,104.0,104.0,3.0,2.33,123.1,107.7,107.7,123.1
2329,0022200069,1610612763,1610612758,0.538,0.568,104.0,104.0,2.33,3.0,107.7,123.1,123.1,107.7
2316,0022200070,1610612765,1610612737,0.417,0.674,108.0,108.0,5.0,2.0,129.6,107.4,107.4,129.6
2317,0022200070,1610612737,1610612765,0.674,0.417,108.0,108.0,2.0,5.0,107.4,129.6,129.6,107.4
2320,0022200071,1610612753,1610612766,0.435,0.396,96.0,96.0,2.0,1.0,79.2,91.7,91.7,79.2
2321,0022200071,1610612766,1610612753,0.396,0.435,96.0,96.0,1.0,2.0,91.7,79.2,79.2,91.7
2315,0022200072,1610612738,1610612739,0.694,0.658,114.0,114.0,1.6,0.75,113.8,121.4,121.4,113.8
2314,0022200072,1610612739,1610612738,0.658,0.694,114.0,114.0,0.75,1.6,121.4,113.8,113.8,121.4
2300,0022200073,1610612761,1610612755,0.6,0.675,84.0,84.0,1.2,2.67,133.3,123.8,123.8,133.3
2301,0022200073,1610612755,1610612761,0.675,0.6,84.0,84.0,2.67,1.2,123.8,133.3,133.3,123.8
2305,0022200074,1610612754,1610612764,0.625,0.457,106.0,106.0,3.0,1.67,103.7,138.5,138.5,103.7
2304,0022200074,1610612764,1610612754,0.457,0.625,106.0,106.0,1.67,3.0,138.5,103.7,103.7,138.5
2303,0022200075,1610612749,1610612752,0.352,0.391,110.0,110.0,2.5,0.5,88.9,92.9,92.9,88.9
2302,0022200075,1610612752,1610612749,0.391,0.352,110.0,110.0,0.5,2.5,92.9,88.9,88.9,92.9
2319,0022200076,1610612747,1610612750,0.42,0.595,108.0,108.0,0.83,2.0,103.7,92.6,92.6,103.7
2318,0022200076,1610612750,1610612747,0.595,0.42,108.0,108.0,2.0,0.83,92.6,103.7,103.7,92.6
2311,0022200077,1610612741,1610612759,0.543,0.62,106.0,106.0,3.5,3.67,133.3,111.5,111.5,133.3
2310,0022200077,1610612759,1610612741,0.62,0.543,106.0,106.0,3.67,3.5,111.5,133.3,133.3,111.5
2313,0022200078,1610612743,1610612762,0.725,0.5,98.0,98.0,1.6,3.0,104.2,140.0,140.0,104.2
2312,0022200078,1610612762,1610612743,0.5,0.725,98.0,98.0,3.0,1.6,140.0,104.2,104.2,140.0
2307,0022200079,1610612740,1610612756,0.595,0.42,100.0,100.0,1.75,0.83,84.0,108.0,108.0,84.0
2306,0022200079,1610612756,1610612740,0.42,0.595,100.0,100.0,0.83,1.75,108.0,84.0,84.0,108.0
2308,0022200080,1610612757,1610612745,0.604,0.438,94.0,94.0,9.0,1.0,95.8,139.1,139.1,95.8
2309,0022200080,1610612745,1610612757,0.438,0.604,94.0,94.0,1.0,9.0,139.1,95.8,95.8,139.1
2294,0022200081,1610612758,1610612748,0.659,0.381,98.0,98.0,1.0,1.33,92.0,133.3,133.3,92.0
2295,0022200081,1610612748,1610612758,0.381,0.659,98.0,98.0,1.33,1.0,133.3,92.0,92.0,133.3
2289,0022200082,1610612766,1610612744,0.5,0.442,98.0,98.0,12.0,6.0,95.8,136.0,136.0,95.8
2288,0022200082,1610612744,1610612766,0.442,0.5,98.0,98.0,6.0,12.0,136.0,95.8,95.8,136.0
2291,0022200083,1610612751,1610612754,0.5,0.432,100.0,100.0,4.5,1.67,104.0,104.0,104.0,104.0
2290,0022200083,1610612754,1610612751,0.432,0.5,100.0,100.0,1.67,4.5,104.0,104.0,104.0,104.0
2297,0022200084,1610612741,1610612755,0.395,0.773,96.0,96.0,1.0,5.5,154.2,91.7,91.7,154.2
2296,0022200084,1610612755,1610612741,0.773,0.395,96.0,96.0,5.5,1.0,91.7,154.2,154.2,91.7
2293,0022200085,1610612737,1610612749,0.614,0.517,100.0,100.0,1.5,10.0,128.0,120.0,120.0,128.0
2292,0022200085,1610612749,1610612737,0.517,0.614,100.0,100.0,10.0,1.5,120.0,128.0,128.0,120.0
2287,0022200086,1610612742,1610612760,0.45,0.545,102.0,102.0,1.0,2.0,108.0,96.2,96.2,108.0
2286,0022200086,1610612760,1610612742,0.545,0.45,102.0,102.0,2.0,1.0,96.2,108.0,108.0,96.2
2299,0022200087,1610612763,1610612762,0.58,0.452,106.0,106.0,1.33,0.43,92.3,111.1,111.1,92.3
2298,0022200087,1610612762,1610612763,0.452,0.58,106.0,106.0,0.43,1.33,111.1,92.3,92.3,111.1
2275,0022200088,1610612746,1610612740,0.523,0.421,92.0,92.0,2.33,0.8,78.3,108.7,108.7,78.3
2274,0022200088,1610612740,1610612746,0.421,0.523,92.0,92.0,0.8,2.33,108.7,78.3,78.3,108.7
2279,0022200089,1610612738,1610612764,0.667,0.283,104.0,104.0,2.67,1.0,57.7,130.8,130.8,57.7
2278,0022200089,1610612764,1610612738,0.283,0.667,104.0,104.0,1.0,2.67,130.8,57.7,57.7,130.8
2277,0022200090,1610612739,1610612752,0.717,0.604,100.0,100.0,5.0,1.75,120.0,140.0,140.0,120.0
2276,0022200090,1610612752,1610612739,0.604,0.717,100.0,100.0,1.75,5.0,140.0,120.0,120.0,140.0
2283,0022200091,1610612765,1610612744,0.474,0.5,122.0,122.0,0.57,2.0,119.4,96.7,96.7,119.4
2282,0022200091,1610612744,1610612765,0.5,0.474,122.0,122.0,2.0,0.57,96.7,119.4,119.4,96.7
2284,0022200092,1610612759,1610612750,0.5,0.477,98.0,98.0,2.0,2.5,92.0,108.3,108.3,92.0
2285,0022200092,1610612750,1610612759,0.477,0.5,98.0,98.0,2.5,2.0,108.3,92.0,92.0,108.3
2272,0022200093,1610612753,1610612742,0.714,0.625,94.0,94.0,4.5,3.0,126.1,141.7,141.7,126.1
2273,0022200093,1610612742,1610612753,0.625,0.714,94.0,94.0,3.0,4.5,141.7,126.1,126.1,141.7
2271,0022200094,1610612745,1610612756,0.548,0.614,102.0,102.0,0.8,2.0,116.0,92.3,92.3,116.0
2270,0022200094,1610612756,1610612745,0.614,0.548,102.0,102.0,2.0,0.8,92.3,116.0,116.0,92.3
2280,0022200095,1610612747,1610612743,0.44,0.538,112.0,112.0,2.5,4.5,110.7,92.9,92.9,110.7
2281,0022200095,1610612743,1610612747,0.538,0.44,112.0,112.0,4.5,2.5,92.9,110.7,110.7,92.9
2265,0022200096,1610612766,1610612758,0.659,0.386,118.0,118.0,1.43,0.71,82.8,113.3,113.3,82.8
2264,0022200096,1610612758,1610612766,0.386,0.659,118.0,118.0,0.71,1.43,113.3,82.8,82.8,113.3
2261,0022200097,1610612755,1610612764,0.591,0.477,108.0,108.0,2.0,1.67,103.7,111.1,111.1,103.7
2260,0022200097,1610612764,1610612755,0.477,0.591,108.0,108.0,1.67,2.0,111.1,103.7,103.7,111.1
2259,0022200098,1610612751,1610612754,0.595,0.348,106.0,106.0,1.5,1.0,69.2,122.2,122.2,69.2
2258,0022200098,1610612754,1610612751,0.348,0.595,106.0,106.0,1.0,1.5,122.2,69.2,69.2,122.2
2267,0022200099,1610612737,1610612761,0.548,0.62,110.0,110.0,1.5,1.75,121.4,103.7,103.7,121.4
2266,0022200099,1610612761,1610612737,0.62,0.548,110.0,110.0,1.75,1.5,103.7,121.4,121.4,103.7
2268,0022200100,1610612749,1610612765,0.63,0.455,102.0,102.0,2.0,0.5,92.0,130.8,130.8,92.0
2269,0022200100,1610612765,1610612749,0.455,0.63,102.0,102.0,0.5,2.0,130.8,92.0,92.0,130.8
2257,0022200101,1610612763,1610612762,0.543,0.588,94.0,94.0,2.0,0.33,100.0,108.3,108.3,100.0
2256,0022200101,1610612762,1610612763,0.588,0.543,94.0,94.0,0.33,2.0,108.3,100.0,100.0,108.3
2262,0022200102,1610612746,1610612745,0.619,0.477,98.0,98.0,2.5,0.6,92.0,125.0,125.0,92.0
2263,0022200102,1610612745,1610612746,0.477,0.619,98.0,98.0,0.6,2.5,125.0,92.0,92.0,125.0
2254,0022200103,1610612741,1610612751,0.48,0.719,98.0,98.0,2.33,0.8,112.5,100.0,100.0,112.5
2255,0022200103,1610612751,1610612741,0.719,0.48,98.0,98.0,0.8,2.33,100.0,112.5,112.5,100.0
2249,0022200104,1610612744,1610612748,0.605,0.563,90.0,90.0,1.17,9.0,143.5,109.1,109.1,143.5
2248,0022200104,1610612748,1610612744,0.563,0.605,90.0,90.0,9.0,1.17,109.1,143.5,143.5,109.1
2251,0022200105,1610612760,1610612753,0.646,0.6,106.0,106.0,2.0,0.75,118.5,126.9,126.9,118.5
2250,0022200105,1610612753,1610612760,0.6,0.646,106.0,106.0,0.75,2.0,126.9,118.5,118.5,126.9
2253,0022200106,1610612750,1610612756,0.386,0.438,106.0,106.0,1.2,6.0,92.3,74.1,74.1,92.3
2252,0022200106,1610612756,1610612750,0.438,0.386,106.0,106.0,6.0,1.2,74.1,92.3,92.3,74.1
2243,0022200107,1610612738,1610612739,0.475,0.519,110.0,110.0,1.5,8.0,129.6,96.4,96.4,129.6
2242,0022200107,1610612739,1610612738,0.519,0.475,110.0,110.0,8.0,1.5,96.4,129.6,129.6,96.4
2246,0022200108,1610612764,1610612755,0.565,0.524,104.0,104.0,3.0,1.5,96.2,119.2,119.2,96.2
2247,0022200108,1610612755,1610612764,0.524,0.565,104.0,104.0,1.5,3.0,119.2,96.2,96.2,119.2
2245,0022200109,1610612748,1610612758,0.625,0.705,102.0,102.0,2.33,2.5,128.0,126.9,126.9,128.0
2244,0022200109,1610612758,1610612748,0.705,0.625,102.0,102.0,2.5,2.33,126.9,128.0,128.0,126.9
2237,0022200110,1610612737,1610612752,0.283,0.538,106.0,106.0,1.67,4.0,118.5,80.8,80.8,118.5
2236,0022200110,1610612752,1610612737,0.538,0.283,106.0,106.0,4.0,1.67,80.8,118.5,118.5,80.8
2235,0022200111,1610612766,1610612741,0.44,0.548,102.0,102.0,1.75,2.25,108.0,100.0,100.0,108.0
2234,0022200111,1610612741,1610612766,0.548,0.44,102.0,102.0,2.25,1.75,100.0,108.0,108.0,100.0
2228,0022200112,1610612746,1610612745,0.737,0.523,104.0,104.0,1.0,1.0,92.3,130.8,130.8,92.3
2229,0022200112,1610612745,1610612746,0.523,0.737,104.0,104.0,1.0,1.0,130.8,92.3,92.3,130.8
2226,0022200113,1610612749,1610612765,0.481,0.524,106.0,106.0,1.5,1.0,96.3,119.2,119.2,96.3
2227,0022200113,1610612765,1610612749,0.524,0.481,106.0,106.0,1.0,1.5,119.2,96.3,96.3,119.2
2239,0022200114,1610612759,1610612761,0.5,0.625,108.0,108.0,1.8,3.0,118.5,114.8,114.8,118.5
2238,0022200114,1610612761,1610612759,0.625,0.5,108.0,108.0,3.0,1.8,114.8,118.5,118.5,114.8
2240,0022200115,1610612762,1610612742,0.625,0.579,92.0,92.0,4.0,2.33,100.0,152.2,152.2,100.0
2241,0022200115,1610612742,1610612762,0.579,0.625,92.0,92.0,2.33,4.0,152.2,100.0,100.0,152.2
2231,0022200116,1610612763,1610612757,0.583,0.417,106.0,106.0,1.8,2.0,88.5,111.1,111.1,88.5
2230,0022200116,1610612757,1610612763,0.417,0.583,106.0,106.0,2.0,1.8,111.1,88.5,88.5,111.1
2232,0022200117,1610612740,1610612747,0.595,0.404,102.0,102.0,1.17,3.5,88.5,108.0,108.0,88.5
2233,0022200117,1610612747,1610612740,0.404,0.595,102.0,102.0,3.5,1.17,108.0,88.5,88.5,108.0
2224,0022200118,1610612753,1610612744,0.605,0.604,108.0,108.0,1.4,1.6,111.1,111.1,111.1,111.1
2225,0022200118,1610612744,1610612753,0.604,0.605,108.0,108.0,1.6,1.4,111.1,111.1,111.1,111.1
2223,0022200119,1610612743,1610612760,0.87,0.478,116.0,116.0,2.4,1.0,100.0,144.8,144.8,100.0
2222,0022200119,1610612760,1610612743,0.478,0.87,116.0,116.0,1.0,2.4,144.8,100.0,100.0,144.8
2209,0022200120,1610612739,1610612765,0.396,0.413,92.0,92.0,2.0,0.5,91.3,104.3,104.3,91.3
