index,GAME_ID,TEAM_ID,OPPONENT_TEAM_ID,EFG_PCT,EFG_PCT_OPP,PACE,PACE_OPP,AST_TOV,AST_TOV_OPP,DEF_RATING,DEF_RATING_OPP,OFF_RATING,OFF_RATING_OPP
1831,0022200319,1610612760,1610612759,0.5,0.696,100.0,100.0,2.0,11.0,140.0,128.0,128.0,140.0
1830,0022200319,1610612759,1610612760,0.696,0.5,100.0,100.0,11.0,2.0,128.0,140.0,140.0,128.0
1827,0022200320,1610612743,1610612745,0.769,0.476,106.0,106.0,3.33,0.5,92.3,163.0,163.0,92.3
1826,0022200320,1610612745,1610612743,0.476,0.769,106.0,106.0,0.5,3.33,163.0,92.3,92.3,163.0
1825,0022200321,1610612741,1610612756,0.583,0.625,94.0,94.0,1.5,2.0,133.3,108.7,108.7,133.3
1824,0022200321,1610612756,1610612741,0.625,0.583,94.0,94.0,2.0,1.5,108.7,133.3,133.3,108.7
1836,0022200322,1610612762,1610612746,0.824,0.472,88.0,88.0,1.75,0.67,118.2,159.1,159.1,118.2
1837,0022200322,1610612746,1610612762,0.472,0.824,88.0,88.0,0.67,1.75,159.1,118.2,118.2,159.1
1832,0022200323,1610612758,1610612754,0.58,0.38,118.0,118.0,2.25,0.83,66.7,113.8,113.8,66.7
1833,0022200323,1610612754,1610612758,0.38,0.58,118.0,118.0,0.83,2.25,113.8,66.7,66.7,113.8
1828,0022200324,1610612757,1610612747,0.389,0.386,104.0,104.0,2.0,1.67,92.3,84.6,84.6,92.3
1829,0022200324,1610612747,1610612757,0.386,0.389,104.0,104.0,1.67,2.0,84.6,92.3,92.3,84.6
1811,0022200325,1610612742,1610612765,0.81,0.786,96.0,96.0,3.5,2.0,150.0,150.0,150.0,150.0
1810,0022200325,1610612765,1610612742,0.786,0.81,96.0,96.0,2.0,3.5,150.0,150.0,150.0,150.0
1794,0022200326,1610612764,1610612766,0.781,0.5,92.0,92.0,2.67,2.0,156.5,134.8,134.8,156.5
1795,0022200326,1610612766,1610612764,0.5,0.781,92.0,92.0,2.0,2.67,134.8,156.5,156.5,134.8
1788,0022200327,1610612743,1610612737,0.575,0.643,100.0,100.0,2.0,2.67,112.0,100.0,100.0,112.0
1789,0022200327,1610612737,1610612743,0.643,0.575,100.0,100.0,2.67,2.0,100.0,112.0,112.0,100.0
1792,0022200328,1610612748,1610612738,0.46,0.5,104.0,104.0,1.33,1.0,103.8,103.8,103.8,103.8
1793,0022200328,1610612738,1610612748,0.5,0.46,104.0,104.0,1.0,1.33,103.8,103.8,103.8,103.8
1805,0022200329,1610612751,1610612761,0.9,0.31,102.0,102.0,2.2,0.5,68.0,157.7,157.7,68.0
1804,0022200329,1610612761,1610612751,0.31,0.9,102.0,102.0,0.5,2.2,157.7,68.0,68.0,157.7
1807,0022200330,1610612739,1610612753,0.542,0.647,90.0,90.0,1.33,0.5,113.6,117.4,117.4,113.6
1806,0022200330,1610612753,1610612739,0.647,0.542,90.0,90.0,0.5,1.33,117.4,113.6,113.6,117.4
1798,0022200331,1610612749,1610612747,0.583,0.63,100.0,100.0,2.33,9.0,132.0,124.0,124.0,132.0
1799,0022200331,1610612747,1610612749,0.63,0.583,100.0,100.0,9.0,2.33,124.0,132.0,132.0,124.0
1802,0022200332,1610612755,1610612763,0.563,0.583,98.0,98.0,2.0,3.0,120.8,120.0,120.0,120.8
1803,0022200332,1610612763,1610612755,0.583,0.563,98.0,98.0,3.0,2.0,120.0,120.8,120.8,120.0
1801,0022200333,1610612740,1610612759,0.568,0.444,98.0,98.0,2.25,7.0,96.0,108.3,108.3,96.0
1800,0022200333,1610612759,1610612740,0.444,0.568,98.0,98.0,7.0,2.25,108.3,96.0,96.0,108.3
1797,0022200334,1610612745,1610612756,0.386,0.762,96.0,96.0,0.25,4.0,150.0,112.5,112.5,150.0
1796,0022200334,1610612756,1610612745,0.762,0.386,96.0,96.0,4.0,0.25,112.5,150.0,150.0,112.5
1791,0022200335,1610612754,1610612762,0.444,0.761,110.0,110.0,0.67,1.6,129.6,85.7,85.7,129.6
1790,0022200335,1610612762,1610612754,0.761,0.444,110.0,110.0,1.6,0.67,85.7,129.6,129.6,85.7
1808,0022200336,1610612744,1610612741,0.717,0.781,110.0,110.0,1.6,1.6,122.2,125.0,125.0,122.2
1809,0022200336,1610612741,1610612744,0.781,0.717,110.0,110.0,1.6,1.6,125.0,122.2,122.2,125.0
1776,0022200337,1610612752,1610612742,0.711,0.364,96.0,96.0,1.75,1.67,83.3,133.3,133.3,83.3
1777,0022200337,1610612742,1610612752,0.364,0.711,96.0,96.0,1.67,1.75,133.3,83.3,83.3,133.3
1779,0022200338,1610612746,1610612758,0.404,0.773,100.0,100.0,0.33,6.0,152.0,96.0,96.0,152.0
1778,0022200338,1610612758,1610612746,0.773,0.404,100.0,100.0,6.0,0.33,96.0,152.0,152.0,96.0
1785,0022200339,1610612766,1610612749,0.417,0.563,106.0,106.0,1.5,1.17,111.1,92.3,92.3,111.1
1784,0022200339,1610612749,1610612766,0.563,0.417,106.0,106.0,1.17,1.5,92.3,111.1,111.1,92.3
1781,0022200340,1610612753,1610612761,0.474,0.738,102.0,102.0,1.25,2.25,144.0,84.6,84.6,144.0
1780,0022200340,1610612761,1610612753,0.738,0.474,102.0,102.0,2.25,1.25,84.6,144.0,144.0,84.6
1786,0022200341,1610612760,1610612750,0.525,0.52,110.0,110.0,1.0,1.2,103.6,118.5,118.5,103.6
1787,0022200341,1610612750,1610612760,0.52,0.525,110.0,110.0,1.2,1.0,118.5,103.6,103.6,118.5
1783,0022200342,1610612744,1610612745,0.804,0.438,96.0,96.0,0.0,1.0,95.8,162.5,162.5,95.8
1782,0022200342,1610612745,1610612744,0.438,0.804,96.0,96.0,1.0,0.0,162.5,95.8,95.8,162.5
1775,0022200343,1610612757,1610612762,0.692,0.694,106.0,106.0,0.0,1.8,119.2,148.1,148.1,119.2
1774,0022200343,1610612762,1610612757,0.694,0.692,106.0,106.0,1.8,0.0,148.1,119.2,119.2,148.1
1770,0022200344,1610612740,1610612743,0.571,0.643,106.0,106.0,2.0,1.0,119.2,100.0,100.0,119.2
1771,0022200344,1610612743,1610612740,0.643,0.571,106.0,106.0,1.0,2.0,100.0,119.2,119.2,100.0
1767,0022200345,1610612756,1610612759,0.565,0.675,100.0,100.0,3.5,1.0,120.0,140.0,140.0,120.0
1766,0022200345,1610612759,1610612756,0.675,0.565,100.0,100.0,1.0,3.5,140.0,120.0,120.0,140.0
1765,0022200346,1610612751,1610612738,0.481,0.762,104.0,104.0,0.0,1.75,134.6,103.8,103.8,134.6
1764,0022200346,1610612738,1610612751,0.762,0.481,104.0,104.0,1.75,0.0,103.8,134.6,134.6,103.8
1773,0022200347,1610612765,1610612763,0.474,0.66,108.0,108.0,1.75,5.0,148.1,96.3,96.3,148.1
1772,0022200347,1610612763,1610612765,0.66,0.474,108.0,108.0,5.0,1.75,96.3,148.1,148.1,96.3
1769,0022200348,1610612739,1610612752,0.304,0.438,92.0,92.0,1.5,0.67,100.0,69.6,69.6,100.0
1768,0022200348,1610612752,1610612739,0.438,0.304,92.0,92.0,0.67,1.5,69.6,100.0,100.0,69.6
1761,0022200349,1610612747,1610612764,0.537,0.463,114.0,114.0,2.67,2.0,93.1,117.9,117.9,93.1
1760,0022200349,1610612764,1610612747,0.463,0.537,114.0,114.0,2.0,2.67,117.9,93.1,93.1,117.9
1763,0022200350,1610612741,1610612758,0.481,0.565,106.0,106.0,7.0,1.33,107.4,103.8,103.8,107.4
1762,0022200350,1610612758,1610612741,0.565,0.481,106.0,106.0,1.33,7.0,103.8,107.4,107.4,103.8
1758,0022200351,1610612757,1610612754,0.5,0.5,102.0,102.0,2.0,0.71,96.0,107.7,107.7,96.0
1759,0022200351,1610612754,1610612757,0.5,0.5,102.0,102.0,0.71,2.0,107.7,96.0,96.0,107.7
1746,0022200352,1610612746,1610612766,0.563,0.5,106.0,106.0,2.25,2.67,100.0,103.7,103.7,100.0
1747,0022200352,1610612766,1610612746,0.5,0.563,106.0,106.0,2.67,2.25,103.7,100.0,100.0,103.7
1755,0022200353,1610612749,1610612753,0.625,0.405,100.0,100.0,1.8,1.14,84.0,120.0,120.0,84.0
1754,0022200353,1610612753,1610612749,0.405,0.625,100.0,100.0,1.14,1.8,120.0,84.0,84.0,120.0
1752,0022200354,1610612760,1610612737,0.565,0.667,102.0,102.0,3.5,2.0,111.5,108.0,108.0,111.5
1753,0022200354,1610612737,1610612760,0.667,0.565,102.0,102.0,2.0,3.5,108.0,111.5,111.5,108.0
1750,0022200355,1610612761,1610612738,0.5,0.565,106.0,106.0,1.33,1.75,103.8,92.6,92.6,103.8
1751,0022200355,1610612738,1610612761,0.565,0.5,106.0,106.0,1.75,1.33,92.6,103.8,103.8,92.6
1757,0022200356,1610612745,1610612755,0.467,0.7,94.0,94.0,0.8,1.75,125.0,117.4,117.4,125.0
1756,0022200356,1610612755,1610612745,0.7,0.467,94.0,94.0,1.75,0.8,117.4,125.0,125.0,117.4
1749,0022200357,1610612763,1610612748,0.481,0.684,100.0,100.0,3.0,1.8,128.0,108.0,108.0,128.0
1748,0022200357,1610612748,1610612763,0.684,0.481,100.0,100.0,1.8,3.0,108.0,128.0,128.0,108.0
1745,0022200358,1610612742,1610612756,0.609,0.318,94.0,94.0,2.0,1.25,62.5,143.5,143.5,62.5
1744,0022200358,1610612756,1610612742,0.318,0.609,94.0,94.0,1.25,2.0,143.5,62.5,62.5,143.5
1743,0022200359,1610612744,1610612754,0.36,0.717,106.0,106.0,1.0,2.0,130.8,77.8,77.8,130.8
1742,0022200359,1610612754,1610612744,0.717,0.36,106.0,106.0,2.0,1.0,77.8,130.8,130.8,77.8
1736,0022200360,1610612747,1610612739,0.477,0.587,102.0,102.0,7.0,6.0,103.8,104.0,104.0,103.8
1737,0022200360,1610612739,1610612747,0.587,0.477,102.0,102.0,6.0,7.0,104.0,103.8,103.8,104.0
1738,0022200361,1610612748,1610612765,0.583,0.429,94.0,94.0,1.0,2.33,83.3,108.7,108.7,83.3
1739,0022200361,1610612765,1610612748,0.429,0.583,94.0,94.0,2.33,1.0,108.7,83.3,83.3,108.7
1741,0022200362,1610612742,1610612743,0.737,0.632,100.0,100.0,3.0,1.33,116.0,144.0,144.0,116.0
1740,0022200362,1610612743,1610612742,0.632,0.737,100.0,100.0,1.33,3.0,144.0,116.0,116.0,144.0
1716,0022200363,1610612753,1610612746,0.278,0.565,90.0,90.0,0.57,8.0,139.1,63.6,63.6,139.1
1717,0022200363,1610612746,1610612753,0.565,0.278,90.0,90.0,8.0,0.57,63.6,139.1,139.1,63.6
1720,0022200364,1610612766,1610612751,0.587,0.667,98.0,98.0,7.0,10.0,158.3,112.0,112.0,158.3
1721,0022200364,1610612751,1610612766,0.667,0.587,98.0,98.0,10.0,7.0,112.0,158.3,158.3,112.0
1725,0022200365,1610612737,1610612752,0.37,0.636,88.0,88.0,1.5,0.0,140.9,90.9,90.9,140.9
1724,0022200365,1610612752,1610612737,0.636,0.37,88.0,88.0,0.0,1.5,90.9,140.9,140.9,90.9
1729,0022200366,1610612747,1610612761,0.5,0.667,102.0,102.0,1.67,0.0,150.0,124.0,124.0,150.0
1728,0022200366,1610612761,1610612747,0.667,0.5,102.0,102.0,0.0,1.67,124.0,150.0,150.0,124.0
1732,0022200367,1610612764,1610612741,0.45,0.5,108.0,108.0,0.8,3.0,107.4,81.5,81.5,107.4
1733,0022200367,1610612741,1610612764,0.5,0.45,108.0,108.0,3.0,0.8,81.5,107.4,107.4,81.5
1723,0022200368,1610612763,1610612760,0.442,0.348,114.0,114.0,1.2,1.0,89.3,93.1,93.1,89.3
1722,0022200368,1610612760,1610612763,0.348,0.442,114.0,114.0,1.0,1.2,93.1,89.3,89.3,93.1
1714,0022200369,1610612758,1610612749,0.56,0.615,94.0,94.0,6.0,9.0,147.8,120.8,120.8,147.8
1715,0022200369,1610612749,1610612758,0.615,0.56,94.0,94.0,9.0,6.0,120.8,147.8,147.8,120.8
1735,0022200370,1610612754,1610612750,0.357,0.556,110.0,110.0,0.25,1.6,125.0,63.0,63.0,125.0
1734,0022200370,1610612750,1610612754,0.556,0.357,110.0,110.0,1.6,0.25,63.0,125.0,125.0,63.0
1719,0022200371,1610612765,1610612740,0.426,0.46,110.0,110.0,3.0,1.33,100.0,100.0,100.0,100.0
1718,0022200371,1610612740,1610612765,0.46,0.426,110.0,110.0,1.33,3.0,100.0,100.0,100.0,100.0
1730,0022200372,1610612762,1610612744,0.524,0.55,106.0,106.0,0.75,4.0,129.6,115.4,115.4,129.6
1731,0022200372,1610612744,1610612762,0.55,0.524,106.0,106.0,4.0,0.75,115.4,129.6,129.6,115.4
1727,0022200373,1610612738,1610612756,0.577,0.36,104.0,104.0,2.5,3.5,80.8,119.2,119.2,80.8
1726,0022200373,1610612756,1610612738,0.36,0.577,104.0,104.0,3.5,2.5,119.2,80.8,80.8,119.2
1711,0022200374,1610612746,1610612748,0.625,0.36,92.0,92.0,1.75,4.0,87.0,121.7,121.7,87.0
1710,0022200374,1610612748,1610612746,0.36,0.625,92.0,92.0,4.0,1.75,121.7,87.0,87.0,121.7
1713,0022200375,1610612745,1610612759,0.519,0.545,92.0,92.0,8.0,1.0,104.3,126.1,126.1,104.3
1712,0022200375,1610612759,1610612745,0.545,0.519,92.0,92.0,1.0,8.0,126.1,104.3,104.3,126.1
1708,0022200376,1610612757,1610612743,0.6,0.591,108.0,108.0,4.5,1.33,111.1,133.3,133.3,111.1
1709,0022200376,1610612743,1610612757,0.591,0.6,108.0,108.0,1.33,4.5,133.3,111.1,111.1,133.3
1706,0022200377,1610612752,1610612766,0.438,0.409,100.0,100.0,0.83,1.5,80.0,88.0,88.0,80.0
1707,0022200377,1610612766,1610612752,0.409,0.438,100.0,100.0,1.5,0.83,88.0,80.0,80.0,88.0
1700,0022200378,1610612764,1610612754,0.775,0.63,98.0,98.0,3.0,6.0,124.0,137.5,137.5,124.0
1701,0022200378,1610612754,1610612764,0.63,0.775,98.0,98.0,6.0,3.0,137.5,124.0,124.0,137.5
1694,0022200379,1610612761,1610612753,0.543,0.81,102.0,102.0,2.33,2.5,148.0,96.2,96.2,148.0
1695,0022200379,1610612753,1610612761,0.81,0.543,102.0,102.0,2.5,2.33,96.2,148.0,148.0,96.2
1703,0022200380,1610612737,1610612751,0.522,0.75,116.0,116.0,0.8,1.43,124.1,103.4,103.4,124.1
1702,0022200380,1610612751,1610612737,0.75,0.522,116.0,116.0,1.43,0.8,103.4,124.1,124.1,103.4
1689,0022200381,1610612739,1610612758,0.441,0.75,102.0,102.0,0.6,1.5,124.0,76.9,76.9,124.0
1688,0022200381,1610612758,1610612739,0.75,0.441,102.0,102.0,1.5,0.6,76.9,124.0,124.0,76.9
1704,0022200382,1610612755,1610612747,0.614,0.455,100.0,100.0,1.4,1.0,80.0,124.0,124.0,80.0
1705,0022200382,1610612747,1610612755,0.455,0.614,100.0,100.0,1.0,1.4,124.0,80.0,80.0,124.0
1693,0022200383,1610612765,1610612763,0.524,0.615,102.0,102.0,1.67,4.0,130.8,108.0,108.0,130.8
1692,0022200383,1610612763,1610612765,0.615,0.524,102.0,102.0,4.0,1.67,108.0,130.8,130.8,108.0
1698,0022200384,1610612756,1610612740,0.587,0.458,110.0,110.0,1.0,1.2,92.9,100.0,100.0,92.9
1699,0022200384,1610612740,1610612756,0.458,0.587,110.0,110.0,1.2,1.0,100.0,92.9,92.9,100.0
1691,0022200385,1610612750,1610612762,0.477,0.523,96.0,96.0,3.0,2.33,100.0,116.7,116.7,100.0
1690,0022200385,1610612762,1610612750,0.523,0.477,96.0,96.0,2.33,3.0,116.7,100.0,100.0,116.7
1697,0022200386,1610612742,1610612749,0.727,0.596,96.0,96.0,4.0,2.33,133.3,137.5,137.5,133.3
1696,0022200386,1610612749,1610612742,0.596,0.727,96.0,96.0,2.33,4.0,137.5,133.3,133.3,137.5
1672,0022200387,1610612759,1610612748,0.545,0.588,104.0,104.0,1.6,2.0,111.5,96.2,96.2,111.5
1673,0022200387,1610612748,1610612759,0.588,0.545,104.0,104.0,2.0,1.6,96.2,111.5,111.5,96.2
1682,0022200388,1610612754,1610612751,0.75,0.654,110.0,110.0,1.33,3.0,148.1,135.7,135.7,148.1
1683,0022200388,1610612751,1610612754,0.654,0.75,110.0,110.0,3.0,1.33,135.7,148.1,148.1,135.7
1676,0022200389,1610612764,1610612746,0.619,0.5,90.0,90.0,8.0,0.0,127.3,126.1,126.1,127.3
1677,0022200389,1610612746,1610612764,0.5,0.619,90.0,90.0,0.0,8.0,126.1,127.3,127.3,126.1
1687,0022200390,1610612739,1610612760,0.605,0.386,88.0,88.0,3.5,5.0,100.0,127.3,127.3,100.0
1686,0022200390,1610612760,1610612739,0.386,0.605,88.0,88.0,5.0,3.5,127.3,100.0,100.0,127.3
1679,0022200391,1610612741,1610612742,0.761,0.667,106.0,106.0,10.0,1.25,111.1,153.8,153.8,111.1
1678,0022200391,1610612742,1610612741,0.667,0.761,106.0,106.0,1.25,10.0,153.8,111.1,111.1,153.8
1681,0022200392,1610612738,1610612744,0.48,0.482,106.0,106.0,2.0,0.0,126.9,92.6,92.6,126.9
1680,0022200392,1610612744,1610612738,0.482,0.48,106.0,106.0,0.0,2.0,92.6,126.9,126.9,92.6
1674,0022200393,1610612762,1610612743,0.568,0.667,96.0,96.0,1.5,1.5,116.7,108.3,108.3,116.7
1675,0022200393,1610612743,1610612762,0.667,0.568,96.0,96.0,1.5,1.5,108.3,116.7,116.7,108.3
1684,0022200394,1610612757,1610612750,0.5,0.5,98.0,98.0,1.67,3.0,108.0,133.3,133.3,108.0
1685,0022200394,1610612750,1610612757,0.5,0.5,98.0,98.0,3.0,1.67,133.3,108.0,108.0,133.3
1664,0022200395,1610612756,1610612740,0.654,0.575,98.0,98.0,5.0,1.75,120.8,144.0,144.0,120.8
1665,0022200395,1610612740,1610612756,0.575,0.654,98.0,98.0,1.75,5.0,144.0,120.8,120.8,144.0
1663,0022200396,1610612765,1610612747,0.55,0.625,96.0,96.0,1.5,5.0,133.3,108.3,108.3,133.3
1662,0022200396,1610612747,1610612765,0.625,0.55,96.0,96.0,5.0,1.5,108.3,133.3,133.3,108.3
1671,0022200397,1610612752,1610612758,0.565,0.45,112.0,112.0,1.0,0.83,78.6,128.6,128.6,78.6
1670,0022200397,1610612758,1610612752,0.45,0.565,112.0,112.0,0.83,1.0,128.6,78.6,78.6,128.6
1659,0022200398,1610612753,1610612761,0.316,0.395,86.0,86.0,0.6,2.5,86.4,85.7,85.7,86.4
1658,0022200398,1610612761,1610612753,0.395,0.316,86.0,86.0,2.5,0.6,85.7,86.4,86.4,85.7
1661,0022200399,1610612766,1610612755,0.404,0.37,102.0,102.0,2.0,0.8,80.0,80.8,80.8,80.0
1660,0022200399,1610612755,1610612766,0.37,0.404,102.0,102.0,0.8,2.0,80.8,80.0,80.0,80.8
1667,0022200400,1610612737,1610612741,0.526,0.54,100.0,100.0,1.75,2.0,108.0,88.0,88.0,108.0
1666,0022200400,1610612741,1610612737,0.54,0.526,100.0,100.0,2.0,1.75,88.0,108.0,108.0,88.0
1669,0022200401,1610612745,1610612749,0.452,0.46,94.0,94.0,2.0,2.5,104.2,82.6,82.6,104.2
1668,0022200401,1610612749,1610612745,0.46,0.452,94.0,94.0,2.5,2.0,82.6,104.2,104.2,82.6
1648,0022200402,1610612748,1610612754,0.605,0.475,98.0,98.0,2.0,0.71,79.2,104.0,104.0,79.2
1649,0022200402,1610612754,1610612748,0.475,0.605,98.0,98.0,0.71,2.0,104.0,79.2,79.2,104.0
1646,0022200403,1610612764,1610612751,0.455,0.565,110.0,110.0,1.25,1.0,107.4,89.3,89.3,107.4
1647,0022200403,1610612751,1610612764,0.565,0.455,110.0,110.0,1.0,1.25,89.3,107.4,107.4,89.3
1655,0022200404,1610612737,1610612763,0.452,0.773,104.0,104.0,9.0,1.5,134.6,111.5,111.5,134.6
1654,0022200404,1610612763,1610612737,0.773,0.452,104.0,104.0,1.5,9.0,111.5,134.6,134.6,111.5
1656,0022200405,1610612760,1610612742,0.571,0.288,102.0,102.0,1.5,3.0,92.0,107.7,107.7,92.0
1657,0022200405,1610612742,1610612760,0.288,0.571,102.0,102.0,3.0,1.5,107.7,92.0,92.0,107.7
1645,0022200406,1610612739,1610612759,0.54,0.481,96.0,96.0,1.33,1.67,120.8,112.5,112.5,120.8
1644,0022200406,1610612759,1610612739,0.481,0.54,96.0,96.0,1.67,1.33,112.5,120.8,120.8,112.5
1651,0022200407,1610612750,1610612757,0.54,0.625,98.0,98.0,9.0,2.33,132.0,112.5,112.5,132.0
1650,0022200407,1610612757,1610612750,0.625,0.54,98.0,98.0,2.33,9.0,112.5,132.0,132.0,112.5
1653,0022200408,1610612738,1610612746,0.5,0.568,110.0,110.0,1.2,1.0,103.6,92.6,92.6,103.6
1652,0022200408,1610612746,1610612738,0.568,0.5,110.0,110.0,1.0,1.2,92.6,103.6,103.6,92.6
1643,0022200409,1610612755,1610612758,0.659,0.5,116.0,116.0,6.0,1.2,110.3,134.5,134.5,110.3
1642,0022200409,1610612758,1610612755,0.5,0.659,116.0,116.0,1.2,6.0,134.5,110.3,110.3,134.5
1639,0022200410,1610612744,1610612749,0.54,0.714,96.0,96.0,2.33,1.0,158.3,112.5,112.5,158.3
1638,0022200410,1610612749,1610612744,0.714,0.54,96.0,96.0,1.0,2.33,112.5,158.3,158.3,112.5
1637,0022200411,1610612745,1610612756,0.595,0.365,100.0,100.0,1.0,1.25,80.0,108.0,108.0,80.0
1636,0022200411,1610612756,1610612745,0.365,0.595,100.0,100.0,1.25,1.0,108.0,80.0,80.0,108.0
1641,0022200412,1610612740,1610612762,0.521,0.538,112.0,112.0,1.4,1.33,103.6,107.1,107.1,103.6
1640,0022200412,1610612762,1610612740,0.538,0.521,112.0,112.0,1.33,1.4,107.1,103.6,103.6,107.1
1634,0022200413,1610612747,1610612738,0.5,0.673,100.0,100.0,1.5,5.5,148.0,96.0,96.0,148.0
1635,0022200413,1610612738,1610612747,0.673,0.5,100.0,100.0,5.5,1.5,96.0,148.0,148.0,96.0
1628,0022200414,1610612765,1610612766,0.556,0.481,108.0,108.0,2.0,0.0,122.2,129.6,129.6,122.2
1629,0022200414,1610612766,1610612765,0.481,0.556,108.0,108.0,0.0,2.0,129.6,122.2,122.2,129.6
1624,0022200415,1610612754,1610612744,0.5,0.548,104.0,104.0,3.0,1.14,100.0,103.8,103.8,100.0
1625,0022200415,1610612744,1610612754,0.548,0.5,104.0,104.0,1.14,3.0,103.8,100.0,100.0,103.8
1620,0022200416,1610612753,1610612737,0.76,0.4,116.0,116.0,2.4,0.57,75.9,172.4,172.4,75.9
1621,0022200416,1610612737,1610612753,0.4,0.76,116.0,116.0,0.57,2.4,172.4,75.9,75.9,172.4
1619,0022200417,1610612758,1610612761,0.523,0.48,102.0,102.0,1.2,0.0,124.0,88.5,88.5,124.0
1618,0022200417,1610612761,1610612758,0.48,0.523,102.0,102.0,0.0,1.2,88.5,124.0,124.0,88.5
1617,0022200418,1610612741,1610612752,0.571,0.423,100.0,100.0,2.67,3.5,116.0,112.0,112.0,116.0
1616,0022200418,1610612752,1610612741,0.423,0.571,100.0,100.0,3.5,2.67,112.0,116.0,116.0,112.0
1623,0022200419,1610612748,1610612760,0.63,0.6,104.0,104.0,2.67,1.4,119.2,119.2,119.2,119.2
1622,0022200419,1610612760,1610612748,0.6,0.63,104.0,104.0,1.4,2.67,119.2,119.2,119.2,119.2
1615,0022200420,1610612757,1610612759,0.739,0.5,100.0,100.0,4.5,3.5,112.0,156.0,156.0,112.0
1614,0022200420,1610612759,1610612757,0.5,0.739,100.0,100.0,3.5,4.5,156.0,112.0,112.0,156.0
1627,0022200421,1610612739,1610612742,0.658,0.409,94.0,94.0,1.5,1.33,82.6,108.3,108.3,82.6
1626,0022200421,1610612742,1610612739,0.409,0.658,94.0,94.0,1.33,1.5,108.3,82.6,82.6,108.3
1630,0022200422,1610612764,1610612743,0.63,0.739,118.0,118.0,2.0,2.2,131.0,103.3,103.3,131.0
1631,0022200422,1610612743,1610612764,0.739,0.63,118.0,118.0,2.2,2.0,103.3,131.0,131.0,103.3
1632,0022200423,1610612750,1610612746,0.412,0.3,96.0,96.0,1.0,1.0,79.2,87.5,87.5,79.2
1633,0022200423,1610612746,1610612750,0.3,0.412,96.0,96.0,1.0,1.0,87.5,79.2,79.2,87.5
1611,0022200424,1610612745,1610612748,0.538,0.44,98.0,98.0,1.33,0.75,120.8,116.0,116.0,120.8
1610,0022200424,1610612748,1610612745,0.44,0.538,98.0,98.0,0.75,1.33,116.0,120.8,120.8,116.0
1613,0022200425,1610612763,1610612749,0.483,0.271,102.0,102.0,0.0,1.0,72.0,126.9,126.9,72.0
1612,0022200425,1610612749,1610612763,0.271,0.483,102.0,102.0,1.0,0.0,126.9,72.0,72.0,126.9
1608,0022200426,1610612762,1610612740,0.553,0.477,92.0,92.0,0.5,1.67,108.7,117.4,117.4,108.7
1609,0022200426,1610612740,1610612762,0.477,0.553,92.0,92.0,1.67,0.5,117.4,108.7,108.7,117.4
1607,0022200427,1610612746,1610612756,0.375,0.595,98.0,98.0,0.8,2.33,120.8,72.0,72.0,120.8
1606,0022200427,1610612756,1610612746,0.595,0.375,98.0,98.0,2.33,0.8,72.0,120.8,120.8,72.0
1596,0022200428,1610612766,1610612737,0.375,0.738,102.0,102.0,1.0,4.0,152.0,92.3,92.3,152.0
1597,0022200428,1610612737,1610612766,0.738,0.375,102.0,102.0,4.0,1.0,92.3,152.0,152.0,92.3
1593,0022200429,1610612765,1610612758,0.545,0.523,100.0,100.0,1.67,3.5,112.0,116.0,116.0,112.0
1592,0022200429,1610612758,1610612765,0.523,0.545,100.0,100.0,3.5,1.67,116.0,112.0,112.0,116.0
1588,0022200430,1610612753,1610612738,0.5,0.636,100.0,100.0,1.0,1.4,112.0,128.0,128.0,112.0
1589,0022200430,1610612738,1610612753,0.636,0.5,100.0,100.0,1.4,1.0,128.0,112.0,112.0,128.0
1604,0022200431,1610612754,1610612739,0.7,0.625,98.0,98.0,3.0,2.33,116.0,129.2,129.2,116.0
1605,0022200431,1610612739,1610612754,0.625,0.7,98.0,98.0,2.33,3.0,129.2,116.0,116.0,129.2
1603,0022200432,1610612744,1610612755,0.881,0.674,98.0,98.0,3.25,2.0,132.0,158.3,158.3,132.0
1602,0022200432,1610612755,1610612744,0.674,0.881,98.0,98.0,2.0,3.25,158.3,132.0,132.0,158.3
1599,0022200433,1610612751,1610612761,0.447,0.523,92.0,92.0,2.0,5.0,126.1,82.6,82.6,126.1
1598,0022200433,1610612761,1610612751,0.523,0.447,92.0,92.0,5.0,2.0,82.6,126.1,126.1,82.6
1586,0022200434,1610612752,1610612741,0.538,0.778,94.0,94.0,1.67,2.67,139.1,120.8,120.8,139.1
1587,0022200434,1610612741,1610612752,0.778,0.538,94.0,94.0,2.67,1.67,120.8,139.1,139.1,120.8
1595,0022200435,1610612750,1610612760,0.523,0.519,102.0,102.0,2.33,1.6,112.0,115.4,115.4,112.0
1594,0022200435,1610612760,1610612750,0.519,0.523,102.0,102.0,1.6,2.33,115.4,112.0,112.0,115.4
1590,0022200436,1610612757,1610612742,0.583,0.619,102.0,102.0,1.5,3.5,124.0,123.1,123.1,124.0
1591,0022200436,1610612742,1610612757,0.619,0.583,102.0,102.0,3.5,1.5,123.1,124.0,124.0,123.1
1600,0022200437,1610612747,1610612743,0.583,0.6,114.0,114.0,2.25,0.86,114.3,113.8,113.8,114.3
1601,0022200437,1610612743,1610612747,0.6,0.583,114.0,114.0,0.86,2.25,113.8,114.3,114.3,113.8
1579,0022200438,1610612746,1610612764,0.364,0.591,100.0,100.0,2.0,2.67,112.0,80.0,80.0,112.0
