index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP
4043,22300412,1610612762,UTA,1610612759,SAS,2023-24,27,32,2023-12-26,59
4044,22300413,1610612758,SAC,1610612757,POR,2023-24,33,32,2023-12-26,65
4045,22300413,1610612757,POR,1610612758,SAC,2023-24,32,33,2023-12-26,65
4046,22300410,1610612740,NOP,1610612763,MEM,2023-24,19,24,2023-12-26,43
4047,22300410,1610612763,MEM,1610612740,NOP,2023-24,24,19,2023-12-26,43
4048,22300409,1610612745,HOU,1610612754,IND,2023-24,33,33,2023-12-26,66
4049,22300409,1610612754,IND,1610612745,HOU,2023-24,33,33,2023-12-26,66
4042,22300412,1610612759,SAS,1610612762,UTA,2023-24,32,27,2023-12-26,59
4020,22300419,1610612760,OKC,1610612752,NYK,2023-24,38,25,2023-12-27,63
4021,22300419,1610612752,NYK,1610612760,OKC,2023-24,25,38,2023-12-27,63
4022,22300416,1610612761,TOR,1610612764,WAS,2023-24,31,25,2023-12-27,56
4023,22300416,1610612764,WAS,1610612761,TOR,2023-24,25,31,2023-12-27,56
4024,22300420,1610612739,CLE,1610612742,DAL,2023-24,27,39,2023-12-27,66
4025,22300420,1610612742,DAL,1610612739,CLE,2023-24,39,27,2023-12-27,66
4027,22300417,1610612751,BKN,1610612749,MIL,2023-24,31,32,2023-12-27,63
4028,22300418,1610612756,PHX,1610612745,HOU,2023-24,30,24,2023-12-27,54
4029,22300418,1610612745,HOU,1610612756,PHX,2023-24,24,30,2023-12-27,54
4030,22300415,1610612755,PHI,1610612753,ORL,2023-24,26,25,2023-12-27,51
4031,22300415,1610612753,ORL,1610612755,PHI,2023-24,25,26,2023-12-27,51
4026,22300417,1610612749,MIL,1610612751,BKN,2023-24,32,31,2023-12-27,63
4011,22300423,1610612742,DAL,1610612750,MIN,2023-24,26,37,2023-12-28,63
4005,22300422,1610612754,IND,1610612741,CHI,2023-24,37,31,2023-12-28,68
4006,22300427,1610612757,POR,1610612759,SAS,2023-24,14,38,2023-12-28,52
4007,22300427,1610612759,SAS,1610612757,POR,2023-24,38,14,2023-12-28,52
4008,22300425,1610612763,MEM,1610612743,DEN,2023-24,27,33,2023-12-28,60
4009,22300425,1610612743,DEN,1610612763,MEM,2023-24,33,27,2023-12-28,60
4004,22300422,1610612741,CHI,1610612754,IND,2023-24,31,37,2023-12-28,68
4012,22300426,1610612744,GSW,1610612748,MIA,2023-24,25,22,2023-12-28,47
4010,22300423,1610612750,MIN,1610612742,DAL,2023-24,37,26,2023-12-28,63
4014,22300421,1610612738,BOS,1610612765,DET,2023-24,27,30,2023-12-28,57
4019,22300428,1610612766,CHA,1610612747,LAL,2023-24,31,28,2023-12-28,59
4018,22300428,1610612747,LAL,1610612766,CHA,2023-24,28,31,2023-12-28,59
4013,22300426,1610612748,MIA,1610612744,GSW,2023-24,22,25,2023-12-28,47
4016,22300424,1610612762,UTA,1610612740,NOP,2023-24,37,39,2023-12-28,76
4015,22300421,1610612765,DET,1610612738,BOS,2023-24,30,27,2023-12-28,57
4017,22300424,1610612740,NOP,1610612762,UTA,2023-24,39,37,2023-12-28,76
3984,22300438,1610612763,MEM,1610612746,LAC,2023-24,25,33,2023-12-29,58
3985,22300438,1610612746,LAC,1610612763,MEM,2023-24,33,25,2023-12-29,58
3993,22300435,1610612743,DEN,1610612760,OKC,2023-24,27,33,2023-12-29,60
3987,22300433,1610612749,MIL,1610612739,CLE,2023-24,31,37,2023-12-29,68
3988,22300436,1610612756,PHX,1610612766,CHA,2023-24,36,30,2023-12-29,66
3989,22300436,1610612766,CHA,1610612756,PHX,2023-24,30,36,2023-12-29,66
3990,22300432,1610612761,TOR,1610612738,BOS,2023-24,20,35,2023-12-29,55
3991,22300432,1610612738,BOS,1610612761,TOR,2023-24,35,20,2023-12-29,55
3992,22300435,1610612760,OKC,1610612743,DEN,2023-24,33,27,2023-12-29,60
3986,22300433,1610612739,CLE,1610612749,MIL,2023-24,37,31,2023-12-29,68
3995,22300430,1610612751,BKN,1610612764,WAS,2023-24,25,25,2023-12-29,50
3996,22300434,1610612745,HOU,1610612755,PHI,2023-24,32,26,2023-12-29,58
3997,22300434,1610612755,PHI,1610612745,HOU,2023-24,26,32,2023-12-29,58
3998,22300429,1610612753,ORL,1610612752,NYK,2023-24,26,29,2023-12-29,55
3999,22300429,1610612752,NYK,1610612753,ORL,2023-24,29,26,2023-12-29,55
4000,22300437,1610612757,POR,1610612759,SAS,2023-24,29,29,2023-12-29,58
4001,22300437,1610612759,SAS,1610612757,POR,2023-24,29,29,2023-12-29,58
4002,22300431,1610612737,ATL,1610612758,SAC,2023-24,36,23,2023-12-29,59
4003,22300431,1610612758,SAC,1610612737,ATL,2023-24,23,36,2023-12-29,59
3994,22300430,1610612764,WAS,1610612751,BKN,2023-24,25,25,2023-12-29,50
3972,22300442,1610612741,CHI,1610612755,PHI,2023-24,21,17,2023-12-30,38
3976,22300439,1610612762,UTA,1610612748,MIA,2023-24,27,28,2023-12-30,55
3973,22300442,1610612755,PHI,1610612741,CHI,2023-24,17,21,2023-12-30,38
3974,22300441,1610612754,IND,1610612752,NYK,2023-24,32,27,2023-12-30,59
3975,22300441,1610612752,NYK,1610612754,IND,2023-24,27,32,2023-12-30,59
3977,22300439,1610612748,MIA,1610612762,UTA,2023-24,28,27,2023-12-30,55
3981,22300444,1610612742,DAL,1610612744,GSW,2023-24,34,26,2023-12-30,60
3979,22300443,1610612750,MIN,1610612747,LAL,2023-24,29,31,2023-12-30,60
3980,22300444,1610612744,GSW,1610612742,DAL,2023-24,26,34,2023-12-30,60
3978,22300443,1610612747,LAL,1610612750,MIN,2023-24,31,29,2023-12-30,60
3982,22300440,1610612765,DET,1610612761,TOR,2023-24,25,24,2023-12-30,49
3983,22300440,1610612761,TOR,1610612765,DET,2023-24,24,25,2023-12-30,49
3960,22300450,1610612756,PHX,1610612753,ORL,2023-24,37,24,2023-12-31,61
3961,22300450,1610612753,ORL,1610612756,PHX,2023-24,24,37,2023-12-31,61
3962,22300448,1610612738,BOS,1610612759,SAS,2023-24,30,22,2023-12-31,52
3963,22300448,1610612759,SAS,1610612738,BOS,2023-24,22,30,2023-12-31,52
3964,22300446,1610612740,NOP,1610612747,LAL,2023-24,42,33,2023-12-31,75
3966,22300449,1610612758,SAC,1610612763,MEM,2023-24,34,29,2023-12-31,63
3965,22300446,1610612747,LAL,1610612740,NOP,2023-24,33,42,2023-12-31,75
3968,22300447,1610612751,BKN,1610612760,OKC,2023-24,36,33,2023-12-31,69
3969,22300447,1610612760,OKC,1610612751,BKN,2023-24,33,36,2023-12-31,69
3970,22300445,1610612737,ATL,1610612764,WAS,2023-24,28,30,2023-12-31,58
3971,22300445,1610612764,WAS,1610612737,ATL,2023-24,30,28,2023-12-31,58
3967,22300449,1610612763,MEM,1610612758,SAC,2023-24,29,34,2023-12-31,63
3951,22300454,1610612754,IND,1610612749,MIL,2023-24,25,32,2024-01-01,57
3945,22300456,1610612756,PHX,1610612757,POR,2023-24,20,29,2024-01-01,49
3946,22300452,1610612739,CLE,1610612761,TOR,2023-24,32,41,2024-01-01,73
3947,22300452,1610612761,TOR,1610612739,CLE,2023-24,41,32,2024-01-01,73
3948,22300455,1610612743,DEN,1610612766,CHA,2023-24,24,18,2024-01-01,42
3949,22300455,1610612766,CHA,1610612743,DEN,2023-24,18,24,2024-01-01,42
3944,22300456,1610612757,POR,1610612756,PHX,2023-24,29,20,2024-01-01,49
3952,22300458,1610612746,LAC,1610612748,MIA,2023-24,23,35,2024-01-01,58
3950,22300454,1610612749,MIL,1610612754,IND,2023-24,32,25,2024-01-01,57
3954,22300451,1610612752,NYK,1610612750,MIN,2023-24,23,32,2024-01-01,55
3955,22300451,1610612750,MIN,1610612752,NYK,2023-24,32,23,2024-01-01,55
3956,22300453,1610612765,DET,1610612745,HOU,2023-24,29,31,2024-01-01,60
3957,22300453,1610612745,HOU,1610612765,DET,2023-24,31,29,2024-01-01,60
3958,22300457,1610612742,DAL,1610612762,UTA,2023-24,26,37,2024-01-01,63
3959,22300457,1610612762,UTA,1610612742,DAL,2023-24,37,26,2024-01-01,63
3953,22300458,1610612748,MIA,1610612746,LAC,2023-24,35,23,2024-01-01,58
3932,22300460,1610612759,SAS,1610612763,MEM,2023-24,23,20,2024-01-02,43
3933,22300460,1610612763,MEM,1610612759,SAS,2023-24,20,23,2024-01-02,43
3934,22300464,1610612758,SAC,1610612766,CHA,2023-24,21,25,2024-01-02,46
3935,22300464,1610612766,CHA,1610612758,SAC,2023-24,25,21,2024-01-02,46
3936,22300463,1610612753,ORL,1610612744,GSW,2023-24,28,30,2024-01-02,58
3938,22300459,1610612755,PHI,1610612741,CHI,2023-24,43,18,2024-01-02,61
3937,22300463,1610612744,GSW,1610612753,ORL,2023-24,30,28,2024-01-02,58
3940,22300462,1610612738,BOS,1610612760,OKC,2023-24,29,31,2024-01-02,60
3941,22300462,1610612760,OKC,1610612738,BOS,2023-24,31,29,2024-01-02,60
3942,22300461,1610612751,BKN,1610612740,NOP,2023-24,18,32,2024-01-02,50
3943,22300461,1610612740,NOP,1610612751,BKN,2023-24,32,18,2024-01-02,50
3939,22300459,1610612741,CHI,1610612755,PHI,2023-24,18,43,2024-01-02,61
3910,22300466,1610612749,MIL,1610612754,IND,2023-24,31,33,2024-01-03,64
3919,22300471,1610612750,MIN,1610612740,NOP,2023-24,24,27,2024-01-03,51
3911,22300466,1610612754,IND,1610612749,MIL,2023-24,33,31,2024-01-03,64
3912,22300474,1610612765,DET,1610612762,UTA,2023-24,33,26,2024-01-03,59
3913,22300474,1610612762,UTA,1610612765,DET,2023-24,26,33,2024-01-03,59
3914,22300475,1610612748,MIA,1610612747,LAL,2023-24,25,18,2024-01-03,43
3915,22300475,1610612747,LAL,1610612748,MIA,2023-24,18,25,2024-01-03,43
3916,22300469,1610612751,BKN,1610612745,HOU,2023-24,22,26,2024-01-03,48
3917,22300469,1610612745,HOU,1610612751,BKN,2023-24,26,22,2024-01-03,48
3918,22300471,1610612740,NOP,1610612750,MIN,2023-24,27,24,2024-01-03,51
3920,22300467,1610612737,ATL,1610612760,OKC,2023-24,39,25,2024-01-03,64
3909,22300473,1610612756,PHX,1610612746,LAC,2023-24,20,35,2024-01-03,55
3922,22300472,1610612757,POR,1610612742,DAL,2023-24,25,35,2024-01-03,60
3923,22300472,1610612742,DAL,1610612757,POR,2023-24,35,25,2024-01-03,60
3924,22300465,1610612764,WAS,1610612739,CLE,2023-24,31,34,2024-01-03,65
3925,22300465,1610612739,CLE,1610612764,WAS,2023-24,34,31,2024-01-03,65
3926,22300468,1610612752,NYK,1610612741,CHI,2023-24,26,24,2024-01-03,50
3927,22300468,1610612741,CHI,1610612752,NYK,2023-24,24,26,2024-01-03,50
3928,22300476,1610612753,ORL,1610612758,SAC,2023-24,30,27,2024-01-03,57
3929,22300476,1610612758,SAC,1610612753,ORL,2023-24,27,30,2024-01-03,57
3930,22300470,1610612761,TOR,1610612763,MEM,2023-24,30,29,2024-01-03,59
3931,22300470,1610612763,MEM,1610612761,TOR,2023-24,29,30,2024-01-03,59
3921,22300467,1610612760,OKC,1610612737,ATL,2023-24,25,39,2024-01-03,64
3908,22300473,1610612746,LAC,1610612756,PHX,2023-24,35,20,2024-01-03,55
3904,22300477,1610612759,SAS,1610612749,MIL,2023-24,31,38,2024-01-04,69
3906,22300478,1610612743,DEN,1610612744,GSW,2023-24,34,33,2024-01-04,67
3907,22300478,1610612744,GSW,1610612743,DEN,2023-24,33,34,2024-01-04,67
3905,22300477,1610612749,MIL,1610612759,SAS,2023-24,38,31,2024-01-04,69
3886,22300479,1610612762,UTA,1610612738,BOS,2023-24,15,30,2024-01-05,45
3876,22300480,1610612754,IND,1610612737,ATL,2023-24,38,24,2024-01-05,62
3877,22300480,1610612737,ATL,1610612754,IND,2023-24,24,38,2024-01-05,62
3878,22300488,1610612743,DEN,1610612753,ORL,2023-24,37,28,2024-01-05,65
3879,22300488,1610612753,ORL,1610612743,DEN,2023-24,28,37,2024-01-05,65
3880,22300481,1610612760,OKC,1610612751,BKN,2023-24,21,39,2024-01-05,60
3881,22300481,1610612751,BKN,1610612760,OKC,2023-24,39,21,2024-01-05,60
3882,22300490,1610612765,DET,1610612744,GSW,2023-24,20,22,2024-01-05,42
3883,22300490,1610612744,GSW,1610612765,DET,2023-24,22,20,2024-01-05,42
3884,22300485,1610612750,MIN,1610612745,HOU,2023-24,32,24,2024-01-05,56
3885,22300485,1610612745,HOU,1610612750,MIN,2023-24,24,32,2024-01-05,56
3887,22300479,1610612738,BOS,1610612762,UTA,2023-24,30,15,2024-01-05,45
3888,22300486,1610612740,NOP,1610612746,LAC,2023-24,26,26,2024-01-05,52
3901,22300484,1610612741,CHI,1610612766,CHA,2023-24,23,22,2024-01-05,45
3889,22300486,1610612746,LAC,1610612740,NOP,2023-24,26,26,2024-01-05,52
3902,22300489,1610612756,PHX,1610612748,MIA,2023-24,33,29,2024-01-05,62
3903,22300489,1610612748,MIA,1610612756,PHX,2023-24,29,33,2024-01-05,62
3900,22300484,1610612766,CHA,1610612741,CHI,2023-24,22,23,2024-01-05,45
3899,22300487,1610612757,POR,1610612742,DAL,2023-24,26,38,2024-01-05,64
3898,22300487,1610612742,DAL,1610612757,POR,2023-24,38,26,2024-01-05,64
3897,22300491,1610612763,MEM,1610612747,LAL,2023-24,29,38,2024-01-05,67
3895,22300482,1610612764,WAS,1610612739,CLE,2023-24,26,36,2024-01-05,62
3894,22300482,1610612739,CLE,1610612764,WAS,2023-24,36,26,2024-01-05,62
3893,22300492,1610612758,SAC,1610612761,TOR,2023-24,36,27,2024-01-05,63
3892,22300492,1610612761,TOR,1610612758,SAC,2023-24,27,36,2024-01-05,63
3891,22300483,1610612752,NYK,1610612755,PHI,2023-24,34,30,2024-01-05,64
3890,22300483,1610612755,PHI,1610612752,NYK,2023-24,30,34,2024-01-05,64
3896,22300491,1610612747,LAL,1610612763,MEM,2023-24,38,29,2024-01-05,67
3869,22300496,1610612749,MIL,1610612745,HOU,2023-24,18,29,2024-01-06,47
3868,22300496,1610612745,HOU,1610612749,MIL,2023-24,29,18,2024-01-06,47
3870,22300495,1610612755,PHI,1610612762,UTA,2023-24,28,32,2024-01-06,60
3873,22300493,1610612738,BOS,1610612754,IND,2023-24,29,17,2024-01-06,46
3872,22300493,1610612754,IND,1610612738,BOS,2023-24,17,29,2024-01-06,46
3874,22300494,1610612752,NYK,1610612764,WAS,2023-24,34,19,2024-01-06,53
3875,22300494,1610612764,WAS,1610612752,NYK,2023-24,19,34,2024-01-06,53
3871,22300495,1610612762,UTA,1610612755,PHI,2023-24,32,28,2024-01-06,60
3854,22300498,1610612751,BKN,1610612757,POR,2023-24,30,26,2024-01-07,56
3855,22300498,1610612757,POR,1610612751,BKN,2023-24,26,30,2024-01-07,56
3853,22300499,1610612753,ORL,1610612737,ATL,2023-24,32,28,2024-01-07,60
3856,22300504,1610612761,TOR,1610612744,GSW,2023-24,36,28,2024-01-07,64
3851,22300503,1610612763,MEM,1610612756,PHX,2023-24,26,32,2024-01-07,58
3850,22300503,1610612756,PHX,1610612763,MEM,2023-24,32,26,2024-01-07,58
3852,22300499,1610612737,ATL,1610612753,ORL,2023-24,28,32,2024-01-07,60
3857,22300504,1610612744,GSW,1610612761,TOR,2023-24,28,36,2024-01-07,64
3860,22300505,1610612747,LAL,1610612746,LAC,2023-24,19,24,2024-01-07,43
3859,22300500,1610612758,SAC,1610612740,NOP,2023-24,21,33,2024-01-07,54
3867,22300501,1610612750,MIN,1610612742,DAL,2023-24,29,30,2024-01-07,59
3861,22300505,1610612746,LAC,1610612747,LAL,2023-24,24,19,2024-01-07,43
3862,22300497,1610612759,SAS,1610612739,CLE,2023-24,32,28,2024-01-07,60
3863,22300497,1610612739,CLE,1610612759,SAS,2023-24,28,32,2024-01-07,60
3864,22300502,1610612765,DET,1610612743,DEN,2023-24,29,31,2024-01-07,60
3865,22300502,1610612743,DEN,1610612765,DET,2023-24,31,29,2024-01-07,60
3858,22300500,1610612740,NOP,1610612758,SAC,2023-24,33,21,2024-01-07,54
3866,22300501,1610612742,DAL,1610612750,MIN,2023-24,30,29,2024-01-07,59
3838,22300506,1610612766,CHA,1610612741,CHI,2023-24,25,24,2024-01-08,49
3839,22300506,1610612741,CHI,1610612766,CHA,2023-24,24,25,2024-01-08,49
3840,22300510,1610612749,MIL,1610612762,UTA,2023-24,23,41,2024-01-08,64
3841,22300510,1610612762,UTA,1610612749,MIL,2023-24,41,23,2024-01-08,64
3842,22300507,1610612738,BOS,1610612754,IND,2023-24,34,33,2024-01-08,67
3845,22300509,1610612745,HOU,1610612748,MIA,2023-24,27,34,2024-01-08,61
3844,22300509,1610612748,MIA,1610612745,HOU,2023-24,34,27,2024-01-08,61
3846,22300508,1610612760,OKC,1610612764,WAS,2023-24,36,30,2024-01-08,66
3847,22300508,1610612764,WAS,1610612760,OKC,2023-24,30,36,2024-01-08,66
3848,22300511,1610612756,PHX,1610612746,LAC,2023-24,31,34,2024-01-08,65
3849,22300511,1610612746,LAC,1610612756,PHX,2023-24,34,31,2024-01-08,65
3843,22300507,1610612754,IND,1610612738,BOS,2023-24,33,34,2024-01-08,67
3830,22300514,1610612752,NYK,1610612757,POR,2023-24,38,22,2024-01-09,60
3828,22300516,1610612747,LAL,1610612761,TOR,2023-24,28,24,2024-01-09,52
3831,22300514,1610612757,POR,1610612752,NYK,2023-24,22,38,2024-01-09,60
3829,22300516,1610612761,TOR,1610612747,LAL,2023-24,24,28,2024-01-09,52
3833,22300515,1610612763,MEM,1610612742,DAL,2023-24,29,22,2024-01-09,51
3834,22300513,1610612750,MIN,1610612753,ORL,2023-24,33,16,2024-01-09,49
3835,22300513,1610612753,ORL,1610612750,MIN,2023-24,16,33,2024-01-09,49
3836,22300512,1610612765,DET,1610612758,SAC,2023-24,47,29,2024-01-09,76
3837,22300512,1610612758,SAC,1610612765,DET,2023-24,29,47,2024-01-09,76
3832,22300515,1610612742,DAL,1610612763,MEM,2023-24,22,29,2024-01-09,51
3808,22300521,1610612737,ATL,1610612755,PHI,2023-24,34,31,2024-01-10,65
3809,22300521,1610612755,PHI,1610612737,ATL,2023-24,31,34,2024-01-10,65
3810,22300519,1610612759,SAS,1610612765,DET,2023-24,31,19,2024-01-10,50
3811,22300519,1610612765,DET,1610612759,SAS,2023-24,19,31,2024-01-10,50
3812,22300525,1610612740,NOP,1610612744,GSW,2023-24,46,27,2024-01-10,73
3813,22300525,1610612744,GSW,1610612740,NOP,2023-24,27,46,2024-01-10,73
3814,22300518,1610612758,SAC,1610612766,CHA,2023-24,33,28,2024-01-10,61
3815,22300518,1610612766,CHA,1610612758,SAC,2023-24,28,33,2024-01-10,61
3816,22300517,1610612738,BOS,1610612750,MIN,2023-24,32,27,2024-01-10,59
3817,22300517,1610612750,MIN,1610612738,BOS,2023-24,27,32,2024-01-10,59
3819,22300523,1610612741,CHI,1610612745,HOU,2023-24,28,24,2024-01-10,52
3820,22300522,1610612760,OKC,1610612748,MIA,2023-24,29,35,2024-01-10,64
3821,22300522,1610612748,MIA,1610612760,OKC,2023-24,35,29,2024-01-10,64
3822,22300526,1610612746,LAC,1610612761,TOR,2023-24,28,29,2024-01-10,57
3823,22300526,1610612761,TOR,1610612746,LAC,2023-24,29,28,2024-01-10,57
3824,22300520,1610612764,WAS,1610612754,IND,2023-24,21,23,2024-01-10,44
3825,22300520,1610612754,IND,1610612764,WAS,2023-24,23,21,2024-01-10,44
3826,22300524,1610612762,UTA,1610612743,DEN,2023-24,35,24,2024-01-10,59
3827,22300524,1610612743,DEN,1610612762,UTA,2023-24,24,35,2024-01-10,59
3818,22300523,1610612745,HOU,1610612741,CHI,2023-24,24,28,2024-01-10,52
3800,22300528,1610612738,BOS,1610612749,MIL,2023-24,23,41,2024-01-11,64
3798,22300531,1610612756,PHX,1610612747,LAL,2023-24,36,25,2024-01-11,61
3799,22300531,1610612747,LAL,1610612756,PHX,2023-24,25,36,2024-01-11,61
3801,22300528,1610612749,MIL,1610612738,BOS,2023-24,41,23,2024-01-11,64
3803,22300530,1610612752,NYK,1610612742,DAL,2023-24,26,44,2024-01-11,70
3806,22300527,1610612751,BKN,1610612739,CLE,2023-24,16,26,2024-01-11,42
3804,22300529,1610612757,POR,1610612760,OKC,2023-24,24,36,2024-01-11,60
3805,22300529,1610612760,OKC,1610612757,POR,2023-24,36,24,2024-01-11,60
3807,22300527,1610612739,CLE,1610612751,BKN,2023-24,26,16,2024-01-11,42
3802,22300530,1610612742,DAL,1610612752,NYK,2023-24,44,26,2024-01-11,70
3778,22300535,1610612753,ORL,1610612748,MIA,2023-24,22,30,2024-01-12,52
3779,22300535,1610612748,MIA,1610612753,ORL,2023-24,30,22,2024-01-12,52
3780,22300532,1610612755,PHI,1610612758,SAC,2023-24,29,21,2024-01-12,50
3781,22300532,1610612758,SAC,1610612755,PHI,2023-24,21,29,2024-01-12,50
3782,22300533,1610612754,IND,1610612737,ATL,2023-24,34,30,2024-01-12,64
3783,22300533,1610612737,ATL,1610612754,IND,2023-24,30,34,2024-01-12,64
3784,22300538,1610612750,MIN,1610612757,POR,2023-24,36,15,2024-01-12,51
3786,22300536,1610612744,GSW,1610612741,CHI,2023-24,33,30,2024-01-12,63
3785,22300538,1610612757,POR,1610612750,MIN,2023-24,15,36,2024-01-12,51
3788,22300539,1610612743,DEN,1610612740,NOP,2023-24,37,25,2024-01-12,62
3797,22300537,1610612763,MEM,1610612746,LAC,2023-24,26,23,2024-01-12,49
3796,22300537,1610612746,LAC,1610612763,MEM,2023-24,23,26,2024-01-12,49
3787,22300536,1610612741,CHI,1610612744,GSW,2023-24,30,33,2024-01-12,63
3794,22300540,1610612762,UTA,1610612761,TOR,2023-24,28,25,2024-01-12,53
3793,22300534,1610612765,DET,1610612745,HOU,2023-24,30,23,2024-01-12,53
3795,22300540,1610612761,TOR,1610612762,UTA,2023-24,25,28,2024-01-12,53
3791,22300541,1610612766,CHA,1610612759,SAS,2023-24,22,28,2024-01-12,50
3790,22300541,1610612759,SAS,1610612766,CHA,2023-24,28,22,2024-01-12,50
3789,22300539,1610612740,NOP,1610612743,DEN,2023-24,25,37,2024-01-12,62
3792,22300534,1610612745,HOU,1610612765,DET,2023-24,23,30,2024-01-12,53
3767,22300542,1610612738,BOS,1610612745,HOU,2023-24,35,31,2024-01-13,66
3762,22300545,1610612749,MIL,1610612744,GSW,2023-24,33,24,2024-01-13,57
3763,22300545,1610612744,GSW,1610612749,MIL,2023-24,24,33,2024-01-13,57
3764,22300548,1610612741,CHI,1610612759,SAS,2023-24,35,23,2024-01-13,58
3765,22300548,1610612759,SAS,1610612741,CHI,2023-24,23,35,2024-01-13,58
3766,22300542,1610612745,HOU,1610612738,BOS,2023-24,31,35,2024-01-13,66
3768,22300544,1610612752,NYK,1610612763,MEM,2023-24,25,27,2024-01-13,52
3770,22300543,1610612737,ATL,1610612764,WAS,2023-24,25,30,2024-01-13,55
3776,22300546,1610612753,ORL,1610612760,OKC,2023-24,21,23,2024-01-13,44
3771,22300543,1610612764,WAS,1610612737,ATL,2023-24,30,25,2024-01-13,55
3772,22300547,1610612742,DAL,1610612740,NOP,2023-24,20,29,2024-01-13,49
3773,22300547,1610612740,NOP,1610612742,DAL,2023-24,29,20,2024-01-13,49
3774,22300549,1610612762,UTA,1610612747,LAL,2023-24,31,39,2024-01-13,70
3775,22300549,1610612747,LAL,1610612762,UTA,2023-24,39,31,2024-01-13,70
3769,22300544,1610612763,MEM,1610612752,NYK,2023-24,27,25,2024-01-13,52
3777,22300546,1610612760,OKC,1610612753,ORL,2023-24,23,21,2024-01-13,44
3752,22300550,1610612754,IND,1610612743,DEN,2023-24,28,28,2024-01-14,56
3753,22300550,1610612743,DEN,1610612754,IND,2023-24,28,28,2024-01-14,56
3755,22300554,1610612756,PHX,1610612757,POR,2023-24,31,33,2024-01-14,64
3754,22300554,1610612757,POR,1610612756,PHX,2023-24,33,31,2024-01-14,64
3758,22300553,1610612750,MIN,1610612746,LAC,2023-24,29,19,2024-01-14,48
3759,22300553,1610612746,LAC,1610612750,MIN,2023-24,19,29,2024-01-14,48
3760,22300552,1610612749,MIL,1610612758,SAC,2023-24,32,37,2024-01-14,69
3761,22300552,1610612758,SAC,1610612749,MIL,2023-24,37,32,2024-01-14,69
3756,22300551,1610612748,MIA,1610612766,CHA,2023-24,26,16,2024-01-14,42
3757,22300551,1610612766,CHA,1610612748,MIA,2023-24,16,26,2024-01-14,42
3737,22300561,1610612739,CLE,1610612741,CHI,2023-24,40,21,2024-01-15,61
3736,22300561,1610612741,CHI,1610612739,CLE,2023-24,21,40,2024-01-15,61
3735,22300563,1610612761,TOR,1610612738,BOS,2023-24,25,29,2024-01-15,54
3738,22300562,1610612748,MIA,1610612751,BKN,2023-24,16,22,2024-01-15,38
3733,22300559,1610612759,SAS,1610612737,ATL,2023-24,16,35,2024-01-15,51
3732,22300559,1610612737,ATL,1610612759,SAS,2023-24,35,16,2024-01-15,51
3731,22300564,1610612754,IND,1610612762,UTA,2023-24,26,33,2024-01-15,59
3730,22300564,1610612762,UTA,1610612754,IND,2023-24,33,26,2024-01-15,59
3734,22300563,1610612738,BOS,1610612761,TOR,2023-24,29,25,2024-01-15,54
3739,22300562,1610612751,BKN,1610612748,MIA,2023-24,22,16,2024-01-15,38
3745,22300555,1610612745,HOU,1610612755,PHI,2023-24,19,33,2024-01-15,52
3741,22300565,1610612760,OKC,1610612747,LAL,2023-24,26,27,2024-01-15,53
3740,22300565,1610612747,LAL,1610612760,OKC,2023-24,27,26,2024-01-15,53
3751,22300558,1610612764,WAS,1610612765,DET,2023-24,22,29,2024-01-15,51
3750,22300558,1610612765,DET,1610612764,WAS,2023-24,29,22,2024-01-15,51
3749,22300560,1610612744,GSW,1610612763,MEM,2023-24,29,23,2024-01-15,52
3747,22300556,1610612742,DAL,1610612740,NOP,2023-24,33,17,2024-01-15,50
3746,22300556,1610612740,NOP,1610612742,DAL,2023-24,17,33,2024-01-15,50
3742,22300557,1610612752,NYK,1610612753,ORL,2023-24,24,24,2024-01-15,48
3748,22300560,1610612763,MEM,1610612744,GSW,2023-24,23,29,2024-01-15,52
3744,22300555,1610612755,PHI,1610612745,HOU,2023-24,33,19,2024-01-15,52
3743,22300557,1610612753,ORL,1610612752,NYK,2023-24,24,24,2024-01-15,48
3729,22300568,1610612746,LAC,1610612760,OKC,2023-24,35,30,2024-01-16,65
3728,22300568,1610612760,OKC,1610612746,LAC,2023-24,30,35,2024-01-16,65
3727,22300567,1610612756,PHX,1610612758,SAC,2023-24,27,39,2024-01-16,66
3726,22300567,1610612758,SAC,1610612756,PHX,2023-24,39,27,2024-01-16,66
3725,22300566,1610612755,PHI,1610612743,DEN,2023-24,36,38,2024-01-16,74
3724,22300566,1610612743,DEN,1610612755,PHI,2023-24,38,36,2024-01-16,74
3706,22300575,1610612740,NOP,1610612766,CHA,2023-24,43,36,2024-01-17,79
3707,22300575,1610612766,CHA,1610612740,NOP,2023-24,36,43,2024-01-17,79
3708,22300577,1610612747,LAL,1610612742,DAL,2023-24,32,26,2024-01-17,58
3709,22300577,1610612742,DAL,1610612747,LAL,2023-24,26,32,2024-01-17,58
3710,22300569,1610612750,MIN,1610612765,DET,2023-24,39,40,2024-01-17,79
3711,22300569,1610612765,DET,1610612750,MIN,2023-24,40,39,2024-01-17,79
3712,22300570,1610612737,ATL,1610612753,ORL,2023-24,26,26,2024-01-17,52
3713,22300570,1610612753,ORL,1610612737,ATL,2023-24,26,26,2024-01-17,52
