index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP
1541,22200458,1610612760,OKC,1610612757,POR,2022-23,28,28,2022-12-19,56
1550,22200460,1610612758,SAC,1610612766,CHA,2022-23,30,39,2022-12-19,69
1540,22200458,1610612757,POR,1610612760,OKC,2022-23,28,28,2022-12-19,56
1532,22200465,1610612763,MEM,1610612743,DEN,2022-23,14,35,2022-12-20,49
1531,22200463,1610612752,NYK,1610612744,GSW,2022-23,33,25,2022-12-20,58
1530,22200463,1610612744,GSW,1610612752,NYK,2022-23,25,33,2022-12-20,58
1533,22200465,1610612743,DEN,1610612763,MEM,2022-23,35,14,2022-12-20,49
1535,22200462,1610612741,CHI,1610612748,MIA,2022-23,31,21,2022-12-20,52
1534,22200462,1610612748,MIA,1610612741,CHI,2022-23,21,31,2022-12-20,52
1537,22200464,1610612764,WAS,1610612756,PHX,2022-23,27,30,2022-12-20,57
1538,22200461,1610612762,UTA,1610612765,DET,2022-23,31,24,2022-12-20,55
1539,22200461,1610612765,DET,1610612762,UTA,2022-23,24,31,2022-12-20,55
1536,22200464,1610612756,PHX,1610612764,WAS,2022-23,30,27,2022-12-20,57
1513,22200474,1610612760,OKC,1610612757,POR,2022-23,22,32,2022-12-21,54
1508,22200471,1610612752,NYK,1610612761,TOR,2022-23,27,28,2022-12-21,55
1509,22200471,1610612761,TOR,1610612752,NYK,2022-23,28,27,2022-12-21,55
1510,22200473,1610612750,MIN,1610612742,DAL,2022-23,31,29,2022-12-21,60
1511,22200473,1610612742,DAL,1610612750,MIN,2022-23,29,31,2022-12-21,60
1512,22200474,1610612757,POR,1610612760,OKC,2022-23,32,22,2022-12-21,54
1514,22200475,1610612758,SAC,1610612747,LAL,2022-23,25,26,2022-12-21,51
1515,22200475,1610612747,LAL,1610612758,SAC,2022-23,26,25,2022-12-21,51
1516,22200470,1610612744,GSW,1610612751,BKN,2022-23,17,46,2022-12-21,63
1518,22200469,1610612754,IND,1610612738,BOS,2022-23,42,22,2022-12-21,64
1519,22200469,1610612738,BOS,1610612754,IND,2022-23,22,42,2022-12-21,64
1517,22200470,1610612751,BKN,1610612744,GSW,2022-23,46,17,2022-12-21,63
1521,22200472,1610612745,HOU,1610612753,ORL,2022-23,31,25,2022-12-21,56
1529,22200466,1610612739,CLE,1610612749,MIL,2022-23,35,20,2022-12-21,55
1520,22200472,1610612753,ORL,1610612745,HOU,2022-23,25,31,2022-12-21,56
1527,22200468,1610612741,CHI,1610612737,ATL,2022-23,30,25,2022-12-21,55
1526,22200468,1610612737,ATL,1610612741,CHI,2022-23,25,30,2022-12-21,55
1525,22200467,1610612755,PHI,1610612765,DET,2022-23,37,29,2022-12-21,66
1528,22200466,1610612749,MIL,1610612739,CLE,2022-23,20,35,2022-12-21,55
1524,22200467,1610612765,DET,1610612755,PHI,2022-23,29,37,2022-12-21,66
1523,22200476,1610612766,CHA,1610612746,LAC,2022-23,19,37,2022-12-21,56
1522,22200476,1610612746,LAC,1610612766,CHA,2022-23,37,19,2022-12-21,56
1507,22200477,1610612759,SAS,1610612740,NOP,2022-23,17,37,2022-12-22,54
1506,22200477,1610612740,NOP,1610612759,SAS,2022-23,37,17,2022-12-22,54
1505,22200478,1610612764,WAS,1610612762,UTA,2022-23,27,30,2022-12-22,57
1504,22200478,1610612762,UTA,1610612764,WAS,2022-23,30,27,2022-12-22,57
1482,22200490,1610612756,PHX,1610612763,MEM,2022-23,20,39,2022-12-23,59
1485,22200480,1610612755,PHI,1610612746,LAC,2022-23,24,33,2022-12-23,57
1484,22200480,1610612746,LAC,1610612755,PHI,2022-23,33,24,2022-12-23,57
1483,22200490,1610612763,MEM,1610612756,PHX,2022-23,39,20,2022-12-23,59
1486,22200479,1610612753,ORL,1610612759,SAS,2022-23,34,28,2022-12-23,62
1481,22200483,1610612751,BKN,1610612749,MIL,2022-23,36,29,2022-12-23,65
1489,22200485,1610612752,NYK,1610612741,CHI,2022-23,22,29,2022-12-23,51
1479,22200488,1610612760,OKC,1610612740,NOP,2022-23,23,33,2022-12-23,56
1478,22200488,1610612740,NOP,1610612760,OKC,2022-23,33,23,2022-12-23,56
1477,22200489,1610612757,POR,1610612743,DEN,2022-23,27,32,2022-12-23,59
1476,22200489,1610612743,DEN,1610612757,POR,2022-23,32,27,2022-12-23,59
1487,22200479,1610612759,SAS,1610612753,ORL,2022-23,28,34,2022-12-23,62
1480,22200483,1610612749,MIL,1610612751,BKN,2022-23,29,36,2022-12-23,65
1488,22200485,1610612741,CHI,1610612752,NYK,2022-23,29,22,2022-12-23,51
1492,22200486,1610612748,MIA,1610612754,IND,2022-23,28,31,2022-12-23,59
1498,22200482,1610612738,BOS,1610612750,MIN,2022-23,22,29,2022-12-23,51
1491,22200484,1610612761,TOR,1610612739,CLE,2022-23,39,31,2022-12-23,70
1493,22200486,1610612754,IND,1610612748,MIA,2022-23,31,28,2022-12-23,59
1494,22200491,1610612764,WAS,1610612758,SAC,2022-23,28,27,2022-12-23,55
1495,22200491,1610612758,SAC,1610612764,WAS,2022-23,27,28,2022-12-23,55
1496,22200481,1610612765,DET,1610612737,ATL,2022-23,34,32,2022-12-23,66
1497,22200481,1610612737,ATL,1610612765,DET,2022-23,32,34,2022-12-23,66
1490,22200484,1610612739,CLE,1610612761,TOR,2022-23,31,39,2022-12-23,70
1499,22200482,1610612750,MIN,1610612738,BOS,2022-23,29,22,2022-12-23,51
1500,22200492,1610612766,CHA,1610612747,LAL,2022-23,27,31,2022-12-23,58
1501,22200492,1610612747,LAL,1610612766,CHA,2022-23,31,27,2022-12-23,58
1502,22200487,1610612745,HOU,1610612742,DAL,2022-23,24,30,2022-12-23,54
1503,22200487,1610612742,DAL,1610612745,HOU,2022-23,30,24,2022-12-23,54
1468,22200495,1610612738,BOS,1610612749,MIL,2022-23,36,28,2022-12-25,64
1469,22200495,1610612749,MIL,1610612738,BOS,2022-23,28,36,2022-12-25,64
1466,22200494,1610612747,LAL,1610612742,DAL,2022-23,28,21,2022-12-25,49
1467,22200494,1610612742,DAL,1610612747,LAL,2022-23,21,28,2022-12-25,49
1470,22200496,1610612763,MEM,1610612744,GSW,2022-23,29,33,2022-12-25,62
1471,22200496,1610612744,GSW,1610612763,MEM,2022-23,33,29,2022-12-25,62
1472,22200493,1610612752,NYK,1610612755,PHI,2022-23,37,25,2022-12-25,62
1473,22200493,1610612755,PHI,1610612752,NYK,2022-23,25,37,2022-12-25,62
1474,22200497,1610612743,DEN,1610612756,PHX,2022-23,28,24,2022-12-25,52
1475,22200497,1610612756,PHX,1610612743,DEN,2022-23,24,28,2022-12-25,52
1454,22200502,1610612740,NOP,1610612754,IND,2022-23,24,18,2022-12-26,42
1455,22200502,1610612754,IND,1610612740,NOP,2022-23,18,24,2022-12-26,42
1456,22200498,1610612739,CLE,1610612751,BKN,2022-23,22,34,2022-12-26,56
1457,22200498,1610612751,BKN,1610612739,CLE,2022-23,34,22,2022-12-26,56
1458,22200500,1610612750,MIN,1610612748,MIA,2022-23,31,33,2022-12-26,64
1459,22200500,1610612748,MIA,1610612750,MIN,2022-23,33,31,2022-12-26,64
1461,22200499,1610612746,LAC,1610612765,DET,2022-23,31,36,2022-12-26,67
1453,22200503,1610612762,UTA,1610612759,SAS,2022-23,26,31,2022-12-26,57
1462,22200504,1610612766,CHA,1610612757,POR,2022-23,34,30,2022-12-26,64
1463,22200504,1610612757,POR,1610612766,CHA,2022-23,30,34,2022-12-26,64
1464,22200501,1610612741,CHI,1610612745,HOU,2022-23,26,36,2022-12-26,62
1465,22200501,1610612745,HOU,1610612741,CHI,2022-23,36,26,2022-12-26,62
1460,22200499,1610612765,DET,1610612746,LAC,2022-23,36,31,2022-12-26,67
1452,22200503,1610612759,SAS,1610612762,UTA,2022-23,31,26,2022-12-26,57
1439,22200506,1610612755,PHI,1610612764,WAS,2022-23,30,32,2022-12-27,62
1440,22200505,1610612753,ORL,1610612747,LAL,2022-23,27,33,2022-12-27,60
1438,22200506,1610612764,WAS,1610612755,PHI,2022-23,32,30,2022-12-27,62
1437,22200508,1610612737,ATL,1610612754,IND,2022-23,27,30,2022-12-27,57
1432,22200507,1610612745,HOU,1610612738,BOS,2022-23,21,22,2022-12-27,43
1435,22200512,1610612752,NYK,1610612742,DAL,2022-23,30,28,2022-12-27,58
1433,22200507,1610612738,BOS,1610612745,HOU,2022-23,22,21,2022-12-27,43
1441,22200505,1610612747,LAL,1610612753,ORL,2022-23,33,27,2022-12-27,60
1436,22200508,1610612754,IND,1610612737,ATL,2022-23,30,27,2022-12-27,57
1442,22200510,1610612756,PHX,1610612763,MEM,2022-23,23,22,2022-12-27,45
1434,22200512,1610612742,DAL,1610612752,NYK,2022-23,28,30,2022-12-27,58
1444,22200511,1610612759,SAS,1610612760,OKC,2022-23,33,38,2022-12-27,71
1443,22200510,1610612763,MEM,1610612756,PHX,2022-23,22,23,2022-12-27,45
1450,22200514,1610612743,DEN,1610612758,SAC,2022-23,20,32,2022-12-27,52
1449,22200509,1610612761,TOR,1610612746,LAC,2022-23,29,27,2022-12-27,56
1451,22200514,1610612758,SAC,1610612743,DEN,2022-23,32,20,2022-12-27,52
1447,22200513,1610612744,GSW,1610612766,CHA,2022-23,37,26,2022-12-27,63
1446,22200513,1610612766,CHA,1610612744,GSW,2022-23,26,37,2022-12-27,63
1445,22200511,1610612760,OKC,1610612759,SAS,2022-23,38,33,2022-12-27,71
1448,22200509,1610612746,LAC,1610612761,TOR,2022-23,27,29,2022-12-27,56
1423,22200516,1610612756,PHX,1610612764,WAS,2022-23,21,36,2022-12-28,57
1416,22200520,1610612740,NOP,1610612750,MIN,2022-23,24,28,2022-12-28,52
1417,22200520,1610612750,MIN,1610612740,NOP,2022-23,28,24,2022-12-28,52
1418,22200521,1610612762,UTA,1610612744,GSW,2022-23,37,27,2022-12-28,64
1420,22200515,1610612765,DET,1610612753,ORL,2022-23,27,23,2022-12-28,50
1421,22200515,1610612753,ORL,1610612765,DET,2022-23,23,27,2022-12-28,50
1422,22200516,1610612764,WAS,1610612756,PHX,2022-23,36,21,2022-12-28,57
1424,22200517,1610612751,BKN,1610612737,ATL,2022-23,31,30,2022-12-28,61
1419,22200521,1610612744,GSW,1610612762,UTA,2022-23,27,37,2022-12-28,64
1426,22200519,1610612749,MIL,1610612741,CHI,2022-23,32,28,2022-12-28,60
1427,22200519,1610612741,CHI,1610612749,MIL,2022-23,28,32,2022-12-28,60
1428,22200522,1610612743,DEN,1610612758,SAC,2022-23,40,24,2022-12-28,64
1429,22200522,1610612758,SAC,1610612743,DEN,2022-23,24,40,2022-12-28,64
1430,22200518,1610612748,MIA,1610612747,LAL,2022-23,33,25,2022-12-28,58
1431,22200518,1610612747,LAL,1610612748,MIA,2022-23,25,33,2022-12-28,58
1425,22200517,1610612737,ATL,1610612751,BKN,2022-23,30,31,2022-12-28,61
1404,22200527,1610612752,NYK,1610612759,SAS,2022-23,29,38,2022-12-29,67
1405,22200527,1610612759,SAS,1610612752,NYK,2022-23,38,29,2022-12-29,67
1406,22200525,1610612738,BOS,1610612746,LAC,2022-23,27,26,2022-12-29,53
1407,22200525,1610612746,LAC,1610612738,BOS,2022-23,26,27,2022-12-29,53
1408,22200523,1610612766,CHA,1610612760,OKC,2022-23,36,30,2022-12-29,66
1409,22200523,1610612760,OKC,1610612766,CHA,2022-23,30,36,2022-12-29,66
1410,22200528,1610612742,DAL,1610612745,HOU,2022-23,36,30,2022-12-29,66
1412,22200526,1610612763,MEM,1610612761,TOR,2022-23,30,20,2022-12-29,50
1413,22200526,1610612761,TOR,1610612763,MEM,2022-23,20,30,2022-12-29,50
1414,22200524,1610612739,CLE,1610612754,IND,2022-23,34,29,2022-12-29,63
1415,22200524,1610612754,IND,1610612739,CLE,2022-23,29,34,2022-12-29,63
1411,22200528,1610612745,HOU,1610612742,DAL,2022-23,30,36,2022-12-29,66
1387,22200534,1610612740,NOP,1610612755,PHI,2022-23,31,27,2022-12-30,58
1394,22200531,1610612756,PHX,1610612761,TOR,2022-23,24,33,2022-12-30,57
1386,22200534,1610612755,PHI,1610612740,NOP,2022-23,27,31,2022-12-30,58
1389,22200532,1610612765,DET,1610612741,CHI,2022-23,25,33,2022-12-30,58
1390,22200537,1610612758,SAC,1610612762,UTA,2022-23,30,27,2022-12-30,57
1391,22200537,1610612762,UTA,1610612758,SAC,2022-23,27,30,2022-12-30,57
1392,22200529,1610612753,ORL,1610612764,WAS,2022-23,20,27,2022-12-30,47
1393,22200529,1610612764,WAS,1610612753,ORL,2022-23,27,20,2022-12-30,47
1395,22200531,1610612761,TOR,1610612756,PHX,2022-23,33,24,2022-12-30,57
1388,22200532,1610612741,CHI,1610612765,DET,2022-23,33,25,2022-12-30,58
1397,22200533,1610612749,MIL,1610612750,MIN,2022-23,33,34,2022-12-30,67
1398,22200536,1610612757,POR,1610612744,GSW,2022-23,25,41,2022-12-30,66
1399,22200536,1610612744,GSW,1610612757,POR,2022-23,41,25,2022-12-30,66
1400,22200530,1610612737,ATL,1610612747,LAL,2022-23,33,23,2022-12-30,56
1401,22200530,1610612747,LAL,1610612737,ATL,2022-23,23,33,2022-12-30,56
1402,22200535,1610612748,MIA,1610612743,DEN,2022-23,19,23,2022-12-30,42
1403,22200535,1610612743,DEN,1610612748,MIA,2022-23,23,19,2022-12-30,42
1396,22200533,1610612750,MIN,1610612749,MIL,2022-23,34,33,2022-12-30,67
1374,22200539,1610612751,BKN,1610612766,CHA,2022-23,32,22,2022-12-31,54
1373,22200542,1610612759,SAS,1610612742,DAL,2022-23,30,32,2022-12-31,62
1372,22200542,1610612742,DAL,1610612759,SAS,2022-23,32,30,2022-12-31,62
1369,22200546,1610612762,UTA,1610612748,MIA,2022-23,30,31,2022-12-31,61
1370,22200541,1610612752,NYK,1610612745,HOU,2022-23,27,35,2022-12-31,62
1375,22200539,1610612766,CHA,1610612751,BKN,2022-23,22,32,2022-12-31,54
1368,22200546,1610612748,MIA,1610612762,UTA,2022-23,31,30,2022-12-31,61
1371,22200541,1610612745,HOU,1610612752,NYK,2022-23,35,27,2022-12-31,62
1376,22200540,1610612741,CHI,1610612739,CLE,2022-23,30,28,2022-12-31,58
1380,22200544,1610612750,MIN,1610612765,DET,2022-23,39,28,2022-12-31,67
1378,22200545,1610612760,OKC,1610612755,PHI,2022-23,20,38,2022-12-31,58
1379,22200545,1610612755,PHI,1610612760,OKC,2022-23,38,20,2022-12-31,58
1381,22200544,1610612765,DET,1610612750,MIN,2022-23,28,39,2022-12-31,67
1382,22200543,1610612740,NOP,1610612763,MEM,2022-23,25,31,2022-12-31,56
1383,22200543,1610612763,MEM,1610612740,NOP,2022-23,31,25,2022-12-31,56
1384,22200538,1610612746,LAC,1610612754,IND,2022-23,22,32,2022-12-31,54
1385,22200538,1610612754,IND,1610612746,LAC,2022-23,32,22,2022-12-31,54
1377,22200540,1610612739,CLE,1610612741,CHI,2022-23,28,30,2022-12-31,58
1363,22200548,1610612764,WAS,1610612749,MIL,2022-23,34,17,2023-01-01,51
1362,22200548,1610612749,MIL,1610612764,WAS,2022-23,17,34,2023-01-01,51
1365,22200547,1610612758,SAC,1610612763,MEM,2022-23,26,27,2023-01-01,53
1364,22200547,1610612763,MEM,1610612758,SAC,2022-23,27,26,2023-01-01,53
1367,22200549,1610612738,BOS,1610612743,DEN,2022-23,28,37,2023-01-01,65
1366,22200549,1610612743,DEN,1610612738,BOS,2022-23,37,28,2023-01-01,65
1340,22200557,1610612750,MIN,1610612743,DEN,2022-23,23,23,2023-01-02,46
1341,22200557,1610612743,DEN,1610612750,MIN,2022-23,23,23,2023-01-02,46
1342,22200552,1610612741,CHI,1610612739,CLE,2022-23,34,27,2023-01-02,61
1343,22200552,1610612739,CLE,1610612741,CHI,2022-23,27,34,2023-01-02,61
1344,22200554,1610612755,PHI,1610612740,NOP,2022-23,33,25,2023-01-02,58
1345,22200554,1610612740,NOP,1610612755,PHI,2022-23,25,33,2023-01-02,58
1346,22200556,1610612745,HOU,1610612742,DAL,2022-23,26,18,2023-01-02,44
1347,22200556,1610612742,DAL,1610612745,HOU,2022-23,18,26,2023-01-02,44
1348,22200560,1610612746,LAC,1610612748,MIA,2022-23,28,34,2023-01-02,62
1350,22200551,1610612747,LAL,1610612766,CHA,2022-23,22,21,2023-01-02,43
1351,22200551,1610612766,CHA,1610612747,LAL,2022-23,21,22,2023-01-02,43
1349,22200560,1610612748,MIA,1610612746,LAC,2022-23,34,28,2023-01-02,62
1353,22200555,1610612759,SAS,1610612751,BKN,2022-23,25,37,2023-01-02,62
1352,22200555,1610612751,BKN,1610612759,SAS,2022-23,37,25,2023-01-02,62
1360,22200559,1610612765,DET,1610612757,POR,2022-23,27,22,2023-01-02,49
1359,22200553,1610612754,IND,1610612761,TOR,2022-23,29,33,2023-01-02,62
1358,22200553,1610612761,TOR,1610612754,IND,2022-23,33,29,2023-01-02,62
1361,22200559,1610612757,POR,1610612765,DET,2022-23,22,27,2023-01-02,49
1356,22200550,1610612756,PHX,1610612752,NYK,2022-23,11,23,2023-01-02,34
1355,22200558,1610612737,ATL,1610612744,GSW,2022-23,26,38,2023-01-02,64
1354,22200558,1610612744,GSW,1610612737,ATL,2022-23,38,26,2023-01-02,64
1357,22200550,1610612752,NYK,1610612756,PHX,2022-23,23,11,2023-01-02,34
1335,22200561,1610612749,MIL,1610612764,WAS,2022-23,32,28,2023-01-03,60
1339,22200563,1610612762,UTA,1610612758,SAC,2022-23,23,35,2023-01-03,58
1338,22200563,1610612758,SAC,1610612762,UTA,2022-23,35,23,2023-01-03,58
1337,22200562,1610612738,BOS,1610612760,OKC,2022-23,33,34,2023-01-03,67
1336,22200562,1610612760,OKC,1610612738,BOS,2022-23,34,33,2023-01-03,67
1334,22200561,1610612764,WAS,1610612749,MIL,2022-23,28,32,2023-01-03,60
1317,22200565,1610612739,CLE,1610612756,PHX,2022-23,15,14,2023-01-04,29
1316,22200565,1610612756,PHX,1610612739,CLE,2022-23,14,15,2023-01-04,29
1319,22200568,1610612759,SAS,1610612752,NYK,2022-23,29,39,2023-01-04,68
1318,22200568,1610612752,NYK,1610612759,SAS,2022-23,39,29,2023-01-04,68
1315,22200572,1610612745,HOU,1610612740,NOP,2022-23,22,45,2023-01-04,67
1310,22200564,1610612766,CHA,1610612763,MEM,2022-23,26,40,2023-01-04,66
1313,22200567,1610612755,PHI,1610612754,IND,2022-23,27,28,2023-01-04,55
1312,22200567,1610612754,IND,1610612755,PHI,2022-23,28,27,2023-01-04,55
1311,22200564,1610612763,MEM,1610612766,CHA,2022-23,40,26,2023-01-04,66
1321,22200569,1610612761,TOR,1610612749,MIL,2022-23,12,13,2023-01-04,25
1314,22200572,1610612740,NOP,1610612745,HOU,2022-23,45,22,2023-01-04,67
1322,22200574,1610612747,LAL,1610612748,MIA,2022-23,32,23,2023-01-04,55
1320,22200569,1610612749,MIL,1610612761,TOR,2022-23,13,12,2023-01-04,25
1324,22200575,1610612758,SAC,1610612737,ATL,2022-23,30,30,2023-01-04,60
1325,22200575,1610612737,ATL,1610612758,SAC,2022-23,30,30,2023-01-04,60
1326,22200571,1610612757,POR,1610612750,MIN,2022-23,24,29,2023-01-04,53
1327,22200571,1610612750,MIN,1610612757,POR,2022-23,29,24,2023-01-04,53
1328,22200566,1610612753,ORL,1610612760,OKC,2022-23,31,28,2023-01-04,59
1329,22200566,1610612760,OKC,1610612753,ORL,2022-23,28,31,2023-01-04,59
1330,22200573,1610612744,GSW,1610612765,DET,2022-23,26,34,2023-01-04,60
1331,22200573,1610612765,DET,1610612744,GSW,2022-23,34,26,2023-01-04,60
1332,22200570,1610612751,BKN,1610612741,CHI,2022-23,33,40,2023-01-04,73
1333,22200570,1610612741,CHI,1610612751,BKN,2022-23,40,33,2023-01-04,73
1323,22200574,1610612748,MIA,1610612747,LAL,2022-23,23,32,2023-01-04,55
1302,22200578,1610612745,HOU,1610612762,UTA,2022-23,23,31,2023-01-05,54
1303,22200578,1610612762,UTA,1610612745,HOU,2022-23,31,23,2023-01-05,54
1304,22200577,1610612738,BOS,1610612742,DAL,2022-23,29,20,2023-01-05,49
1305,22200577,1610612742,DAL,1610612738,BOS,2022-23,20,29,2023-01-05,49
1306,22200576,1610612753,ORL,1610612763,MEM,2022-23,20,22,2023-01-05,42
1307,22200576,1610612763,MEM,1610612753,ORL,2022-23,22,20,2023-01-05,42
1308,22200579,1610612743,DEN,1610612746,LAC,2022-23,32,15,2023-01-05,47
1309,22200579,1610612746,LAC,1610612743,DEN,2022-23,15,32,2023-01-05,47
1281,22200587,1610612746,LAC,1610612750,MIN,2022-23,33,37,2023-01-06,70
1282,22200590,1610612737,ATL,1610612747,LAL,2022-23,28,37,2023-01-06,65
1283,22200590,1610612747,LAL,1610612737,ATL,2022-23,37,28,2023-01-06,65
1280,22200587,1610612750,MIN,1610612746,LAC,2022-23,37,33,2023-01-06,70
1284,22200582,1610612761,TOR,1610612752,NYK,2022-23,26,30,2023-01-06,56
1285,22200582,1610612752,NYK,1610612761,TOR,2022-23,30,26,2023-01-06,56
1286,22200584,1610612764,WAS,1610612760,OKC,2022-23,17,35,2023-01-06,52
1287,22200584,1610612760,OKC,1610612764,WAS,2022-23,35,17,2023-01-06,52
1288,22200586,1610612751,BKN,1610612740,NOP,2022-23,27,28,2023-01-06,55
1289,22200586,1610612740,NOP,1610612751,BKN,2022-23,28,27,2023-01-06,55
1290,22200588,1610612743,DEN,1610612739,CLE,2022-23,26,28,2023-01-06,54
1298,22200583,1610612749,MIL,1610612766,CHA,2022-23,28,51,2023-01-06,79
1292,22200585,1610612765,DET,1610612759,SAS,2022-23,28,31,2023-01-06,59
1293,22200585,1610612759,SAS,1610612765,DET,2022-23,31,28,2023-01-06,59
1294,22200580,1610612757,POR,1610612754,IND,2022-23,29,26,2023-01-06,55
1295,22200580,1610612754,IND,1610612757,POR,2022-23,26,29,2023-01-06,55
1296,22200581,1610612741,CHI,1610612755,PHI,2022-23,25,30,2023-01-06,55
1297,22200581,1610612755,PHI,1610612741,CHI,2022-23,30,25,2023-01-06,55
1299,22200583,1610612766,CHA,1610612749,MIL,2022-23,51,28,2023-01-06,79
1300,22200589,1610612756,PHX,1610612748,MIA,2022-23,23,30,2023-01-06,53
1301,22200589,1610612748,MIA,1610612756,PHX,2022-23,30,23,2023-01-06,53
1291,22200588,1610612739,CLE,1610612743,DEN,2022-23,28,26,2023-01-06,54
1270,22200591,1610612759,SAS,1610612738,BOS,2022-23,30,33,2023-01-07,63
1271,22200591,1610612738,BOS,1610612759,SAS,2022-23,33,30,2023-01-07,63
1272,22200594,1610612744,GSW,1610612753,ORL,2022-23,29,28,2023-01-07,57
1274,22200595,1610612758,SAC,1610612747,LAL,2022-23,38,37,2023-01-07,75
1273,22200594,1610612753,ORL,1610612744,GSW,2022-23,28,29,2023-01-07,57
1276,22200593,1610612740,NOP,1610612742,DAL,2022-23,15,34,2023-01-07,49
1277,22200593,1610612742,DAL,1610612740,NOP,2022-23,34,15,2023-01-07,49
1278,22200592,1610612762,UTA,1610612741,CHI,2022-23,24,28,2023-01-07,52
1279,22200592,1610612741,CHI,1610612762,UTA,2022-23,28,24,2023-01-07,52
1275,22200595,1610612747,LAL,1610612758,SAC,2022-23,37,38,2023-01-07,75
1252,22200597,1610612761,TOR,1610612757,POR,2022-23,34,27,2023-01-08,61
1253,22200597,1610612757,POR,1610612761,TOR,2022-23,27,34,2023-01-08,61
1254,22200596,1610612755,PHI,1610612765,DET,2022-23,35,27,2023-01-08,62
1255,22200596,1610612765,DET,1610612755,PHI,2022-23,27,35,2023-01-08,62
1256,22200601,1610612745,HOU,1610612750,MIN,2022-23,33,24,2023-01-08,57
1257,22200601,1610612750,MIN,1610612745,HOU,2022-23,24,33,2023-01-08,57
1258,22200604,1610612746,LAC,1610612737,ATL,2022-23,26,25,2023-01-08,51
1259,22200604,1610612737,ATL,1610612746,LAC,2022-23,25,26,2023-01-08,51
1260,22200600,1610612763,MEM,1610612762,UTA,2022-23,23,24,2023-01-08,47
1262,22200599,1610612748,MIA,1610612751,BKN,2022-23,30,31,2023-01-08,61
1263,22200599,1610612751,BKN,1610612748,MIA,2022-23,31,30,2023-01-08,61
1264,22200602,1610612742,DAL,1610612760,OKC,2022-23,34,33,2023-01-08,67
1265,22200602,1610612760,OKC,1610612742,DAL,2022-23,33,34,2023-01-08,67
1266,22200603,1610612739,CLE,1610612756,PHX,2022-23,35,26,2023-01-08,61
1267,22200603,1610612756,PHX,1610612739,CLE,2022-23,26,35,2023-01-08,61
1268,22200598,1610612766,CHA,1610612754,IND,2022-23,27,15,2023-01-08,42
1269,22200598,1610612754,IND,1610612766,CHA,2022-23,15,27,2023-01-08,42
1261,22200600,1610612762,UTA,1610612763,MEM,2022-23,24,23,2023-01-08,47
1244,22200605,1610612740,NOP,1610612764,WAS,2022-23,35,37,2023-01-09,72
1241,22200608,1610612763,MEM,1610612759,SAS,2022-23,35,25,2023-01-09,60
1240,22200608,1610612759,SAS,1610612763,MEM,2022-23,25,35,2023-01-09,60
1242,22200609,1610612743,DEN,1610612747,LAL,2022-23,29,23,2023-01-09,52
1243,22200609,1610612747,LAL,1610612743,DEN,2022-23,23,29,2023-01-09,52
1245,22200605,1610612764,WAS,1610612740,NOP,2022-23,37,35,2023-01-09,72
1250,22200610,1610612758,SAC,1610612753,ORL,2022-23,41,31,2023-01-09,72
1247,22200606,1610612738,BOS,1610612741,CHI,2022-23,28,25,2023-01-09,53
1248,22200607,1610612749,MIL,1610612752,NYK,2022-23,22,22,2023-01-09,44
1249,22200607,1610612752,NYK,1610612749,MIL,2022-23,22,22,2023-01-09,44
1251,22200610,1610612753,ORL,1610612758,SAC,2022-23,31,41,2023-01-09,72
1246,22200606,1610612741,CHI,1610612738,BOS,2022-23,25,28,2023-01-09,53
1231,22200613,1610612766,CHA,1610612761,TOR,2022-23,34,35,2023-01-10,69
1230,22200613,1610612761,TOR,1610612766,CHA,2022-23,35,34,2023-01-10,69
1229,22200615,1610612744,GSW,1610612756,PHX,2022-23,26,31,2023-01-10,57
1228,22200615,1610612756,PHX,1610612744,GSW,2022-23,31,26,2023-01-10,57
1227,22200616,1610612753,ORL,1610612757,POR,2022-23,33,20,2023-01-10,53
1226,22200616,1610612757,POR,1610612753,ORL,2022-23,20,33,2023-01-10,53
1235,22200611,1610612748,MIA,1610612760,OKC,2022-23,31,26,2023-01-10,57
1236,22200614,1610612739,CLE,1610612762,UTA,2022-23,24,31,2023-01-10,55
1237,22200614,1610612762,UTA,1610612739,CLE,2022-23,31,24,2023-01-10,55
1238,22200617,1610612746,LAC,1610612742,DAL,2022-23,31,25,2023-01-10,56
1239,22200617,1610612742,DAL,1610612746,LAC,2022-23,25,31,2023-01-10,56
1232,22200612,1610612755,PHI,1610612765,DET,2022-23,27,20,2023-01-10,47
1234,22200611,1610612760,OKC,1610612748,MIA,2022-23,26,31,2023-01-10,57
1233,22200612,1610612765,DET,1610612755,PHI,2022-23,20,27,2023-01-10,47
1214,22200622,1610612754,IND,1610612752,NYK,2022-23,21,37,2023-01-11,58
1224,22200618,1610612765,DET,1610612750,MIN,2022-23,31,34,2023-01-11,65
1210,22200621,1610612738,BOS,1610612740,NOP,2022-23,35,32,2023-01-11,67
1211,22200621,1610612740,NOP,1610612738,BOS,2022-23,32,35,2023-01-11,67
1212,22200624,1610612743,DEN,1610612756,PHX,2022-23,34,28,2023-01-11,62
1213,22200624,1610612756,PHX,1610612743,DEN,2022-23,28,34,2023-01-11,62
1215,22200622,1610612752,NYK,1610612754,IND,2022-23,37,21,2023-01-11,58
