index,GAME_ID,PTS_QTR1,OPP_PTS_QTR1
1290,0022200587,37,33
1301,0022200588,28,26
1300,0022200588,26,28
1286,0022200589,23,30
1287,0022200589,30,23
1292,0022200590,28,37
1293,0022200590,37,28
1277,0022200591,33,30
1276,0022200591,30,33
1273,0022200592,28,24
1272,0022200592,24,28
1279,0022200593,34,15
1278,0022200593,15,34
1270,0022200594,29,28
1271,0022200594,28,29
1274,0022200595,38,37
1275,0022200595,37,38
1267,0022200596,27,35
1266,0022200596,35,27
1257,0022200597,27,34
1256,0022200597,34,27
1261,0022200598,15,27
1260,0022200598,27,15
1253,0022200599,31,30
1252,0022200599,30,31
1263,0022200600,24,23
1262,0022200600,23,24
1254,0022200601,33,24
1255,0022200601,24,33
1269,0022200602,33,34
1268,0022200602,34,33
1258,0022200603,35,26
1259,0022200603,26,35
1264,0022200604,26,25
1265,0022200604,25,26
1247,0022200605,37,35
1246,0022200605,35,37
1249,0022200606,28,25
1248,0022200606,25,28
1240,0022200607,22,22
1251,0022200608,35,25
1250,0022200608,25,35
1243,0022200609,23,29
1242,0022200609,29,23
1245,0022200610,31,41
1244,0022200610,41,31
1238,0022200611,26,31
1239,0022200611,31,26
1228,0022200612,27,20
1229,0022200612,20,27
1230,0022200613,35,34
1231,0022200613,34,35
1234,0022200614,24,31
1235,0022200614,31,24
1237,0022200615,26,31
1236,0022200615,31,26
1226,0022200616,20,33
1227,0022200616,33,20
1232,0022200617,31,25
1233,0022200617,25,31
1224,0022200618,31,34
1225,0022200618,34,31
1221,0022200619,25,29
1220,0022200619,29,25
1212,0022200620,39,19
1213,0022200620,19,39
1214,0022200621,35,32
1215,0022200621,32,35
1219,0022200622,37,21
1218,0022200622,21,37
1222,0022200623,32,37
1223,0022200623,37,32
1211,0022200624,28,34
1210,0022200624,34,28
1217,0022200625,31,27
1216,0022200625,27,31
1204,0022200626,35,35
1209,0022200627,29,31
1208,0022200627,31,29
1203,0022200628,14,23
1202,0022200628,23,14
1207,0022200629,38,29
1206,0022200629,29,38
1199,0022200630,22,36
1198,0022200630,36,22
1201,0022200631,27,32
1200,0022200631,32,27
1182,0022200632,32,28
1183,0022200632,28,32
1190,0022200633,27,36
1191,0022200633,36,27
1186,0022200634,21,19
1187,0022200634,19,21
1180,0022200635,28,33
1181,0022200635,33,28
1189,0022200636,31,33
1188,0022200636,33,31
1196,0022200637,35,25
1197,0022200637,25,35
1185,0022200638,27,36
1184,0022200638,36,27
1194,0022200639,34,32
1195,0022200639,32,34
1193,0022200640,32,36
1192,0022200640,36,32
1179,0022200641,28,20
1178,0022200641,20,28
1175,0022200642,31,34
1174,0022200642,34,31
1170,0022200643,28,36
1171,0022200643,36,28
1177,0022200644,34,25
1176,0022200644,25,34
1172,0022200645,25,27
1173,0022200645,27,25
1169,0022200646,24,41
1168,0022200646,41,24
1167,0022200647,31,30
1166,0022200647,30,31
1154,0022200648,39,22
1155,0022200648,22,39
1165,0022200649,30,31
1164,0022200649,31,30
1152,0022200650,35,20
1153,0022200650,20,35
1151,0022200651,28,24
1150,0022200651,24,28
1163,0022200652,33,32
1162,0022200652,32,33
1158,0022200653,31,25
1159,0022200653,25,31
1160,0022200654,33,31
1161,0022200654,31,33
1157,0022200655,33,32
1156,0022200655,32,33
1136,0022200656,35,22
1137,0022200656,22,35
1134,0022200657,32,38
1135,0022200657,38,32
1132,0022200658,24,25
1133,0022200658,25,24
1138,0022200659,25,29
1139,0022200659,29,25
1140,0022200660,33,35
1141,0022200660,35,33
1149,0022200661,38,26
1148,0022200661,26,38
1144,0022200662,27,27
1143,0022200663,36,29
1142,0022200663,29,36
1146,0022200664,37,35
1147,0022200664,35,37
1124,0022200665,44,34
1125,0022200665,34,44
1131,0022200666,27,15
1130,0022200666,15,27
1129,0022200667,31,34
1128,0022200667,34,31
1126,0022200668,27,34
1127,0022200668,34,27
1123,0022200669,22,35
1122,0022200669,35,22
1106,0022200670,40,37
1107,0022200670,37,40
1120,0022200671,36,31
1121,0022200671,31,36
1113,0022200672,30,31
1112,0022200672,31,30
1116,0022200673,36,23
1117,0022200673,23,36
1111,0022200674,20,36
1110,0022200674,36,20
1115,0022200675,26,36
1114,0022200675,36,26
1109,0022200676,30,27
1108,0022200676,27,30
1118,0022200677,28,39
1119,0022200677,39,28
1096,0022200678,31,24
1097,0022200678,24,31
1099,0022200679,25,26
1098,0022200679,26,25
1101,0022200680,31,37
1100,0022200680,37,31
1104,0022200681,29,35
1105,0022200681,35,29
1102,0022200682,26,14
1103,0022200682,14,26
1078,0022200683,23,30
1079,0022200683,30,23
1088,0022200684,35,38
1089,0022200684,38,35
1080,0022200685,33,28
1081,0022200685,28,33
1091,0022200686,19,31
1090,0022200686,31,19
1087,0022200687,41,36
1086,0022200687,36,41
1094,0022200688,37,28
1095,0022200688,28,37
1083,0022200689,22,28
1082,0022200689,28,22
1092,0022200690,26,23
1093,0022200690,23,26
1084,0022200691,32,33
1085,0022200691,33,32
1070,0022200692,27,26
1071,0022200692,26,27
1069,0022200693,26,37
1068,0022200693,37,26
1067,0022200694,31,25
1066,0022200694,25,31
1076,0022200695,23,26
1077,0022200695,26,23
1074,0022200696,26,26
1073,0022200697,29,27
1072,0022200697,27,29
1064,0022200698,27,35
1065,0022200698,35,27
1052,0022200699,32,23
1053,0022200699,23,32
1054,0022200700,37,22
1055,0022200700,22,37
1063,0022200701,20,22
1062,0022200701,22,20
1061,0022200702,27,18
1060,0022200702,18,27
1051,0022200703,32,18
1050,0022200703,18,32
1058,0022200704,33,28
1059,0022200704,28,33
1057,0022200705,33,26
1056,0022200705,26,33
1049,0022200706,24,49
1048,0022200706,49,24
1038,0022200707,23,30
1039,0022200707,30,23
1047,0022200708,21,17
1046,0022200708,17,21
1040,0022200709,26,31
1041,0022200709,31,26
1044,0022200710,21,24
1045,0022200710,24,21
1037,0022200711,38,40
1036,0022200711,40,38
1042,0022200712,33,47
1043,0022200712,47,33
1033,0022200713,33,21
1032,0022200713,21,33
1024,0022200714,32,30
1025,0022200714,30,32
1031,0022200715,34,27
1030,0022200715,27,34
1028,0022200716,28,24
1029,0022200716,24,28
1026,0022200717,32,28
1027,0022200717,28,32
1035,0022200718,36,15
1034,0022200718,15,36
1023,0022200719,30,37
1022,0022200719,37,30
1014,0022200720,29,46
1015,0022200720,46,29
1016,0022200721,41,41
1008,0022200722,30,25
1009,0022200722,25,30
1006,0022200723,27,26
1007,0022200723,26,27
1003,0022200724,26,34
1002,0022200724,34,26
1020,0022200725,43,39
1021,0022200725,39,43
1005,0022200726,24,22
1004,0022200726,22,24
1011,0022200727,19,31
1010,0022200727,31,19
1013,0022200728,23,24
1012,0022200728,24,23
1018,0022200729,25,30
1019,0022200729,30,25
997,0022200730,26,34
996,0022200730,34,26
1001,0022200731,30,27
1000,0022200731,27,30
999,0022200732,36,32
998,0022200732,32,36
993,0022200733,25,37
992,0022200733,37,25
994,0022200734,32,32
991,0022200735,41,25
990,0022200735,25,41
989,0022200736,30,45
988,0022200736,45,30
987,0022200737,38,31
986,0022200737,31,38
982,0022200738,26,31
983,0022200738,31,26
985,0022200739,27,25
984,0022200739,25,27
980,0022200740,34,36
981,0022200740,36,34
967,0022200741,38,29
966,0022200741,29,38
962,0022200742,22,28
963,0022200742,28,22
964,0022200743,37,27
965,0022200743,27,37
961,0022200744,25,19
960,0022200744,19,25
958,0022200745,22,28
959,0022200745,28,22
974,0022200746,29,21
975,0022200746,21,29
969,0022200747,32,30
968,0022200747,30,32
977,0022200748,33,26
976,0022200748,26,33
971,0022200749,28,27
970,0022200749,27,28
978,0022200750,34,23
979,0022200750,23,34
972,0022200751,37,14
973,0022200751,14,37
954,0022200752,26,28
955,0022200752,28,26
957,0022200753,23,32
956,0022200753,32,23
952,0022200754,31,15
953,0022200754,15,31
951,0022200755,19,37
950,0022200755,37,19
936,0022200756,30,17
937,0022200756,17,30
941,0022200757,16,29
940,0022200757,29,16
947,0022200758,17,24
946,0022200758,24,17
945,0022200759,38,20
944,0022200759,20,38
935,0022200760,36,30
934,0022200760,30,36
943,0022200761,30,27
942,0022200761,27,30
938,0022200762,31,28
939,0022200762,28,31
948,0022200763,31,23
949,0022200763,23,31
933,0022200764,24,26
932,0022200764,26,24
931,0022200765,29,24
930,0022200765,24,29
925,0022200766,32,20
924,0022200766,20,32
929,0022200767,34,27
928,0022200767,27,34
927,0022200768,35,31
926,0022200768,31,35
498,0022200769,26,29
499,0022200769,29,26
908,0022200770,37,23
909,0022200770,23,37
910,0022200771,32,26
911,0022200771,26,32
912,0022200772,46,16
913,0022200772,16,46
915,0022200773,34,25
914,0022200773,25,34
919,0022200774,32,34
918,0022200774,34,32
921,0022200775,31,30
920,0022200775,30,31
923,0022200776,31,25
922,0022200776,25,31
917,0022200777,23,26
916,0022200777,26,23
905,0022200778,35,30
904,0022200778,30,35
894,0022200779,30,26
895,0022200779,26,30
906,0022200780,28,22
907,0022200780,22,28
897,0022200781,29,31
896,0022200781,31,29
899,0022200782,22,40
898,0022200782,40,22
902,0022200783,35,34
903,0022200783,34,35
901,0022200784,15,24
900,0022200784,24,15
891,0022200785,30,29
890,0022200785,29,30
879,0022200786,28,27
878,0022200786,27,28
883,0022200787,19,36
882,0022200787,36,19
892,0022200788,24,20
893,0022200788,20,24
888,0022200789,21,20
889,0022200789,20,21
885,0022200790,27,34
884,0022200790,34,27
880,0022200791,26,26
887,0022200792,32,22
886,0022200792,22,32
860,0022200793,25,44
861,0022200793,44,25
873,0022200794,30,27
872,0022200794,27,30
865,0022200795,36,28
864,0022200795,28,36
875,0022200796,27,34
874,0022200796,34,27
869,0022200797,34,26
868,0022200797,26,34
876,0022200798,30,32
877,0022200798,32,30
862,0022200799,38,19
863,0022200799,19,38
871,0022200800,40,23
870,0022200800,23,40
867,0022200801,35,30
866,0022200801,30,35
857,0022200802,37,28
856,0022200802,28,37
855,0022200803,27,25
854,0022200803,25,27
849,0022200804,24,35
848,0022200804,35,24
853,0022200805,28,31
852,0022200805,31,28
859,0022200806,32,21
858,0022200806,21,32
851,0022200807,26,34
850,0022200807,34,26
834,0022200808,26,25
835,0022200808,25,26
839,0022200809,25,37
838,0022200809,37,25
837,0022200810,29,27
836,0022200810,27,29
843,0022200811,28,39
842,0022200811,39,28
844,0022200812,24,31
845,0022200812,31,24
847,0022200813,25,37
846,0022200813,37,25
832,0022200814,37,31
833,0022200814,31,37
840,0022200815,22,30
841,0022200815,30,22
820,0022200816,22,26
821,0022200816,26,22
823,0022200817,24,25
822,0022200817,25,24
827,0022200818,35,33
826,0022200818,33,35
831,0022200819,26,14
830,0022200819,14,26
829,0022200820,49,19
828,0022200820,19,49
824,0022200821,36,34
825,0022200821,34,36
805,0022200822,32,14
804,0022200822,14,32
819,0022200823,31,32
818,0022200823,32,31
811,0022200824,27,30
810,0022200824,30,27
815,0022200825,30,39
814,0022200825,39,30
813,0022200826,24,34
812,0022200826,34,24
817,0022200827,30,37
816,0022200827,37,30
807,0022200828,31,33
806,0022200828,33,31
803,0022200829,25,41
802,0022200829,41,25
809,0022200830,34,27
808,0022200830,27,34
797,0022200831,29,26
796,0022200831,26,29
799,0022200832,22,36
798,0022200832,36,22
795,0022200833,26,19
794,0022200833,19,26
800,0022200834,26,31
801,0022200834,31,26
792,0022200835,19,28
793,0022200835,28,19
776,0022200836,24,30
777,0022200836,30,24
785,0022200837,28,36
784,0022200837,36,28
789,0022200838,24,32
788,0022200838,32,24
790,0022200839,28,34
791,0022200839,34,28
774,0022200840,29,28
775,0022200840,28,29
781,0022200841,32,31
780,0022200841,31,32
782,0022200842,28,38
783,0022200842,38,28
779,0022200843,35,33
778,0022200843,33,35
773,0022200844,25,45
772,0022200844,45,25
786,0022200845,22,27
787,0022200845,27,22
771,0022200846,26,28
770,0022200846,28,26
754,0022200847,34,27
755,0022200847,27,34
761,0022200848,19,29
760,0022200848,29,19
763,0022200849,37,29
762,0022200849,29,37
765,0022200850,31,32
764,0022200850,32,31
768,0022200851,33,28
769,0022200851,28,33
767,0022200852,29,26
766,0022200852,26,29
757,0022200853,21,22
756,0022200853,22,21
759,0022200854,32,34
758,0022200854,34,32
753,0022200855,28,26
752,0022200855,26,28
751,0022200856,31,29
750,0022200856,29,31
741,0022200857,27,36
740,0022200857,36,27
732,0022200858,34,19
733,0022200858,19,34
745,0022200859,33,27
744,0022200859,27,33
743,0022200860,32,29
742,0022200860,29,32
731,0022200861,27,36
730,0022200861,36,27
748,0022200862,32,26
749,0022200862,26,32
746,0022200863,21,25
747,0022200863,25,21
738,0022200864,33,25
739,0022200864,25,33
728,0022200865,23,33
729,0022200865,33,23
736,0022200866,29,39
737,0022200866,39,29
734,0022200867,34,19
735,0022200867,19,34
725,0022200868,35,27
724,0022200868,27,35
727,0022200869,27,35
726,0022200869,35,27
718,0022200870,27,29
719,0022200870,29,27
720,0022200871,31,23
721,0022200871,23,31
723,0022200872,31,27
722,0022200872,27,31
710,0022200873,32,32
717,0022200874,15,39
716,0022200874,39,15
715,0022200875,24,38
714,0022200875,38,24
709,0022200876,21,37
708,0022200876,37,21
704,0022200877,26,31
705,0022200877,31,26
698,0022200878,25,26
699,0022200878,26,25
703,0022200879,38,24
702,0022200879,24,38
707,0022200880,21,38
706,0022200880,38,21
712,0022200881,25,26
713,0022200881,26,25
701,0022200882,38,25
700,0022200882,25,38
693,0022200883,24,34
692,0022200883,34,24
694,0022200884,21,36
695,0022200884,36,21
696,0022200885,23,28
697,0022200885,28,23
676,0022200886,26,31
677,0022200886,31,26
674,0022200887,34,31
675,0022200887,31,34
678,0022200888,28,26
679,0022200888,26,28
685,0022200889,22,37
684,0022200889,37,22
691,0022200890,19,23
690,0022200890,23,19
683,0022200891,26,34
682,0022200891,34,26
689,0022200892,28,26
688,0022200892,26,28
686,0022200893,31,23
687,0022200893,23,31
681,0022200894,29,37
680,0022200894,37,29
667,0022200895,38,27
666,0022200895,27,38
658,0022200896,32,23
659,0022200896,23,32
662,0022200897,32,42
663,0022200897,42,32
673,0022200898,32,37
672,0022200898,37,32
664,0022200899,30,29
665,0022200899,29,30
661,0022200900,33,18
660,0022200900,18,33
668,0022200901,26,26
670,0022200902,40,40
654,0022200903,22,22
650,0022200904,29,16
651,0022200904,16,29
646,0022200905,27,25
647,0022200905,25,27
656,0022200906,42,26
657,0022200906,26,42
645,0022200907,28,20
644,0022200907,20,28
649,0022200908,28,30
648,0022200908,30,28
653,0022200909,24,33
652,0022200909,33,24
634,0022200910,33,26
635,0022200910,26,33
626,0022200911,29,37
627,0022200911,37,29
630,0022200912,27,25
631,0022200912,25,27
633,0022200913,16,28
632,0022200913,28,16
642,0022200914,28,34
643,0022200914,34,28
641,0022200915,36,26
640,0022200915,26,36
629,0022200916,25,34
628,0022200916,34,25
638,0022200917,32,31
639,0022200917,31,32
637,0022200918,22,35
636,0022200918,35,22
618,0022200919,41,21
619,0022200919,21,41
620,0022200920,28,22
621,0022200920,22,28
625,0022200921,27,15
624,0022200921,15,27
623,0022200922,25,36
622,0022200922,36,25
616,0022200923,27,27
614,0022200924,34,22
615,0022200924,22,34
613,0022200925,23,24
612,0022200925,24,23
607,0022200926,41,30
606,0022200926,30,41
599,0022200927,22,26
598,0022200927,26,22
610,0022200928,38,44
611,0022200928,44,38
604,0022200929,31,33
605,0022200929,33,31
603,0022200930,30,32
602,0022200930,32,30
601,0022200931,41,27
600,0022200931,27,41
608,0022200932,33,26
609,0022200932,26,33
580,0022200933,27,22
581,0022200933,22,27
591,0022200934,36,38
590,0022200934,38,36
587,0022200935,28,26
586,0022200935,26,28
583,0022200936,34,38
582,0022200936,38,34
593,0022200937,47,29
592,0022200937,29,47
585,0022200938,25,19
584,0022200938,19,25
597,0022200939,29,31
596,0022200939,31,29
589,0022200940,30,31
588,0022200940,31,30
595,0022200941,29,31
594,0022200941,31,29
577,0022200942,24,20
576,0022200942,20,24
573,0022200943,37,38
572,0022200943,38,37
578,0022200944,21,29
579,0022200944,29,21
575,0022200945,26,27
574,0022200945,27,26
560,0022200946,26,31
561,0022200946,31,26
554,0022200947,31,19
555,0022200947,19,31
556,0022200948,15,37
557,0022200948,37,15
570,0022200949,31,37
571,0022200949,37,31
565,0022200950,29,40
564,0022200950,40,29
566,0022200951,34,29
567,0022200951,29,34
559,0022200952,27,28
558,0022200952,28,27
563,0022200953,21,35
562,0022200953,35,21
569,0022200954,32,35
568,0022200954,35,32
553,0022200955,34,33
552,0022200955,33,34
549,0022200956,26,30
548,0022200956,30,26
551,0022200957,24,21
550,0022200957,21,24
544,0022200958,26,29
545,0022200958,29,26
541,0022200959,29,32
540,0022200959,32,29
546,0022200960,29,29
543,0022200961,30,36
542,0022200961,36,30
530,0022200962,25,31
531,0022200962,31,25
537,0022200963,30,35
536,0022200963,35,30
534,0022200964,18,33
535,0022200964,33,18
529,0022200965,36,21
528,0022200965,21,36
538,0022200966,27,31
539,0022200966,31,27
522,0022200967,24,38
523,0022200967,38,24
524,0022200968,35,20
525,0022200968,20,35
527,0022200969,31,34
526,0022200969,34,31
532,0022200970,30,28
533,0022200970,28,30
519,0022200971,33,26
518,0022200971,26,33
515,0022200972,38,39
514,0022200972,39,38
521,0022200973,34,28
520,0022200973,28,34
513,0022200974,43,30
512,0022200974,30,43
517,0022200975,34,29
516,0022200975,29,34
508,0022200976,32,29
509,0022200976,29,32
510,0022200977,31,18
511,0022200977,18,31
505,0022200978,26,36
504,0022200978,36,26
502,0022200979,21,21
501,0022200980,24,27
500,0022200980,27,24
493,0022200981,32,27
492,0022200981,27,32
507,0022200982,30,40
506,0022200982,40,30
497,0022200983,31,34
496,0022200983,34,31
495,0022200984,23,21
494,0022200984,21,23
483,0022200985,28,34
482,0022200985,34,28
484,0022200986,28,35
485,0022200986,35,28
490,0022200987,26,30
491,0022200987,30,26
480,0022200988,24,24
489,0022200989,25,29
488,0022200989,29,25
479,0022200990,34,21
478,0022200990,21,34
487,0022200991,25,17
486,0022200991,17,25
473,0022200992,31,23
472,0022200992,23,31
470,0022200993,38,27
471,0022200993,27,38
477,0022200994,29,28
476,0022200994,28,29
469,0022200995,37,20
468,0022200995,20,37
475,0022200996,28,48
474,0022200996,48,28
467,0022200997,30,23
466,0022200997,23,30
465,0022200998,29,37
464,0022200998,37,29
459,0022200999,29,24
458,0022200999,24,29
457,0022201000,26,27
456,0022201000,27,26
455,0022201001,26,33
454,0022201001,33,26
460,0022201002,38,26
461,0022201002,26,38
462,0022201003,31,35
463,0022201003,35,31
447,0022201004,19,20
446,0022201004,20,19
441,0022201005,32,29
440,0022201005,29,32
438,0022201006,35,30
439,0022201006,30,35
443,0022201007,34,24
442,0022201007,24,34
450,0022201008,38,37
451,0022201008,37,38
435,0022201009,32,22
434,0022201009,22,32
453,0022201010,23,27
452,0022201010,27,23
436,0022201011,32,22
437,0022201011,22,32
445,0022201012,26,28
444,0022201012,28,26
448,0022201013,31,32
449,0022201013,32,31
422,0022201014,30,30
426,0022201015,25,35
427,0022201015,35,25
431,0022201016,19,27
430,0022201016,27,19
424,0022201017,25,42
425,0022201017,42,25
433,0022201018,29,19
432,0022201018,19,29
429,0022201019,27,31
428,0022201019,31,27
410,0022201020,20,38
411,0022201020,38,20
415,0022201021,29,40
414,0022201021,40,29
420,0022201022,26,33
421,0022201022,33,26
417,0022201023,25,29
416,0022201023,29,25
408,0022201024,31,29
409,0022201024,29,31
418,0022201025,43,21
419,0022201025,21,43
412,0022201026,32,27
413,0022201026,27,32
405,0022201027,30,27
404,0022201027,27,30
403,0022201028,20,38
402,0022201028,38,20
394,0022201029,30,49
395,0022201029,49,30
407,0022201030,39,24
406,0022201030,24,39
392,0022201031,24,33
393,0022201031,33,24
398,0022201032,29,38
399,0022201032,38,29
396,0022201033,24,29
397,0022201033,29,24
400,0022201034,20,33
401,0022201034,33,20
381,0022201035,24,29
380,0022201035,29,24
385,0022201036,29,27
384,0022201036,27,29
387,0022201037,25,30
386,0022201037,30,25
383,0022201038,31,19
382,0022201038,19,31
390,0022201039,23,23
379,0022201040,28,29
378,0022201040,29,28
389,0022201041,23,28
388,0022201041,28,23
374,0022201042,29,28
375,0022201042,28,29
376,0022201043,24,24
369,0022201044,29,28
368,0022201044,28,29
373,0022201045,30,40
372,0022201045,40,30
371,0022201046,30,31
370,0022201046,31,30
363,0022201047,31,29
362,0022201047,29,31
365,0022201048,31,39
364,0022201048,39,31
355,0022201049,31,24
354,0022201049,24,31
358,0022201050,32,28
359,0022201050,28,32
352,0022201051,31,26
353,0022201051,26,31
367,0022201052,26,35
366,0022201052,35,26
357,0022201053,24,32
356,0022201053,32,24
360,0022201054,29,33
361,0022201054,33,29
347,0022201055,28,36
346,0022201055,36,28
345,0022201056,31,30
344,0022201056,30,31
336,0022201057,34,24
337,0022201057,24,34
351,0022201058,32,26
350,0022201058,26,32
339,0022201059,33,37
338,0022201059,37,33
341,0022201060,33,19
340,0022201060,19,33
348,0022201061,23,33
349,0022201061,33,23
342,0022201062,34,24
343,0022201062,24,34
330,0022201063,33,21
331,0022201063,21,33
323,0022201064,31,25
322,0022201064,25,31
327,0022201065,40,34
326,0022201065,34,40
329,0022201066,26,29
328,0022201066,29,26
333,0022201067,38,28
332,0022201067,28,38
334,0022201068,33,29
335,0022201068,29,33
321,0022201069,30,36
320,0022201069,36,30
325,0022201070,25,28
324,0022201070,28,25
319,0022201071,40,22
318,0022201071,22,40
308,0022201072,17,22
309,0022201072,22,17
317,0022201073,42,32
316,0022201073,32,42
310,0022201074,21,26
311,0022201074,26,21
313,0022201075,28,30
312,0022201075,30,28
315,0022201076,40,19
314,0022201076,19,40
302,0022201077,25,26
303,0022201077,26,25
296,0022201078,38,32
297,0022201078,32,38
305,0022201079,30,23
304,0022201079,23,30
299,0022201080,27,16
298,0022201080,16,27
300,0022201081,30,32
301,0022201081,32,30
306,0022201082,22,23
307,0022201082,23,22
295,0022201083,31,29
294,0022201083,29,31
293,0022201084,32,31
292,0022201084,31,32
280,0022201085,26,36
281,0022201085,36,26
284,0022201086,33,30
285,0022201086,30,33
278,0022201087,36,23
279,0022201087,23,36
277,0022201088,37,34
276,0022201088,34,37
283,0022201089,28,33
282,0022201089,33,28
290,0022201090,39,40
291,0022201090,40,39
288,0022201091,34,29
289,0022201091,29,34
287,0022201092,26,23
286,0022201092,23,26
271,0022201093,22,24
270,0022201093,24,22
274,0022201094,31,33
275,0022201094,33,31
273,0022201095,24,37
272,0022201095,37,24
269,0022201096,29,36
268,0022201096,36,29
267,0022201097,34,32
266,0022201097,32,34
256,0022201098,33,26
257,0022201098,26,33
250,0022201099,38,26
251,0022201099,26,38
261,0022201100,30,42
260,0022201100,42,30
254,0022201101,37,26
255,0022201101,26,37
253,0022201102,25,40
252,0022201102,40,25
264,0022201103,27,23
265,0022201103,23,27
248,0022201104,26,26
259,0022201105,24,30
258,0022201105,30,24
262,0022201106,41,25
263,0022201106,25,41
243,0022201107,35,39
242,0022201107,39,35
245,0022201108,36,28
244,0022201108,28,36
246,0022201109,37,38
247,0022201109,38,37
239,0022201110,24,26
238,0022201110,26,24
240,0022201111,32,26
241,0022201111,26,32
237,0022201112,26,37
236,0022201112,37,26
233,0022201113,16,30
232,0022201113,30,16
225,0022201114,26,29
224,0022201114,29,26
223,0022201115,34,27
222,0022201115,27,34
220,0022201116,32,30
221,0022201116,30,32
234,0022201117,22,33
235,0022201117,33,22
219,0022201118,24,25
218,0022201118,25,24
229,0022201119,37,21
228,0022201119,21,37
226,0022201120,25,37
227,0022201120,37,25
230,0022201121,29,29
205,0022201122,27,31
204,0022201122,31,27
207,0022201123,29,27
206,0022201123,27,29
213,0022201124,33,36
212,0022201124,36,33
209,0022201125,26,37
208,0022201125,37,26
216,0022201126,18,25
217,0022201126,25,18
211,0022201127,14,34
210,0022201127,34,14
203,0022201128,25,34
202,0022201128,34,25
215,0022201129,32,27
214,0022201129,27,32
199,0022201130,29,23
198,0022201130,23,29
192,0022201131,24,24
191,0022201132,24,23
190,0022201132,23,24
194,0022201133,32,15
195,0022201133,15,32
201,0022201134,26,23
200,0022201134,23,26
196,0022201135,36,25
197,0022201135,25,36
172,0022201136,34,30
173,0022201136,30,34
187,0022201137,30,25
186,0022201137,25,30
182,0022201138,23,19
183,0022201138,19,23
170,0022201139,28,37
171,0022201139,37,28
181,0022201140,31,20
180,0022201140,20,31
184,0022201141,30,29
185,0022201141,29,30
176,0022201142,26,26
175,0022201143,33,36
174,0022201143,36,33
179,0022201144,25,24
178,0022201144,24,25
189,0022201145,19,20
188,0022201145,20,19
169,0022201146,34,26
168,0022201146,26,34
167,0022201147,21,17
166,0022201147,17,21
165,0022201148,31,23
164,0022201148,23,31
148,0022201149,36,32
149,0022201149,32,36
143,0022201150,31,30
142,0022201150,30,31
157,0022201151,32,24
156,0022201151,24,32
146,0022201152,29,27
147,0022201152,27,29
161,0022201153,33,25
160,0022201153,25,33
151,0022201154,47,42
150,0022201154,42,47
145,0022201155,28,31
144,0022201155,31,28
153,0022201156,34,21
152,0022201156,21,34
154,0022201157,29,27
155,0022201157,27,29
140,0022201158,26,23
141,0022201158,23,26
159,0022201159,27,36
158,0022201159,36,27
163,0022201160,32,20
162,0022201160,20,32
137,0022201161,44,31
136,0022201161,31,44
138,0022201162,31,21
139,0022201162,21,31
112,0022201163,25,35
113,0022201163,35,25
120,0022201164,17,30
121,0022201164,30,17
135,0022201165,36,25
134,0022201165,25,36
123,0022201166,31,29
122,0022201166,29,31
131,0022201167,37,29
130,0022201167,29,37
129,0022201168,31,34
128,0022201168,34,31
114,0022201169,34,29
115,0022201169,29,34
111,0022201170,30,32
110,0022201170,32,30
117,0022201171,35,21
116,0022201171,21,35
126,0022201172,27,27
132,0022201173,28,28
124,0022201174,26,41
125,0022201174,41,26
119,0022201175,36,26
118,0022201175,26,36
88,0022201176,25,29
89,0022201176,29,25
103,0022201177,31,27
102,0022201177,27,31
101,0022201178,23,29
100,0022201178,29,23
93,0022201179,29,32
92,0022201179,32,29
106,0022201180,24,31
107,0022201180,31,24
99,0022201181,22,28
98,0022201181,28,22
95,0022201182,26,36
94,0022201182,36,26
109,0022201183,31,30
108,0022201183,30,31
91,0022201184,25,41
90,0022201184,41,25
105,0022201185,22,25
104,0022201185,25,22
85,0022201186,33,34
84,0022201186,34,33
87,0022201187,36,39
86,0022201187,39,36
96,0022201188,25,42
97,0022201188,42,25
79,0022201189,34,47
78,0022201189,47,34
75,0022201190,29,38
74,0022201190,38,29
68,0022201191,32,33
69,0022201191,33,32
70,0022201192,31,28
71,0022201192,28,31
81,0022201193,21,28
80,0022201193,28,21
77,0022201194,32,34
76,0022201194,34,32
72,0022201195,27,28
73,0022201195,28,27
82,0022201196,37,31
83,0022201196,31,37
60,0022201197,42,33
61,0022201197,33,42
65,0022201198,31,41
64,0022201198,41,31
59,0022201199,37,32
58,0022201199,32,37
63,0022201200,25,32
62,0022201200,32,25
67,0022201201,25,27
66,0022201201,27,25
37,0022201202,26,25
36,0022201202,25,26
41,0022201203,35,27
40,0022201203,27,35
56,0022201204,26,23
57,0022201204,23,26
51,0022201205,31,32
50,0022201205,32,31
47,0022201206,34,16
46,0022201206,16,34
39,0022201207,23,27
38,0022201207,27,23
48,0022201208,31,36
49,0022201208,36,31
43,0022201209,27,30
42,0022201209,30,27
45,0022201210,29,26
44,0022201210,26,29
54,0022201211,32,16
55,0022201211,16,32
53,0022201212,30,34
52,0022201212,34,30
34,0022201213,32,19
35,0022201213,19,32
30,0022201214,35,35
32,0022201215,33,26
33,0022201215,26,33
23,0022201216,31,29
22,0022201216,29,31
13,0022201217,21,36
12,0022201217,36,21
3,0022201218,17,25
2,0022201218,25,17
27,0022201219,24,23
26,0022201219,23,24
9,0022201220,45,41
8,0022201220,41,45
19,0022201221,35,26
18,0022201221,26,35
