GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP
22200043,1610612756,PHX,1610612746,LAC,2022-23,33,18,51,26.0,26.0,32.0,32.0,89.5,80.5
22200043,1610612746,LAC,1610612756,PHX,2022-23,18,33,51,32.0,32.0,26.0,26.0,80.5,89.5
22200044,1610612754,IND,1610612755,PHI,2022-23,23,33,56,25.33333333333333,25.0,26.0,24.5,101.33333333333333,82.33333333333333
22200044,1610612755,PHI,1610612754,IND,2022-23,33,23,56,26.0,24.5,25.33333333333333,25.0,82.33333333333333,101.33333333333333
22200045,1610612748,MIA,1610612761,TOR,2022-23,23,27,50,31.0,27.5,28.33333333333333,26.0,82.66666666666667,85.66666666666667
22200045,1610612761,TOR,1610612748,MIA,2022-23,27,23,50,28.33333333333333,26.0,31.0,27.5,85.66666666666667,82.66666666666667
22200046,1610612753,ORL,1610612752,NYK,2022-23,28,34,62,29.33333333333333,27.5,26.5,26.5,87.0,102.0
22200046,1610612752,NYK,1610612753,ORL,2022-23,34,28,62,26.5,26.5,29.33333333333333,27.5,102.0,87.0
22200047,1610612741,CHI,1610612738,BOS,2022-23,30,39,69,27.666666666666668,26.5,30.0,27.0,85.33333333333333,82.66666666666667
22200047,1610612738,BOS,1610612741,CHI,2022-23,39,30,69,30.0,27.0,27.666666666666668,26.5,82.66666666666667,85.33333333333333
22200048,1610612762,UTA,1610612745,HOU,2022-23,18,21,39,29.666666666666668,26.0,25.0,21.5,97.33333333333333,94.66666666666667
22200048,1610612745,HOU,1610612762,UTA,2022-23,21,18,39,25.0,21.5,29.666666666666668,26.0,94.66666666666667,97.33333333333333
22200049,1610612751,BKN,1610612763,MEM,2022-23,34,39,73,21.0,21.0,22.666666666666668,21.0,84.5,95.0
22200049,1610612763,MEM,1610612751,BKN,2022-23,39,34,73,22.666666666666668,21.0,21.0,21.0,95.0,84.5
22200050,1610612759,SAS,1610612750,MIN,2022-23,39,28,67,25.666666666666668,20.5,35.666666666666664,33.0,89.66666666666667,96.33333333333333
22200050,1610612750,MIN,1610612759,SAS,2022-23,28,39,67,35.666666666666664,33.0,25.666666666666668,20.5,96.33333333333333,89.66666666666667
22200051,1610612757,POR,1610612743,DEN,2022-23,23,31,54,29.666666666666668,28.5,32.666666666666664,29.0,84.66666666666667,84.66666666666667
22200051,1610612743,DEN,1610612757,POR,2022-23,31,23,54,32.666666666666664,29.0,29.666666666666668,28.5,84.66666666666667,84.66666666666667
22200052,1610612765,DET,1610612764,WAS,2022-23,25,28,53,24.0,18.5,31.0,28.5,93.0,86.33333333333333
22200052,1610612764,WAS,1610612765,DET,2022-23,28,25,53,31.0,28.5,24.0,18.5,86.33333333333333,93.0
22200053,1610612742,DAL,1610612740,NOP,2022-23,31,40,71,35.5,35.5,30.33333333333333,28.0,82.5,97.66666666666667
22200053,1610612740,NOP,1610612742,DAL,2022-23,40,31,71,30.33333333333333,28.0,35.5,35.5,97.66666666666667,82.5
22200054,1610612746,LAC,1610612760,OKC,2022-23,18,23,41,27.33333333333333,23.5,23.0,20.0,81.0,95.66666666666667
22200054,1610612760,OKC,1610612746,LAC,2022-23,23,18,41,23.0,20.0,27.33333333333333,23.5,95.66666666666667,81.0
22200055,1610612744,GSW,1610612756,PHX,2022-23,29,37,66,32.666666666666664,29.5,28.33333333333333,26.0,91.33333333333333,90.66666666666667
22200055,1610612756,PHX,1610612744,GSW,2022-23,37,29,66,28.33333333333333,26.0,32.666666666666664,29.5,90.66666666666667,91.33333333333333
22200056,1610612739,CLE,1610612753,ORL,2022-23,30,24,54,28.666666666666668,26.0,29.0,27.5,86.0,86.75
22200056,1610612753,ORL,1610612739,CLE,2022-23,24,30,54,29.0,27.5,28.666666666666668,26.0,86.75,86.0
22200057,1610612765,DET,1610612737,ATL,2022-23,32,36,68,24.25,18.5,25.0,22.5,91.75,91.33333333333333
22200057,1610612737,ATL,1610612765,DET,2022-23,36,32,68,25.0,22.5,24.25,18.5,91.33333333333333,91.75
22200058,1610612766,CHA,1610612752,NYK,2022-23,30,32,62,28.0,23.0,29.0,26.5,93.66666666666667,99.0
22200058,1610612752,NYK,1610612766,CHA,2022-23,32,30,62,29.0,26.5,28.0,23.0,99.0,93.66666666666667
22200059,1610612761,TOR,1610612755,PHI,2022-23,35,27,62,28.0,25.5,27.75,24.5,85.75,81.75
22200059,1610612755,PHI,1610612761,TOR,2022-23,27,35,62,27.75,24.5,28.0,25.5,81.75,85.75
22200060,1610612749,MIL,1610612751,BKN,2022-23,25,20,45,35.5,35.5,25.33333333333333,21.0,84.5,85.33333333333333
22200060,1610612751,BKN,1610612749,MIL,2022-23,20,25,45,25.33333333333333,21.0,35.5,35.5,85.33333333333333,84.5
22200061,1610612754,IND,1610612741,CHI,2022-23,27,38,65,24.75,24.0,28.25,26.5,98.5,85.75
22200061,1610612741,CHI,1610612754,IND,2022-23,38,27,65,28.25,26.5,24.75,24.0,85.75,98.5
22200062,1610612759,SAS,1610612750,MIN,2022-23,28,39,67,29.0,20.5,33.75,29.5,93.5,93.75
22200062,1610612750,MIN,1610612759,SAS,2022-23,39,28,67,33.75,29.5,29.0,20.5,93.75,93.5
22200063,1610612745,HOU,1610612762,UTA,2022-23,21,22,43,24.0,20.5,26.75,22.0,93.5,96.25
22200063,1610612762,UTA,1610612745,HOU,2022-23,22,21,43,26.75,22.0,24.0,20.5,96.25,93.5
22200064,1610612747,LAL,1610612743,DEN,2022-23,22,26,48,23.0,22.5,32.25,29.0,93.33333333333333,86.25
22200064,1610612743,DEN,1610612747,LAL,2022-23,26,22,48,32.25,29.0,23.0,22.5,86.25,93.33333333333333
22200065,1610612748,MIA,1610612757,POR,2022-23,28,31,59,29.0,22.5,28.0,24.0,82.75,84.25
22200065,1610612757,POR,1610612748,MIA,2022-23,31,28,59,28.0,24.0,29.0,22.5,84.25,82.75
22200066,1610612742,DAL,1610612751,BKN,2022-23,30,23,53,34.0,31.5,24.0,17.0,82.33333333333333,85.5
22200066,1610612751,BKN,1610612742,DAL,2022-23,23,30,53,24.0,17.0,34.0,31.5,85.5,82.33333333333333
22200067,1610612746,LAC,1610612760,OKC,2022-23,24,34,58,25.0,18.0,23.0,20.0,81.5,99.25
22200067,1610612760,OKC,1610612746,LAC,2022-23,34,24,58,23.0,20.0,25.0,18.0,99.25,81.5
22200068,1610612744,GSW,1610612748,MIA,2022-23,31,30,61,31.75,27.0,28.8,22.5,91.25,83.6
22200068,1610612748,MIA,1610612744,GSW,2022-23,30,31,61,28.8,22.5,31.75,27.0,83.6,91.25
22200069,1610612758,SAC,1610612763,MEM,2022-23,28,32,60,28.33333333333333,24.5,26.75,21.0,90.0,94.75
22200069,1610612763,MEM,1610612758,SAC,2022-23,32,28,60,26.75,21.0,28.33333333333333,24.5,94.75,90.0
22200070,1610612737,ATL,1610612765,DET,2022-23,35,29,64,27.75,22.5,25.8,18.5,91.25,91.6
22200070,1610612765,DET,1610612737,ATL,2022-23,29,35,64,25.8,18.5,27.75,22.5,91.6,91.25
22200071,1610612766,CHA,1610612753,ORL,2022-23,19,22,41,28.5,23.0,28.0,25.5,95.0,85.6
22200071,1610612753,ORL,1610612766,CHA,2022-23,22,19,41,28.0,25.5,28.5,23.0,85.6,95.0
22200072,1610612738,BOS,1610612739,CLE,2022-23,34,33,67,32.25,27.0,29.0,26.0,87.0,86.25
22200072,1610612739,CLE,1610612738,BOS,2022-23,33,34,67,29.0,26.0,32.25,27.0,86.25,87.0
22200073,1610612755,PHI,1610612761,TOR,2022-23,28,26,54,27.6,24.5,29.4,25.5,81.2,85.4
22200073,1610612761,TOR,1610612755,PHI,2022-23,26,28,54,29.4,25.5,27.6,24.5,85.4,81.2
22200074,1610612764,WAS,1610612754,IND,2022-23,28,36,64,30.25,27.0,25.2,24.0,86.0,96.0
22200074,1610612754,IND,1610612764,WAS,2022-23,36,28,64,25.2,24.0,30.25,27.0,96.0,86.0
22200075,1610612749,MIL,1610612752,NYK,2022-23,26,24,50,32.0,27.5,29.75,26.5,85.66666666666667,98.5
22200075,1610612752,NYK,1610612749,MIL,2022-23,24,26,50,29.75,26.5,32.0,27.5,98.5,85.66666666666667
22200076,1610612747,LAL,1610612750,MIN,2022-23,25,28,53,22.75,22.0,34.8,29.5,92.5,91.0
22200076,1610612750,MIN,1610612747,LAL,2022-23,28,25,53,34.8,29.5,22.75,22.0,91.0,92.5
22200077,1610612741,CHI,1610612759,SAS,2022-23,29,36,65,30.2,26.5,28.8,20.5,86.0,93.8
22200077,1610612759,SAS,1610612741,CHI,2022-23,36,29,65,28.8,20.5,30.2,26.5,93.8,86.0
22200078,1610612762,UTA,1610612743,DEN,2022-23,25,35,60,25.8,20.0,31.0,27.0,95.0,87.4
22200078,1610612743,DEN,1610612762,UTA,2022-23,35,25,60,31.0,27.0,25.8,20.0,87.4,95.0
22200079,1610612756,PHX,1610612740,NOP,2022-23,21,27,48,30.5,26.0,32.75,28.0,91.0,92.25
22200079,1610612740,NOP,1610612756,PHX,2022-23,27,21,48,32.75,28.0,30.5,26.0,92.25,91.0
22200080,1610612745,HOU,1610612757,POR,2022-23,23,32,55,23.4,20.5,28.6,24.0,93.6,83.0
22200080,1610612757,POR,1610612745,HOU,2022-23,32,23,55,28.6,24.0,23.4,20.5,83.0,93.6
22200081,1610612748,MIA,1610612758,SAC,2022-23,23,32,55,29.0,22.5,28.25,24.5,84.33333333333333,88.25
22200081,1610612758,SAC,1610612748,MIA,2022-23,32,23,55,28.25,24.5,29.0,22.5,88.25,84.33333333333333
22200082,1610612766,CHA,1610612744,GSW,2022-23,34,23,57,26.6,20.5,31.6,27.0,93.2,91.4
22200082,1610612744,GSW,1610612766,CHA,2022-23,23,34,57,31.6,27.0,26.6,20.5,91.4,93.2
22200083,1610612754,IND,1610612751,BKN,2022-23,26,26,52,27.0,24.0,23.8,17.0,93.5,87.0
22200083,1610612751,BKN,1610612754,IND,2022-23,26,26,52,23.8,17.0,27.0,24.0,87.0,93.5
22200084,1610612755,PHI,1610612741,CHI,2022-23,37,22,59,27.666666666666668,24.5,30.0,26.5,81.33333333333333,88.16666666666667
22200084,1610612741,CHI,1610612755,PHI,2022-23,22,37,59,30.0,26.5,27.666666666666668,24.5,88.16666666666667,81.33333333333333
22200085,1610612749,MIL,1610612737,ATL,2022-23,32,30,62,30.5,25.5,29.2,22.5,91.5,92.4
22200085,1610612737,ATL,1610612749,MIL,2022-23,30,32,62,29.2,22.5,30.5,25.5,92.4,91.5
22200086,1610612742,DAL,1610612760,OKC,2022-23,25,27,52,33.0,30.5,25.2,20.0,82.0,98.4
22200086,1610612760,OKC,1610612742,DAL,2022-23,27,25,52,25.2,20.0,33.0,30.5,98.4,82.0
22200087,1610612763,MEM,1610612762,UTA,2022-23,30,24,54,27.8,21.0,25.666666666666668,20.0,94.2,94.33333333333333
22200087,1610612762,UTA,1610612763,MEM,2022-23,24,30,54,25.666666666666668,20.0,27.8,21.0,94.33333333333333,94.2
22200088,1610612740,NOP,1610612746,LAC,2022-23,18,25,43,31.6,25.5,24.8,18.0,91.0,81.6
22200088,1610612746,LAC,1610612740,NOP,2022-23,25,18,43,24.8,18.0,31.6,25.5,81.6,91.0
22200089,1610612738,BOS,1610612764,WAS,2022-23,34,15,49,32.6,27.0,29.8,27.0,86.0,86.0
22200089,1610612764,WAS,1610612738,BOS,2022-23,15,34,49,29.8,27.0,32.6,27.0,86.0,86.0
22200090,1610612752,NYK,1610612739,CLE,2022-23,30,35,65,28.6,23.5,29.8,26.0,97.4,86.4
22200090,1610612739,CLE,1610612752,NYK,2022-23,35,30,65,29.8,26.0,28.6,23.5,86.4,97.4
22200091,1610612765,DET,1610612744,GSW,2022-23,29,37,66,26.33333333333333,18.5,30.166666666666668,24.0,90.66666666666667,92.83333333333333
22200091,1610612744,GSW,1610612765,DET,2022-23,37,29,66,30.166666666666668,24.0,26.33333333333333,18.5,92.83333333333333,90.66666666666667
22200092,1610612750,MIN,1610612759,SAS,2022-23,23,26,49,33.666666666666664,28.0,30.0,20.5,92.33333333333333,92.5
22200092,1610612759,SAS,1610612750,MIN,2022-23,26,23,49,30.0,20.5,33.666666666666664,28.0,92.5,92.33333333333333
22200093,1610612742,DAL,1610612753,ORL,2022-23,29,34,63,31.4,27.5,27.0,23.0,84.6,85.5
22200093,1610612753,ORL,1610612742,DAL,2022-23,34,29,63,27.0,23.0,31.4,27.5,85.5,84.6
22200094,1610612756,PHX,1610612745,HOU,2022-23,29,24,53,28.6,22.5,23.33333333333333,20.5,91.2,93.66666666666667
22200094,1610612745,HOU,1610612756,PHX,2022-23,24,29,53,23.33333333333333,20.5,28.6,22.5,93.66666666666667,91.2
22200095,1610612747,LAL,1610612743,DEN,2022-23,26,31,57,23.2,22.0,31.666666666666668,27.0,91.8,87.0
22200095,1610612743,DEN,1610612747,LAL,2022-23,31,26,57,31.666666666666668,27.0,23.2,22.0,87.0,91.8
22200096,1610612758,SAC,1610612766,CHA,2022-23,24,34,58,29.0,24.5,27.83333333333333,20.5,85.8,94.66666666666667
22200096,1610612766,CHA,1610612758,SAC,2022-23,34,24,58,27.83333333333333,20.5,29.0,24.5,94.66666666666667,85.8
22200097,1610612764,WAS,1610612755,PHI,2022-23,28,30,58,27.33333333333333,20.5,29.0,24.5,88.0,81.0
22200097,1610612755,PHI,1610612764,WAS,2022-23,30,28,58,29.0,24.5,27.33333333333333,20.5,81.0,88.0
22200098,1610612754,IND,1610612751,BKN,2022-23,18,33,51,26.857142857142858,24.0,24.166666666666668,17.0,93.57142857142857,86.16666666666667
22200098,1610612751,BKN,1610612754,IND,2022-23,33,18,51,24.166666666666668,17.0,26.857142857142858,24.0,86.16666666666667,93.57142857142857
22200099,1610612761,TOR,1610612737,ATL,2022-23,34,28,62,28.83333333333333,25.0,29.33333333333333,22.5,85.5,92.66666666666667
22200099,1610612737,ATL,1610612761,TOR,2022-23,28,34,62,29.33333333333333,22.5,28.83333333333333,25.0,92.66666666666667,85.5
22200100,1610612765,DET,1610612749,MIL,2022-23,23,34,57,26.714285714285715,18.5,30.8,25.5,89.57142857142857,91.6
22200100,1610612749,MIL,1610612765,DET,2022-23,34,23,57,30.8,25.5,26.714285714285715,18.5,91.6,89.57142857142857
22200101,1610612762,UTA,1610612763,MEM,2022-23,23,26,49,25.428571428571427,20.0,28.166666666666668,21.0,93.28571428571429,93.16666666666667
22200101,1610612763,MEM,1610612762,UTA,2022-23,26,23,49,28.166666666666668,21.0,25.428571428571427,20.0,93.16666666666667,93.28571428571429
22200102,1610612745,HOU,1610612746,LAC,2022-23,23,30,53,23.428571428571427,20.5,24.83333333333333,18.0,92.71428571428571,82.33333333333333
22200102,1610612746,LAC,1610612745,HOU,2022-23,30,23,53,24.83333333333333,18.0,23.428571428571427,20.5,82.33333333333333,92.71428571428571
22200103,1610612741,CHI,1610612751,BKN,2022-23,25,27,52,28.857142857142858,23.5,25.428571428571427,17.0,87.0,85.28571428571429
22200103,1610612751,BKN,1610612741,CHI,2022-23,27,25,52,25.428571428571427,17.0,28.857142857142858,23.5,85.28571428571429,87.0
22200104,1610612744,GSW,1610612748,MIA,2022-23,24,33,57,31.142857142857142,24.0,28.142857142857142,22.5,92.71428571428571,85.0
22200104,1610612748,MIA,1610612744,GSW,2022-23,33,24,57,28.142857142857142,22.5,31.142857142857142,24.0,85.0,92.71428571428571
22200105,1610612760,OKC,1610612753,ORL,2022-23,33,32,65,25.5,20.0,28.0,23.0,96.83333333333333,84.85714285714286
22200105,1610612753,ORL,1610612760,OKC,2022-23,32,33,65,28.0,23.0,25.5,20.0,84.85714285714286,96.83333333333333
22200106,1610612756,PHX,1610612750,MIN,2022-23,24,20,44,28.666666666666668,22.5,32.142857142857146,25.5,90.0,93.28571428571429
22200106,1610612750,MIN,1610612756,PHX,2022-23,20,24,44,32.142857142857146,25.5,28.666666666666668,22.5,93.28571428571429,90.0
22200107,1610612739,CLE,1610612738,BOS,2022-23,35,27,62,30.666666666666668,26.0,32.833333333333336,27.0,86.83333333333333,84.83333333333333
22200107,1610612738,BOS,1610612739,CLE,2022-23,27,35,62,32.833333333333336,27.0,30.666666666666668,26.0,84.83333333333333,86.83333333333333
22200108,1610612764,WAS,1610612755,PHI,2022-23,31,25,56,27.428571428571427,20.5,29.125,24.5,87.0,81.25
22200108,1610612755,PHI,1610612764,WAS,2022-23,25,31,56,29.125,24.5,27.428571428571427,20.5,81.25,87.0
22200109,1610612748,MIA,1610612758,SAC,2022-23,33,32,65,28.75,22.5,28.166666666666668,23.5,85.375,85.66666666666667
22200109,1610612758,SAC,1610612748,MIA,2022-23,32,33,65,28.166666666666668,23.5,28.75,22.5,85.66666666666667,85.375
22200110,1610612737,ATL,1610612752,NYK,2022-23,21,32,53,29.142857142857142,22.5,28.83333333333333,23.5,91.42857142857143,96.5
22200110,1610612752,NYK,1610612737,ATL,2022-23,32,21,53,28.83333333333333,23.5,29.142857142857142,22.5,96.5,91.42857142857143
22200111,1610612766,CHA,1610612741,CHI,2022-23,26,27,53,28.714285714285715,20.5,28.375,23.5,93.14285714285714,87.25
22200111,1610612741,CHI,1610612766,CHA,2022-23,27,26,53,28.375,23.5,28.714285714285715,20.5,87.25,93.14285714285714
22200112,1610612745,HOU,1610612746,LAC,2022-23,24,34,58,23.375,20.5,25.571428571428573,18.0,92.125,83.0
22200112,1610612746,LAC,1610612745,HOU,2022-23,34,24,58,25.571428571428573,18.0,23.375,20.5,83.0,92.125
22200113,1610612765,DET,1610612749,MIL,2022-23,26,31,57,26.25,18.5,31.33333333333333,25.5,89.875,90.83333333333333
22200113,1610612749,MIL,1610612765,DET,2022-23,31,26,57,31.33333333333333,25.5,26.25,18.5,90.83333333333333,89.875
