GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP
22200298,1610612742,DAL,1610612749,MIL,2022-23,33,41,74,29.0,24.0,30.4,24.5,81.6,89.8
22200298,1610612749,MIL,1610612742,DAL,2022-23,41,33,74,30.4,24.5,29.0,24.0,89.8,81.6
22200299,1610612755,PHI,1610612737,ATL,2022-23,23,34,57,28.9,21.5,27.6,20.0,81.9,92.0
22200299,1610612737,ATL,1610612755,PHI,2022-23,34,23,57,27.6,20.0,28.9,21.5,92.0,81.9
22200300,1610612764,WAS,1610612750,MIN,2022-23,38,33,71,30.0,24.5,31.9,26.0,87.7,83.9
22200300,1610612750,MIN,1610612764,WAS,2022-23,33,38,71,31.9,26.0,30.0,24.5,83.9,87.7
22200301,1610612766,CHA,1610612738,BOS,2022-23,19,45,64,25.7,16.0,32.2,26.0,94.3,87.2
22200301,1610612738,BOS,1610612766,CHA,2022-23,45,19,64,32.2,26.0,25.7,16.0,87.2,94.3
22200302,1610612753,ORL,1610612751,BKN,2022-23,28,23,51,28.5,23.5,30.0,23.0,83.0,82.1
22200302,1610612751,BKN,1610612753,ORL,2022-23,23,28,51,30.0,23.0,28.5,23.5,82.1,83.0
22200303,1610612739,CLE,1610612761,TOR,2022-23,24,26,50,28.3,20.0,26.2,22.5,83.4,93.7
22200303,1610612761,TOR,1610612739,CLE,2022-23,26,24,50,26.2,22.5,28.3,20.0,93.7,83.4
22200304,1610612760,OKC,1610612740,NOP,2022-23,26,34,60,29.3,21.5,29.1,23.5,94.4,86.8
22200304,1610612740,NOP,1610612760,OKC,2022-23,34,26,60,29.1,23.5,29.3,21.5,86.8,94.4
22200305,1610612745,HOU,1610612743,DEN,2022-23,39,42,81,29.8,23.0,29.7,25.0,84.4,86.1
22200305,1610612743,DEN,1610612745,HOU,2022-23,42,39,81,29.7,25.0,29.8,23.0,86.1,84.4
22200306,1610612741,CHI,1610612762,UTA,2022-23,27,27,54,27.5,21.0,27.9,21.5,87.4,89.5
22200306,1610612762,UTA,1610612741,CHI,2022-23,27,27,54,27.9,21.5,27.5,21.0,89.5,87.4
22200307,1610612758,SAC,1610612756,PHX,2022-23,26,31,57,30.1,22.5,28.3,21.0,87.3,92.6
22200307,1610612756,PHX,1610612758,SAC,2022-23,31,26,57,28.3,21.0,30.1,22.5,92.6,87.3
22200308,1610612754,IND,1610612747,LAL,2022-23,29,32,61,24.6,15.5,29.2,21.5,88.0,84.8
22200308,1610612747,LAL,1610612754,IND,2022-23,32,29,61,29.2,21.5,24.6,15.5,84.8,88.0
22200309,1610612752,NYK,1610612765,DET,2022-23,40,32,72,28.9,20.5,27.7,22.5,91.6,86.3
22200309,1610612765,DET,1610612752,NYK,2022-23,32,40,72,27.7,22.5,28.9,20.5,86.3,91.6
22200310,1610612742,DAL,1610612744,GSW,2022-23,36,24,60,29.4,24.0,33.7,20.5,82.4,88.8
22200310,1610612744,GSW,1610612742,DAL,2022-23,24,36,60,33.7,20.5,29.4,24.0,88.8,82.4
22200311,1610612757,POR,1610612746,LAC,2022-23,30,25,55,26.0,22.0,28.2,15.0,83.0,81.3
22200311,1610612746,LAC,1610612757,POR,2022-23,25,30,55,28.2,15.0,26.0,22.0,81.3,83.0
22200312,1610612755,PHI,1610612739,CLE,2022-23,21,25,46,27.9,21.5,27.8,20.0,82.5,83.8
22200312,1610612739,CLE,1610612755,PHI,2022-23,25,21,46,27.8,20.0,27.9,21.5,83.8,82.5
22200313,1610612753,ORL,1610612737,ATL,2022-23,27,38,65,28.3,23.5,28.8,21.0,82.8,88.5
22200313,1610612737,ATL,1610612753,ORL,2022-23,38,27,65,28.8,21.0,28.3,23.5,88.5,82.8
22200314,1610612748,MIA,1610612738,BOS,2022-23,35,38,73,30.2,25.0,33.8,26.5,86.4,87.7
22200314,1610612738,BOS,1610612748,MIA,2022-23,38,35,73,33.8,26.5,30.2,25.0,87.7,86.4
22200315,1610612764,WAS,1610612751,BKN,2022-23,28,29,57,31.2,24.5,28.5,22.5,88.8,81.5
22200315,1610612751,BKN,1610612764,WAS,2022-23,29,28,57,28.5,22.5,31.2,24.5,81.5,88.8
22200316,1610612752,NYK,1610612749,MIL,2022-23,20,22,42,30.7,20.5,31.1,24.5,92.5,89.4
22200316,1610612749,MIL,1610612752,NYK,2022-23,22,20,42,31.1,24.5,30.7,20.5,89.4,92.5
22200317,1610612750,MIN,1610612763,MEM,2022-23,27,26,53,32.3,26.0,32.1,22.0,84.2,93.4
22200317,1610612763,MEM,1610612750,MIN,2022-23,26,27,53,32.1,22.0,32.3,26.0,93.4,84.2
22200318,1610612761,TOR,1610612740,NOP,2022-23,29,40,69,26.7,24.0,29.5,23.5,91.8,85.8
22200318,1610612740,NOP,1610612761,TOR,2022-23,40,29,69,29.5,23.5,26.7,24.0,85.8,91.8
22200319,1610612759,SAS,1610612760,OKC,2022-23,35,32,67,26.2,19.5,29.2,21.5,93.4,92.5
22200319,1610612760,OKC,1610612759,SAS,2022-23,32,35,67,29.2,21.5,26.2,19.5,92.5,93.4
22200320,1610612745,HOU,1610612743,DEN,2022-23,24,44,68,30.3,23.0,31.1,25.0,84.5,86.1
22200320,1610612743,DEN,1610612745,HOU,2022-23,44,24,68,31.1,25.0,30.3,23.0,86.1,84.5
22200321,1610612756,PHX,1610612741,CHI,2022-23,32,25,57,29.4,22.5,27.1,21.0,94.7,88.4
22200321,1610612741,CHI,1610612756,PHX,2022-23,25,32,57,27.1,21.0,29.4,22.5,88.4,94.7
22200322,1610612762,UTA,1610612746,LAC,2022-23,35,26,61,28.0,21.5,26.9,15.0,88.6,82.1
22200322,1610612746,LAC,1610612762,UTA,2022-23,26,35,61,26.9,15.0,28.0,21.5,82.1,88.6
22200323,1610612754,IND,1610612758,SAC,2022-23,20,33,53,24.3,15.5,29.6,22.5,89.9,87.0
22200323,1610612758,SAC,1610612754,IND,2022-23,33,20,53,29.6,22.5,24.3,15.5,87.0,89.9
22200324,1610612757,POR,1610612747,LAL,2022-23,22,24,46,26.5,22.0,28.8,21.5,84.5,85.4
22200324,1610612747,LAL,1610612757,POR,2022-23,24,22,46,28.8,21.5,26.5,22.0,85.4,84.5
22200325,1610612742,DAL,1610612765,DET,2022-23,36,36,72,30.2,24.0,28.3,22.5,83.0,86.6
22200325,1610612765,DET,1610612742,DAL,2022-23,36,36,72,28.3,22.5,30.2,24.0,86.6,83.0
22200326,1610612764,WAS,1610612766,CHA,2022-23,31,36,67,31.2,24.5,25.8,16.5,89.3,92.8
22200326,1610612766,CHA,1610612764,WAS,2022-23,36,31,67,25.8,16.5,31.2,24.5,92.8,89.3
22200327,1610612737,ATL,1610612743,DEN,2022-23,28,25,53,29.7,21.0,32.0,25.0,89.1,85.6
22200327,1610612743,DEN,1610612737,ATL,2022-23,25,28,53,32.0,25.0,29.7,21.0,85.6,89.1
22200328,1610612738,BOS,1610612748,MIA,2022-23,27,27,54,34.3,26.5,30.5,25.0,87.0,86.4
22200328,1610612748,MIA,1610612738,BOS,2022-23,27,27,54,30.5,25.0,34.3,26.5,86.4,87.0
22200329,1610612761,TOR,1610612751,BKN,2022-23,17,41,58,26.9,24.0,29.0,22.5,92.1,81.6
22200329,1610612751,BKN,1610612761,TOR,2022-23,41,17,58,29.0,22.5,26.9,24.0,81.6,92.1
22200330,1610612753,ORL,1610612739,CLE,2022-23,25,27,52,28.6,23.5,27.8,20.0,83.4,82.0
22200330,1610612739,CLE,1610612753,ORL,2022-23,27,25,52,27.8,20.0,28.6,23.5,82.0,83.4
22200331,1610612749,MIL,1610612747,LAL,2022-23,31,33,64,29.7,23.0,27.8,21.5,89.7,86.9
22200331,1610612747,LAL,1610612749,MIL,2022-23,33,31,64,27.8,21.5,29.7,23.0,86.9,89.7
22200332,1610612755,PHI,1610612763,MEM,2022-23,30,29,59,28.0,22.0,31.3,22.0,81.9,93.0
22200332,1610612763,MEM,1610612755,PHI,2022-23,29,30,59,31.3,22.0,28.0,22.0,93.0,81.9
22200333,1610612759,SAS,1610612740,NOP,2022-23,24,26,50,26.5,19.5,31.3,25.0,92.8,86.0
22200333,1610612740,NOP,1610612759,SAS,2022-23,26,24,50,31.3,25.0,26.5,19.5,86.0,92.8
22200334,1610612756,PHX,1610612745,HOU,2022-23,36,27,63,28.7,22.5,29.4,23.0,94.3,84.6
22200334,1610612745,HOU,1610612756,PHX,2022-23,27,36,63,29.4,23.0,28.7,22.5,84.6,94.3
22200335,1610612762,UTA,1610612754,IND,2022-23,35,24,59,28.5,21.5,23.6,15.0,87.3,90.3
22200335,1610612754,IND,1610612762,UTA,2022-23,24,35,59,23.6,15.0,28.5,21.5,90.3,87.3
22200336,1610612744,GSW,1610612741,CHI,2022-23,35,33,68,33.6,20.0,26.6,21.0,89.4,87.8
22200336,1610612741,CHI,1610612744,GSW,2022-23,33,35,68,26.6,21.0,33.6,20.0,87.8,89.4
22200337,1610612742,DAL,1610612752,NYK,2022-23,20,32,52,30.4,24.0,29.7,19.5,83.0,93.1
22200337,1610612752,NYK,1610612742,DAL,2022-23,32,20,52,29.7,19.5,30.4,24.0,93.1,83.0
22200338,1610612746,LAC,1610612758,SAC,2022-23,24,38,62,27.6,15.0,29.5,22.5,82.9,88.9
22200338,1610612758,SAC,1610612746,LAC,2022-23,38,24,62,29.5,22.5,27.6,15.0,88.9,82.9
22200339,1610612749,MIL,1610612766,CHA,2022-23,30,24,54,30.1,23.0,26.4,16.5,88.5,93.2
22200339,1610612766,CHA,1610612749,MIL,2022-23,24,30,54,26.4,16.5,30.1,23.0,93.2,88.5
22200340,1610612761,TOR,1610612753,ORL,2022-23,36,22,58,25.7,20.5,28.1,23.5,90.6,83.3
22200340,1610612753,ORL,1610612761,TOR,2022-23,22,36,58,28.1,23.5,25.7,20.5,83.3,90.6
22200341,1610612750,MIN,1610612760,OKC,2022-23,29,32,61,32.5,27.0,29.5,21.5,85.3,92.6
22200341,1610612760,OKC,1610612750,MIN,2022-23,32,29,61,29.5,21.5,32.5,27.0,92.6,85.3
22200342,1610612744,GSW,1610612745,HOU,2022-23,39,23,62,33.2,20.0,28.4,23.0,89.1,84.3
22200342,1610612745,HOU,1610612744,GSW,2022-23,23,39,62,28.4,23.0,33.2,20.0,84.3,89.1
22200343,1610612762,UTA,1610612757,POR,2022-23,31,40,71,29.0,21.5,26.0,21.5,86.2,85.0
22200343,1610612757,POR,1610612762,UTA,2022-23,40,31,71,26.0,21.5,29.0,21.5,85.0,86.2
22200344,1610612743,DEN,1610612740,NOP,2022-23,31,27,58,32.0,25.0,31.2,25.0,84.9,87.3
22200344,1610612740,NOP,1610612743,DEN,2022-23,27,31,58,31.2,25.0,32.0,25.0,87.3,84.9
22200345,1610612759,SAS,1610612756,PHX,2022-23,30,35,65,25.8,19.5,30.0,22.5,94.1,93.3
22200345,1610612756,PHX,1610612759,SAS,2022-23,35,30,65,30.0,22.5,25.8,19.5,93.3,94.1
22200346,1610612751,BKN,1610612738,BOS,2022-23,27,35,62,30.9,24.5,34.0,25.0,81.8,86.6
22200346,1610612738,BOS,1610612751,BKN,2022-23,35,27,62,34.0,25.0,30.9,24.5,86.6,81.8
22200347,1610612763,MEM,1610612765,DET,2022-23,40,26,66,30.4,22.0,29.0,22.5,92.9,87.1
22200347,1610612765,DET,1610612763,MEM,2022-23,26,40,66,29.0,22.5,30.4,22.0,87.1,92.9
22200348,1610612739,CLE,1610612752,NYK,2022-23,16,23,39,28.5,22.0,28.1,19.5,81.5,91.1
22200348,1610612752,NYK,1610612739,CLE,2022-23,23,16,39,28.1,19.5,28.5,22.0,91.1,81.5
22200349,1610612764,WAS,1610612747,LAL,2022-23,27,33,60,31.5,24.5,29.0,22.5,89.1,87.7
22200349,1610612747,LAL,1610612764,WAS,2022-23,33,27,60,29.0,22.5,31.5,24.5,87.7,89.1
22200350,1610612758,SAC,1610612741,CHI,2022-23,29,27,56,31.0,24.0,26.9,21.0,89.1,89.1
22200350,1610612741,CHI,1610612758,SAC,2022-23,27,29,56,26.9,21.0,31.0,24.0,89.1,89.1
22200351,1610612757,POR,1610612754,IND,2022-23,28,24,52,27.5,21.5,23.2,15.0,85.5,91.3
22200351,1610612754,IND,1610612757,POR,2022-23,24,28,52,23.2,15.0,27.5,21.5,91.3,85.5
22200352,1610612766,CHA,1610612746,LAC,2022-23,26,28,54,26.1,16.5,26.9,15.0,93.1,84.1
22200352,1610612746,LAC,1610612766,CHA,2022-23,28,26,54,26.9,15.0,26.1,16.5,84.1,93.1
22200353,1610612753,ORL,1610612749,MIL,2022-23,21,30,51,28.0,23.0,30.4,23.0,82.3,87.0
22200353,1610612749,MIL,1610612753,ORL,2022-23,30,21,51,30.4,23.0,28.0,23.0,87.0,82.3
22200354,1610612737,ATL,1610612760,OKC,2022-23,29,27,56,30.1,22.0,29.1,21.5,89.0,93.1
22200354,1610612760,OKC,1610612737,ATL,2022-23,27,29,56,29.1,21.5,30.1,22.0,93.1,89.0
22200355,1610612738,BOS,1610612761,TOR,2022-23,27,25,52,34.3,25.0,26.9,20.5,85.1,90.2
22200355,1610612761,TOR,1610612738,BOS,2022-23,25,27,52,26.9,20.5,34.3,25.0,90.2,85.1
22200356,1610612755,PHI,1610612745,HOU,2022-23,30,27,57,27.3,22.0,28.1,23.0,83.0,85.5
22200356,1610612745,HOU,1610612755,PHI,2022-23,27,30,57,28.1,23.0,27.3,22.0,85.5,83.0
22200357,1610612763,MEM,1610612748,MIA,2022-23,27,32,59,31.1,22.0,29.8,25.0,93.3,87.2
22200357,1610612748,MIA,1610612763,MEM,2022-23,32,27,59,29.8,25.0,31.1,22.0,87.2,93.3
22200358,1610612742,DAL,1610612756,PHX,2022-23,33,15,48,28.9,21.5,30.4,22.5,84.9,92.8
22200358,1610612756,PHX,1610612742,DAL,2022-23,15,33,48,30.4,22.5,28.9,21.5,92.8,84.9
22200359,1610612754,IND,1610612744,GSW,2022-23,34,21,55,22.9,15.0,33.8,20.0,92.2,88.8
22200359,1610612744,GSW,1610612754,IND,2022-23,21,34,55,33.8,20.0,22.9,15.0,88.8,92.2
22200360,1610612747,LAL,1610612739,CLE,2022-23,26,27,53,30.0,23.0,26.4,18.0,88.5,81.4
22200360,1610612739,CLE,1610612747,LAL,2022-23,27,26,53,26.4,18.0,30.0,23.0,81.4,88.5
22200361,1610612765,DET,1610612748,MIA,2022-23,20,25,45,29.3,22.5,29.5,25.0,87.8,86.8
22200361,1610612748,MIA,1610612765,DET,2022-23,25,20,45,29.5,25.0,29.3,22.5,86.8,87.8
22200362,1610612742,DAL,1610612743,DEN,2022-23,36,29,65,29.2,21.5,31.9,25.0,85.3,85.0
22200362,1610612743,DEN,1610612742,DAL,2022-23,29,36,65,31.9,25.0,29.2,21.5,85.0,85.3
22200363,1610612753,ORL,1610612746,LAC,2022-23,14,32,46,27.7,21.5,28.2,19.5,82.3,87.0
22200363,1610612746,LAC,1610612753,ORL,2022-23,32,14,46,28.2,19.5,27.7,21.5,87.0,82.3
22200364,1610612751,BKN,1610612766,CHA,2022-23,38,28,66,30.6,24.5,25.4,16.5,82.1,93.9
22200364,1610612766,CHA,1610612751,BKN,2022-23,28,38,66,25.4,16.5,30.6,24.5,93.9,82.1
22200365,1610612752,NYK,1610612737,ATL,2022-23,31,20,51,28.1,19.5,30.1,22.0,90.4,90.0
22200365,1610612737,ATL,1610612752,NYK,2022-23,20,31,51,30.1,22.0,28.1,19.5,90.0,90.4
22200366,1610612761,TOR,1610612747,LAL,2022-23,39,31,70,26.8,20.5,30.0,23.0,89.3,88.3
22200366,1610612747,LAL,1610612761,TOR,2022-23,31,39,70,30.0,23.0,26.8,20.5,88.3,89.3
22200367,1610612764,WAS,1610612741,CHI,2022-23,22,29,51,31.9,26.0,27.4,22.0,91.0,89.0
22200367,1610612741,CHI,1610612764,WAS,2022-23,29,22,51,27.4,22.0,31.9,26.0,89.0,91.0
22200368,1610612760,OKC,1610612763,MEM,2022-23,25,27,52,28.3,21.5,31.9,25.5,92.8,92.7
22200368,1610612763,MEM,1610612760,OKC,2022-23,27,25,52,31.9,25.5,28.3,21.5,92.7,92.8
22200369,1610612749,MIL,1610612758,SAC,2022-23,34,29,63,31.0,23.5,31.3,24.0,87.3,88.6
22200369,1610612758,SAC,1610612749,MIL,2022-23,29,34,63,31.3,24.0,31.0,23.5,88.6,87.3
22200370,1610612754,IND,1610612750,MIN,2022-23,17,35,52,25.3,20.5,32.4,27.0,93.0,86.3
22200370,1610612750,MIN,1610612754,IND,2022-23,35,17,52,32.4,27.0,25.3,20.5,86.3,93.0
22200371,1610612765,DET,1610612740,NOP,2022-23,28,27,55,29.0,21.0,30.5,25.0,87.7,86.8
22200371,1610612740,NOP,1610612765,DET,2022-23,27,28,55,30.5,25.0,29.0,21.0,86.8,87.7
22200372,1610612762,UTA,1610612744,GSW,2022-23,30,35,65,29.4,21.5,32.6,18.5,86.3,89.0
22200372,1610612744,GSW,1610612762,UTA,2022-23,35,30,65,32.6,18.5,29.4,21.5,89.0,86.3
22200373,1610612738,BOS,1610612756,PHX,2022-23,31,21,52,34.0,25.0,28.3,18.5,85.3,93.3
22200373,1610612756,PHX,1610612738,BOS,2022-23,21,31,52,28.3,18.5,34.0,25.0,93.3,85.3
22200374,1610612748,MIA,1610612746,LAC,2022-23,20,28,48,28.9,24.0,29.9,24.5,87.9,88.4
22200374,1610612746,LAC,1610612748,MIA,2022-23,28,20,48,29.9,24.5,28.9,24.0,88.4,87.9
22200375,1610612759,SAS,1610612745,HOU,2022-23,24,29,53,26.2,19.5,28.5,23.0,92.8,86.3
22200375,1610612745,HOU,1610612759,SAS,2022-23,29,24,53,28.5,23.0,26.2,19.5,86.3,92.8
22200376,1610612757,POR,1610612743,DEN,2022-23,36,30,66,27.3,21.5,32.1,25.0,86.2,84.6
22200376,1610612743,DEN,1610612757,POR,2022-23,30,36,66,32.1,25.0,27.3,21.5,84.6,86.2
22200377,1610612752,NYK,1610612766,CHA,2022-23,22,20,42,28.2,19.5,25.1,16.5,90.3,93.9
22200377,1610612766,CHA,1610612752,NYK,2022-23,20,22,42,25.1,16.5,28.2,19.5,93.9,90.3
22200378,1610612754,IND,1610612764,WAS,2022-23,31,33,64,24.8,18.5,30.4,24.0,92.1,90.8
22200378,1610612764,WAS,1610612754,IND,2022-23,33,31,64,30.4,24.0,24.8,18.5,90.8,92.1
22200379,1610612753,ORL,1610612761,TOR,2022-23,37,25,62,25.4,17.5,28.0,20.5,84.1,91.7
22200379,1610612761,TOR,1610612753,ORL,2022-23,25,37,62,28.0,20.5,25.4,17.5,91.7,84.1
22200380,1610612751,BKN,1610612737,ATL,2022-23,36,30,66,31.6,24.5,30.3,23.0,82.8,88.4
22200380,1610612737,ATL,1610612751,BKN,2022-23,30,36,66,30.3,23.0,31.6,24.5,88.4,82.8
22200381,1610612739,CLE,1610612758,SAC,2022-23,20,31,51,26.3,18.0,30.6,24.0,81.5,88.3
22200381,1610612758,SAC,1610612739,CLE,2022-23,31,20,51,30.6,24.0,26.3,18.0,88.3,81.5
22200382,1610612747,LAL,1610612755,PHI,2022-23,20,31,51,30.1,23.0,27.7,22.0,89.2,83.4
22200382,1610612755,PHI,1610612747,LAL,2022-23,31,20,51,27.7,22.0,30.1,23.0,83.4,89.2
22200383,1610612765,DET,1610612763,MEM,2022-23,27,34,61,28.1,21.0,31.1,25.5,87.5,92.9
22200383,1610612763,MEM,1610612765,DET,2022-23,34,27,61,31.1,25.5,28.1,21.0,92.9,87.5
22200384,1610612756,PHX,1610612740,NOP,2022-23,27,26,53,26.9,18.0,30.0,25.0,93.2,86.2
22200384,1610612740,NOP,1610612756,PHX,2022-23,26,27,53,30.0,25.0,26.9,18.0,86.2,93.2
22200385,1610612762,UTA,1610612750,MIN,2022-23,24,28,52,28.2,21.5,31.9,27.0,85.8,87.4
22200385,1610612750,MIN,1610612762,UTA,2022-23,28,24,52,31.9,27.0,28.2,21.5,87.4,85.8
22200386,1610612742,DAL,1610612749,MIL,2022-23,33,32,65,30.0,21.5,31.0,23.5,82.3,88.3
22200386,1610612749,MIL,1610612742,DAL,2022-23,32,33,65,31.0,23.5,30.0,21.5,88.3,82.3
22200387,1610612748,MIA,1610612759,SAS,2022-23,29,25,54,27.8,21.5,25.7,19.5,87.1,92.6
22200387,1610612759,SAS,1610612748,MIA,2022-23,25,29,54,25.7,19.5,27.8,21.5,92.6,87.1
22200388,1610612751,BKN,1610612754,IND,2022-23,40,38,78,32.4,24.5,25.2,18.5,82.8,92.0
22200388,1610612754,IND,1610612751,BKN,2022-23,38,40,78,25.2,18.5,32.4,24.5,92.0,82.8
22200389,1610612746,LAC,1610612764,WAS,2022-23,28,29,57,28.7,24.5,30.4,24.0,88.3,88.9
22200389,1610612764,WAS,1610612746,LAC,2022-23,29,28,57,30.4,24.0,28.7,24.5,88.9,88.3
22200390,1610612739,CLE,1610612760,OKC,2022-23,28,22,50,25.5,18.0,27.9,21.5,81.1,93.9
22200390,1610612760,OKC,1610612739,CLE,2022-23,22,28,50,27.9,21.5,25.5,18.0,93.9,81.1
22200391,1610612741,CHI,1610612742,DAL,2022-23,40,30,70,28.3,24.5,30.4,21.5,89.9,83.4
22200391,1610612742,DAL,1610612741,CHI,2022-23,30,40,70,30.4,21.5,28.3,24.5,83.4,89.9
22200392,1610612744,GSW,1610612738,BOS,2022-23,33,25,58,32.6,18.5,33.1,25.0,89.7,86.9
22200392,1610612738,BOS,1610612744,GSW,2022-23,25,33,58,33.1,25.0,32.6,18.5,86.9,89.7
22200393,1610612743,DEN,1610612762,UTA,2022-23,28,26,54,32.4,25.0,28.6,23.5,84.7,85.7
22200393,1610612762,UTA,1610612743,DEN,2022-23,26,28,54,28.6,23.5,32.4,25.0,85.7,84.7
22200394,1610612750,MIN,1610612757,POR,2022-23,27,32,59,30.5,27.0,28.1,21.5,86.5,86.0
22200394,1610612757,POR,1610612750,MIN,2022-23,32,27,59,28.1,21.5,30.5,27.0,86.0,86.5
22200395,1610612756,PHX,1610612740,NOP,2022-23,36,29,65,26.8,18.0,29.4,25.0,91.7,86.7
22200395,1610612740,NOP,1610612756,PHX,2022-23,29,36,65,29.4,25.0,26.8,18.0,86.7,91.7
22200396,1610612747,LAL,1610612765,DET,2022-23,32,26,58,28.7,21.0,27.5,21.0,89.5,87.6
22200396,1610612765,DET,1610612747,LAL,2022-23,26,32,58,27.5,21.0,28.7,21.0,87.6,89.5
22200397,1610612758,SAC,1610612752,NYK,2022-23,22,36,58,30.0,24.0,28.5,21.0,86.6,90.9
22200397,1610612752,NYK,1610612758,SAC,2022-23,36,22,58,28.5,21.0,30.0,24.0,90.9,86.6
22200398,1610612761,TOR,1610612753,ORL,2022-23,19,18,37,27.8,20.5,26.3,17.5,91.6,82.1
22200398,1610612753,ORL,1610612761,TOR,2022-23,18,19,37,26.3,17.5,27.8,20.5,82.1,91.6
22200399,1610612755,PHI,1610612766,CHA,2022-23,20,21,41,28.4,22.0,24.4,16.5,84.6,92.9
22200399,1610612766,CHA,1610612755,PHI,2022-23,21,20,41,24.4,16.5,28.4,22.0,92.9,84.6
22200400,1610612737,ATL,1610612741,CHI,2022-23,22,27,49,30.4,23.0,29.5,24.5,88.5,89.5
22200400,1610612741,CHI,1610612737,ATL,2022-23,27,22,49,29.5,24.5,30.4,23.0,89.5,88.5
22200401,1610612745,HOU,1610612749,MIL,2022-23,19,25,44,28.3,23.0,30.8,23.5,88.6,88.0
22200401,1610612749,MIL,1610612745,HOU,2022-23,25,19,44,30.8,23.5,28.3,23.0,88.0,88.6
22200402,1610612748,MIA,1610612754,IND,2022-23,26,19,45,28.0,21.5,26.9,18.5,87.2,90.9
22200402,1610612754,IND,1610612748,MIA,2022-23,19,26,45,26.9,18.5,28.0,21.5,90.9,87.2
22200403,1610612764,WAS,1610612751,BKN,2022-23,25,29,54,29.8,24.0,33.8,25.0,88.1,84.8
22200403,1610612751,BKN,1610612764,WAS,2022-23,29,25,54,33.8,25.0,29.8,24.0,84.8,88.1
22200404,1610612763,MEM,1610612737,ATL,2022-23,35,29,64,31.2,25.5,30.0,21.0,92.7,89.6
22200404,1610612737,ATL,1610612763,MEM,2022-23,29,35,64,30.0,21.0,31.2,25.5,89.6,92.7
22200405,1610612760,OKC,1610612742,DAL,2022-23,28,23,51,27.3,21.5,30.9,21.5,92.6,84.6
22200405,1610612742,DAL,1610612760,OKC,2022-23,23,28,51,30.9,21.5,27.3,21.5,84.6,92.6
22200406,1610612739,CLE,1610612759,SAS,2022-23,27,29,56,24.5,18.0,25.4,19.5,82.6,92.0
22200406,1610612759,SAS,1610612739,CLE,2022-23,29,27,56,25.4,19.5,24.5,18.0,92.0,82.6
22200407,1610612757,POR,1610612750,MIN,2022-23,33,27,60,29.0,21.5,29.9,27.0,86.0,86.3
22200407,1610612750,MIN,1610612757,POR,2022-23,27,33,60,29.9,27.0,29.0,21.5,86.3,86.0
22200408,1610612738,BOS,1610612746,LAC,2022-23,25,29,54,33.3,26.0,28.1,24.5,86.9,88.6
22200408,1610612746,LAC,1610612738,BOS,2022-23,29,25,54,28.1,24.5,33.3,26.0,88.6,86.9
22200409,1610612758,SAC,1610612755,PHI,2022-23,32,39,71,28.4,22.0,28.1,20.5,86.4,85.8
22200409,1610612755,PHI,1610612758,SAC,2022-23,39,32,71,28.1,20.5,28.4,22.0,85.8,86.4
22200410,1610612749,MIL,1610612744,GSW,2022-23,38,27,65,30.3,23.5,31.9,18.5,88.4,90.3
22200410,1610612744,GSW,1610612749,MIL,2022-23,27,38,65,31.9,18.5,30.3,23.5,90.3,88.4
22200411,1610612756,PHX,1610612745,HOU,2022-23,20,27,47,27.8,18.0,27.7,21.0,92.0,89.1
22200411,1610612745,HOU,1610612756,PHX,2022-23,27,20,47,27.7,21.0,27.8,18.0,89.1,92.0
22200412,1610612762,UTA,1610612740,NOP,2022-23,29,30,59,28.8,23.5,29.8,25.5,85.3,86.6
22200412,1610612740,NOP,1610612762,UTA,2022-23,30,29,59,29.8,25.5,28.8,23.5,86.6,85.3
22200413,1610612738,BOS,1610612747,LAL,2022-23,37,24,61,32.4,25.0,29.7,22.0,86.1,89.4
22200413,1610612747,LAL,1610612738,BOS,2022-23,24,37,61,29.7,22.0,32.4,25.0,89.4,86.1
22200414,1610612766,CHA,1610612765,DET,2022-23,33,35,68,25.1,19.5,27.3,21.0,91.2,88.1
22200414,1610612765,DET,1610612766,CHA,2022-23,35,33,68,27.3,21.0,25.1,19.5,88.1,91.2
22200415,1610612744,GSW,1610612754,IND,2022-23,26,27,53,33.0,22.5,26.5,18.0,92.4,90.2
22200415,1610612754,IND,1610612744,GSW,2022-23,27,26,53,26.5,18.0,33.0,22.5,90.2,92.4
22200416,1610612753,ORL,1610612737,ATL,2022-23,50,22,72,25.3,16.0,29.4,21.0,81.3,90.8
22200416,1610612737,ATL,1610612753,ORL,2022-23,22,50,72,29.4,21.0,25.3,16.0,90.8,81.3
22200417,1610612761,TOR,1610612758,SAC,2022-23,31,23,54,26.6,18.0,28.8,22.0,88.3,86.6
22200417,1610612758,SAC,1610612761,TOR,2022-23,23,31,54,28.8,22.0,26.6,18.0,86.6,88.3
22200418,1610612741,CHI,1610612752,NYK,2022-23,28,29,57,29.8,26.0,29.9,21.0,90.6,91.3
22200418,1610612752,NYK,1610612741,CHI,2022-23,29,28,57,29.9,21.0,29.8,26.0,91.3,90.6
22200419,1610612760,OKC,1610612748,MIA,2022-23,31,31,62,26.7,21.5,27.3,21.5,92.6,86.5
