GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP,TEAM_FT_PCT,FT_PCT_OPP,TEAM_FTA,FTA_OPP,TEAM_TOV,TOV_OPP,TEAM_OREB,OREB_OPP,TEAM_DREB,DREB_OPP,TEAM_OFF_RATING,OFF_RATING_OPP,TEAM_AST_TOV,AST_TOV_OPP,TEAM_LAST_3,LAST_3_OPP,LAST_3_H2H,LAST_3_PACE_H2H
22200014,1610612757,POR,1610612758,SAC,2022-23,32,23,55,32.0,32.0,23.0,23.0,20.0,18.0,100.0,100.0,23.0,23.0,32.0,32.0,0.525,0.472,0.45,0.389,0.6,0.3,0.786,0.6,14.0,10.0,1.0,4.0,3.0,0.0,10.0,8.0,128.0,92.0,7.0,1.5,32.0,23.0,56.0,100.06666666666666
22200014,1610612758,SAC,1610612757,POR,2022-23,23,32,55,23.0,23.0,32.0,32.0,18.0,20.0,100.0,100.0,32.0,32.0,23.0,23.0,0.472,0.525,0.389,0.45,0.3,0.6,0.6,0.786,10.0,14.0,4.0,1.0,0.0,3.0,8.0,10.0,92.0,128.0,1.5,7.0,23.0,32.0,56.0,100.06666666666666
22200015,1610612755,PHI,1610612749,MIL,2022-23,24,30,54,29.0,29.0,30.0,30.0,20.0,21.0,106.0,92.0,24.0,24.0,24.0,24.0,0.45,0.69,0.35,0.571,0.364,0.455,0.786,1.0,14.0,1.0,5.0,3.0,3.0,1.0,8.0,10.0,107.4,130.4,0.4,2.67,29.0,30.0,61.0,100.8
22200015,1610612749,MIL,1610612755,PHI,2022-23,30,24,54,30.0,30.0,29.0,29.0,21.0,20.0,92.0,106.0,24.0,24.0,24.0,24.0,0.69,0.45,0.571,0.35,0.455,0.364,1.0,0.786,1.0,14.0,3.0,5.0,1.0,3.0,10.0,8.0,130.4,107.4,2.67,0.4,30.0,29.0,61.0,100.8
22200016,1610612746,LAC,1610612747,LAL,2022-23,35,23,58,35.0,35.0,22.0,22.0,24.0,24.0,112.0,120.0,23.0,23.0,25.0,25.0,0.563,0.354,0.5,0.333,0.375,0.1,0.8,0.714,10.0,7.0,3.0,6.0,2.0,2.0,16.0,12.0,125.0,73.3,2.0,0.57,35.0,22.0,64.66666666666667,106.7
22200016,1610612747,LAL,1610612746,LAC,2022-23,23,35,58,22.0,22.0,35.0,35.0,24.0,24.0,120.0,112.0,25.0,25.0,23.0,23.0,0.354,0.563,0.333,0.5,0.1,0.375,0.714,0.8,7.0,10.0,6.0,3.0,2.0,2.0,12.0,16.0,73.3,125.0,0.57,2.0,22.0,35.0,64.66666666666667,106.7
22200017,1610612766,CHA,1610612740,NOP,2022-23,24,35,59,38.0,38.0,32.0,32.0,29.0,28.0,110.0,110.0,22.0,22.0,14.0,14.0,0.586,0.554,0.552,0.5,0.667,0.6,0.667,0.5,6.0,2.0,1.0,6.0,5.0,7.0,7.0,11.0,135.7,118.5,8.0,1.17,38.0,32.0,60.333333333333336,104.53333333333333
22200017,1610612740,NOP,1610612766,CHA,2022-23,35,24,59,32.0,32.0,38.0,38.0,28.0,29.0,110.0,110.0,14.0,14.0,22.0,22.0,0.554,0.586,0.5,0.552,0.6,0.667,0.5,0.667,2.0,6.0,6.0,1.0,7.0,5.0,11.0,7.0,118.5,135.7,1.17,8.0,32.0,38.0,60.333333333333336,104.53333333333333
22200018,1610612754,IND,1610612759,SAS,2022-23,26,36,62,25.0,25.0,22.0,22.0,23.0,23.0,112.0,110.0,36.0,36.0,38.0,38.0,0.457,0.435,0.348,0.391,0.357,0.182,1.0,0.5,4.0,4.0,6.0,7.0,2.0,4.0,10.0,9.0,89.3,81.5,0.5,0.43,25.0,22.0,54.666666666666664,106.83703703703705
22200018,1610612759,SAS,1610612754,IND,2022-23,36,26,62,22.0,22.0,25.0,25.0,23.0,23.0,110.0,112.0,38.0,38.0,36.0,36.0,0.435,0.457,0.391,0.348,0.182,0.357,0.5,1.0,4.0,4.0,7.0,6.0,4.0,2.0,9.0,10.0,81.5,89.3,0.43,0.5,22.0,25.0,54.666666666666664,106.83703703703705
22200019,1610612764,WAS,1610612741,CHI,2022-23,26,30,56,36.0,36.0,28.0,28.0,25.0,22.0,112.0,106.0,25.0,25.0,33.0,33.0,0.6,0.523,0.52,0.455,0.4,0.3,0.667,0.833,9.0,6.0,2.0,4.0,3.0,2.0,9.0,10.0,128.6,107.7,3.0,1.5,36.0,28.0,52.333333333333336,104.53333333333333
22200019,1610612741,CHI,1610612764,WAS,2022-23,30,26,56,28.0,28.0,36.0,36.0,22.0,25.0,106.0,112.0,33.0,33.0,25.0,25.0,0.523,0.6,0.455,0.52,0.3,0.4,0.833,0.667,6.0,9.0,4.0,2.0,2.0,3.0,10.0,9.0,107.7,128.6,1.5,3.0,28.0,36.0,52.333333333333336,104.53333333333333
22200020,1610612737,ATL,1610612753,ORL,2022-23,19,27,46,26.0,26.0,28.0,28.0,25.0,19.0,110.0,98.0,20.0,20.0,17.0,17.0,0.44,0.632,0.44,0.579,0.0,0.25,0.667,0.571,6.0,7.0,2.0,5.0,2.0,2.0,10.0,10.0,92.9,112.0,2.5,0.8,26.0,28.0,66.0,102.7
22200020,1610612753,ORL,1610612737,ATL,2022-23,27,19,46,28.0,28.0,26.0,26.0,19.0,25.0,98.0,110.0,17.0,17.0,20.0,20.0,0.632,0.44,0.579,0.44,0.25,0.0,0.571,0.667,7.0,6.0,5.0,2.0,2.0,2.0,10.0,10.0,112.0,92.9,0.8,2.5,28.0,26.0,66.0,102.7
22200021,1610612751,BKN,1610612761,TOR,2022-23,28,24,52,14.0,14.0,28.0,28.0,20.0,19.0,110.0,108.0,32.0,32.0,22.0,22.0,0.3,0.526,0.3,0.421,0.0,0.444,1.0,0.667,2.0,12.0,9.0,5.0,2.0,2.0,6.0,11.0,50.0,103.7,0.33,0.6,14.0,28.0,56.666666666666664,103.46666666666667
22200021,1610612761,TOR,1610612751,BKN,2022-23,24,28,52,28.0,28.0,14.0,14.0,19.0,20.0,108.0,110.0,22.0,22.0,32.0,32.0,0.526,0.3,0.421,0.3,0.444,0.0,0.667,1.0,12.0,2.0,5.0,9.0,2.0,2.0,11.0,6.0,103.7,50.0,0.6,0.33,28.0,14.0,56.666666666666664,103.46666666666667
22200022,1610612748,MIA,1610612738,BOS,2022-23,22,30,52,33.0,33.0,24.0,24.0,22.0,21.0,106.0,106.0,28.0,28.0,29.0,29.0,0.636,0.429,0.5,0.381,0.75,0.222,0.833,0.75,6.0,8.0,2.0,4.0,0.0,3.0,10.0,9.0,122.2,92.3,4.0,1.2,33.0,24.0,63.0,104.76666666666667
22200022,1610612738,BOS,1610612748,MIA,2022-23,30,22,52,24.0,24.0,33.0,33.0,21.0,22.0,106.0,106.0,29.0,29.0,28.0,28.0,0.429,0.636,0.381,0.5,0.222,0.75,0.75,0.833,8.0,6.0,4.0,2.0,3.0,0.0,9.0,10.0,92.3,122.2,1.2,4.0,24.0,33.0,63.0,104.76666666666667
22200023,1610612765,DET,1610612752,NYK,2022-23,20,30,50,17.0,17.0,23.0,23.0,22.0,25.0,98.0,100.0,28.0,28.0,25.0,25.0,0.318,0.44,0.318,0.36,0.0,0.4,1.0,0.5,3.0,2.0,4.0,3.0,2.0,2.0,7.0,10.0,70.8,92.0,1.5,2.0,17.0,23.0,63.0,101.63333333333334
22200023,1610612752,NYK,1610612765,DET,2022-23,30,20,50,23.0,23.0,17.0,17.0,25.0,22.0,100.0,98.0,25.0,25.0,28.0,28.0,0.44,0.318,0.36,0.318,0.4,0.0,0.5,1.0,2.0,3.0,3.0,4.0,2.0,2.0,10.0,7.0,92.0,70.8,2.0,1.5,23.0,17.0,63.0,101.63333333333334
22200024,1610612763,MEM,1610612745,HOU,2022-23,26,32,58,25.0,25.0,20.0,20.0,28.0,21.0,100.0,110.0,23.0,23.0,26.0,26.0,0.357,0.405,0.286,0.381,0.308,0.167,0.833,1.0,6.0,3.0,2.0,7.0,6.0,2.0,13.0,10.0,100.0,74.1,3.0,0.57,25.0,20.0,62.333333333333336,102.2
22200024,1610612745,HOU,1610612763,MEM,2022-23,32,26,58,20.0,20.0,25.0,25.0,21.0,28.0,110.0,100.0,26.0,26.0,23.0,23.0,0.405,0.357,0.381,0.286,0.167,0.308,1.0,0.833,3.0,6.0,7.0,2.0,2.0,6.0,10.0,13.0,74.1,100.0,0.57,3.0,20.0,25.0,62.333333333333336,102.2
22200025,1610612750,MIN,1610612762,UTA,2022-23,41,26,67,35.0,35.0,37.0,37.0,24.0,26.0,108.0,112.0,22.0,22.0,30.0,30.0,0.604,0.692,0.542,0.577,0.333,0.462,1.0,0.5,6.0,2.0,4.0,6.0,3.0,3.0,11.0,10.0,129.6,132.1,2.5,1.5,35.0,37.0,56.666666666666664,105.36666666666667
22200025,1610612762,UTA,1610612750,MIN,2022-23,26,41,67,37.0,37.0,35.0,35.0,26.0,24.0,112.0,108.0,30.0,30.0,22.0,22.0,0.692,0.604,0.577,0.542,0.462,0.333,0.5,1.0,2.0,6.0,6.0,4.0,3.0,3.0,10.0,11.0,132.1,129.6,1.5,2.5,37.0,35.0,56.666666666666664,105.36666666666667
22200026,1610612744,GSW,1610612743,DEN,2022-23,34,40,74,25.0,25.0,30.0,30.0,24.0,22.0,120.0,112.0,22.0,22.0,37.0,37.0,0.354,0.568,0.292,0.545,0.273,0.167,0.667,0.833,12.0,6.0,6.0,3.0,3.0,0.0,12.0,5.0,83.3,107.1,0.67,2.0,25.0,30.0,59.333333333333336,106.13333333333334
22200026,1610612743,DEN,1610612744,GSW,2022-23,40,34,74,30.0,30.0,25.0,25.0,22.0,24.0,112.0,120.0,37.0,37.0,22.0,22.0,0.568,0.354,0.545,0.292,0.167,0.273,0.833,0.667,6.0,12.0,3.0,6.0,0.0,3.0,5.0,12.0,107.1,83.3,2.0,0.67,30.0,25.0,59.333333333333336,106.13333333333334
22200027,1610612756,PHX,1610612757,POR,2022-23,28,25,53,24.0,24.0,32.0,32.0,24.0,20.0,100.0,100.0,32.0,32.0,23.0,23.0,0.458,0.525,0.458,0.45,0.0,0.6,0.667,0.786,3.0,14.0,3.0,1.0,3.0,3.0,7.0,10.0,96.0,128.0,1.33,7.0,24.0,32.0,56.333333333333336,100.64285714285715
22200027,1610612757,POR,1610612756,PHX,2022-23,25,28,53,32.0,32.0,24.0,24.0,20.0,24.0,100.0,100.0,23.0,23.0,32.0,32.0,0.525,0.458,0.45,0.458,0.6,0.0,0.786,0.667,14.0,3.0,1.0,3.0,3.0,3.0,10.0,7.0,128.0,96.0,7.0,1.33,32.0,24.0,56.333333333333336,100.64285714285715
22200028,1610612755,PHI,1610612759,SAS,2022-23,25,19,44,26.5,26.5,29.0,29.0,21.0,25.0,99.0,109.0,27.0,27.0,32.0,32.0,0.4635,0.5325,0.3794999999999999,0.4735,0.482,0.3409999999999999,0.6930000000000001,0.5835,9.5,3.5,3.5,4.5,3.5,3.5,8.0,8.0,105.85,107.4,1.45,2.965,26.5,29.0,58.666666666666664,103.16666666666667
22200028,1610612759,SAS,1610612755,PHI,2022-23,19,25,44,29.0,29.0,26.5,26.5,25.0,21.0,109.0,99.0,32.0,32.0,27.0,27.0,0.5325,0.4635,0.4735,0.3794999999999999,0.3409999999999999,0.482,0.5835,0.6930000000000001,3.5,9.5,4.5,3.5,3.5,3.5,8.0,8.0,107.4,105.85,2.965,1.45,29.0,26.5,58.666666666666664,103.16666666666667
22200029,1610612754,IND,1610612765,DET,2022-23,25,35,60,25.5,25.5,18.5,18.5,22.5,23.0,110.0,101.0,36.0,36.0,29.0,29.0,0.4669999999999999,0.3675,0.4014999999999999,0.3465,0.25,0.111,1.0,0.5,4.5,3.5,6.0,3.5,3.0,2.5,9.5,8.0,92.8,73.85,0.835,1.75,25.5,18.5,61.666666666666664,103.43333333333334
22200029,1610612765,DET,1610612754,IND,2022-23,35,25,60,18.5,18.5,25.5,25.5,23.0,22.5,101.0,110.0,29.0,29.0,36.0,36.0,0.3675,0.4669999999999999,0.3465,0.4014999999999999,0.111,0.25,0.5,1.0,3.5,4.5,3.5,6.0,2.5,3.0,8.0,9.5,73.85,92.8,1.75,0.835,18.5,25.5,61.666666666666664,103.43333333333334
22200030,1610612738,BOS,1610612753,ORL,2022-23,36,33,69,27.0,27.0,27.5,27.5,21.0,20.0,100.0,102.0,25.5,25.5,18.0,18.0,0.5,0.5660000000000001,0.4285,0.5275,0.2775,0.1875,0.875,0.7855,7.0,6.5,3.5,4.0,3.0,1.0,9.5,10.5,111.35,106.0,1.265,1.065,27.0,27.5,54.0,101.76666666666667
22200030,1610612753,ORL,1610612738,BOS,2022-23,33,36,69,27.5,27.5,27.0,27.0,20.0,21.0,102.0,100.0,18.0,18.0,25.5,25.5,0.5660000000000001,0.5,0.5275,0.4285,0.1875,0.2775,0.7855,0.875,6.5,7.0,4.0,3.5,1.0,3.0,10.5,9.5,106.0,111.35,1.065,1.265,27.5,27.0,54.0,101.76666666666667
22200031,1610612748,MIA,1610612761,TOR,2022-23,38,33,71,27.5,27.5,26.0,26.0,23.5,20.0,100.0,101.0,29.0,29.0,25.0,25.0,0.538,0.513,0.45,0.4485,0.518,0.3055,0.4165,0.6335,3.0,8.5,2.5,4.0,1.5,2.5,8.5,10.0,106.95,101.85,3.335,1.135,27.5,26.0,51.666666666666664,101.38888888888889
22200031,1610612761,TOR,1610612748,MIA,2022-23,33,38,71,26.0,26.0,27.5,27.5,20.0,23.5,101.0,100.0,25.0,25.0,29.0,29.0,0.513,0.538,0.4485,0.45,0.3055,0.518,0.6335,0.4165,8.5,3.0,4.0,2.5,2.5,1.5,10.0,8.5,101.85,106.95,1.135,3.335,26.0,27.5,51.666666666666664,101.38888888888889
22200032,1610612739,CLE,1610612741,CHI,2022-23,34,25,59,22.0,22.0,29.0,29.0,22.0,22.5,108.0,101.0,28.0,28.0,29.5,29.5,0.432,0.5225,0.364,0.4665,0.375,0.293,0.75,0.9165,4.0,6.0,6.0,2.5,3.0,2.5,6.0,8.5,81.5,116.35,0.67,3.75,22.0,29.0,58.0,101.16666666666667
22200032,1610612741,CHI,1610612739,CLE,2022-23,25,34,59,29.0,29.0,22.0,22.0,22.5,22.0,101.0,108.0,29.5,29.5,28.0,28.0,0.5225,0.432,0.4665,0.364,0.293,0.375,0.9165,0.75,6.0,4.0,2.5,6.0,2.5,3.0,8.5,6.0,116.35,81.5,3.75,0.67,29.0,22.0,58.0,101.16666666666667
22200033,1610612745,HOU,1610612749,MIL,2022-23,23,41,64,26.0,26.0,30.0,30.0,22.5,21.0,111.0,92.0,26.0,26.0,24.0,24.0,0.515,0.69,0.4615,0.571,0.3335,0.455,0.8335,1.0,3.0,1.0,6.0,3.0,2.0,1.0,11.0,10.0,94.2,130.4,0.685,2.67,26.0,30.0,50.666666666666664,101.3
22200033,1610612749,MIL,1610612745,HOU,2022-23,41,23,64,30.0,30.0,26.0,26.0,21.0,22.5,92.0,111.0,24.0,24.0,26.0,26.0,0.69,0.515,0.571,0.4615,0.455,0.3335,1.0,0.8335,1.0,3.0,3.0,6.0,1.0,2.0,10.0,11.0,130.4,94.2,2.67,0.685,30.0,26.0,50.666666666666664,101.3
22200034,1610612763,MEM,1610612742,DAL,2022-23,17,39,56,25.5,25.5,32.0,32.0,26.0,20.0,106.0,100.0,27.5,27.5,24.0,24.0,0.4285,0.7,0.3515,0.6,0.3205,0.444,0.6665,0.571,5.0,7.0,3.0,2.0,4.0,0.0,10.5,10.0,96.45,128.0,2.25,2.0,25.5,32.0,54.0,102.5
22200034,1610612742,DAL,1610612763,MEM,2022-23,39,17,56,32.0,32.0,25.5,25.5,20.0,26.0,100.0,106.0,24.0,24.0,27.5,27.5,0.7,0.4285,0.6,0.3515,0.444,0.3205,0.571,0.6665,7.0,5.0,2.0,3.0,0.0,4.0,10.0,10.5,128.0,96.45,2.0,2.25,32.0,25.5,54.0,102.5
