GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP,TEAM_FT_PCT,FT_PCT_OPP,TEAM_FTA,FTA_OPP,TEAM_TOV,TOV_OPP,TEAM_OREB,OREB_OPP,TEAM_DREB,DREB_OPP,TEAM_OFF_RATING,OFF_RATING_OPP,TEAM_AST_TOV,AST_TOV_OPP,TEAM_LAST_3,LAST_3_OPP,LAST_3_H2H,LAST_3_PACE_H2H
22200442,1610612762,UTA,1610612749,MIL,2022-23,22,27,49,29.6,25.0,30.1,20.0,21.1,24.1,99.8,99.0,28.5,23.0,27.2,19.5,0.6313,0.5612000000000001,0.5107999999999999,0.4881,0.4545,0.3696,0.6083999999999999,0.7305,4.3,4.0,4.3,2.7,2.2,3.3,8.5,9.4,119.8,122.01,1.598,3.0130000000000003,27.33333333333333,27.0,62.333333333333336,102.9
22200442,1610612749,MIL,1610612762,UTA,2022-23,27,22,49,30.1,20.0,29.6,25.0,24.1,21.1,99.0,99.8,27.2,19.5,28.5,23.0,0.5612000000000001,0.6313,0.4881,0.5107999999999999,0.3696,0.4545,0.7305,0.6083999999999999,4.0,4.3,2.7,4.3,3.3,2.2,9.4,8.5,122.01,119.8,3.0130000000000003,1.598,27.0,27.33333333333333,62.333333333333336,102.9
22200443,1610612760,OKC,1610612763,MEM,2022-23,25,21,46,27.3,22.0,32.0,25.5,22.9,24.9,102.6,104.0,28.9,23.0,26.5,21.5,0.4909,0.5932,0.4388999999999999,0.5165,0.3286,0.4132,0.7474999999999999,0.6156,6.0,4.0,3.6,3.3,3.4,2.8,9.1,10.4,107.07,122.78,1.925,2.275,29.0,34.0,56.5,103.7
22200443,1610612763,MEM,1610612760,OKC,2022-23,21,25,46,32.0,25.5,27.3,22.0,24.9,22.9,104.0,102.6,26.5,21.5,28.9,23.0,0.5932,0.4909,0.5165,0.4388999999999999,0.4132,0.3286,0.6156,0.7474999999999999,4.0,6.0,3.3,3.6,2.8,3.4,10.4,9.1,122.78,107.07,2.275,1.925,34.0,29.0,56.5,103.7
22200444,1610612740,NOP,1610612756,PHX,2022-23,34,27,61,28.9,25.0,28.2,17.5,23.0,23.5,104.4,99.8,30.1,25.0,27.2,21.5,0.5381,0.5477,0.4884,0.4827,0.2931,0.3637,0.7771999999999999,0.6950000000000001,5.4,3.0,4.1,3.2,2.9,2.4,8.8,8.1,110.8,113.06,1.752,2.523,28.0,28.33333333333333,55.333333333333336,102.23333333333333
22200444,1610612756,PHX,1610612740,NOP,2022-23,27,34,61,28.2,17.5,28.9,25.0,23.5,23.0,99.8,104.4,27.2,21.5,30.1,25.0,0.5477,0.5381,0.4827,0.4884,0.3637,0.2931,0.6950000000000001,0.7771999999999999,3.0,5.4,3.2,4.1,2.4,2.9,8.1,8.8,113.06,110.8,2.523,1.752,28.33333333333333,28.0,55.333333333333336,102.23333333333333
22200445,1610612738,BOS,1610612753,ORL,2022-23,23,26,49,31.8,25.0,27.4,16.0,22.9,20.8,104.2,99.6,27.2,20.0,28.0,20.5,0.6491,0.5278,0.5241,0.4700999999999999,0.466,0.2996999999999999,0.6675,0.8758000000000001,2.9,5.9,3.9,4.7,1.9,2.6,10.7,7.5,121.95,108.76,2.127,1.3130000000000002,30.0,33.333333333333336,64.5,101.76666666666667
22200445,1610612753,ORL,1610612738,BOS,2022-23,26,23,49,27.4,16.0,31.8,25.0,20.8,22.9,99.6,104.2,28.0,20.5,27.2,20.0,0.5278,0.6491,0.4700999999999999,0.5241,0.2996999999999999,0.466,0.8758000000000001,0.6675,5.9,2.9,4.7,3.9,2.6,1.9,7.5,10.7,108.76,121.95,1.3130000000000002,2.127,33.333333333333336,30.0,64.5,101.76666666666667
22200446,1610612752,NYK,1610612754,IND,2022-23,29,28,57,28.8,21.0,26.5,18.0,23.9,20.9,97.8,105.4,23.7,18.0,30.6,23.5,0.5288,0.5453,0.4526,0.4716,0.3566999999999999,0.3229,0.873,0.7019,4.5,4.4,2.6,4.8,3.6,1.4,9.5,8.2,117.59,101.41,2.8920000000000003,1.85,31.33333333333333,25.666666666666668,70.33333333333333,102.13333333333333
22200446,1610612754,IND,1610612752,NYK,2022-23,28,29,57,26.5,18.0,28.8,21.0,20.9,23.9,105.4,97.8,30.6,23.5,23.7,18.0,0.5453,0.5288,0.4716,0.4526,0.3229,0.3566999999999999,0.7019,0.873,4.4,4.5,4.8,2.6,1.4,3.6,8.2,9.5,101.41,117.59,1.85,2.8920000000000003,25.666666666666668,31.33333333333333,70.33333333333333,102.13333333333333
22200447,1610612751,BKN,1610612765,DET,2022-23,21,35,56,31.3,21.0,28.5,23.0,23.1,21.7,103.6,100.0,28.2,20.5,31.5,22.5,0.6113999999999999,0.5596,0.5505,0.4796,0.4176,0.4118,0.7509,0.7645,4.4,6.1,3.1,3.1,2.0,2.7,8.9,8.5,121.35,114.33,3.096,2.132,29.33333333333333,30.0,63.666666666666664,101.03333333333333
22200447,1610612765,DET,1610612751,BKN,2022-23,35,21,56,28.5,23.0,31.3,21.0,21.7,23.1,100.0,103.6,31.5,22.5,28.2,20.5,0.5596,0.6113999999999999,0.4796,0.5505,0.4118,0.4176,0.7645,0.7509,6.1,4.4,3.1,3.1,2.7,2.0,8.5,8.9,114.33,121.35,2.132,3.096,30.0,29.33333333333333,63.666666666666664,101.03333333333333
22200448,1610612761,TOR,1610612744,GSW,2022-23,26,36,62,27.6,18.0,32.5,22.5,22.2,24.2,99.4,104.4,28.2,18.5,30.6,24.0,0.5297000000000001,0.6191000000000001,0.4739,0.5157,0.3179999999999999,0.4282,0.6921999999999999,0.7174,4.8,3.5,2.6,3.3,1.7,2.6,8.1,9.4,111.18,124.62,1.941,1.6740000000000002,26.33333333333333,30.33333333333333,64.33333333333333,100.66666666666667
22200448,1610612744,GSW,1610612761,TOR,2022-23,36,26,62,32.5,22.5,27.6,18.0,24.2,22.2,104.4,99.4,30.6,24.0,28.2,18.5,0.6191000000000001,0.5297000000000001,0.5157,0.4739,0.4282,0.3179999999999999,0.7174,0.6921999999999999,3.5,4.8,3.3,2.6,2.6,1.7,9.4,8.1,124.62,111.18,1.6740000000000002,1.941,30.33333333333333,26.33333333333333,64.33333333333333,100.66666666666667
22200449,1610612741,CHI,1610612750,MIN,2022-23,34,32,66,29.8,26.0,28.4,24.0,22.2,22.9,100.2,103.6,28.7,22.0,29.6,18.0,0.6058999999999999,0.5326,0.5326,0.4739,0.3902,0.3427,0.73,0.6322000000000001,4.5,5.6,2.7,3.6,1.7,2.5,8.7,7.6,120.28,108.84,4.194000000000001,2.527,29.0,26.0,56.666666666666664,101.0
22200449,1610612750,MIN,1610612741,CHI,2022-23,32,34,66,28.4,24.0,29.8,26.0,22.9,22.2,103.6,100.2,29.6,18.0,28.7,22.0,0.5326,0.6058999999999999,0.4739,0.5326,0.3427,0.3902,0.6322000000000001,0.73,5.6,4.5,3.6,2.7,2.5,1.7,7.6,8.7,108.84,120.28,2.527,4.194000000000001,26.0,29.0,56.666666666666664,101.0
22200450,1610612743,DEN,1610612766,CHA,2022-23,20,25,45,33.0,26.5,26.0,19.5,22.0,24.0,105.2,103.6,30.6,25.0,32.1,21.0,0.6566,0.4624,0.5959,0.4206999999999999,0.3491,0.2677,0.647,0.5686,5.4,5.7,4.2,2.3,2.1,2.9,8.0,7.5,126.2,100.92,2.588,2.7670000000000003,32.666666666666664,26.0,51.666666666666664,102.0
22200450,1610612766,CHA,1610612743,DEN,2022-23,25,20,45,26.0,19.5,33.0,26.5,24.0,22.0,103.6,105.2,32.1,21.0,30.6,25.0,0.4624,0.6566,0.4206999999999999,0.5959,0.2677,0.3491,0.5686,0.647,5.7,5.4,2.3,4.2,2.9,2.1,7.5,8.0,100.92,126.2,2.7670000000000003,2.588,26.0,32.666666666666664,51.666666666666664,102.0
22200451,1610612747,LAL,1610612764,WAS,2022-23,30,29,59,28.8,22.0,29.2,23.5,23.1,21.3,104.4,104.0,30.1,24.0,30.6,24.0,0.5175000000000001,0.6074,0.4569,0.5271,0.3435,0.3428,0.6568,0.7283999999999999,6.7,5.3,2.9,3.1,2.5,0.6,8.6,9.0,110.76,112.75,3.309,2.572,29.666666666666668,28.0,60.0,105.23333333333333
22200451,1610612764,WAS,1610612747,LAL,2022-23,29,30,59,29.2,23.5,28.8,22.0,21.3,23.1,104.0,104.4,30.6,24.0,30.1,24.0,0.6074,0.5175000000000001,0.5271,0.4569,0.3428,0.3435,0.7283999999999999,0.6568,5.3,6.7,3.1,2.9,0.6,2.5,9.0,8.6,112.75,110.76,2.572,3.309,28.0,29.666666666666668,60.0,105.23333333333333
22200452,1610612762,UTA,1610612739,CLE,2022-23,21,29,50,28.6,23.0,25.2,18.0,21.3,21.5,99.6,95.8,29.0,24.5,25.6,20.0,0.6076999999999999,0.5427,0.4837000000000001,0.4821000000000001,0.453,0.3005,0.5584,0.5681,3.9,2.8,4.2,2.8,2.2,1.1,7.9,8.4,116.17,104.43,1.6310000000000002,2.243,26.0,27.33333333333333,61.0,100.06666666666666
22200452,1610612739,CLE,1610612762,UTA,2022-23,29,21,50,25.2,18.0,28.6,23.0,21.5,21.3,95.8,99.6,25.6,20.0,29.0,24.5,0.5427,0.6076999999999999,0.4821000000000001,0.4837000000000001,0.3005,0.453,0.5681,0.5584,2.8,3.9,2.8,4.2,1.1,2.2,8.4,7.9,104.43,116.17,2.243,1.6310000000000002,27.33333333333333,26.0,61.0,100.06666666666666
22200453,1610612761,TOR,1610612755,PHI,2022-23,23,22,45,27.6,18.0,28.7,20.5,22.3,21.0,99.6,100.4,29.4,18.5,28.7,20.5,0.5297999999999999,0.5791999999999999,0.4718,0.5118,0.3323,0.372,0.6622,0.8164,5.0,5.5,2.8,3.7,2.0,2.1,7.9,7.8,110.71,113.59,1.641,2.035,28.666666666666668,30.666666666666668,58.0,100.03333333333333
22200453,1610612755,PHI,1610612761,TOR,2022-23,22,23,45,28.7,20.5,27.6,18.0,21.0,22.3,100.4,99.6,28.7,20.5,29.4,18.5,0.5791999999999999,0.5297999999999999,0.5118,0.4718,0.372,0.3323,0.8164,0.6622,5.5,5.0,3.7,2.8,2.1,2.0,7.8,7.9,113.59,110.71,2.035,1.641,30.666666666666668,28.666666666666668,58.0,100.03333333333333
22200454,1610612753,ORL,1610612737,ATL,2022-23,27,34,61,27.2,16.0,29.0,21.0,20.9,22.7,99.4,103.0,28.0,20.5,30.5,23.5,0.5235000000000001,0.5588000000000001,0.4639999999999999,0.5054000000000001,0.3197,0.2976,0.8825,0.7131000000000001,5.7,4.9,4.5,3.3,2.4,2.1,7.4,7.9,107.99,113.31999999999998,1.746,3.354,36.0,29.666666666666668,61.0,101.76666666666667
22200454,1610612737,ATL,1610612753,ORL,2022-23,34,27,61,29.0,21.0,27.2,16.0,22.7,20.9,103.0,99.4,30.5,23.5,28.0,20.5,0.5588000000000001,0.5235000000000001,0.5054000000000001,0.4639999999999999,0.2976,0.3197,0.7131000000000001,0.8825,4.9,5.7,3.3,4.5,2.1,2.4,7.9,7.4,113.31999999999998,107.99,3.354,1.746,29.666666666666668,36.0,61.0,101.76666666666667
22200455,1610612759,SAS,1610612745,HOU,2022-23,35,28,63,27.8,22.5,27.1,21.0,24.0,22.7,100.2,98.2,30.8,25.5,32.2,22.0,0.5419,0.5065000000000001,0.4920000000000001,0.4546,0.294,0.2557,0.4881,0.7057,3.3,5.3,3.5,3.8,3.8,3.9,7.6,7.1,110.67,110.31,3.2269999999999994,1.8880000000000003,28.33333333333333,27.666666666666668,53.0,101.1
22200455,1610612745,HOU,1610612759,SAS,2022-23,28,35,63,27.1,21.0,27.8,22.5,22.7,24.0,98.2,100.2,32.2,22.0,30.8,25.5,0.5065000000000001,0.5419,0.4546,0.4920000000000001,0.2557,0.294,0.7057,0.4881,5.3,3.3,3.8,3.5,3.9,3.8,7.1,7.6,110.31,110.67,1.8880000000000003,3.2269999999999994,27.666666666666668,28.33333333333333,53.0,101.1
22200456,1610612750,MIN,1610612742,DAL,2022-23,21,30,51,28.9,24.0,29.0,19.5,22.2,21.7,102.6,99.0,28.3,18.0,29.7,20.5,0.5544,0.583,0.4856,0.4772,0.3654,0.4216,0.7121999999999999,0.8103,6.1,4.9,3.8,2.6,2.4,1.5,8.0,7.6,112.0,117.95,2.487,2.475,27.666666666666668,26.33333333333333,57.333333333333336,100.93333333333334
22200456,1610612742,DAL,1610612750,MIN,2022-23,30,21,51,29.0,19.5,28.9,24.0,21.7,22.2,99.0,102.6,29.7,20.5,28.3,18.0,0.583,0.5544,0.4772,0.4856,0.4216,0.3654,0.8103,0.7121999999999999,4.9,6.1,2.6,3.8,1.5,2.4,7.6,8.0,117.95,112.0,2.475,2.487,26.33333333333333,27.666666666666668,57.333333333333336,100.93333333333334
22200457,1610612740,NOP,1610612749,MIL,2022-23,27,30,57,29.8,25.5,28.7,20.0,23.0,24.2,103.6,98.4,28.4,25.0,26.1,19.5,0.5762,0.5273,0.5218,0.4663,0.3398,0.3121,0.7772,0.8305,4.7,4.2,4.0,2.9,2.8,3.9,9.4,10.2,115.35,117.04,1.902,2.873,29.666666666666668,27.666666666666668,58.333333333333336,102.2
22200457,1610612749,MIL,1610612740,NOP,2022-23,30,27,57,28.7,20.0,29.8,25.5,24.2,23.0,98.4,103.6,26.1,19.5,28.4,25.0,0.5273,0.5762,0.4663,0.5218,0.3121,0.3398,0.8305,0.7772,4.2,4.7,2.9,4.0,3.9,2.8,10.2,9.4,117.04,115.35,2.873,1.902,27.666666666666668,29.666666666666668,58.333333333333336,102.2
22200458,1610612757,POR,1610612760,OKC,2022-23,28,28,56,32.5,25.0,27.6,23.5,23.9,23.1,100.6,104.8,27.4,24.0,28.7,22.0,0.5828999999999999,0.4871999999999999,0.5004,0.4274,0.4103,0.3616,0.7498,0.7975,6.1,6.2,2.4,3.7,2.8,3.2,8.4,9.9,128.65,106.52,1.95,2.058,34.666666666666664,28.0,61.333333333333336,102.39999999999999
22200458,1610612760,OKC,1610612757,POR,2022-23,28,28,56,27.6,23.5,32.5,25.0,23.1,23.9,104.8,100.6,28.7,22.0,27.4,24.0,0.4871999999999999,0.5828999999999999,0.4274,0.5004,0.3616,0.4103,0.7975,0.7498,6.2,6.1,3.7,2.4,3.2,2.8,9.9,8.4,106.52,128.65,2.058,1.95,28.0,34.666666666666664,61.333333333333336,102.39999999999999
22200459,1610612747,LAL,1610612756,PHX,2022-23,24,38,62,28.6,22.0,27.8,17.5,23.0,23.5,103.4,99.0,30.1,24.0,28.0,21.5,0.5249,0.5331,0.4620999999999999,0.4660999999999999,0.3673,0.367,0.5943,0.77,5.9,3.4,2.7,2.7,2.1,2.3,8.7,7.6,111.33,112.39,3.876,2.383,29.0,25.33333333333333,48.0,101.4
22200459,1610612756,PHX,1610612747,LAL,2022-23,38,24,62,27.8,17.5,28.6,22.0,23.5,23.0,99.0,103.4,28.0,21.5,30.1,24.0,0.5331,0.5249,0.4660999999999999,0.4620999999999999,0.367,0.3673,0.77,0.5943,3.4,5.9,2.7,2.7,2.3,2.1,7.6,8.7,112.39,111.33,2.383,3.876,25.33333333333333,29.0,48.0,101.4
22200460,1610612766,CHA,1610612758,SAC,2022-23,39,30,69,25.6,19.5,29.1,22.5,24.4,22.8,103.0,105.4,30.7,20.0,29.1,20.0,0.4511,0.5744999999999999,0.4064,0.4884,0.2677,0.3788,0.6311,0.7371000000000001,5.0,4.1,2.4,3.7,3.2,2.1,7.9,9.6,99.85,110.74,2.1670000000000003,2.831,27.33333333333333,27.666666666666668,58.0,103.27777777777779
22200460,1610612758,SAC,1610612766,CHA,2022-23,30,39,69,29.1,22.5,25.6,19.5,22.8,24.4,105.4,103.0,29.1,20.0,30.7,20.0,0.5744999999999999,0.4511,0.4884,0.4064,0.3788,0.2677,0.7371000000000001,0.6311,4.1,5.0,3.7,2.4,2.1,3.2,9.6,7.9,110.74,99.85,2.831,2.1670000000000003,27.666666666666668,27.33333333333333,58.0,103.27777777777779
22200461,1610612762,UTA,1610612765,DET,2022-23,31,24,55,28.0,21.5,29.4,23.0,21.1,21.9,99.8,101.4,29.2,24.5,31.6,23.0,0.5938,0.5660999999999999,0.4737000000000001,0.4798,0.4386,0.4231999999999999,0.5984,0.7837999999999999,4.4,6.4,4.2,3.1,2.3,2.7,7.9,9.1,113.56,115.95,1.6310000000000002,2.432,23.33333333333333,33.0,55.0,102.06666666666666
22200461,1610612765,DET,1610612762,UTA,2022-23,24,31,55,29.4,23.0,28.0,21.5,21.9,21.1,101.4,99.8,31.6,23.0,29.2,24.5,0.5660999999999999,0.5938,0.4798,0.4737000000000001,0.4231999999999999,0.4386,0.7837999999999999,0.5984,6.4,4.4,3.1,4.2,2.7,2.3,9.1,7.9,115.95,113.56,2.432,1.6310000000000002,33.0,23.33333333333333,55.0,102.06666666666666
22200462,1610612741,CHI,1610612748,MIA,2022-23,31,21,52,30.2,26.0,27.9,22.5,21.9,21.3,101.2,99.4,28.7,22.0,27.2,19.5,0.6191,0.5668,0.5354,0.475,0.4024,0.3868,0.7342000000000001,0.7363,4.7,5.4,3.0,3.5,1.6,2.2,8.8,8.3,120.32,112.72,3.6190000000000007,2.125,31.33333333333333,28.33333333333333,61.0,101.23333333333333
22200462,1610612748,MIA,1610612741,CHI,2022-23,21,31,52,27.9,22.5,30.2,26.0,21.3,21.9,99.4,101.2,27.2,19.5,28.7,22.0,0.5668,0.6191,0.475,0.5354,0.3868,0.4024,0.7363,0.7342000000000001,5.4,4.7,3.5,3.0,2.2,1.6,8.3,8.8,112.72,120.32,2.125,3.6190000000000007,28.33333333333333,31.33333333333333,61.0,101.23333333333333
22200463,1610612752,NYK,1610612744,GSW,2022-23,33,25,58,29.1,21.0,31.4,22.5,23.7,23.8,97.8,102.8,24.0,18.0,30.5,24.0,0.5413,0.6121000000000001,0.4620999999999999,0.5015999999999999,0.3746,0.4253,0.8603000000000002,0.7174,4.7,3.4,2.9,3.2,3.8,2.4,9.5,9.1,118.84,122.83,2.2920000000000003,1.766,29.0,33.333333333333336,54.0,100.86666666666666
22200463,1610612744,GSW,1610612752,NYK,2022-23,25,33,58,31.4,22.5,29.1,21.0,23.8,23.7,102.8,97.8,30.5,24.0,24.0,18.0,0.6121000000000001,0.5413,0.5015999999999999,0.4620999999999999,0.4253,0.3746,0.7174,0.8603000000000002,3.4,4.7,3.2,2.9,2.4,3.8,9.1,9.5,122.83,118.84,1.766,2.2920000000000003,33.333333333333336,29.0,54.0,100.86666666666666
22200464,1610612756,PHX,1610612764,WAS,2022-23,30,27,57,28.4,17.5,28.3,23.5,23.2,21.8,99.8,103.8,27.9,21.0,30.3,24.0,0.5468,0.575,0.4745,0.5027,0.3837,0.2857,0.7449999999999999,0.7283999999999999,4.0,5.3,2.6,2.9,2.3,0.9,8.1,9.5,114.26,109.28000000000002,2.433,2.839,31.33333333333333,29.33333333333333,59.0,101.2
22200464,1610612764,WAS,1610612756,PHX,2022-23,27,30,57,28.3,23.5,28.4,17.5,21.8,23.2,103.8,99.8,30.3,24.0,27.9,21.0,0.575,0.5468,0.5027,0.4745,0.2857,0.3837,0.7283999999999999,0.7449999999999999,5.3,4.0,2.9,2.6,0.9,2.3,9.5,8.1,109.28000000000002,114.26,2.839,2.433,29.33333333333333,31.33333333333333,59.0,101.2
22200465,1610612763,MEM,1610612743,DEN,2022-23,14,35,49,29.7,23.0,31.9,22.5,24.6,22.0,105.4,106.4,26.5,21.5,30.5,24.5,0.5445999999999999,0.6306,0.4785,0.5742,0.3683999999999999,0.3173,0.6267000000000001,0.667,4.6,5.4,3.3,4.7,2.5,2.2,10.9,8.9,112.86,120.68999999999998,2.1,1.7709999999999997,29.666666666666668,30.0,48.666666666666664,103.56666666666666
22200465,1610612743,DEN,1610612763,MEM,2022-23,35,14,49,31.9,22.5,29.7,23.0,22.0,24.6,106.4,105.4,30.5,24.5,26.5,21.5,0.6306,0.5445999999999999,0.5742,0.4785,0.3173,0.3683999999999999,0.667,0.6267000000000001,5.4,4.6,4.7,3.3,2.2,2.5,8.9,10.9,120.68999999999998,112.86,1.7709999999999997,2.1,30.0,29.666666666666668,48.666666666666664,103.56666666666666
22200466,1610612749,MIL,1610612739,CLE,2022-23,20,35,55,29.5,21.5,25.6,18.0,23.9,21.3,99.6,96.0,26.8,20.0,25.6,20.0,0.5472999999999999,0.5523999999999999,0.4795,0.4881999999999999,0.3329,0.3147,0.8554999999999999,0.6681,4.2,3.1,3.3,2.9,3.6,1.1,9.9,8.7,118.58,105.64,2.373,2.126,25.0,28.33333333333333,63.0,99.73333333333333
22200466,1610612739,CLE,1610612749,MIL,2022-23,35,20,55,25.6,18.0,29.5,21.5,21.3,23.9,96.0,99.6,25.6,20.0,26.8,20.0,0.5523999999999999,0.5472999999999999,0.4881999999999999,0.4795,0.3147,0.3329,0.6681,0.8554999999999999,3.1,4.2,2.9,3.3,1.1,3.6,8.7,9.9,105.64,118.58,2.126,2.373,28.33333333333333,25.0,63.0,99.73333333333333
22200467,1610612755,PHI,1610612765,DET,2022-23,37,29,66,28.5,20.5,28.6,22.0,20.9,22.1,101.0,101.0,28.1,20.5,30.7,23.0,0.5612,0.5355000000000001,0.4934,0.4581,0.372,0.394,0.8664,0.7888,6.0,6.5,3.9,2.9,2.1,2.7,7.7,9.6,112.39,113.15,1.935,2.525,31.33333333333333,29.33333333333333,54.333333333333336,101.36666666666666
22200467,1610612765,DET,1610612755,PHI,2022-23,29,37,66,28.6,22.0,28.5,20.5,22.1,20.9,101.0,101.0,30.7,23.0,28.1,20.5,0.5355000000000001,0.5612,0.4581,0.4934,0.394,0.372,0.7888,0.8664,6.5,6.0,2.9,3.9,2.7,2.1,9.6,7.7,113.15,112.39,2.525,1.935,29.33333333333333,31.33333333333333,54.333333333333336,101.36666666666666
22200468,1610612741,CHI,1610612737,ATL,2022-23,30,25,55,30.6,26.0,29.0,21.0,21.5,22.7,101.8,103.2,28.1,21.5,30.9,24.5,0.632,0.5545,0.5404,0.4967,0.4224,0.2860999999999999,0.7342000000000001,0.7006,5.0,5.2,3.3,3.0,1.3,1.8,9.0,7.9,120.98,113.32,3.429,4.129,32.333333333333336,31.33333333333333,49.0,102.73333333333333
22200468,1610612737,ATL,1610612741,CHI,2022-23,25,30,55,29.0,21.0,30.6,26.0,22.7,21.5,103.2,101.8,30.9,24.5,28.1,21.5,0.5545,0.632,0.4967,0.5404,0.2860999999999999,0.4224,0.7006,0.7342000000000001,5.2,5.0,3.0,3.3,1.8,1.3,7.9,9.0,113.32,120.98,4.129,3.429,31.33333333333333,32.333333333333336,49.0,102.73333333333333
22200469,1610612754,IND,1610612738,BOS,2022-23,42,22,64,27.3,18.0,29.6,24.0,20.8,22.7,103.4,104.0,30.2,23.5,27.9,22.5,0.5614999999999999,0.5963,0.4854,0.4883,0.3399999999999999,0.4175000000000001,0.7019,0.6508,4.6,3.4,4.3,3.8,1.5,2.0,7.9,10.9,105.94,114.13,2.067,2.01,28.666666666666668,29.33333333333333,67.33333333333333,103.16666666666667
22200469,1610612738,BOS,1610612754,IND,2022-23,22,42,64,29.6,24.0,27.3,18.0,22.7,20.8,104.0,103.4,27.9,22.5,30.2,23.5,0.5963,0.5614999999999999,0.4883,0.4854,0.4175000000000001,0.3399999999999999,0.6508,0.7019,3.4,4.6,3.8,4.3,2.0,1.5,10.9,7.9,114.13,105.94,2.01,2.067,29.33333333333333,28.666666666666668,67.33333333333333,103.16666666666667
22200470,1610612751,BKN,1610612744,GSW,2022-23,46,17,63,30.3,20.0,31.5,23.0,23.0,23.8,104.4,102.0,29.3,21.0,30.2,24.0,0.5892999999999999,0.6216,0.5349,0.5111,0.3801,0.4271,0.7842,0.7174,4.4,3.1,3.2,3.1,1.9,2.4,8.5,8.8,116.26999999999998,124.26,2.946,1.819,23.0,33.0,53.666666666666664,101.36666666666667
22200470,1610612744,GSW,1610612751,BKN,2022-23,17,46,63,31.5,23.0,30.3,20.0,23.8,23.0,102.0,104.4,30.2,24.0,29.3,21.0,0.6216,0.5892999999999999,0.5111,0.5349,0.4271,0.3801,0.7174,0.7842,3.1,4.4,3.1,3.2,2.4,1.9,8.8,8.5,124.26,116.26999999999998,1.819,2.946,33.0,23.0,53.666666666666664,101.36666666666667
22200471,1610612752,NYK,1610612761,TOR,2022-23,27,28,55,28.4,21.0,27.0,18.0,23.4,21.9,98.0,99.2,23.3,18.0,27.6,18.5,0.5294000000000001,0.5131,0.4525,0.4618,0.3675,0.3066,0.8436,0.7039000000000001,5.1,5.5,3.1,2.8,3.8,2.0,9.9,8.5,115.53000000000002,108.41,1.459,1.574,30.33333333333333,26.0,56.333333333333336,99.76666666666667
22200471,1610612761,TOR,1610612752,NYK,2022-23,28,27,55,27.0,18.0,28.4,21.0,21.9,23.4,99.2,98.0,27.6,18.5,23.3,18.0,0.5131,0.5294000000000001,0.4618,0.4525,0.3066,0.3675,0.7039000000000001,0.8436,5.5,5.1,2.8,3.1,2.0,3.8,8.5,9.9,108.41,115.53000000000002,1.574,1.459,26.0,30.33333333333333,56.333333333333336,99.76666666666667
22200472,1610612745,HOU,1610612753,ORL,2022-23,31,25,56,26.0,21.0,27.2,16.0,23.3,20.7,98.2,99.0,31.5,22.0,27.6,20.5,0.4665,0.5315000000000001,0.4253999999999999,0.469,0.2294999999999999,0.3911,0.7084999999999999,0.8324999999999999,5.8,5.8,3.6,4.5,4.5,2.4,7.1,7.8,106.64,108.79,1.763,1.846,28.0,28.33333333333333,63.0,99.35
22200472,1610612753,ORL,1610612745,HOU,2022-23,25,31,56,27.2,16.0,26.0,21.0,20.7,23.3,99.0,98.2,27.6,20.5,31.5,22.0,0.5315000000000001,0.4665,0.469,0.4253999999999999,0.3911,0.2294999999999999,0.8324999999999999,0.7084999999999999,5.8,5.8,4.5,3.6,2.4,4.5,7.8,7.1,108.79,106.64,1.846,1.763,28.33333333333333,28.0,63.0,99.35
22200473,1610612742,DAL,1610612750,MIN,2022-23,29,31,60,28.4,19.5,27.7,21.0,21.4,22.5,98.4,101.2,28.2,18.0,27.5,18.0,0.5659,0.5315,0.4604999999999999,0.4686,0.4296,0.344,0.8381000000000001,0.6844,5.4,5.4,2.8,3.3,1.8,2.4,8.4,7.9,115.99,108.86,2.275,2.623,30.0,27.666666666666668,51.0,100.93333333333334
22200473,1610612750,MIN,1610612742,DAL,2022-23,31,29,60,27.7,21.0,28.4,19.5,22.5,21.4,101.2,98.4,27.5,18.0,28.2,18.0,0.5315,0.5659,0.4686,0.4604999999999999,0.344,0.4296,0.6844,0.8381000000000001,5.4,5.4,3.3,2.8,2.4,1.8,7.9,8.4,108.86,115.99,2.623,2.275,27.666666666666668,30.0,51.0,100.93333333333334
22200474,1610612760,OKC,1610612757,POR,2022-23,22,32,54,27.8,23.5,32.3,25.0,23.0,23.6,104.0,101.8,28.1,22.0,27.7,24.0,0.4890999999999999,0.5851,0.4289999999999999,0.5037999999999999,0.3574,0.3978,0.8141999999999999,0.7748,6.3,6.1,3.6,2.8,3.2,2.8,9.8,8.4,108.09,126.21,2.108,2.2,27.0,31.0,56.0,102.39999999999999
