game_id,game_date,rebounds,minutes,fouls,player_id,player_name,team_id
0022200256,2022-11-22,0,1,0,1630577,Julian Champagnie,1610612759
0022200297,2022-11-27,0,5,0,1630577,Julian Champagnie,1610612759
0022200959,2023-03-04,3,12,1,1630577,Julian Champagnie,1610612759
0022200967,2023-03-05,2,12,0,1630577,Julian Champagnie,1610612759
0022201032,2023-03-14,2,7,0,1630577,Julian Champagnie,1610612759
0022201065,2023-03-19,3,18,3,1630577,Julian Champagnie,1610612759
0022201080,2023-03-21,6,18,3,1630577,Julian Champagnie,1610612759
0022201089,2023-03-22,2,28,2,1630577,Julian Champagnie,1610612759
0022201098,2023-03-24,3,18,2,1630577,Julian Champagnie,1610612759
0022201116,2023-03-26,1,9,1,1630577,Julian Champagnie,1610612759
0022201143,2023-03-29,2,25,3,1630577,Julian Champagnie,1610612759
0022201158,2023-03-31,5,20,2,1630577,Julian Champagnie,1610612759
0022201170,2023-04-02,6,28,2,1630577,Julian Champagnie,1610612759
0022201188,2023-04-04,6,28,2,1630577,Julian Champagnie,1610612759
0022201199,2023-04-06,5,25,2,1630577,Julian Champagnie,1610612759
0022201214,2023-04-08,4,32,3,1630577,Julian Champagnie,1610612759
0022201224,2023-04-09,10,33,0,1630577,Julian Champagnie,1610612759
0022300099,2023-10-29,2,7,0,1630577,Julian Champagnie,1610612759
0022300113,2023-10-31,0,3,0,1630577,Julian Champagnie,1610612759
0022300141,2023-11-05,0,7,0,1630577,Julian Champagnie,1610612759
0022300146,2023-11-06,2,17,0,1630577,Julian Champagnie,1610612759
0022300161,2023-11-08,0,3,0,1630577,Julian Champagnie,1610612759
0022300021,2023-11-14,3,31,0,1630577,Julian Champagnie,1610612759
0022300032,2023-11-17,2,25,3,1630577,Julian Champagnie,1610612759
0022300206,2023-11-18,2,20,0,1630577,Julian Champagnie,1610612759
0022300223,2023-11-20,4,23,2,1630577,Julian Champagnie,1610612759
0022300252,2023-11-26,1,17,1,1630577,Julian Champagnie,1610612759
0022300272,2023-11-30,3,20,2,1630577,Julian Champagnie,1610612759
0022300278,2023-12-01,5,22,3,1630577,Julian Champagnie,1610612759
0022301210,2023-12-06,1,4,0,1630577,Julian Champagnie,1610612759
0022301223,2023-12-08,0,6,3,1630577,Julian Champagnie,1610612759
0022300298,2023-12-11,1,8,1,1630577,Julian Champagnie,1610612759
0022300316,2023-12-13,1,6,0,1630577,Julian Champagnie,1610612759
0022300331,2023-12-15,0,9,1,1630577,Julian Champagnie,1610612759
0022300345,2023-12-17,1,14,0,1630577,Julian Champagnie,1610612759
0022300361,2023-12-19,0,2,0,1630577,Julian Champagnie,1610612759
0022300376,2023-12-21,1,11,1,1630577,Julian Champagnie,1610612759
0022300398,2023-12-23,5,21,0,1630577,Julian Champagnie,1610612759
0022300412,2023-12-26,5,25,5,1630577,Julian Champagnie,1610612759
0022300427,2023-12-28,1,14,0,1630577,Julian Champagnie,1610612759
0022300437,2023-12-29,3,12,1,1630577,Julian Champagnie,1610612759
0022300448,2023-12-31,2,19,2,1630577,Julian Champagnie,1610612759
0022300460,2024-01-02,4,22,4,1630577,Julian Champagnie,1610612759
0022300477,2024-01-04,0,21,0,1630577,Julian Champagnie,1610612759
0022300497,2024-01-07,2,16,0,1630577,Julian Champagnie,1610612759
0022300519,2024-01-10,4,21,2,1630577,Julian Champagnie,1610612759
0022300541,2024-01-12,2,21,2,1630577,Julian Champagnie,1610612759
0022300548,2024-01-13,5,17,1,1630577,Julian Champagnie,1610612759
0022300559,2024-01-15,1,20,1,1630577,Julian Champagnie,1610612759
0022300571,2024-01-17,5,18,1,1630577,Julian Champagnie,1610612759
0022300584,2024-01-19,2,19,0,1630577,Julian Champagnie,1610612759
0022300594,2024-01-20,7,23,2,1630577,Julian Champagnie,1610612759
0022300608,2024-01-22,2,15,2,1630577,Julian Champagnie,1610612759
0022300622,2024-01-24,2,21,1,1630577,Julian Champagnie,1610612759
0022300641,2024-01-26,4,19,0,1630577,Julian Champagnie,1610612759
0022300649,2024-01-27,3,18,1,1630577,Julian Champagnie,1610612759
0022300665,2024-01-29,1,20,0,1630577,Julian Champagnie,1610612759
0022300681,2024-01-31,1,20,1,1630577,Julian Champagnie,1610612759
0022300696,2024-02-02,6,30,2,1630577,Julian Champagnie,1610612759
0022300703,2024-02-03,5,23,1,1630577,Julian Champagnie,1610612759
0022300730,2024-02-07,5,19,2,1630577,Julian Champagnie,1610612759
0022300734,2024-02-08,5,21,0,1630577,Julian Champagnie,1610612759
0022300750,2024-02-10,3,20,2,1630577,Julian Champagnie,1610612759
0022300764,2024-02-12,1,10,0,1630577,Julian Champagnie,1610612759
0022300785,2024-02-14,2,18,0,1630577,Julian Champagnie,1610612759
0022300803,2024-02-22,5,17,2,1630577,Julian Champagnie,1610612759
0022300813,2024-02-23,4,24,1,1630577,Julian Champagnie,1610612759
0022300825,2024-02-25,6,20,2,1630577,Julian Champagnie,1610612759
0022300838,2024-02-27,3,19,0,1630577,Julian Champagnie,1610612759
0022300853,2024-02-29,2,19,1,1630577,Julian Champagnie,1610612759
0022300891,2024-03-05,2,10,0,1630577,Julian Champagnie,1610612759
0022300908,2024-03-07,1,17,0,1630577,Julian Champagnie,1610612759
0022300921,2024-03-09,7,34,0,1630577,Julian Champagnie,1610612759
0022300936,2024-03-11,2,28,0,1630577,Julian Champagnie,1610612759
0022300942,2024-03-12,3,34,1,1630577,Julian Champagnie,1610612759
0022300965,2024-03-15,1,26,1,1630577,Julian Champagnie,1610612759
0022300981,2024-03-17,1,16,1,1630577,Julian Champagnie,1610612759
0022300994,2024-03-19,3,20,2,1630577,Julian Champagnie,1610612759
0022301015,2024-03-22,1,17,1,1630577,Julian Champagnie,1610612759
0022301025,2024-03-23,2,25,1,1630577,Julian Champagnie,1610612759
0022301039,2024-03-25,0,20,2,1630577,Julian Champagnie,1610612759
0022301058,2024-03-27,5,31,2,1630577,Julian Champagnie,1610612759
0022301070,2024-03-29,5,28,1,1630577,Julian Champagnie,1610612759
0022301085,2024-03-31,5,38,2,1630577,Julian Champagnie,1610612759
0022301099,2024-04-02,5,37,0,1630577,Julian Champagnie,1610612759
0022301123,2024-04-05,4,38,0,1630577,Julian Champagnie,1610612759
0022301140,2024-04-07,8,40,3,1630577,Julian Champagnie,1610612759
0022301151,2024-04-09,3,30,1,1630577,Julian Champagnie,1610612759
0022301163,2024-04-10,3,24,3,1630577,Julian Champagnie,1610612759
0022301180,2024-04-12,5,37,0,1630577,Julian Champagnie,1610612759
0022301197,2024-04-14,3,26,0,1630577,Julian Champagnie,1610612759
0022400074,2024-10-24,7,27,1,1630577,Julian Champagnie,1610612759
0022400094,2024-10-26,6,25,1,1630577,Julian Champagnie,1610612759
0022400109,2024-10-28,5,28,2,1630577,Julian Champagnie,1610612759
0022400125,2024-10-30,3,20,0,1630577,Julian Champagnie,1610612759
0022400130,2024-10-31,6,25,0,1630577,Julian Champagnie,1610612759
0022400146,2024-11-02,6,29,2,1630577,Julian Champagnie,1610612759
0022400168,2024-11-04,5,38,3,1630577,Julian Champagnie,1610612759
0022400173,2024-11-06,3,28,2,1630577,Julian Champagnie,1610612759
0022400183,2024-11-07,6,33,0,1630577,Julian Champagnie,1610612759
0022400197,2024-11-09,6,25,3,1630577,Julian Champagnie,1610612759
0022400216,2024-11-11,6,27,2,1630577,Julian Champagnie,1610612759
0022400224,2024-11-13,5,33,1,1630577,Julian Champagnie,1610612759
0022400015,2024-11-15,8,31,2,1630577,Julian Champagnie,1610612759
0022400232,2024-11-16,2,25,2,1630577,Julian Champagnie,1610612759
0022400025,2024-11-19,7,28,2,1630577,Julian Champagnie,1610612759
0022400262,2024-11-21,3,32,1,1630577,Julian Champagnie,1610612759
0022400269,2024-11-23,5,34,2,1630577,Julian Champagnie,1610612759
0022400038,2024-11-26,3,36,1,1630577,Julian Champagnie,1610612759
0022400296,2024-11-27,5,31,1,1630577,Julian Champagnie,1610612759
0022400313,2024-12-01,8,32,0,1630577,Julian Champagnie,1610612759
0022400057,2024-12-03,6,28,2,1630577,Julian Champagnie,1610612759
0022400331,2024-12-05,3,25,2,1630577,Julian Champagnie,1610612759
0022400337,2024-12-06,3,35,2,1630577,Julian Champagnie,1610612759
0022400354,2024-12-08,6,35,2,1630577,Julian Champagnie,1610612759
0022401215,2024-12-13,5,31,2,1630577,Julian Champagnie,1610612759
0022401218,2024-12-15,6,29,2,1630577,Julian Champagnie,1610612759
0022400370,2024-12-19,4,26,3,1630577,Julian Champagnie,1610612759
0022400386,2024-12-21,3,24,3,1630577,Julian Champagnie,1610612759
