Date,Close,High,Low,Open,Year,Month,Day,Ticker,Above1Pct,Above2Pct,Above3Pct
,ORCL,ORCL,ORCL,ORCL,,,,,,,
2020-01-23,50.9981803894043,51.0167323530528,50.34887581540766,50.469461809910314,2020,1,23,ORCL,0,0,0
2020-01-28,49.5882568359375,49.7923248722876,48.846196074334635,49.03171214934156,2020,1,28,ORCL,0,0,0
2020-02-07,50.75700378417969,50.98889798489188,50.26538567254106,50.33959351521281,2020,2,7,ORCL,1,1,0
2020-02-12,51.69386672973633,51.842278910910515,51.24863018621377,51.52690258361218,2020,2,12,ORCL,1,0,0
2020-02-27,47.10236358642578,49.58827047537174,47.08381161997982,47.195123418655584,2020,2,27,ORCL,0,0,0
2020-03-03,45.3121337890625,48.08559049973124,44.75558901973132,46.95394545854244,2020,3,3,ORCL,0,0,0
2020-03-13,44.45876693725586,44.514422832396185,40.275392587484696,41.23079932605318,2020,3,13,ORCL,0,0,0
2020-03-18,43.84656524658203,44.33817992464435,39.47767842261854,40.50728592109191,2020,3,18,ORCL,0,0,0
2020-03-23,40.98961639404297,43.12304580627425,40.71134406935941,41.740954855270694,2020,3,23,ORCL,0,0,0
2020-04-02,46.193336486816406,46.27681856304229,44.61645479056396,44.69066265317614,2020,4,2,ORCL,1,1,1
2020-04-07,47.08380126953125,48.540100238781164,47.03742313282457,48.373136115897104,2020,4,7,ORCL,1,0,0
2020-04-17,50.90493392944336,50.998134405544434,50.29914683334228,50.81173700857693,2020,4,17,ORCL,1,1,1
2020-04-22,48.71477508544922,49.00369123321652,48.24878336305758,48.49109749439797,2020,4,22,ORCL,0,0,0
2020-04-27,49.73994827270508,49.991584193101325,49.45103572187671,49.730630003905596,2020,4,27,ORCL,1,1,0
2020-05-07,49.02232360839844,49.320558000971275,48.71477094647275,48.83592977946621,2020,5,7,ORCL,0,0,0
2020-05-12,48.71477508544922,50.168670539195595,48.69613498992539,50.1407086182925,2020,5,12,ORCL,0,0,0
2020-05-22,49.04097366333008,49.059613761056276,48.5377052456632,48.78001940563354,2020,5,22,ORCL,0,0,0
2020-05-27,49.581520080566406,49.62811854185924,48.99436951361953,49.39512268016037,2020,5,27,ORCL,1,0,0
2020-06-01,49.45104217529297,49.75859485909046,49.199406222057945,49.65607611274641,2020,6,1,ORCL,0,0,0
2020-06-11,47.820072174072266,49.917034939847404,47.74551179144315,49.62811879001166,2020,6,11,ORCL,0,0,0
2020-06-16,50.876983642578125,51.25909676717859,50.12207566484955,50.75582478202621,2020,6,16,ORCL,1,1,1
2020-06-26,50.494869232177734,50.87698234704809,49.98227898860558,50.6533047298199,2020,6,26,ORCL,0,0,0
2020-07-01,51.71576690673828,52.07923990941897,50.96085897831571,50.970177249179464,2020,7,1,ORCL,1,1,0
2020-07-06,52.75025939941406,52.96461871157077,52.340187980332715,52.37746816985863,2020,7,6,ORCL,1,1,0
2020-07-16,52.243247985839844,52.87031856939073,52.01862835163111,52.804800641626414,2020,7,16,ORCL,0,0,0
2020-07-21,52.327484130859375,52.729931532160734,52.018631224200725,52.22453197188486,2020,7,21,ORCL,0,0,0
2020-07-31,51.89695358276367,51.91567247931757,50.84872036759631,51.475787335961996,2020,7,31,ORCL,0,0,0
