Date,Close,High,Low,Open,Year,Month,Day,Ticker,Above1Pct,Above2Pct,Above3Pct
,ACN,ACN,ACN,ACN,,,,,,,
2020-01-23,196.51283264160156,196.63409535598774,194.82454823074622,195.3189072825642,2020,1,23,ACN,0,0,0
2020-01-28,196.10244750976562,196.7740323551841,193.3135044924664,193.8918081299657,2020,1,28,ACN,0,0,0
2020-02-07,197.3523712158203,199.04065605839514,196.89531598778453,198.99401544611123,2020,2,7,ACN,0,0,0
2020-02-12,197.7347412109375,198.55555594779167,197.3149900670471,197.93061179422176,2020,2,12,ACN,0,0,0
2020-02-27,173.90284729003906,181.28094287522748,173.8375476072812,179.2755110531634,2020,2,27,ACN,0,0,0
2020-03-03,169.96664428710938,178.99570729229282,168.4742303565219,177.00894850436404,2020,3,3,ACN,0,0,0
2020-03-13,155.3130645751953,155.49962700298516,142.6462471414149,149.8191369688571,2020,3,13,ACN,0,0,0
2020-03-18,140.9859619140625,149.0543040282995,132.45125636927017,141.37773167600182,2020,3,18,ACN,0,0,0
2020-03-23,134.02755737304688,138.05705124570923,127.92733219675343,138.05705124570923,2020,3,23,ACN,0,0,0
2020-04-02,145.7616424560547,149.7071925166612,143.22454746294966,143.69092500973053,2020,4,2,ACN,1,1,1
2020-04-07,153.08375549316406,159.95816994566562,152.90652975499262,159.57573695621278,2020,4,7,ACN,1,1,1
2020-04-17,164.05299377441406,164.11858810512646,161.20463001820167,161.64500416262268,2020,4,17,ACN,1,1,1
2020-04-22,161.44822692871094,162.41329848005648,158.5436477837536,159.32131514122284,2020,4,22,ACN,0,0,0
2020-04-27,168.1194305419922,169.15946107273388,165.0930410612316,165.12114883528395,2020,4,27,ACN,1,1,1
2020-05-07,175.31532287597656,175.61514390149932,170.99591855324726,171.45503602941017,2020,5,7,ACN,1,1,1
2020-05-12,174.01292419433594,178.0137637640613,173.9848164231029,175.99928294511537,2020,5,12,ACN,0,0,0
2020-05-22,181.49928283691406,182.6048933732012,179.08191426624418,181.84595490389657,2020,5,22,ACN,1,1,1
2020-05-27,187.32717895507812,187.34592223554847,183.8416865250958,185.87489639964133,2020,5,27,ACN,1,1,1
2020-06-01,190.5597381591797,190.90641025554456,187.27098545087355,188.8357135763542,2020,6,1,ACN,1,0,0
2020-06-11,183.59803771972656,192.96767490161545,183.53245769385785,192.56478736532148,2020,6,11,ACN,0,0,0
2020-06-16,191.515380859375,193.83906120558186,189.37910469687623,190.54094486997968,2020,6,16,ACN,1,1,1
2020-06-26,199.0767059326172,203.25555660453998,197.76496229051887,203.11501774893424,2020,6,26,ACN,1,1,1
2020-07-01,201.0631103515625,203.22749500118078,200.3978738879938,200.9787870190431,2020,7,1,ACN,0,0,0
2020-07-06,203.8365020751953,205.81349650294655,202.67466167650565,204.03325649058652,2020,7,6,ACN,1,0,0
2020-07-16,206.05030822753906,207.47971513719773,205.5707111072106,206.68037225400298,2020,7,16,ACN,1,0,0
2020-07-21,209.47332763671875,212.2851184349461,209.1818070075026,211.49517444208448,2020,7,21,ACN,1,0,0
2020-07-31,211.38238525390625,211.54225098322203,207.73364118690856,210.54543270083178,2020,7,31,ACN,0,0,0
2020-08-05,215.06871032714844,215.72698511027167,213.90262766827703,214.35401404108808,2020,8,5,ACN,1,0,0
2020-08-10,216.61090087890625,217.47606383519047,215.83978330128102,215.9996489655532,2020,8,10,ACN,0,0,0
2020-08-20,222.5072784423828,222.82700989764368,219.65787740131967,219.99642080962994,2020,8,20,ACN,1,1,0
2020-08-25,224.01190185546875,224.500897802799,222.60130682036254,223.74857758087938,2020,8,25,ACN,0,0,0
2020-09-04,221.9993896484375,226.5132809827802,218.08733709931724,225.85500635896443,2020,9,4,ACN,0,0,0
2020-09-09,224.67013549804688,226.9741040966572,220.81450403557176,222.6858982716346,2020,9,9,ACN,1,0,0
2020-09-14,224.59490966796875,226.62616965898576,222.69530461992625,223.4382259297421,2020,9,14,ACN,0,0,0
2020-09-24,201.6398162841797,207.3104060446237,200.44550870855247,205.82457784919808,2020,9,24,ACN,0,0,0
2020-09-29,210.72406005859375,211.7490888514018,209.05955415192548,210.05637219625717,2020,9,29,ACN,1,1,1
2020-10-09,215.90142822265625,216.27905405941948,213.1730404963604,213.22968293132465,2020,10,9,ACN,1,1,0
2020-10-14,216.6000518798828,218.93192831115527,215.5521379522818,216.08081992114464,2020,10,14,ACN,0,0,0
2020-10-19,213.58840942382812,220.20639713789802,213.0974843763043,217.35527490776005,2020,10,19,ACN,0,0,0
2020-10-29,204.33644104003906,206.30956249935386,200.5695610132101,203.4584401652214,2020,10,29,ACN,0,0,0
2020-11-03,213.08810424804688,215.03290492794238,209.047432366419,209.5855643787903,2020,11,3,ACN,1,1,1
2020-11-13,228.25941467285156,228.86362464393972,224.77576093114718,226.5695196367697,2020,11,13,ACN,1,1,1
2020-11-18,226.3240966796875,230.18539145516496,226.15416934276197,229.75110869606914,2020,11,18,ACN,0,0,0
2020-11-23,232.43226623535156,232.87598455466727,229.00526897629004,231.02559762797082,2020,11,23,ACN,1,1,0
2020-12-03,235.95364379882812,237.63411757391555,234.94348681858332,236.01973623961592,2020,12,3,ACN,1,0,0
2020-12-08,235.8875732421875,236.54842564350997,233.37631971166013,235.07566474756217,2020,12,8,ACN,0,0,0
2020-12-18,251.3610076904297,252.03129564385705,244.15768105746577,249.13299531069862,2020,12,18,ACN,1,1,1
