game_id,game_date,points,fga,minutes,fouls,player_id,player_name,team_id
22200829,2023-02-08,24,17,37,3,202681,Kyrie Irving,1610612742
22200844,2023-02-10,25,14,35,2,202681,Kyrie Irving,1610612742
22200854,2023-02-11,28,21,42,5,202681,Kyrie Irving,1610612742
22200865,2023-02-13,36,23,40,2,202681,Kyrie Irving,1610612742
22200891,2023-02-23,23,13,30,3,202681,Kyrie Irving,1610612742
22200913,2023-02-26,21,22,38,4,202681,Kyrie Irving,1610612742
22200929,2023-02-28,16,18,36,4,202681,Kyrie Irving,1610612742
22200943,2023-03-02,40,22,42,3,202681,Kyrie Irving,1610612742
22200962,2023-03-05,30,19,37,3,202681,Kyrie Irving,1610612742
22200983,2023-03-07,33,18,39,2,202681,Kyrie Irving,1610612742
22200988,2023-03-08,27,24,41,3,202681,Kyrie Irving,1610612742
22201054,2023-03-17,38,23,39,5,202681,Kyrie Irving,1610612742
22201075,2023-03-20,28,24,33,2,202681,Kyrie Irving,1610612742
22201101,2023-03-24,18,16,38,0,202681,Kyrie Irving,1610612742
22201113,2023-03-26,18,15,36,3,202681,Kyrie Irving,1610612742
22201123,2023-03-27,16,11,30,2,202681,Kyrie Irving,1610612742
22201139,2023-03-29,23,17,40,1,202681,Kyrie Irving,1610612742
22201161,2023-04-01,23,17,43,3,202681,Kyrie Irving,1610612742
22201167,2023-04-02,41,27,44,3,202681,Kyrie Irving,1610612742
22201195,2023-04-05,31,23,43,3,202681,Kyrie Irving,1610612742
22300073,2023-10-25,22,24,36,3,202681,Kyrie Irving,1610612742
22300084,2023-10-27,17,17,34,2,202681,Kyrie Irving,1610612742
22300006,2023-11-03,22,15,35,1,202681,Kyrie Irving,1610612742
22300143,2023-11-05,18,14,34,3,202681,Kyrie Irving,1610612742
22300147,2023-11-06,21,20,37,2,202681,Kyrie Irving,1610612742
22300168,2023-11-08,22,19,36,2,202681,Kyrie Irving,1610612742
22300014,2023-11-10,27,19,28,1,202681,Kyrie Irving,1610612742
22300183,2023-11-12,35,20,29,1,202681,Kyrie Irving,1610612742
22300022,2023-11-14,17,13,26,1,202681,Kyrie Irving,1610612742
22300205,2023-11-18,39,29,34,4,202681,Kyrie Irving,1610612742
22300212,2023-11-19,23,17,33,2,202681,Kyrie Irving,1610612742
22300238,2023-11-22,28,22,35,0,202681,Kyrie Irving,1610612742
22300244,2023-11-25,26,22,32,3,202681,Kyrie Irving,1610612742
22300059,2023-11-28,27,22,36,1,202681,Kyrie Irving,1610612742
22300277,2023-12-01,10,15,36,2,202681,Kyrie Irving,1610612742
22301213,2023-12-06,26,16,27,2,202681,Kyrie Irving,1610612742
22301226,2023-12-08,11,6,13,1,202681,Kyrie Irving,1610612742
22300457,2024-01-01,14,14,32,3,202681,Kyrie Irving,1610612742
22300472,2024-01-03,29,19,29,0,202681,Kyrie Irving,1610612742
22300487,2024-01-05,24,18,29,0,202681,Kyrie Irving,1610612742
22300501,2024-01-07,35,27,39,2,202681,Kyrie Irving,1610612742
22300515,2024-01-09,33,25,40,3,202681,Kyrie Irving,1610612742
22300530,2024-01-11,44,26,40,3,202681,Kyrie Irving,1610612742
22300547,2024-01-13,33,27,40,2,202681,Kyrie Irving,1610612742
22300556,2024-01-15,42,28,41,1,202681,Kyrie Irving,1610612742
22300577,2024-01-17,12,16,32,2,202681,Kyrie Irving,1610612742
22300611,2024-01-22,23,20,36,3,202681,Kyrie Irving,1610612742
22300715,2024-02-05,23,17,35,4,202681,Kyrie Irving,1610612742
22300720,2024-02-06,36,24,40,1,202681,Kyrie Irving,1610612742
22300736,2024-02-08,16,17,36,3,202681,Kyrie Irving,1610612742
22300748,2024-02-10,25,19,33,2,202681,Kyrie Irving,1610612742
22300768,2024-02-12,26,19,43,3,202681,Kyrie Irving,1610612742
22300785,2024-02-14,34,22,33,1,202681,Kyrie Irving,1610612742
22300796,2024-02-22,29,18,36,2,202681,Kyrie Irving,1610612742
22300819,2024-02-25,29,22,32,0,202681,Kyrie Irving,1610612742
22300832,2024-02-27,30,24,39,1,202681,Kyrie Irving,1610612742
22300844,2024-02-28,29,20,35,4,202681,Kyrie Irving,1610612742
22300859,2024-03-01,19,23,37,1,202681,Kyrie Irving,1610612742
22300871,2024-03-03,28,20,38,0,202681,Kyrie Irving,1610612742
22300892,2024-03-05,23,19,36,3,202681,Kyrie Irving,1610612742
22300904,2024-03-07,23,19,36,1,202681,Kyrie Irving,1610612742
22300919,2024-03-09,21,18,30,1,202681,Kyrie Irving,1610612742
22300935,2024-03-11,14,14,27,2,202681,Kyrie Irving,1610612742
22300952,2024-03-13,23,16,35,3,202681,Kyrie Irving,1610612742
22300959,2024-03-14,36,18,38,1,202681,Kyrie Irving,1610612742
22300978,2024-03-17,24,23,40,2,202681,Kyrie Irving,1610612742
22300994,2024-03-19,28,21,38,3,202681,Kyrie Irving,1610612742
22301008,2024-03-21,16,19,35,1,202681,Kyrie Irving,1610612742
22301041,2024-03-25,27,21,36,2,202681,Kyrie Irving,1610612742
22301047,2024-03-26,24,19,35,4,202681,Kyrie Irving,1610612742
22301073,2024-03-29,30,16,38,1,202681,Kyrie Irving,1610612742
22301083,2024-03-31,24,19,34,3,202681,Kyrie Irving,1610612742
22300589,2024-04-02,27,19,39,3,202681,Kyrie Irving,1610612742
22301124,2024-04-04,26,21,35,1,202681,Kyrie Irving,1610612742
22301097,2024-04-05,26,19,42,3,202681,Kyrie Irving,1610612742
22301131,2024-04-07,48,25,45,1,202681,Kyrie Irving,1610612742
22301144,2024-04-09,18,15,37,3,202681,Kyrie Irving,1610612742
22301161,2024-04-10,25,15,37,2,202681,Kyrie Irving,1610612742
22400074,2024-10-24,15,17,27,1,202681,Kyrie Irving,1610612742
22400095,2024-10-26,22,22,39,4,202681,Kyrie Irving,1610612742
22400110,2024-10-28,23,14,36,2,202681,Kyrie Irving,1610612742
22400114,2024-10-29,35,23,39,3,202681,Kyrie Irving,1610612742
22400129,2024-10-31,28,20,43,2,202681,Kyrie Irving,1610612742
22400153,2024-11-03,17,11,28,2,202681,Kyrie Irving,1610612742
22400165,2024-11-04,27,21,40,3,202681,Kyrie Irving,1610612742
22400176,2024-11-06,17,11,28,0,202681,Kyrie Irving,1610612742
22400190,2024-11-08,29,17,41,1,202681,Kyrie Irving,1610612742
22400208,2024-11-10,43,22,35,1,202681,Kyrie Irving,1610612742
22400007,2024-11-12,21,13,36,4,202681,Kyrie Irving,1610612742
22400232,2024-11-16,22,15,28,2,202681,Kyrie Irving,1610612742
22400242,2024-11-17,23,18,36,2,202681,Kyrie Irving,1610612742
22400024,2024-11-19,18,11,27,1,202681,Kyrie Irving,1610612742
22400033,2024-11-22,19,19,38,3,202681,Kyrie Irving,1610612742
22400273,2024-11-24,27,21,39,4,202681,Kyrie Irving,1610612742
22400280,2024-11-25,32,28,41,3,202681,Kyrie Irving,1610612742
22400292,2024-11-27,23,21,35,4,202681,Kyrie Irving,1610612742
22400304,2024-11-30,30,25,36,1,202681,Kyrie Irving,1610612742
22400056,2024-12-03,10,14,35,4,202681,Kyrie Irving,1610612742
22400326,2024-12-05,25,16,25,3,202681,Kyrie Irving,1610612742
22400344,2024-12-07,29,14,39,2,202681,Kyrie Irving,1610612742
22401203,2024-12-10,17,14,40,2,202681,Kyrie Irving,1610612742
22401228,2024-12-15,21,16,35,0,202681,Kyrie Irving,1610612742
22400385,2024-12-21,15,25,38,1,202681,Kyrie Irving,1610612742
22400401,2024-12-23,20,14,29,1,202681,Kyrie Irving,1610612742
22400406,2024-12-25,39,27,37,1,202681,Kyrie Irving,1610612742
22400425,2024-12-27,20,21,40,4,202681,Kyrie Irving,1610612742
22400434,2024-12-28,46,26,39,1,202681,Kyrie Irving,1610612742
22400460,2025-01-01,16,13,37,4,202681,Kyrie Irving,1610612742
22400559,2025-01-14,11,18,30,1,202681,Kyrie Irving,1610612742
22400583,2025-01-17,25,19,39,2,202681,Kyrie Irving,1610612742
22400599,2025-01-20,33,24,41,0,202681,Kyrie Irving,1610612742
0022400614,2025-01-22,36,21,38,3,202681,Kyrie Irving,1610612742
