game_id,game_date,3points,fg3a,minutes,fouls,player_id,player_name,team_id
0022400073,2024-10-24,0,5,22,2,1642259,Alex Sarr,1610612764
0022400090,2024-10-26,2,6,25,3,1642259,Alex Sarr,1610612764
0022400103,2024-10-28,1,5,27,4,1642259,Alex Sarr,1610612764
0022400121,2024-10-30,2,5,23,2,1642259,Alex Sarr,1610612764
0022400147,2024-11-02,1,4,27,2,1642259,Alex Sarr,1610612764
0022400155,2024-11-04,0,4,27,3,1642259,Alex Sarr,1610612764
0022400191,2024-11-08,0,5,25,4,1642259,Alex Sarr,1610612764
0022400204,2024-11-10,2,6,25,3,1642259,Alex Sarr,1610612764
0022400213,2024-11-11,0,3,28,3,1642259,Alex Sarr,1610612764
0022400224,2024-11-13,0,5,26,2,1642259,Alex Sarr,1610612764
0022400012,2024-11-15,3,4,31,4,1642259,Alex Sarr,1610612764
0022400237,2024-11-17,1,3,24,2,1642259,Alex Sarr,1610612764
0022400246,2024-11-18,0,4,24,4,1642259,Alex Sarr,1610612764
0022400028,2024-11-22,0,2,28,3,1642259,Alex Sarr,1610612764
0022400272,2024-11-24,1,4,31,2,1642259,Alex Sarr,1610612764
0022400035,2024-11-26,4,5,31,2,1642259,Alex Sarr,1610612764
0022400291,2024-11-27,2,6,23,3,1642259,Alex Sarr,1610612764
0022400302,2024-11-30,1,6,36,2,1642259,Alex Sarr,1610612764
0022400051,2024-12-03,1,4,27,3,1642259,Alex Sarr,1610612764
0022400326,2024-12-05,1,2,27,1,1642259,Alex Sarr,1610612764
0022401208,2024-12-13,2,4,27,4,1642259,Alex Sarr,1610612764
0022401217,2024-12-15,2,6,28,6,1642259,Alex Sarr,1610612764
0022400362,2024-12-19,3,6,33,1,1642259,Alex Sarr,1610612764
0022400382,2024-12-21,3,6,33,0,1642259,Alex Sarr,1610612764
0022400412,2024-12-26,3,6,25,2,1642259,Alex Sarr,1610612764
0022400429,2024-12-28,2,4,32,4,1642259,Alex Sarr,1610612764
0022400443,2024-12-30,3,6,25,4,1642259,Alex Sarr,1610612764
0022400456,2025-01-01,1,2,25,1,1642259,Alex Sarr,1610612764
0022400472,2025-01-03,0,2,27,4,1642259,Alex Sarr,1610612764
0022400489,2025-01-05,3,6,28,2,1642259,Alex Sarr,1610612764
0022400503,2025-01-07,0,5,23,3,1642259,Alex Sarr,1610612764
0022400530,2025-01-10,1,4,26,2,1642259,Alex Sarr,1610612764
0022400545,2025-01-12,2,4,25,1,1642259,Alex Sarr,1610612764
0022400548,2025-01-13,3,5,28,2,1642259,Alex Sarr,1610612764
0022400573,2025-01-16,1,7,28,1,1642259,Alex Sarr,1610612764
0022400589,2025-01-18,3,7,30,0,1642259,Alex Sarr,1610612764
0022400598,2025-01-19,1,5,22,1,1642259,Alex Sarr,1610612764
0022400610,2025-01-21,0,3,27,1,1642259,Alex Sarr,1610612764
