game_id,game_date,3points,fg3a,minutes,fouls,player_id,player_name,team_id
22200902,2023-02-24,2,3,20,4,201569,Eric Gordon,1610612756
22200918,2023-02-26,0,1,25,1,201569,Eric Gordon,1610612756
22200932,2023-02-28,0,0,7,0,201569,Eric Gordon,1610612756
22200945,2023-03-02,2,10,34,3,201569,Eric Gordon,1610612756
22200954,2023-03-03,3,7,30,2,201569,Eric Gordon,1610612756
22200970,2023-03-05,3,4,33,2,201569,Eric Gordon,1610612756
22200991,2023-03-08,2,6,27,1,201569,Eric Gordon,1610612756
22201004,2023-03-11,2,5,26,3,201569,Eric Gordon,1610612756
22201041,2023-03-15,4,8,28,1,201569,Eric Gordon,1610612756
22201056,2023-03-18,1,3,31,3,201569,Eric Gordon,1610612756
22201069,2023-03-19,4,5,28,3,201569,Eric Gordon,1610612756
22201082,2023-03-21,1,5,28,1,201569,Eric Gordon,1610612756
22201096,2023-03-23,2,5,22,2,201569,Eric Gordon,1610612756
22201112,2023-03-25,3,3,24,0,201569,Eric Gordon,1610612756
22201129,2023-03-27,5,9,28,3,201569,Eric Gordon,1610612756
22201141,2023-03-29,2,5,28,0,201569,Eric Gordon,1610612756
22201156,2023-03-31,2,5,16,0,201569,Eric Gordon,1610612756
22201196,2023-04-05,3,6,23,0,201569,Eric Gordon,1610612756
22201215,2023-04-08,1,6,18,3,201569,Eric Gordon,1610612756
22201229,2023-04-09,2,7,21,0,201569,Eric Gordon,1610612756
22300062,2023-10-24,2,9,32,2,201569,Eric Gordon,1610612756
22300076,2023-10-26,2,8,30,2,201569,Eric Gordon,1610612756
22300094,2023-10-28,3,7,26,1,201569,Eric Gordon,1610612756
22300113,2023-10-31,4,9,36,1,201569,Eric Gordon,1610612756
22300131,2023-11-02,1,2,24,1,201569,Eric Gordon,1610612756
22300132,2023-11-04,1,4,34,1,201569,Eric Gordon,1610612756
22300140,2023-11-05,3,5,31,0,201569,Eric Gordon,1610612756
22300162,2023-11-08,0,8,25,1,201569,Eric Gordon,1610612756
22300015,2023-11-10,3,4,28,0,201569,Eric Gordon,1610612756
22300197,2023-11-15,3,6,29,2,201569,Eric Gordon,1610612756
22300035,2023-11-17,4,8,33,2,201569,Eric Gordon,1610612756
22300214,2023-11-19,5,12,41,3,201569,Eric Gordon,1610612756
22300041,2023-11-21,2,3,36,2,201569,Eric Gordon,1610612756
22300236,2023-11-22,3,9,29,3,201569,Eric Gordon,1610612756
22300044,2023-11-24,4,11,34,0,201569,Eric Gordon,1610612756
22300247,2023-11-26,6,9,33,3,201569,Eric Gordon,1610612756
22300260,2023-11-29,2,5,34,2,201569,Eric Gordon,1610612756
22300279,2023-12-01,4,7,33,1,201569,Eric Gordon,1610612756
22301203,2023-12-05,1,4,35,1,201569,Eric Gordon,1610612756
22301228,2023-12-08,3,7,38,3,201569,Eric Gordon,1610612756
22300308,2023-12-12,1,6,32,1,201569,Eric Gordon,1610612756
22300347,2023-12-17,2,6,30,0,201569,Eric Gordon,1610612756
22300363,2023-12-19,1,4,29,1,201569,Eric Gordon,1610612756
22300387,2023-12-22,0,1,25,1,201569,Eric Gordon,1610612756
22300405,2023-12-25,2,7,37,3,201569,Eric Gordon,1610612756
22300418,2023-12-27,7,11,39,1,201569,Eric Gordon,1610612756
22300436,2023-12-29,7,12,33,1,201569,Eric Gordon,1610612756
22300450,2023-12-31,0,2,30,3,201569,Eric Gordon,1610612756
22300456,2024-01-01,2,6,20,0,201569,Eric Gordon,1610612756
22300473,2024-01-03,3,6,28,1,201569,Eric Gordon,1610612756
22300511,2024-01-08,2,7,25,1,201569,Eric Gordon,1610612756
22300531,2024-01-11,1,9,23,0,201569,Eric Gordon,1610612756
22300554,2024-01-14,1,3,24,0,201569,Eric Gordon,1610612756
22300567,2024-01-16,3,7,24,0,201569,Eric Gordon,1610612756
22300588,2024-01-19,1,8,26,2,201569,Eric Gordon,1610612756
22300604,2024-01-21,0,5,30,2,201569,Eric Gordon,1610612756
22300636,2024-01-26,2,6,30,0,201569,Eric Gordon,1610612756
22300655,2024-01-28,1,2,22,1,201569,Eric Gordon,1610612756
22300661,2024-01-29,5,12,34,2,201569,Eric Gordon,1610612756
22300677,2024-01-31,5,9,32,1,201569,Eric Gordon,1610612756
22300690,2024-02-02,2,5,28,1,201569,Eric Gordon,1610612756
22300705,2024-02-04,1,3,19,1,201569,Eric Gordon,1610612756
22300725,2024-02-06,1,3,22,2,201569,Eric Gordon,1610612756
22300739,2024-02-08,3,4,38,0,201569,Eric Gordon,1610612756
22300757,2024-02-10,1,3,23,1,201569,Eric Gordon,1610612756
22300774,2024-02-13,4,9,27,1,201569,Eric Gordon,1610612756
22300787,2024-02-14,2,6,24,1,201569,Eric Gordon,1610612756
22300796,2024-02-22,4,7,35,3,201569,Eric Gordon,1610612756
22300806,2024-02-23,1,5,30,0,201569,Eric Gordon,1610612756
22300878,2024-03-03,3,8,30,0,201569,Eric Gordon,1610612756
22300893,2024-03-05,0,4,22,0,201569,Eric Gordon,1610612756
22300905,2024-03-07,1,4,23,1,201569,Eric Gordon,1610612756
22300920,2024-03-09,0,2,29,0,201569,Eric Gordon,1610612756
22300961,2024-03-15,4,8,26,4,201569,Eric Gordon,1610612756
22300976,2024-03-17,2,2,22,2,201569,Eric Gordon,1610612756
22301002,2024-03-20,0,0,19,0,201569,Eric Gordon,1610612756
22301010,2024-03-21,4,6,24,1,201569,Eric Gordon,1610612756
22301025,2024-03-23,4,5,23,3,201569,Eric Gordon,1610612756
22301039,2024-03-25,0,3,24,1,201569,Eric Gordon,1610612756
22301059,2024-03-27,2,5,20,0,201569,Eric Gordon,1610612756
22301069,2024-03-29,1,8,22,1,201569,Eric Gordon,1610612756
22301092,2024-04-01,1,6,19,1,201569,Eric Gordon,1610612756
22301110,2024-04-03,1,3,24,3,201569,Eric Gordon,1610612756
22301125,2024-04-05,0,0,17,0,201569,Eric Gordon,1610612756
22301138,2024-04-07,1,4,18,0,201569,Eric Gordon,1610612756
22301156,2024-04-09,3,8,29,0,201569,Eric Gordon,1610612756
22301165,2024-04-10,2,6,24,0,201569,Eric Gordon,1610612756
22301185,2024-04-12,0,4,17,0,201569,Eric Gordon,1610612756
22400066,2024-10-23,0,2,22,1,201569,Eric Gordon,1610612756
22400078,2024-10-25,1,2,20,1,201569,Eric Gordon,1610612756
22400097,2024-10-27,2,7,32,1,201569,Eric Gordon,1610612756
22400120,2024-10-30,0,2,16,1,201569,Eric Gordon,1610612756
22400142,2024-11-02,2,3,22,1,201569,Eric Gordon,1610612756
22400167,2024-11-04,2,4,18,1,201569,Eric Gordon,1610612756
22400179,2024-11-06,0,1,17,1,201569,Eric Gordon,1610612756
22400205,2024-11-10,0,2,17,1,201569,Eric Gordon,1610612756
22400220,2024-11-13,1,2,12,0,201569,Eric Gordon,1610612756
22400010,2024-11-15,0,2,16,1,201569,Eric Gordon,1610612756
22400245,2024-11-18,1,4,14,1,201569,Eric Gordon,1610612756
22400255,2024-11-20,0,0,5,0,201569,Eric Gordon,1610612756
22400027,2024-11-22,0,6,20,1,201569,Eric Gordon,1610612756
22400274,2024-11-24,1,3,16,1,201569,Eric Gordon,1610612756
22400290,2024-11-27,0,0,7,1,201569,Eric Gordon,1610612756
22400301,2024-11-30,0,2,10,0,201569,Eric Gordon,1610612756
22401222,2024-12-16,3,5,26,0,201569,Eric Gordon,1610612756
22400373,2024-12-20,0,2,16,0,201569,Eric Gordon,1610612756
22400380,2024-12-21,1,2,10,0,201569,Eric Gordon,1610612756
22400462,2025-01-01,3,7,27,0,201569,Eric Gordon,1610612756
22400467,2025-01-02,1,2,14,1,201569,Eric Gordon,1610612756
22400478,2025-01-04,0,1,7,0,201569,Eric Gordon,1610612756
22400494,2025-01-06,0,1,8,0,201569,Eric Gordon,1610612756
22400512,2025-01-08,4,7,31,2,201569,Eric Gordon,1610612756
22400527,2025-01-10,2,4,15,0,201569,Eric Gordon,1610612756
22400544,2025-01-12,3,3,28,4,201569,Eric Gordon,1610612756
22400555,2025-01-14,3,8,28,2,201569,Eric Gordon,1610612756
22400561,2025-01-15,3,5,21,0,201569,Eric Gordon,1610612756
22400588,2025-01-18,1,5,30,2,201569,Eric Gordon,1610612756
22400594,2025-01-19,2,6,30,3,201569,Eric Gordon,1610612756
0022400609,2025-01-21,3,4,19,0,201569,Eric Gordon,1610612755
