game_id,game_date,3points,fg3a,minutes,fouls,player_id,player_name,team_id
0022200877,2023-02-15,1,5,26,3,1631093,Jaden Ivey,1610612765
0022200888,2023-02-23,5,7,31,0,1631093,Jaden Ivey,1610612765
0022200903,2023-02-25,0,5,32,5,1631093,Jaden Ivey,1610612765
0022200934,2023-03-01,2,4,31,4,1631093,Jaden Ivey,1610612765
0022200957,2023-03-04,1,4,30,1,1631093,Jaden Ivey,1610612765
0022200977,2023-03-06,0,7,31,4,1631093,Jaden Ivey,1610612765
0022200769,2023-03-07,3,6,32,5,1631093,Jaden Ivey,1610612765
0022200992,2023-03-09,2,7,32,4,1631093,Jaden Ivey,1610612765
0022201042,2023-03-16,2,5,35,3,1631093,Jaden Ivey,1610612765
0022201066,2023-03-19,2,4,38,4,1631093,Jaden Ivey,1610612765
0022201078,2023-03-21,2,9,30,3,1631093,Jaden Ivey,1610612765
0022201099,2023-03-24,2,6,41,3,1631093,Jaden Ivey,1610612765
0022201122,2023-03-27,3,6,32,4,1631093,Jaden Ivey,1610612765
0022201142,2023-03-29,5,8,31,6,1631093,Jaden Ivey,1610612765
0022201155,2023-03-31,2,9,35,5,1631093,Jaden Ivey,1610612765
0022201169,2023-04-02,2,7,31,5,1631093,Jaden Ivey,1610612765
0022201177,2023-04-04,4,6,37,3,1631093,Jaden Ivey,1610612765
0022201189,2023-04-05,2,6,43,2,1631093,Jaden Ivey,1610612765
0022201203,2023-04-07,3,8,42,3,1631093,Jaden Ivey,1610612765
0022201223,2023-04-09,2,7,37,6,1631093,Jaden Ivey,1610612765
0022300068,2023-10-25,0,2,17,3,1631093,Jaden Ivey,1610612765
0022300077,2023-10-27,2,6,23,4,1631093,Jaden Ivey,1610612765
0022300088,2023-10-28,1,2,22,0,1631093,Jaden Ivey,1610612765
0022300109,2023-10-30,4,6,19,5,1631093,Jaden Ivey,1610612765
0022300115,2023-11-01,1,3,22,3,1631093,Jaden Ivey,1610612765
0022300129,2023-11-02,1,3,22,4,1631093,Jaden Ivey,1610612765
0022300181,2023-11-12,0,2,11,1,1631093,Jaden Ivey,1610612765
0022300018,2023-11-14,1,2,21,1,1631093,Jaden Ivey,1610612765
0022300030,2023-11-17,1,2,29,3,1631093,Jaden Ivey,1610612765
0022300211,2023-11-19,0,5,28,1,1631093,Jaden Ivey,1610612765
0022300218,2023-11-20,1,1,30,2,1631093,Jaden Ivey,1610612765
0022300047,2023-11-24,1,6,32,3,1631093,Jaden Ivey,1610612765
0022300253,2023-11-27,2,3,33,3,1631093,Jaden Ivey,1610612765
0022300258,2023-11-29,1,2,19,6,1631093,Jaden Ivey,1610612765
0022300268,2023-11-30,1,1,13,3,1631093,Jaden Ivey,1610612765
0022300283,2023-12-02,0,3,29,3,1631093,Jaden Ivey,1610612765
0022301206,2023-12-06,1,3,24,0,1631093,Jaden Ivey,1610612765
0022301217,2023-12-08,0,4,21,2,1631093,Jaden Ivey,1610612765
0022300293,2023-12-11,0,3,34,2,1631093,Jaden Ivey,1610612765
0022300310,2023-12-13,0,3,21,2,1631093,Jaden Ivey,1610612765
0022300327,2023-12-15,0,2,29,3,1631093,Jaden Ivey,1610612765
0022300334,2023-12-16,2,6,28,0,1631093,Jaden Ivey,1610612765
0022300352,2023-12-18,0,2,29,6,1631093,Jaden Ivey,1610612765
0022300374,2023-12-21,2,5,35,4,1631093,Jaden Ivey,1610612765
0022300394,2023-12-23,3,6,35,4,1631093,Jaden Ivey,1610612765
0022300406,2023-12-26,0,2,28,5,1631093,Jaden Ivey,1610612765
0022300421,2023-12-28,3,5,33,6,1631093,Jaden Ivey,1610612765
0022300440,2023-12-30,1,3,29,2,1631093,Jaden Ivey,1610612765
0022300453,2024-01-01,3,4,26,1,1631093,Jaden Ivey,1610612765
0022300474,2024-01-03,2,3,22,2,1631093,Jaden Ivey,1610612765
0022300490,2024-01-05,2,5,24,6,1631093,Jaden Ivey,1610612765
0022300502,2024-01-07,0,6,27,2,1631093,Jaden Ivey,1610612765
0022300512,2024-01-09,2,9,33,4,1631093,Jaden Ivey,1610612765
0022300519,2024-01-10,2,10,30,0,1631093,Jaden Ivey,1610612765
0022300534,2024-01-12,1,6,28,3,1631093,Jaden Ivey,1610612765
0022300558,2024-01-15,2,7,32,0,1631093,Jaden Ivey,1610612765
0022300569,2024-01-17,4,6,36,4,1631093,Jaden Ivey,1610612765
0022300592,2024-01-20,2,5,32,5,1631093,Jaden Ivey,1610612765
0022300606,2024-01-22,1,4,32,0,1631093,Jaden Ivey,1610612765
0022300619,2024-01-24,1,3,22,2,1631093,Jaden Ivey,1610612765
0022300642,2024-01-27,2,3,26,3,1631093,Jaden Ivey,1610612765
0022300654,2024-01-28,3,7,35,2,1631093,Jaden Ivey,1610612765
0022300675,2024-01-31,2,3,29,5,1631093,Jaden Ivey,1610612765
0022300688,2024-02-02,3,8,34,2,1631093,Jaden Ivey,1610612765
0022300704,2024-02-04,2,4,35,3,1631093,Jaden Ivey,1610612765
0022300732,2024-02-07,5,7,38,3,1631093,Jaden Ivey,1610612765
0022300741,2024-02-08,7,7,48,4,1631093,Jaden Ivey,1610612765
0022300749,2024-02-10,2,6,36,3,1631093,Jaden Ivey,1610612765
0022300776,2024-02-13,1,6,29,5,1631093,Jaden Ivey,1610612765
0022300787,2024-02-14,0,4,15,3,1631093,Jaden Ivey,1610612765
0022300793,2024-02-22,1,3,32,2,1631093,Jaden Ivey,1610612765
0022300814,2024-02-24,2,6,34,2,1631093,Jaden Ivey,1610612765
0022300828,2024-02-26,1,4,24,1,1631093,Jaden Ivey,1610612765
0022300839,2024-02-27,1,3,34,3,1631093,Jaden Ivey,1610612765
0022300857,2024-03-01,1,9,31,6,1631093,Jaden Ivey,1610612765
0022300874,2024-03-03,0,5,25,3,1631093,Jaden Ivey,1610612765
